GeographyCode,LC6111NI0001,LC6111NI0002,LC6111NI0003,LC6111NI0004,LC6111NI0005,LC6111NI0006,LC6111NI0007,LC6111NI0008,LC6111NI0009,LC6111NI0010,LC6111NI0011,LC6111NI0012,LC6111NI0013,LC6111NI0014,LC6111NI0015
N00000001,307,284,23,173,159,14,84,80,4,47,42,5,3,3,0
N00000002,125,51,74,51,23,28,26,10,16,39,12,27,9,6,3
N00000003,67,20,47,35,12,23,17,7,10,12,1,11,3,0,3
N00000004,181,59,122,52,19,33,69,17,52,59,22,37,1,1,0
N00000005,118,46,72,47,19,28,46,17,29,25,10,15,0,0,0
N00000006,71,29,42,26,9,17,24,9,15,19,11,8,2,0,2
N00000007,77,27,50,27,11,16,25,7,18,24,8,16,1,1,0
N00000008,128,57,71,42,23,19,45,16,29,36,14,22,5,4,1
N00000009,257,150,107,130,79,51,70,39,31,52,28,24,5,4,1
N00000010,69,21,48,18,9,9,27,7,20,23,4,19,1,1,0
N00000011,106,29,77,21,8,13,19,7,12,60,13,47,6,1,5
N00000012,108,41,67,23,13,10,20,11,9,61,15,46,4,2,2
N00000013,109,46,63,23,9,14,23,7,16,53,24,29,10,6,4
N00000014,187,102,85,47,37,10,34,15,19,95,43,52,11,7,4
N00000015,96,31,65,19,5,14,16,6,10,54,16,38,7,4,3
N00000016,105,39,66,19,6,13,25,12,13,56,18,38,5,3,2
N00000017,137,60,77,23,6,17,28,16,12,77,34,43,9,4,5
N00000018,82,40,42,21,8,13,18,9,9,40,21,19,3,2,1
N00000019,107,40,67,13,8,5,17,3,14,70,25,45,7,4,3
N00000020,112,59,53,16,9,7,17,11,6,68,31,37,11,8,3
N00000021,115,51,64,22,13,9,21,12,9,65,22,43,7,4,3
N00000022,98,45,53,18,11,7,22,8,14,52,22,30,6,4,2
N00000023,93,37,56,14,9,5,9,5,4,65,20,45,5,3,2
N00000024,157,56,101,63,21,42,55,19,36,37,16,21,2,0,2
N00000025,146,31,115,56,10,46,50,10,40,36,10,26,4,1,3
N00000026,134,38,96,51,13,38,53,14,39,28,10,18,2,1,1
N00000027,162,69,93,52,30,22,65,20,45,41,17,24,4,2,2
N00000028,82,23,59,24,6,18,20,6,14,34,8,26,4,3,1
N00000029,122,36,86,50,14,36,45,15,30,25,6,19,2,1,1
N00000030,115,25,90,33,9,24,48,10,38,31,4,27,3,2,1
N00000031,184,65,119,69,28,41,65,20,45,42,14,28,8,3,5
N00000032,116,41,75,35,16,19,42,15,27,38,9,29,1,1,0
N00000033,149,54,95,52,24,28,54,18,36,40,12,28,3,0,3
N00000034,138,60,78,55,18,37,33,14,19,44,25,19,6,3,3
N00000035,115,57,58,20,9,11,22,11,11,62,30,32,11,7,4
N00000036,119,46,73,39,17,22,30,10,20,42,15,27,8,4,4
N00000037,107,32,75,29,12,17,33,10,23,35,6,29,10,4,6
N00000038,119,35,84,31,10,21,41,10,31,41,11,30,6,4,2
N00000039,389,219,170,127,70,57,98,59,39,144,78,66,20,12,8
N00000040,106,47,59,12,9,3,31,13,18,56,21,35,7,4,3
N00000041,141,73,68,52,32,20,43,22,21,41,17,24,5,2,3
N00000042,121,43,78,38,17,21,31,10,21,47,15,32,5,1,4
N00000043,343,190,153,132,77,55,74,42,32,119,61,58,18,10,8
N00000044,95,47,48,15,4,11,33,18,15,40,21,19,7,4,3
N00000045,159,69,90,52,24,28,55,23,32,47,20,27,5,2,3
N00000046,112,31,81,29,4,25,49,16,33,30,9,21,4,2,2
N00000047,118,27,91,38,10,28,41,5,36,38,11,27,1,1,0
N00000048,112,53,59,16,9,7,26,10,16,66,30,36,4,4,0
N00000049,116,53,63,24,12,12,26,11,15,59,25,34,7,5,2
N00000050,116,36,80,42,16,26,19,3,16,54,16,38,1,1,0
N00000051,115,46,69,16,5,11,21,9,12,64,25,39,14,7,7
N00000052,109,40,69,27,7,20,22,11,11,48,15,33,12,7,5
N00000053,105,56,49,17,8,9,18,13,5,62,30,32,8,5,3
N00000054,109,56,53,23,13,10,23,13,10,55,25,30,8,5,3
N00000055,99,30,69,19,8,11,19,6,13,56,14,42,5,2,3
N00000056,102,40,62,11,4,7,14,5,9,70,27,43,7,4,3
N00000057,113,65,48,10,6,4,15,7,8,77,45,32,11,7,4
N00000058,114,62,52,16,12,4,27,14,13,65,33,32,6,3,3
N00000059,103,56,47,10,6,4,17,10,7,67,36,31,9,4,5
N00000060,162,86,76,26,15,11,34,16,18,94,49,45,8,6,2
N00000061,107,23,84,40,7,33,26,5,21,38,10,28,3,1,2
N00000062,111,31,80,60,19,41,17,3,14,33,8,25,1,1,0
N00000063,146,74,72,33,17,16,23,9,14,81,41,40,9,7,2
N00000064,123,58,65,16,11,5,15,6,9,73,28,45,19,13,6
N00000065,133,34,99,45,12,33,35,8,27,50,14,36,3,0,3
N00000066,94,25,69,41,11,30,18,5,13,33,7,26,2,2,0
N00000067,126,59,67,14,7,7,23,8,15,71,33,38,18,11,7
N00000068,110,33,77,49,14,35,19,7,12,41,11,30,1,1,0
N00000069,137,73,64,9,4,5,22,10,12,78,45,33,28,14,14
N00000070,81,12,69,34,5,29,18,2,16,26,5,21,3,0,3
N00000071,112,36,76,24,10,14,31,9,22,55,16,39,2,1,1
N00000072,601,373,228,209,130,79,149,99,50,226,131,95,17,13,4
N00000073,213,102,111,52,29,23,46,20,26,101,46,55,14,7,7
N00000074,381,266,115,156,119,37,109,78,31,108,65,43,8,4,4
N00000075,96,38,58,32,8,24,21,10,11,36,13,23,7,7,0
N00000076,95,45,50,40,22,18,18,9,9,36,14,22,1,0,1
N00000077,85,27,58,27,8,19,22,7,15,36,12,24,0,0,0
N00000078,155,99,56,69,53,16,33,13,20,50,31,19,3,2,1
N00000079,173,64,109,79,29,50,62,23,39,29,10,19,3,2,1
N00000080,136,46,90,62,27,35,48,11,37,25,8,17,1,0,1
N00000081,119,38,81,59,22,37,26,7,19,32,8,24,2,1,1
N00000082,116,32,84,48,17,31,46,12,34,21,3,18,1,0,1
N00000083,192,67,125,76,26,50,73,27,46,39,14,25,4,0,4
N00000084,138,34,104,59,14,45,50,12,38,25,8,17,4,0,4
N00000085,158,68,90,38,17,21,27,11,16,84,36,48,9,4,5
N00000086,131,61,70,37,19,18,34,18,16,49,15,34,11,9,2
N00000087,279,103,176,117,48,69,73,22,51,82,29,53,7,4,3
N00000088,97,34,63,19,9,10,16,3,13,55,18,37,7,4,3
N00000089,148,70,78,61,37,24,41,13,28,41,19,22,5,1,4
N00000090,126,57,69,54,24,30,27,14,13,43,19,24,2,0,2
