GeographyCode,LC6109NI0001,LC6109NI0002,LC6109NI0003,LC6109NI0004,LC6109NI0005,LC6109NI0006,LC6109NI0007,LC6109NI0008,LC6109NI0009,LC6109NI0010,LC6109NI0011,LC6109NI0012,LC6109NI0013,LC6109NI0014,LC6109NI0015,LC6109NI0016,LC6109NI0017,LC6109NI0018
N00000073,237,52,185,31,16,15,92,11,81,52,13,39,39,5,34,23,7,16
N00000074,593,131,462,41,19,22,225,34,191,203,44,159,90,23,67,34,11,23
N00000075,216,37,179,80,14,66,47,6,41,35,6,29,33,7,26,21,4,17
N00000076,182,54,128,29,15,14,22,10,12,68,8,60,46,14,32,17,7,10
N00000077,141,40,101,27,15,12,21,7,14,31,6,25,43,5,38,19,7,12
N00000078,263,68,195,30,19,11,51,8,43,126,30,96,44,9,35,12,2,10
N00000079,300,89,211,34,21,13,36,8,28,89,26,63,88,22,66,53,12,41
N00000080,225,66,159,22,10,12,26,7,19,68,20,48,69,17,52,40,12,28
N00000081,166,46,120,13,9,4,24,3,21,42,8,34,55,14,41,32,12,20
N00000082,181,46,135,19,6,13,25,2,23,40,9,31,45,13,32,52,16,36
N00000083,358,95,263,41,17,24,41,8,33,116,35,81,98,20,78,62,15,47
N00000084,229,60,169,24,9,15,26,3,23,57,15,42,74,17,57,48,16,32
N00000085,159,30,129,28,7,21,41,7,34,38,6,32,33,5,28,19,5,14
N00000086,189,45,144,31,14,17,53,5,48,36,7,29,48,11,37,21,8,13
N00000087,475,112,363,52,15,37,94,16,78,118,24,94,142,35,107,69,22,47
N00000088,74,23,51,7,3,4,15,2,13,26,7,19,11,4,7,15,7,8
N00000089,236,58,178,21,9,12,70,11,59,64,22,42,55,6,49,26,10,16
N00000090,197,46,151,32,14,18,43,8,35,54,7,47,47,9,38,21,8,13
N00000091,243,70,173,32,17,15,70,14,56,62,14,48,51,13,38,28,12,16
N00000092,231,59,172,25,12,13,32,3,29,61,14,47,65,14,51,48,16,32
N00000093,186,53,133,32,13,19,27,5,22,38,9,29,53,16,37,36,10,26
N00000094,254,69,185,30,13,17,47,9,38,67,21,46,69,16,53,41,10,31
N00000095,235,71,164,39,20,19,31,3,28,54,21,33,64,18,46,47,9,38
N00000096,245,69,176,38,16,22,39,6,33,44,9,35,57,17,40,67,21,46
N00000097,467,126,341,68,31,37,160,29,131,130,31,99,69,24,45,40,11,29
N00000098,698,148,550,80,40,40,278,36,242,182,33,149,94,18,76,64,21,43
N00000099,99,37,62,14,6,8,24,7,17,25,14,11,22,4,18,14,6,8
N00000100,164,38,126,19,7,12,50,8,42,32,7,25,35,10,25,28,6,22
N00000101,112,34,78,23,11,12,41,11,30,25,3,22,16,6,10,7,3,4
N00000102,159,47,112,22,13,9,31,12,19,38,7,31,40,6,34,28,9,19
N00000103,253,68,185,33,16,17,97,20,77,68,19,49,31,4,27,24,9,15
N00000104,163,45,118,16,5,11,61,14,47,44,12,32,25,11,14,17,3,14
N00000105,163,51,112,30,13,17,38,5,33,32,9,23,39,12,27,24,12,12
N00000106,67,19,48,9,3,6,15,4,11,21,5,16,12,3,9,10,4,6
N00000107,93,25,68,18,8,10,31,5,26,18,5,13,10,3,7,16,4,12
N00000108,108,29,79,11,8,3,20,2,18,22,4,18,34,7,27,21,8,13
N00000109,264,66,198,39,10,29,112,24,88,56,14,42,36,11,25,21,7,14
N00000110,133,35,98,19,9,10,30,3,27,34,12,22,31,6,25,19,5,14
N00000111,182,48,134,20,9,11,40,9,31,31,7,24,49,11,38,42,12,30
N00000112,201,60,141,36,17,19,32,9,23,67,17,50,48,10,38,18,7,11
N00000113,160,48,112,15,8,7,48,10,38,34,11,23,33,10,23,30,9,21
N00000114,169,40,129,22,9,13,29,5,24,33,8,25,45,7,38,40,11,29
N00000115,119,38,81,20,10,10,28,7,21,25,7,18,29,6,23,17,8,9
N00000116,132,38,94,21,6,15,43,14,29,30,14,16,27,4,23,11,0,11
N00000117,46,17,29,7,5,2,13,6,7,14,4,10,8,1,7,4,1,3
N00000118,166,40,126,17,10,7,37,4,33,34,6,28,35,9,26,43,11,32
N00000119,120,33,87,11,5,6,16,2,14,18,7,11,33,6,27,42,13,29
N00000120,145,43,102,19,13,6,16,3,13,24,3,21,47,8,39,39,16,23
N00000121,126,31,95,19,7,12,25,3,22,40,9,31,19,6,13,23,6,17
N00000122,247,65,182,20,9,11,46,9,37,59,13,46,68,16,52,54,18,36
N00000123,157,42,115,19,9,10,14,2,12,33,8,25,62,17,45,29,6,23
N00000124,162,38,124,14,9,5,35,7,28,40,7,33,33,4,29,40,11,29
N00000125,215,53,162,26,12,14,51,4,47,55,17,38,51,9,42,32,11,21
N00000126,207,60,147,40,19,21,44,7,37,53,19,34,49,9,40,21,6,15
N00000127,177,46,131,28,12,16,47,9,38,47,11,36,37,7,30,18,7,11
N00000128,485,109,376,87,31,56,122,16,106,86,18,68,115,25,90,75,19,56
N00000129,102,35,67,18,5,13,31,12,19,25,6,19,14,4,10,14,8,6
N00000130,279,82,197,42,22,20,49,12,37,90,27,63,88,19,69,10,2,8
N00000131,212,58,154,28,8,20,31,8,23,38,13,25,64,15,49,51,14,37
N00000132,187,62,125,22,12,10,27,6,21,35,16,19,62,13,49,41,15,26
N00000133,145,34,111,20,8,12,33,4,29,37,11,26,32,4,28,23,7,16
N00000134,241,63,178,34,15,19,43,11,32,59,9,50,74,17,57,31,11,20
N00000135,127,35,92,19,4,15,29,8,21,27,11,16,38,7,31,14,5,9
N00000136,277,82,195,43,23,20,52,15,37,72,14,58,69,18,51,41,12,29
N00000137,159,47,112,20,8,12,26,7,19,45,11,34,42,13,29,26,8,18
N00000138,251,67,184,25,13,12,27,8,19,86,20,66,85,18,67,28,8,20
N00000139,130,35,95,18,7,11,23,3,20,29,5,24,30,10,20,30,10,20
N00000140,142,48,94,16,9,7,26,3,23,27,8,19,31,8,23,42,20,22
N00000141,153,53,100,31,16,15,34,6,28,34,13,21,37,9,28,17,9,8
N00000142,74,16,58,4,0,4,21,5,16,14,5,9,16,2,14,19,4,15
N00000143,80,26,54,7,4,3,27,7,20,18,4,14,22,8,14,6,3,3
N00000144,92,35,57,17,9,8,36,14,22,10,2,8,18,4,14,11,6,5
N00000145,34,9,25,4,2,2,6,1,5,9,2,7,6,2,4,9,2,7
N00000146,132,30,102,22,7,15,22,2,20,18,2,16,43,10,33,27,9,18
N00000147,92,32,60,16,7,9,30,6,24,18,6,12,16,5,11,12,8,4
N00000148,278,70,208,32,10,22,101,20,81,74,22,52,34,6,28,37,12,25
N00000149,175,45,130,17,2,15,62,16,46,48,12,36,31,9,22,17,6,11
N00000150,135,37,98,10,4,6,23,6,17,41,10,31,39,10,29,22,7,15
N00000151,111,27,84,13,3,10,24,3,21,25,6,19,26,9,17,23,6,17
N00000152,100,36,64,11,7,4,27,8,19,17,6,11,22,5,17,23,10,13
N00000153,70,20,50,8,4,4,21,2,19,22,9,13,12,3,9,7,2,5
N00000154,111,30,81,11,2,9,17,4,13,39,8,31,21,6,15,23,10,13
N00000155,166,47,119,21,3,18,28,6,22,42,14,28,38,13,25,37,11,26
N00000156,128,37,91,11,7,4,7,1,6,44,15,29,48,8,40,18,6,12
N00000157,183,46,137,24,8,16,22,5,17,50,11,39,43,10,33,44,12,32
N00000158,253,65,188,27,8,19,53,9,44,57,16,41,58,14,44,58,18,40
N00000159,83,20,63,8,3,5,17,5,12,10,2,8,29,5,24,19,5,14
N00000160,132,38,94,14,3,11,20,5,15,38,13,25,23,7,16,37,10,27
N00000161,165,65,100,17,10,7,13,3,10,24,8,16,60,25,35,51,19,32
N00000162,123,43,80,15,9,6,33,7,26,18,5,13,25,8,17,32,14,18
N00000163,107,27,80,9,5,4,25,4,21,30,6,24,25,3,22,18,9,9
N00000164,136,44,92,11,6,5,14,1,13,32,10,22,45,13,32,34,14,20
N00000165,140,34,106,14,7,7,20,5,15,42,9,33,32,8,24,32,5,27
N00000166,106,36,70,6,4,2,29,6,23,12,3,9,35,11,24,24,12,12
N00000167,175,57,118,20,13,7,30,4,26,40,12,28,46,14,32,39,14,25
N00000168,159,51,108,16,7,9,26,2,24,42,13,29,37,7,30,38,22,16
N00000169,370,113,257,46,19,27,54,11,43,63,17,46,115,33,82,92,33,59
N00000170,170,56,114,12,7,5,46,16,30,40,9,31,41,12,29,31,12,19
N00000171,216,64,152,25,15,10,30,7,23,46,11,35,66,17,49,49,14,35
N00000172,388,103,285,33,16,17,77,17,60,88,19,69,105,21,84,85,30,55
N00000173,185,46,139,23,6,17,28,5,23,37,7,30,43,12,31,54,16,38
N00000174,168,57,111,19,12,7,50,12,38,39,11,28,35,10,25,25,12,13
N00000175,199,61,138,26,12,14,42,4,38,58,18,40,48,22,26,25,5,20
N00000176,211,72,139,37,15,22,49,12,37,34,10,24,44,15,29,47,20,27
N00000177,134,38,96,18,7,11,40,9,31,28,4,24,37,11,26,11,7,4
N00000178,256,88,168,48,20,28,65,21,44,49,16,33,60,17,43,34,14,20
N00000179,344,72,272,54,16,38,117,14,103,90,18,72,56,14,42,27,10,17
N00000180,104,31,73,18,6,12,21,4,17,31,8,23,19,6,13,15,7,8
N00000181,145,36,109,25,4,21,50,12,38,28,4,24,20,6,14,22,10,12
N00000182,91,21,70,10,4,6,45,10,35,17,1,16,14,4,10,5,2,3
N00000183,151,34,117,19,4,15,44,8,36,21,5,16,42,10,32,25,7,18
N00000184,156,33,123,29,7,22,52,6,46,27,4,23,26,8,18,22,8,14
N00000185,78,15,63,14,4,10,15,0,15,8,0,8,18,4,14,23,7,16
N00000186,121,47,74,16,11,5,38,13,25,30,8,22,32,11,21,5,4,1
N00000187,92,31,61,13,4,9,25,6,19,27,8,19,15,6,9,12,7,5
N00000188,149,49,100,23,11,12,44,14,30,37,9,28,29,10,19,16,5,11
N00000189,160,51,109,17,10,7,23,6,17,57,17,40,40,8,32,23,10,13
N00000190,147,45,102,15,7,8,29,2,27,35,12,23,31,6,25,37,18,19
N00000191,157,51,106,20,8,12,24,5,19,30,8,22,46,14,32,37,16,21
N00000192,167,56,111,22,12,10,47,10,37,34,10,24,31,10,21,33,14,19
N00000193,113,39,74,26,15,11,26,7,19,30,11,19,23,6,17,8,0,8
N00000194,109,33,76,12,2,10,27,4,23,28,8,20,17,9,8,25,10,15
N00000195,83,17,66,10,1,9,19,0,19,19,7,12,17,4,13,18,5,13
N00000196,69,23,46,10,4,6,18,3,15,13,5,8,18,8,10,10,3,7
N00000197,171,40,131,18,4,14,44,7,37,46,12,34,40,9,31,23,8,15
N00000198,156,47,109,18,7,11,46,9,37,24,5,19,44,16,28,24,10,14
N00000199,185,53,132,15,5,10,39,7,32,57,18,39,45,12,33,29,11,18
N00000200,179,50,129,12,4,8,49,12,37,44,10,34,41,11,30,33,13,20
N00000201,146,51,95,13,8,5,30,8,22,26,5,21,31,12,19,46,18,28
N00000202,150,46,104,16,7,9,16,3,13,26,8,18,41,11,30,51,17,34
N00000203,160,42,118,11,4,7,30,8,22,35,8,27,49,9,40,35,13,22
N00000204,185,51,134,25,10,15,45,13,32,44,7,37,44,11,33,27,10,17
N00000205,159,50,109,26,12,14,24,6,18,39,16,23,41,10,31,29,6,23
N00000206,208,42,166,17,6,11,75,12,63,38,3,35,45,12,33,33,9,24
N00000207,153,46,107,20,9,11,28,3,25,38,8,30,39,16,23,28,10,18
N00000208,163,43,120,16,9,7,30,7,23,32,6,26,54,13,41,31,8,23
N00000209,210,67,143,34,17,17,23,5,18,38,11,27,72,23,49,43,11,32
N00000210,166,47,119,29,12,17,32,4,28,35,9,26,36,6,30,34,16,18
N00000211,193,52,141,19,7,12,29,6,23,54,12,42,41,8,33,50,19,31
N00000212,89,23,66,13,7,6,18,2,16,22,5,17,19,5,14,17,4,13
N00000213,137,41,96,9,4,5,36,11,25,31,9,22,25,4,21,36,13,23
N00000214,156,46,110,14,8,6,23,6,17,42,7,35,44,9,35,33,16,17
