GeographyCode,LC2117NI0001,LC2117NI0002,LC2117NI0003,LC2117NI0004,LC2117NI0005,LC2117NI0006,LC2117NI0007,LC2117NI0008,LC2117NI0009,LC2117NI0010,LC2117NI0011,LC2117NI0012,LC2117NI0013,LC2117NI0014,LC2117NI0015,LC2117NI0016,LC2117NI0017,LC2117NI0018,LC2117NI0019,LC2117NI0020,LC2117NI0021,LC2117NI0022,LC2117NI0023,LC2117NI0024,LC2117NI0025,LC2117NI0026,LC2117NI0027,LC2117NI0028
N00000001,310,46,137,127,21,3,10,8,278,41,124,113,262,39,117,106,6,0,3,3,10,2,4,4,11,2,3,6
N00000002,141,75,40,26,42,21,13,8,90,49,24,17,55,32,10,13,17,12,4,1,18,5,10,3,9,5,3,1
N00000003,78,31,38,9,12,3,7,2,58,23,28,7,44,21,18,5,6,0,6,0,8,2,4,2,8,5,3,0
N00000004,195,78,86,31,28,5,17,6,158,68,66,24,125,57,52,16,10,4,5,1,23,7,9,7,9,5,3,1
N00000005,124,47,52,25,17,4,7,6,99,39,45,15,77,31,34,12,7,4,3,0,15,4,8,3,8,4,0,4
N00000006,86,46,32,8,21,9,10,2,60,34,21,5,44,26,15,3,7,4,2,1,9,4,4,1,5,3,1,1
N00000007,89,16,54,19,17,0,13,4,67,14,39,14,51,10,31,10,8,2,3,3,8,2,5,1,5,2,2,1
N00000008,138,30,72,36,54,9,29,16,74,20,38,16,45,12,21,12,14,1,10,3,15,7,7,1,10,1,5,4
N00000009,275,50,164,61,64,13,38,13,192,34,114,44,135,23,85,27,28,4,14,10,29,7,15,7,19,3,12,4
N00000010,86,7,63,16,20,1,14,5,59,4,45,10,37,3,29,5,12,1,9,2,10,0,7,3,7,2,4,1
N00000011,136,33,81,22,58,14,31,13,70,17,45,8,42,12,25,5,9,2,6,1,19,3,14,2,8,2,5,1
N00000012,121,31,65,25,43,11,19,13,71,18,41,12,39,9,23,7,15,4,7,4,17,5,11,1,7,2,5,0
N00000013,136,33,73,30,67,11,40,16,64,22,30,12,35,13,15,7,16,6,7,3,13,3,8,2,5,0,3,2
N00000014,205,67,91,47,60,22,24,14,129,42,58,29,69,21,36,12,28,11,10,7,32,10,12,10,16,3,9,4
N00000015,119,33,68,18,56,14,34,8,59,18,32,9,28,11,13,4,14,4,9,1,17,3,10,4,4,1,2,1
N00000016,122,26,73,23,62,16,33,13,57,10,38,9,23,3,14,6,20,5,14,1,14,2,10,2,3,0,2,1
N00000017,144,8,105,31,53,0,38,15,83,8,60,15,45,7,30,8,26,0,22,4,12,1,8,3,8,0,7,1
N00000018,94,12,64,18,23,0,14,9,65,10,47,8,33,5,23,5,13,0,12,1,19,5,12,2,6,2,3,1
N00000019,116,1,88,27,39,0,32,7,72,1,56,15,32,1,23,8,22,0,18,4,18,0,15,3,5,0,0,5
N00000020,122,3,87,32,53,0,36,17,61,3,45,13,16,0,15,1,30,0,23,7,15,3,7,5,8,0,6,2
N00000021,128,20,74,34,54,6,33,15,69,14,37,18,33,8,17,8,19,3,10,6,17,3,10,4,5,0,4,1
N00000022,126,13,86,27,53,6,36,11,67,6,47,14,27,2,19,6,26,2,17,7,14,2,11,1,6,1,3,2
N00000023,115,3,83,29,48,2,33,13,62,1,46,15,23,0,17,6,22,1,15,6,17,0,14,3,5,0,4,1
N00000024,174,15,131,28,22,1,14,7,142,12,110,20,109,10,87,12,10,2,6,2,23,0,17,6,10,2,7,1
N00000025,159,18,111,30,29,3,16,10,106,13,75,18,85,11,59,15,2,0,2,0,19,2,14,3,24,2,20,2
N00000026,151,26,97,28,23,4,16,3,109,16,73,20,84,11,56,17,13,5,7,1,12,0,10,2,19,6,8,5
N00000027,178,88,60,30,37,16,13,8,126,65,41,20,92,45,33,14,12,7,3,2,22,13,5,4,15,7,6,2
N00000028,85,54,24,7,19,8,9,2,60,41,14,5,39,29,8,2,12,6,3,3,9,6,3,0,6,5,1,0
N00000029,136,11,106,19,19,0,14,5,111,10,88,13,82,8,62,12,10,0,10,0,19,2,16,1,6,1,4,1
N00000030,131,20,85,26,22,2,15,5,98,18,60,20,66,14,38,14,12,1,8,3,20,3,14,3,11,0,10,1
N00000031,201,168,19,14,25,18,3,4,155,131,15,9,121,101,12,8,18,17,0,1,16,13,3,0,21,19,1,1
N00000032,133,66,54,13,30,14,13,3,99,49,40,10,69,35,26,8,10,7,2,1,20,7,12,1,4,3,1,0
N00000033,166,83,69,14,27,12,12,3,127,67,51,9,96,55,34,7,11,4,7,0,20,8,10,2,12,4,6,2
N00000034,158,48,81,29,29,7,19,3,124,41,59,24,83,30,37,16,16,7,6,3,25,4,16,5,5,0,3,2
N00000035,128,60,47,21,48,25,14,9,74,31,31,12,38,12,20,6,20,13,3,4,16,6,8,2,6,4,2,0
N00000036,134,70,30,34,33,15,7,11,96,52,22,22,61,36,12,13,19,8,6,5,16,8,4,4,5,3,1,1
N00000037,124,87,21,16,44,29,10,5,72,53,11,8,38,26,7,5,16,12,2,2,18,15,2,1,8,5,0,3
N00000038,138,96,26,16,24,16,8,0,99,73,14,12,65,48,8,9,15,13,1,1,19,12,5,2,15,7,4,4
N00000039,448,318,72,58,119,71,29,19,313,235,42,36,193,149,27,17,69,54,7,8,51,32,8,11,16,12,1,3
N00000040,114,69,30,15,43,18,16,9,67,49,12,6,36,27,7,2,22,17,2,3,9,5,3,1,4,2,2,0
N00000041,144,122,11,11,20,12,5,3,114,102,6,6,81,74,4,3,16,14,0,2,17,14,2,1,10,8,0,2
N00000042,126,85,29,12,18,7,6,5,98,69,22,7,73,52,16,5,15,10,3,2,10,7,3,0,10,9,1,0
N00000043,368,253,58,57,59,27,17,15,287,211,38,38,209,154,28,27,54,42,3,9,24,15,7,2,22,15,3,4
N00000044,108,60,27,21,29,13,8,8,71,41,18,12,37,27,8,2,22,12,4,6,12,2,6,4,8,6,1,1
N00000045,170,16,137,17,21,0,18,3,135,14,107,14,100,10,85,5,11,0,7,4,24,4,15,5,14,2,12,0
N00000046,129,4,107,18,21,0,18,3,97,4,78,15,67,3,52,12,8,0,6,2,22,1,20,1,11,0,11,0
N00000047,138,13,103,22,27,4,21,2,99,7,76,16,67,4,52,11,13,3,9,1,19,0,15,4,12,2,6,4
N00000048,125,16,89,20,35,2,26,7,85,12,61,12,39,4,29,6,24,5,19,0,22,3,13,6,5,2,2,1
N00000049,123,25,77,21,52,13,30,9,67,11,46,10,30,3,23,4,23,6,13,4,14,2,10,2,4,1,1,2
N00000050,135,22,95,18,45,5,30,10,86,16,62,8,53,9,38,6,14,4,9,1,19,3,15,1,4,1,3,0
N00000051,124,96,11,17,35,27,2,6,80,63,8,9,30,20,5,5,37,32,2,3,13,11,1,1,9,6,1,2
N00000052,120,63,27,30,36,18,8,10,73,38,17,18,35,16,10,9,19,12,2,5,19,10,5,4,11,7,2,2
N00000053,108,50,29,29,36,14,11,11,60,29,16,15,26,11,8,7,24,12,5,7,10,6,3,1,12,7,2,3
N00000054,111,13,64,34,30,5,18,7,77,8,44,25,29,4,15,10,34,4,19,11,14,0,10,4,4,0,2,2
N00000055,117,19,74,24,42,4,27,11,68,13,42,13,33,9,19,5,12,0,10,2,23,4,13,6,7,2,5,0
N00000056,119,27,69,23,36,8,20,8,78,18,46,14,36,10,18,8,22,4,13,5,20,4,15,1,5,1,3,1
N00000057,118,18,60,40,43,7,21,15,66,9,33,24,23,3,11,9,26,4,14,8,17,2,8,7,9,2,6,1
N00000058,121,17,79,25,46,5,30,11,72,11,47,14,30,6,20,4,35,4,25,6,7,1,2,4,3,1,2,0
N00000059,110,19,61,30,42,8,26,8,61,10,34,17,20,1,13,6,27,7,15,5,14,2,6,6,7,1,1,5
N00000060,180,36,106,38,65,7,39,19,102,24,62,16,41,12,24,5,43,8,27,8,18,4,11,3,13,5,5,3
N00000061,129,22,76,31,45,8,25,12,82,14,51,17,48,7,28,13,7,1,6,0,27,6,17,4,2,0,0,2
N00000062,130,22,78,30,19,4,12,3,103,14,63,26,69,8,41,20,9,1,5,3,25,5,17,3,8,4,3,1
N00000063,155,24,85,46,47,7,28,12,95,14,51,30,48,5,25,18,29,7,16,6,18,2,10,6,13,3,6,4
N00000064,133,62,41,30,60,28,20,12,64,29,19,16,23,9,5,9,25,18,5,2,16,2,9,5,9,5,2,2
N00000065,146,39,89,18,19,7,10,2,116,28,73,15,71,16,43,12,19,5,13,1,26,7,17,2,11,4,6,1
N00000066,110,36,54,20,19,4,11,4,87,30,41,16,53,18,24,11,14,7,5,2,20,5,12,3,4,2,2,0
N00000067,134,61,43,30,36,16,13,7,88,40,27,21,36,14,15,7,37,21,6,10,15,5,6,4,10,5,3,2
N00000068,124,29,67,28,15,3,8,4,103,25,58,20,71,19,40,12,8,4,4,0,24,2,14,8,6,1,1,4
N00000069,145,69,45,31,50,24,18,8,84,37,25,22,22,8,7,7,47,24,12,11,15,5,6,4,11,8,2,1
N00000070,104,38,54,12,25,10,11,4,73,25,40,8,42,17,20,5,6,1,5,0,25,7,15,3,6,3,3,0
N00000071,136,53,54,29,62,18,28,16,68,33,24,11,36,21,11,4,12,5,5,2,20,7,8,5,6,2,2,2
N00000072,634,174,310,150,121,34,60,27,462,118,237,107,302,77,168,57,68,23,29,16,92,18,40,34,51,22,13,16
N00000073,249,76,108,65,122,40,56,26,104,25,48,31,44,8,22,14,30,10,13,7,30,7,13,10,23,11,4,8
N00000074,386,142,161,83,79,27,38,14,280,106,114,60,218,83,90,45,27,9,9,9,35,14,15,6,27,9,9,9
N00000075,111,47,42,22,25,9,12,4,79,36,29,14,44,24,15,5,18,7,7,4,17,5,7,5,7,2,1,4
N00000076,114,45,50,19,13,3,7,3,93,41,38,14,66,29,26,11,6,3,2,1,21,9,10,2,8,1,5,2
N00000077,98,45,39,14,15,7,6,2,73,34,30,9,49,22,21,6,10,5,2,3,14,7,7,0,10,4,3,3
N00000078,161,58,70,33,25,8,11,6,127,44,57,26,95,35,42,18,12,6,3,3,20,3,12,5,9,6,2,1
N00000079,192,12,144,36,39,1,31,7,140,10,104,26,104,8,74,22,13,1,10,2,23,1,20,2,13,1,9,3
N00000080,146,7,114,25,22,2,17,3,120,5,93,22,91,4,71,16,12,1,9,2,17,0,13,4,4,0,4,0
N00000081,140,4,116,20,46,1,40,5,85,3,69,13,67,1,55,11,3,0,3,0,15,2,11,2,9,0,7,2
N00000082,132,9,108,15,32,6,23,3,92,3,78,11,68,2,59,7,13,1,11,1,11,0,8,3,8,0,7,1
N00000083,208,4,161,43,22,0,14,8,168,3,134,31,139,2,111,26,10,0,8,2,19,1,15,3,18,1,13,4
N00000084,153,1,129,23,19,0,16,3,128,1,108,19,99,0,87,12,8,1,6,1,21,0,15,6,6,0,5,1
N00000085,180,103,50,27,73,40,20,13,96,57,28,11,43,23,15,5,29,17,7,5,24,17,6,1,11,6,2,3
N00000086,142,107,11,24,30,19,3,8,100,79,8,13,53,47,3,3,31,20,3,8,16,12,2,2,12,9,0,3
N00000087,303,181,79,43,48,27,11,10,240,150,61,29,173,109,44,20,34,23,7,4,33,18,10,5,15,4,7,4
N00000088,136,20,95,21,81,9,61,11,52,10,32,10,15,2,9,4,17,4,11,2,20,4,12,4,3,1,2,0
N00000089,164,124,20,20,29,22,3,4,128,96,16,16,86,63,11,12,23,18,3,2,19,15,2,2,7,6,1,0
N00000090,138,99,18,21,29,17,4,8,99,74,13,12,63,51,6,6,16,10,3,3,20,13,4,3,10,8,1,1
N00000091,176,113,39,24,36,24,7,5,121,80,28,13,70,48,15,7,24,17,3,4,27,15,10,2,19,9,4,6
N00000092,168,18,124,26,25,1,22,2,130,17,91,22,102,15,67,20,15,1,12,2,13,1,12,0,13,0,11,2
N00000093,140,53,71,16,35,8,22,5,95,36,48,11,66,28,31,7,12,6,4,2,17,2,13,2,10,9,1,0
N00000094,161,62,86,13,18,10,8,0,132,49,70,13,101,36,57,8,13,8,4,1,18,5,9,4,11,3,8,0
