GeographyCode,LC4408NI0001,LC4408NI0002,LC4408NI0003,LC4408NI0004,LC4408NI0005,LC4408NI0006,LC4408NI0007,LC4408NI0008,LC4408NI0009,LC4408NI0010,LC4408NI0011,LC4408NI0012,LC4408NI0013,LC4408NI0014,LC4408NI0015,LC4408NI0016,LC4408NI0017,LC4408NI0018,LC4408NI0019,LC4408NI0020
N00000001,310,26,9,275,21,4,0,17,91,5,5,81,69,3,1,65,129,14,3,112
N00000002,141,113,8,20,42,29,7,6,46,38,0,8,17,14,0,3,36,32,1,3
N00000003,78,71,0,7,12,8,0,4,27,26,0,1,12,11,0,1,27,26,0,1
N00000004,195,167,4,24,28,17,2,9,53,46,1,6,33,32,0,1,81,72,1,8
N00000005,124,113,0,11,17,15,0,2,43,39,0,4,15,10,0,5,49,49,0,0
N00000006,86,76,0,10,21,19,0,2,18,15,0,3,20,16,0,4,27,26,0,1
N00000007,89,69,1,19,17,14,0,3,28,24,0,4,17,12,1,4,27,19,0,8
N00000008,138,98,2,38,54,34,1,19,46,35,1,10,21,13,0,8,17,16,0,1
N00000009,275,228,1,46,64,49,0,15,77,62,1,14,60,50,0,10,74,67,0,7
N00000010,86,74,0,12,20,15,0,5,26,24,0,2,15,12,0,3,25,23,0,2
N00000011,136,87,23,26,58,25,17,16,41,28,5,8,14,13,1,0,23,21,0,2
N00000012,121,91,14,16,43,28,9,6,41,31,1,9,18,16,2,0,19,16,2,1
N00000013,136,81,9,46,67,31,7,29,32,21,0,11,19,15,1,3,18,14,1,3
N00000014,205,125,29,51,60,28,16,16,68,41,9,18,53,38,3,12,24,18,1,5
N00000015,119,59,42,18,56,23,24,9,37,18,13,6,13,9,3,1,13,9,2,2
N00000016,122,60,31,31,62,23,22,17,35,26,4,5,14,5,3,6,11,6,2,3
N00000017,144,81,48,15,53,20,28,5,37,23,8,6,20,9,9,2,34,29,3,2
N00000018,94,74,1,19,23,17,0,6,36,31,0,5,14,9,1,4,21,17,0,4
N00000019,116,69,28,19,39,14,17,8,36,26,6,4,24,16,3,5,17,13,2,2
N00000020,122,43,62,17,53,17,28,8,39,18,15,6,18,4,11,3,12,4,8,0
N00000021,128,75,23,30,54,22,17,15,36,23,4,9,15,12,1,2,23,18,1,4
N00000022,126,74,30,22,53,25,19,9,34,24,6,4,19,11,4,4,20,14,1,5
N00000023,115,60,41,14,48,21,20,7,44,25,13,6,14,8,5,1,9,6,3,0
N00000024,174,159,1,14,22,16,1,5,51,48,0,3,36,34,0,2,65,61,0,4
N00000025,159,147,1,11,29,22,0,7,50,46,0,4,27,27,0,0,53,52,1,0
N00000026,151,139,2,10,23,20,0,3,37,33,1,3,34,32,1,1,57,54,0,3
N00000027,178,154,0,24,37,27,0,10,46,41,0,5,30,29,0,1,65,57,0,8
N00000028,85,80,0,5,19,18,0,1,22,22,0,0,16,14,0,2,28,26,0,2
N00000029,136,125,1,10,19,16,0,3,43,38,0,5,23,22,1,0,51,49,0,2
N00000030,131,120,0,11,22,19,0,3,50,46,0,4,17,16,0,1,42,39,0,3
N00000031,201,180,4,17,25,19,1,5,43,39,0,4,34,29,2,3,99,93,1,5
N00000032,133,118,0,15,30,24,0,6,35,30,0,5,14,13,0,1,54,51,0,3
N00000033,166,145,1,20,27,17,0,10,44,42,0,2,36,32,1,3,59,54,0,5
N00000034,158,132,5,21,29,22,1,6,50,39,3,8,31,28,1,2,48,43,0,5
N00000035,128,64,39,25,48,17,21,10,33,20,8,5,23,13,7,3,24,14,3,7
N00000036,134,91,19,24,33,17,8,8,41,30,6,5,26,16,3,7,34,28,2,4
N00000037,124,111,4,9,44,36,2,6,38,35,1,2,17,16,0,1,25,24,1,0
N00000038,138,113,5,20,24,17,3,4,45,38,2,5,23,20,0,3,46,38,0,8
N00000039,448,328,65,55,119,61,41,17,88,69,12,7,81,56,7,18,160,142,5,13
N00000040,114,62,31,21,43,15,20,8,22,12,5,5,22,16,4,2,27,19,2,6
N00000041,144,123,3,18,20,11,2,7,33,30,0,3,24,21,1,2,67,61,0,6
N00000042,126,116,1,9,18,13,0,5,34,31,0,3,17,17,0,0,57,55,1,1
N00000043,368,297,34,37,59,41,10,8,80,55,13,12,47,37,2,8,182,164,9,9
N00000044,108,81,16,11,29,23,3,3,24,20,0,4,21,15,3,3,34,23,10,1
N00000045,170,151,2,17,21,19,0,2,49,41,1,7,34,29,0,5,66,62,1,3
N00000046,129,114,6,9,21,17,3,1,38,33,1,4,17,15,1,1,53,49,1,3
N00000047,138,118,4,16,27,20,1,6,53,48,1,4,28,26,1,1,30,24,1,5
N00000048,125,70,23,32,35,19,8,8,40,21,5,14,24,12,6,6,26,18,4,4
N00000049,123,64,30,29,52,17,19,16,31,23,5,3,22,15,2,5,18,9,4,5
N00000050,135,101,5,29,45,27,2,16,47,36,1,10,19,17,2,0,24,21,0,3
N00000051,124,56,58,10,35,16,14,5,34,15,16,3,29,13,16,0,26,12,12,2
N00000052,120,66,35,19,36,18,11,7,31,19,7,5,21,10,8,3,32,19,9,4
N00000053,108,56,14,38,36,14,4,18,31,14,7,10,21,13,2,6,20,15,1,4
N00000054,111,66,25,20,30,20,6,4,35,20,8,7,22,13,4,5,24,13,7,4
N00000055,117,92,8,17,42,29,5,8,34,30,1,3,23,19,1,3,18,14,1,3
N00000056,119,80,21,18,36,21,10,5,38,27,4,7,28,19,5,4,17,13,2,2
N00000057,118,40,58,20,43,10,24,9,27,11,12,4,25,11,10,4,23,8,12,3
N00000058,121,58,40,23,46,21,19,6,31,17,11,3,25,8,6,11,19,12,4,3
N00000059,110,41,48,21,42,11,22,9,36,15,16,5,20,7,8,5,12,8,2,2
N00000060,180,80,67,33,65,26,30,9,51,28,15,8,37,13,12,12,27,13,10,4
N00000061,129,106,11,12,45,31,8,6,48,45,2,1,21,17,0,4,15,13,1,1
N00000062,130,116,4,10,19,16,0,3,48,45,1,2,31,30,1,0,32,25,2,5
N00000063,155,75,48,32,47,10,25,12,50,30,10,10,36,19,8,9,22,16,5,1
N00000064,133,36,75,22,60,10,41,9,31,12,15,4,22,7,10,5,20,7,9,4
N00000065,146,135,3,8,19,17,0,2,64,61,0,3,26,21,3,2,37,36,0,1
N00000066,110,98,3,9,19,17,0,2,48,45,0,3,27,21,2,4,16,15,1,0
N00000067,134,65,53,16,36,14,19,3,47,25,16,6,28,14,12,2,23,12,6,5
N00000068,124,113,1,10,15,14,0,1,39,34,0,5,19,17,1,1,51,48,0,3
N00000069,145,42,87,16,50,7,36,7,42,8,29,5,26,14,11,1,27,13,11,3
N00000070,104,96,0,8,25,23,0,2,43,42,0,1,17,16,0,1,19,15,0,4
N00000071,136,86,10,40,62,33,6,23,42,34,0,8,19,12,2,5,13,7,2,4
N00000072,634,496,36,102,121,86,17,18,187,144,12,31,123,88,4,31,203,178,3,22
N00000073,249,122,42,85,122,51,30,41,84,45,8,31,25,14,4,7,18,12,0,6
N00000074,386,323,7,56,79,61,3,15,114,92,4,18,76,67,0,9,117,103,0,14
N00000075,111,88,4,19,25,22,0,3,39,29,1,9,23,18,0,5,24,19,3,2
N00000076,114,99,0,15,13,12,0,1,30,26,0,4,29,23,0,6,42,38,0,4
N00000077,98,89,0,9,15,12,0,3,34,32,0,2,19,16,0,3,30,29,0,1
N00000078,161,146,1,14,25,23,0,2,41,36,0,5,29,24,0,5,66,63,1,2
N00000079,192,172,1,19,39,31,0,8,44,41,0,3,30,28,0,2,79,72,1,6
N00000080,146,131,3,12,22,18,1,3,43,37,0,6,27,26,1,0,54,50,1,3
N00000081,140,89,27,24,46,21,11,14,40,26,8,6,21,16,4,1,33,26,4,3
N00000082,132,114,0,18,32,24,0,8,42,38,0,4,22,18,0,4,36,34,0,2
N00000083,208,193,0,15,22,18,0,4,66,60,0,6,37,33,0,4,83,82,0,1
N00000084,153,139,2,12,19,14,1,4,48,43,1,4,34,31,0,3,52,51,0,1
N00000085,180,84,42,54,73,25,22,26,47,24,11,12,27,15,5,7,33,20,4,9
N00000086,142,91,3,48,30,16,1,13,38,24,1,13,31,18,0,13,43,33,1,9
N00000087,303,255,1,47,48,34,1,13,84,68,0,16,57,49,0,8,114,104,0,10
N00000088,136,46,66,24,81,19,47,15,38,16,17,5,11,9,2,0,6,2,0,4
N00000089,164,139,3,22,29,24,1,4,44,34,0,10,34,28,1,5,57,53,1,3
N00000090,138,116,1,21,29,24,0,5,41,35,0,6,25,19,1,5,43,38,0,5
N00000091,176,119,0,57,36,23,0,13,59,34,0,25,34,22,0,12,47,40,0,7
N00000092,168,152,1,15,25,21,0,4,52,50,0,2,32,28,1,3,59,53,0,6
N00000093,140,123,2,15,35,30,0,5,43,36,2,5,14,13,0,1,48,44,0,4
N00000094,161,149,0,12,18,16,0,2,59,52,0,7,23,22,0,1,61,59,0,2
N00000095,152,137,0,15,30,28,0,2,36,28,0,8,25,22,0,3,61,59,0,2
N00000096,158,146,1,11,22,20,1,1,62,58,0,4,28,27,0,1,46,41,0,5
N00000097,296,233,6,57,43,37,3,3,85,64,2,19,68,50,0,18,100,82,1,17
N00000098,446,347,2,97,81,62,0,19,153,125,1,27,103,73,1,29,109,87,0,22
N00000099,107,53,40,14,28,9,14,5,38,21,13,4,24,10,11,3,17,13,2,2
N00000100,164,81,49,34,71,25,33,13,46,24,13,9,22,13,3,6,25,19,0,6
N00000101,122,30,67,25,44,11,25,8,30,9,15,6,28,5,19,4,20,5,8,7
N00000102,125,80,31,14,36,14,16,6,34,26,5,3,24,18,4,2,31,22,6,3
N00000103,205,108,51,46,51,24,17,10,51,37,7,7,44,19,12,13,59,28,15,16
N00000104,130,65,34,31,41,14,20,7,31,16,4,11,28,18,2,8,30,17,8,5
N00000105,148,89,31,28,61,33,20,8,40,31,5,4,19,9,3,7,28,16,3,9
N00000106,103,31,58,14,55,14,37,4,23,7,11,5,11,2,6,3,14,8,4,2
N00000107,120,56,42,22,41,11,20,10,36,21,9,6,22,14,7,1,21,10,6,5
N00000108,110,83,11,16,37,24,7,6,40,32,3,5,15,12,0,3,18,15,1,2
N00000109,229,126,39,64,77,42,16,19,65,33,12,20,52,31,5,16,35,20,6,9
N00000110,122,68,26,28,47,27,13,7,39,22,10,7,18,9,1,8,18,10,2,6
N00000111,136,121,1,14,32,26,0,6,42,39,0,3,27,25,0,2,35,31,1,3
N00000112,143,111,17,15,31,23,4,4,37,28,4,5,28,24,3,1,47,36,6,5
N00000113,122,88,13,21,31,19,3,9,36,26,7,3,23,17,1,5,32,26,2,4
N00000114,121,109,3,9,20,20,0,0,46,42,2,2,23,17,1,5,32,30,0,2
N00000115,128,76,37,15,38,19,15,4,44,28,9,7,21,16,4,1,25,13,9,3
N00000116,119,70,36,13,39,15,20,4,29,18,9,2,28,22,3,3,23,15,4,4
N00000117,86,23,51,12,46,9,31,6,18,5,13,0,10,3,5,2,12,6,2,4
N00000118,143,96,2,45,47,22,1,24,56,40,1,15,19,14,0,5,21,20,0,1
N00000119,125,121,0,4,29,29,0,0,60,59,0,1,13,12,0,1,23,21,0,2
N00000120,127,112,1,14,29,23,0,6,49,44,0,5,18,18,0,0,31,27,1,3
N00000121,124,93,5,26,31,21,0,10,47,38,1,8,23,17,1,5,23,17,3,3
N00000122,199,164,1,34,53,41,0,12,77,62,0,15,23,21,0,2,46,40,1,5
N00000123,143,134,0,9,33,27,0,6,57,56,0,1,20,19,0,1,33,32,0,1
N00000124,143,122,1,20,35,29,0,6,63,51,1,11,24,22,0,2,21,20,0,1
N00000125,148,121,6,21,29,19,2,8,32,25,0,7,25,21,2,2,62,56,2,4
N00000126,134,118,2,14,20,16,0,4,20,17,0,3,26,24,0,2,68,61,2,5
N00000127,130,93,17,20,29,17,8,4,27,18,4,5,19,12,3,4,55,46,2,7
N00000128,282,237,9,36,40,36,0,4,62,47,3,12,48,40,1,7,132,114,5,13
N00000129,138,35,76,27,39,8,23,8,44,12,24,8,23,4,12,7,32,11,17,4
N00000130,152,140,1,11,11,11,0,0,33,28,1,4,38,35,0,3,70,66,0,4
N00000131,136,126,2,8,22,17,0,5,40,39,0,1,28,27,1,0,46,43,1,2
N00000132,121,115,0,6,24,23,0,1,31,30,0,1,17,14,0,3,49,48,0,1
N00000133,139,103,22,14,48,30,11,7,48,38,9,1,16,11,2,3,27,24,0,3
N00000134,177,149,9,19,51,36,6,9,53,46,1,6,27,24,1,2,46,43,1,2
N00000135,119,80,33,6,31,16,13,2,34,26,7,1,22,14,6,2,32,24,7,1
N00000136,188,172,2,14,31,26,1,4,64,57,1,6,46,44,0,2,47,45,0,2
N00000137,120,112,1,7,30,27,0,3,30,27,0,3,25,24,0,1,35,34,1,0
N00000138,155,151,0,4,22,21,0,1,40,39,0,1,36,35,0,1,57,56,0,1
N00000139,133,94,27,12,39,20,15,4,60,48,8,4,17,11,4,2,17,15,0,2
N00000140,158,113,13,32,53,27,11,15,58,48,1,9,29,27,0,2,18,11,1,6
N00000141,220,81,97,42,97,17,55,25,67,31,27,9,24,11,10,3,32,22,5,5
N00000142,96,64,17,15,27,20,4,3,44,30,7,7,14,10,3,1,11,4,3,4
N00000143,123,49,57,17,69,27,35,7,27,10,10,7,16,6,8,2,11,6,4,1
N00000144,110,48,46,16,41,12,23,6,35,19,10,6,23,12,8,3,11,5,5,1
N00000145,75,12,54,9,48,6,36,6,14,3,11,0,6,1,3,2,7,2,4,1
N00000146,105,84,4,17,23,15,2,6,42,34,1,7,16,15,0,1,24,20,1,3
N00000147,106,55,30,21,41,14,18,9,31,20,7,4,18,12,2,4,16,9,3,4
N00000148,279,161,46,72,77,43,15,19,90,49,17,24,53,30,10,13,59,39,4,16
N00000149,187,127,30,30,58,28,19,11,63,45,7,11,28,21,2,5,38,33,2,3
N00000150,149,142,3,4,38,35,1,2,51,51,0,0,25,24,1,0,35,32,1,2
N00000151,131,83,20,28,42,20,10,12,44,31,5,8,30,23,2,5,15,9,3,3
N00000152,131,55,58,18,48,16,21,11,49,19,27,3,16,8,5,3,18,12,5,1
N00000153,111,65,27,19,37,20,11,6,37,25,8,4,17,9,5,3,20,11,3,6
N00000154,108,82,11,15,34,26,3,5,32,25,2,5,20,15,4,1,22,16,2,4
N00000155,128,98,14,16,27,17,4,6,43,31,4,8,24,18,4,2,34,32,2,0
N00000156,127,124,1,2,27,26,1,0,58,57,0,1,20,20,0,0,22,21,0,1
N00000157,139,116,6,17,28,22,0,6,47,37,1,9,27,21,5,1,37,36,0,1
N00000158,286,229,5,52,61,41,1,19,138,123,2,13,39,28,1,10,48,37,1,10
N00000159,116,58,32,26,45,22,16,7,48,24,15,9,13,5,1,7,10,7,0,3
N00000160,124,80,19,25,38,22,8,8,46,29,6,11,15,11,3,1,25,18,2,5
N00000161,128,121,1,6,11,10,0,1,58,55,0,3,32,31,1,0,27,25,0,2
N00000162,115,96,2,17,37,26,0,11,51,45,1,5,11,9,1,1,16,16,0,0
N00000163,155,62,55,38,61,21,23,17,55,16,27,12,22,13,3,6,17,12,2,3
N00000164,118,110,0,8,22,17,0,5,55,54,0,1,18,16,0,2,23,23,0,0
N00000165,135,115,5,15,37,28,3,6,49,43,2,4,20,18,0,2,29,26,0,3
N00000166,122,112,1,9,30,29,0,1,50,47,0,3,28,25,0,3,14,11,1,2
N00000167,149,137,0,12,33,28,0,5,54,54,0,0,26,22,0,4,36,33,0,3
N00000168,145,136,2,7,35,31,1,3,55,54,0,1,24,24,0,0,31,27,1,3
N00000169,279,222,10,47,62,42,4,16,108,89,3,16,43,35,2,6,66,56,1,9
N00000170,139,111,14,14,22,18,2,2,51,42,6,3,28,20,4,4,38,31,2,5
N00000171,146,131,8,7,23,18,4,1,51,46,3,2,20,19,1,0,52,48,0,4
N00000172,307,273,5,29,67,54,2,11,121,110,3,8,50,49,0,1,69,60,0,9
N00000173,144,119,7,18,33,26,3,4,53,45,1,7,23,20,2,1,35,28,1,6
N00000174,163,75,59,29,47,14,26,7,55,27,17,11,27,16,8,3,34,18,8,8
N00000175,140,121,5,14,28,21,3,4,46,40,0,6,27,25,1,1,39,35,1,3
N00000176,205,127,32,46,57,32,13,12,71,44,11,16,42,28,5,9,35,23,3,9
N00000177,167,93,20,54,69,35,10,24,61,30,9,22,22,14,1,7,15,14,0,1
N00000178,355,158,110,87,165,55,64,46,119,52,38,29,35,26,4,5,36,25,4,7
N00000179,492,204,151,137,257,90,98,69,160,71,44,45,41,21,4,16,34,22,5,7
N00000180,131,62,56,13,46,24,19,3,46,20,19,7,23,9,12,2,16,9,6,1
N00000181,168,54,51,63,86,23,34,29,63,22,13,28,15,7,3,5,4,2,1,1
N00000182,105,70,21,14,29,17,5,7,42,28,9,5,22,15,5,2,12,10,2,0
N00000183,146,86,9,51,65,41,3,21,43,22,4,17,17,12,2,3,21,11,0,10
N00000184,184,88,26,70,99,44,25,30,54,28,1,25,20,11,0,9,11,5,0,6
N00000185,121,43,51,27,63,7,41,15,40,22,9,9,8,5,1,2,10,9,0,1
N00000186,137,54,57,26,41,16,18,7,56,21,21,14,21,9,9,3,19,8,9,2
N00000187,126,34,75,17,46,11,28,7,51,12,33,6,15,5,8,2,14,6,6,2
N00000188,128,86,32,10,27,18,7,2,44,29,10,5,18,15,3,0,39,24,12,3
N00000189,125,113,2,10,19,17,0,2,45,39,1,5,24,24,0,0,37,33,1,3
N00000190,119,111,0,8,15,14,0,1,58,55,0,3,21,19,0,2,25,23,0,2
N00000191,124,118,3,3,27,27,0,0,52,50,1,1,19,16,1,2,26,25,1,0
N00000192,120,95,11,14,25,18,4,3,44,38,2,4,26,20,2,4,25,19,3,3
N00000193,111,37,57,17,33,8,21,4,30,7,19,4,16,4,7,5,32,18,10,4
N00000194,119,71,32,16,40,16,19,5,44,31,10,3,15,10,2,3,20,14,1,5
N00000195,123,62,38,23,55,27,18,10,33,16,11,6,18,9,4,5,17,10,5,2
N00000196,116,29,67,20,46,8,29,9,37,10,23,4,22,7,10,5,11,4,5,2
N00000197,115,107,0,8,13,11,0,2,37,34,0,3,33,33,0,0,32,29,0,3
N00000198,110,100,0,10,25,22,0,3,36,35,0,1,17,16,0,1,32,27,0,5
N00000199,130,115,5,10,20,15,1,4,50,44,2,4,26,25,0,1,34,31,2,1
N00000200,124,111,1,12,22,20,1,1,39,37,0,2,28,24,0,4,35,30,0,5
N00000201,143,114,13,16,52,35,10,7,55,49,3,3,15,13,0,2,21,17,0,4
N00000202,132,123,0,9,27,23,0,4,67,64,0,3,18,16,0,2,20,20,0,0
