ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC6501NI0001,Count,PERSONS,"All categories: Highest level of qualification, All categories: Voluntary Work"
LC6501NI0002,Count,PERSONS,"All categories: Highest level of qualification, Voluntary work without pay: Yes"
LC6501NI0003,Count,PERSONS,"All categories: Highest level of qualification, Voluntary work without pay: No"
LC6501NI0004,Count,PERSONS,"No qualifications, All categories: Voluntary Work"
LC6501NI0005,Count,PERSONS,"No qualifications, Voluntary work without pay: Yes"
LC6501NI0006,Count,PERSONS,"No qualifications, Voluntary work without pay: No"
LC6501NI0007,Count,PERSONS,"Level 1 qualifications, All categories: Voluntary Work"
LC6501NI0008,Count,PERSONS,"Level 1 qualifications, Voluntary work without pay: Yes"
LC6501NI0009,Count,PERSONS,"Level 1 qualifications, Voluntary work without pay: No"
LC6501NI0010,Count,PERSONS,"Level 2 qualifications, All categories: Voluntary Work"
LC6501NI0011,Count,PERSONS,"Level 2 qualifications, Voluntary work without pay: Yes"
LC6501NI0012,Count,PERSONS,"Level 2 qualifications, Voluntary work without pay: No"
LC6501NI0013,Count,PERSONS,"Level 3 qualifications, All categories: Voluntary Work"
LC6501NI0014,Count,PERSONS,"Level 3 qualifications, Voluntary work without pay: Yes"
LC6501NI0015,Count,PERSONS,"Level 3 qualifications, Voluntary work without pay: No"
LC6501NI0016,Count,PERSONS,"Level 4 qualifications and above, All categories: Voluntary Work"
LC6501NI0017,Count,PERSONS,"Level 4 qualifications and above, Voluntary work without pay: Yes"
LC6501NI0018,Count,PERSONS,"Level 4 qualifications and above, Voluntary work without pay: No"
LC6501NI0019,Count,PERSONS,"Other qualifications, All categories: Voluntary Work"
LC6501NI0020,Count,PERSONS,"Other qualifications, Voluntary work without pay: Yes"
LC6501NI0021,Count,PERSONS,"Other qualifications, Voluntary work without pay: No"
