ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC6102NI0001,Count,PERSONS,"All categories: Age, All categories: Industry"
LC6102NI0002,Count,PERSONS,"All categories: Age, A, B, D, E Agriculture; forestry and fishing; mining and quarrying; utilities"
LC6102NI0003,Count,PERSONS,"All categories: Age, C Manufacturing"
LC6102NI0004,Count,PERSONS,"All categories: Age, F Construction"
LC6102NI0005,Count,PERSONS,"All categories: Age, G, I Wholesale and retail trade; accommodation and food services"
LC6102NI0006,Count,PERSONS,"All categories: Age, H, J Transport and storage; information and communication"
LC6102NI0007,Count,PERSONS,"All categories: Age, K, L, M, N Financial; Real estate activities; professional and scientific activities; administrative and support activities"
LC6102NI0008,Count,PERSONS,"All categories: Age, O, P, Q Public administration and defence; education; health and social work"
LC6102NI0009,Count,PERSONS,"All categories: Age, R, S, T, U Other"
LC6102NI0010,Count,PERSONS,"Aged 16 to 44, All categories: Industry"
LC6102NI0011,Count,PERSONS,"Aged 16 to 44, A, B, D, E Agriculture; forestry and fishing; mining and quarrying; utilities"
LC6102NI0012,Count,PERSONS,"Aged 16 to 44, C Manufacturing"
LC6102NI0013,Count,PERSONS,"Aged 16 to 44, F Construction"
LC6102NI0014,Count,PERSONS,"Aged 16 to 44, G, I Wholesale and retail trade; accommodation and food services"
LC6102NI0015,Count,PERSONS,"Aged 16 to 44, H, J Transport and storage; information and communication"
LC6102NI0016,Count,PERSONS,"Aged 16 to 44, K, L, M, N Financial; Real estate activities; professional and scientific activities; administrative and support activities"
LC6102NI0017,Count,PERSONS,"Aged 16 to 44, O, P, Q Public administration and defence; education; health and social work"
LC6102NI0018,Count,PERSONS,"Aged 16 to 44, R, S, T, U Other"
LC6102NI0019,Count,PERSONS,"Aged 45 to 74, All categories: Industry"
LC6102NI0020,Count,PERSONS,"Aged 45 to 74, A, B, D, E Agriculture; forestry and fishing; mining and quarrying; utilities"
LC6102NI0021,Count,PERSONS,"Aged 45 to 74, C Manufacturing"
LC6102NI0022,Count,PERSONS,"Aged 45 to 74, F Construction"
LC6102NI0023,Count,PERSONS,"Aged 45 to 74, G, I Wholesale and retail trade; accommodation and food services"
LC6102NI0024,Count,PERSONS,"Aged 45 to 74, H, J Transport and storage; information and communication"
LC6102NI0025,Count,PERSONS,"Aged 45 to 74, K, L, M, N Financial; Real estate activities; professional and scientific activities; administrative and support activities"
LC6102NI0026,Count,PERSONS,"Aged 45 to 74, O, P, Q Public administration and defence; education; health and social work"
LC6102NI0027,Count,PERSONS,"Aged 45 to 74, R, S, T, U Other"
