ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2209NI0001,Count,PERSONS,"All categories: Knowledge of Ulster-Scots, All categories: Passports"
LC2209NI0002,Count,PERSONS,"All categories: Knowledge of Ulster-Scots, United Kingdom"
LC2209NI0003,Count,PERSONS,"All categories: Knowledge of Ulster-Scots, Ireland "
LC2209NI0004,Count,PERSONS,"All categories: Knowledge of Ulster-Scots, Other and no passport"
LC2209NI0005,Count,PERSONS,"Some ability in Ulster-Scots, All categories: Passports"
LC2209NI0006,Count,PERSONS,"Some ability in Ulster-Scots, United Kingdom"
LC2209NI0007,Count,PERSONS,"Some ability in Ulster-Scots, Ireland "
LC2209NI0008,Count,PERSONS,"Some ability in Ulster-Scots, Other and no passport"
LC2209NI0009,Count,PERSONS,"No ability in Ulster-Scots, All categories: Passports"
LC2209NI0010,Count,PERSONS,"No ability in Ulster-Scots, United Kingdom"
LC2209NI0011,Count,PERSONS,"No ability in Ulster-Scots, Ireland "
LC2209NI0012,Count,PERSONS,"No ability in Ulster-Scots, Other and no passport"
