GeographyCode,LC6604NI0001,LC6604NI0002,LC6604NI0003,LC6604NI0004,LC6604NI0005,LC6604NI0006,LC6604NI0007,LC6604NI0008,LC6604NI0009,LC6604NI0010,LC6604NI0011,LC6604NI0012,LC6604NI0013,LC6604NI0014,LC6604NI0015,LC6604NI0016,LC6604NI0017,LC6604NI0018,LC6604NI0019,LC6604NI0020,LC6604NI0021,LC6604NI0022,LC6604NI0023,LC6604NI0024,LC6604NI0025,LC6604NI0026,LC6604NI0027,LC6604NI0028,LC6604NI0029,LC6604NI0030,LC6604NI0031,LC6604NI0032,LC6604NI0033,LC6604NI0034,LC6604NI0035,LC6604NI0036,LC6604NI0037,LC6604NI0038,LC6604NI0039,LC6604NI0040,LC6604NI0041,LC6604NI0042,LC6604NI0043,LC6604NI0044,LC6604NI0045
N00000480,127,44,83,30,3,27,33,8,25,53,28,25,11,5,6,67,16,51,12,0,12,27,5,22,21,8,13,7,3,4,60,28,32,18,3,15,6,3,3,32,20,12,4,2,2
N00000481,190,52,138,54,11,43,48,7,41,71,28,43,17,6,11,99,13,86,20,0,20,38,6,32,32,4,28,9,3,6,91,39,52,34,11,23,10,1,9,39,24,15,8,3,5
N00000482,70,26,44,11,1,10,17,1,16,36,21,15,6,3,3,38,6,32,6,0,6,15,0,15,13,4,9,4,2,2,32,20,12,5,1,4,2,1,1,23,17,6,2,1,1
N00000483,147,34,113,31,1,30,36,4,32,65,20,45,15,9,6,76,8,68,17,0,17,30,1,29,20,3,17,9,4,5,71,26,45,14,1,13,6,3,3,45,17,28,6,5,1
N00000484,155,37,118,13,2,11,43,1,42,72,19,53,27,15,12,67,6,61,2,0,2,31,0,31,21,2,19,13,4,9,88,31,57,11,2,9,12,1,11,51,17,34,14,11,3
N00000485,118,40,78,17,5,12,28,3,25,61,24,37,12,8,4,61,13,48,6,2,4,23,1,22,26,6,20,6,4,2,57,27,30,11,3,8,5,2,3,35,18,17,6,4,2
N00000486,200,55,145,40,9,31,42,3,39,104,33,71,14,10,4,104,8,96,20,0,20,32,0,32,47,5,42,5,3,2,96,47,49,20,9,11,10,3,7,57,28,29,9,7,2
N00000487,151,45,106,26,6,20,38,8,30,74,26,48,13,5,8,75,10,65,8,0,8,31,3,28,29,4,25,7,3,4,76,35,41,18,6,12,7,5,2,45,22,23,6,2,4
N00000488,223,66,157,45,11,34,54,4,50,103,39,64,21,12,9,118,15,103,22,3,19,44,1,43,42,7,35,10,4,6,105,51,54,23,8,15,10,3,7,61,32,29,11,8,3
N00000489,137,30,107,37,5,32,28,1,27,65,21,44,7,3,4,73,6,67,24,1,23,21,1,20,24,4,20,4,0,4,64,24,40,13,4,9,7,0,7,41,17,24,3,3,0
N00000490,273,69,204,66,11,55,77,7,70,111,45,66,19,6,13,140,11,129,31,1,30,61,3,58,36,6,30,12,1,11,133,58,75,35,10,25,16,4,12,75,39,36,7,5,2
N00000491,264,55,209,57,6,51,75,8,67,108,32,76,24,9,15,127,7,120,24,0,24,52,1,51,35,4,31,16,2,14,137,48,89,33,6,27,23,7,16,73,28,45,8,7,1
N00000492,222,44,178,57,9,48,69,5,64,80,23,57,16,7,9,121,9,112,24,1,23,53,2,51,36,5,31,8,1,7,101,35,66,33,8,25,16,3,13,44,18,26,8,6,2
N00000493,140,28,112,43,6,37,37,2,35,54,18,36,6,2,4,73,5,68,25,2,23,29,1,28,15,1,14,4,1,3,67,23,44,18,4,14,8,1,7,39,17,22,2,1,1
N00000494,410,101,309,129,21,108,102,17,85,139,47,92,40,16,24,211,20,191,56,2,54,69,4,65,66,10,56,20,4,16,199,81,118,73,19,54,33,13,20,73,37,36,20,12,8
N00000495,158,36,122,40,5,35,33,4,29,71,20,51,14,7,7,87,11,76,18,0,18,28,4,24,33,4,29,8,3,5,71,25,46,22,5,17,5,0,5,38,16,22,6,4,2
N00000496,463,102,361,137,17,120,121,14,107,178,61,117,27,10,17,215,13,202,64,2,62,82,3,79,56,5,51,13,3,10,248,89,159,73,15,58,39,11,28,122,56,66,14,7,7
N00000497,436,110,326,106,19,87,102,10,92,186,64,122,42,17,25,207,21,186,43,2,41,78,4,74,65,12,53,21,3,18,229,89,140,63,17,46,24,6,18,121,52,69,21,14,7
N00000498,140,37,103,48,6,42,35,8,27,47,20,27,10,3,7,78,6,72,24,0,24,28,2,26,17,2,15,9,2,7,62,31,31,24,6,18,7,6,1,30,18,12,1,1,0
N00000499,135,41,94,13,1,12,26,2,24,78,30,48,18,8,10,69,7,62,8,0,8,17,1,16,34,5,29,10,1,9,66,34,32,5,1,4,9,1,8,44,25,19,8,7,1
N00000500,198,70,128,12,2,10,38,7,31,104,41,63,44,20,24,97,14,83,6,0,6,28,5,23,42,6,36,21,3,18,101,56,45,6,2,4,10,2,8,62,35,27,23,17,6
N00000501,110,30,80,8,3,5,22,4,18,62,12,50,18,11,7,55,7,48,4,0,4,14,2,12,29,3,26,8,2,6,55,23,32,4,3,1,8,2,6,33,9,24,10,9,1
N00000502,65,22,43,6,0,6,11,2,9,26,10,16,22,10,12,28,3,25,1,0,1,7,0,7,9,2,7,11,1,10,37,19,18,5,0,5,4,2,2,17,8,9,11,9,2
N00000503,129,54,75,9,1,8,20,4,16,76,35,41,24,14,10,55,10,45,6,0,6,16,1,15,22,7,15,11,2,9,74,44,30,3,1,2,4,3,1,54,28,26,13,12,1
N00000504,67,29,38,3,0,3,12,4,8,28,16,12,24,9,15,34,6,28,1,0,1,12,4,8,7,1,6,14,1,13,33,23,10,2,0,2,0,0,0,21,15,6,10,8,2
N00000505,88,27,61,3,1,2,23,3,20,47,17,30,15,6,9,45,5,40,2,0,2,18,0,18,15,3,12,10,2,8,43,22,21,1,1,0,5,3,2,32,14,18,5,4,1
N00000506,156,47,109,20,2,18,34,6,28,76,27,49,26,12,14,81,7,74,11,0,11,23,1,22,35,4,31,12,2,10,75,40,35,9,2,7,11,5,6,41,23,18,14,10,4
N00000507,74,35,39,4,0,4,13,5,8,39,21,18,18,9,9,39,13,26,2,0,2,11,3,8,16,7,9,10,3,7,35,22,13,2,0,2,2,2,0,23,14,9,8,6,2
N00000508,135,44,91,13,3,10,30,4,26,66,29,37,26,8,18,64,9,55,7,1,6,18,0,18,24,7,17,15,1,14,71,35,36,6,2,4,12,4,8,42,22,20,11,7,4
N00000509,120,45,75,11,1,10,25,3,22,53,26,27,31,15,16,61,9,52,8,1,7,19,0,19,17,4,13,17,4,13,59,36,23,3,0,3,6,3,3,36,22,14,14,11,3
N00000510,101,44,57,6,1,5,20,4,16,50,24,26,25,15,10,48,14,34,2,0,2,13,2,11,22,7,15,11,5,6,53,30,23,4,1,3,7,2,5,28,17,11,14,10,4
N00000511,203,48,155,58,5,53,48,8,40,68,22,46,29,13,16,112,11,101,31,0,31,37,4,33,31,4,27,13,3,10,91,37,54,27,5,22,11,4,7,37,18,19,16,10,6
N00000512,199,67,132,58,17,41,51,10,41,74,35,39,16,5,11,110,21,89,23,3,20,42,6,36,32,10,22,13,2,11,89,46,43,35,14,21,9,4,5,42,25,17,3,3,0
N00000513,161,47,114,33,6,27,42,9,33,73,28,45,13,4,9,79,8,71,13,0,13,33,5,28,24,2,22,9,1,8,82,39,43,20,6,14,9,4,5,49,26,23,4,3,1
N00000514,155,39,116,40,9,31,48,7,41,48,15,33,19,8,11,79,6,73,17,1,16,36,1,35,17,2,15,9,2,7,76,33,43,23,8,15,12,6,6,31,13,18,10,6,4
N00000515,167,43,124,47,12,35,39,2,37,64,25,39,17,4,13,90,12,78,22,2,20,30,1,29,25,7,18,13,2,11,77,31,46,25,10,15,9,1,8,39,18,21,4,2,2
N00000516,102,27,75,24,7,17,25,2,23,41,12,29,12,6,6,51,8,43,13,3,10,17,1,16,14,2,12,7,2,5,51,19,32,11,4,7,8,1,7,27,10,17,5,4,1
N00000517,180,38,142,50,3,47,41,3,38,78,28,50,11,4,7,96,9,87,24,1,23,32,1,31,36,6,30,4,1,3,84,29,55,26,2,24,9,2,7,42,22,20,7,3,4
N00000518,145,40,105,38,8,30,42,7,35,52,19,33,13,6,7,83,12,71,21,1,20,32,3,29,20,5,15,10,3,7,62,28,34,17,7,10,10,4,6,32,14,18,3,3,0
N00000519,119,32,87,27,4,23,29,3,26,54,20,34,9,5,4,65,8,57,13,1,12,23,2,21,24,4,20,5,1,4,54,24,30,14,3,11,6,1,5,30,16,14,4,4,0
N00000520,241,65,176,57,13,44,51,5,46,104,36,68,29,11,18,133,11,122,29,0,29,40,1,39,51,8,43,13,2,11,108,54,54,28,13,15,11,4,7,53,28,25,16,9,7
N00000521,187,54,133,48,8,40,39,6,33,74,29,45,26,11,15,100,15,85,21,1,20,32,5,27,31,5,26,16,4,12,87,39,48,27,7,20,7,1,6,43,24,19,10,7,3
N00000522,199,54,145,40,5,35,57,7,50,77,35,42,25,7,18,105,8,97,24,0,24,42,3,39,26,5,21,13,0,13,94,46,48,16,5,11,15,4,11,51,30,21,12,7,5
N00000523,189,50,139,49,4,45,50,8,42,80,34,46,10,4,6,97,8,89,25,1,24,40,5,35,26,2,24,6,0,6,92,42,50,24,3,21,10,3,7,54,32,22,4,4,0
N00000524,251,75,176,64,13,51,70,11,59,101,43,58,16,8,8,131,15,116,28,1,27,59,7,52,36,6,30,8,1,7,120,60,60,36,12,24,11,4,7,65,37,28,8,7,1
N00000525,174,48,126,35,8,27,48,4,44,74,30,44,17,6,11,93,12,81,16,2,14,37,3,34,30,5,25,10,2,8,81,36,45,19,6,13,11,1,10,44,25,19,7,4,3
N00000526,139,27,112,18,2,16,32,4,28,61,10,51,28,11,17,83,8,75,7,0,7,24,2,22,35,3,32,17,3,14,56,19,37,11,2,9,8,2,6,26,7,19,11,8,3
N00000527,178,52,126,20,6,14,34,7,27,91,24,67,33,15,18,96,9,87,8,1,7,24,3,21,44,1,43,20,4,16,82,43,39,12,5,7,10,4,6,47,23,24,13,11,2
N00000528,119,30,89,13,0,13,25,4,21,57,15,42,24,11,13,60,11,49,7,0,7,18,3,15,27,8,19,8,0,8,59,19,40,6,0,6,7,1,6,30,7,23,16,11,5
N00000529,90,19,71,10,2,8,21,3,18,40,8,32,19,6,13,50,8,42,5,1,4,16,3,13,18,3,15,11,1,10,40,11,29,5,1,4,5,0,5,22,5,17,8,5,3
N00000530,123,36,87,19,3,16,14,1,13,68,18,50,22,14,8,56,7,49,8,1,7,9,1,8,31,3,28,8,2,6,67,29,38,11,2,9,5,0,5,37,15,22,14,12,2
N00000531,152,30,122,15,4,11,34,5,29,77,13,64,26,8,18,78,6,72,4,0,4,25,2,23,38,3,35,11,1,10,74,24,50,11,4,7,9,3,6,39,10,29,15,7,8
N00000532,105,38,67,9,2,7,31,7,24,45,18,27,20,11,9,58,13,45,4,0,4,24,4,20,20,5,15,10,4,6,47,25,22,5,2,3,7,3,4,25,13,12,10,7,3
N00000533,37,8,29,4,1,3,5,0,5,20,3,17,8,4,4,22,3,19,0,0,0,3,0,3,15,2,13,4,1,3,15,5,10,4,1,3,2,0,2,5,1,4,4,3,1
N00000534,243,65,178,67,15,52,83,11,72,83,34,49,10,5,5,135,14,121,24,2,22,72,5,67,35,6,29,4,1,3,108,51,57,43,13,30,11,6,5,48,28,20,6,4,2
N00000535,273,72,201,53,8,45,90,12,78,108,44,64,22,8,14,152,17,135,25,0,25,79,9,70,36,5,31,12,3,9,121,55,66,28,8,20,11,3,8,72,39,33,10,5,5
N00000536,198,55,143,45,14,31,58,7,51,73,23,50,22,11,11,110,12,98,22,2,20,47,2,45,27,3,24,14,5,9,88,43,45,23,12,11,11,5,6,46,20,26,8,6,2
N00000537,189,47,142,31,5,26,64,10,54,84,27,57,10,5,5,110,13,97,13,0,13,52,7,45,40,5,35,5,1,4,79,34,45,18,5,13,12,3,9,44,22,22,5,4,1
N00000538,197,50,147,49,10,39,64,11,53,72,25,47,12,4,8,105,10,95,25,3,22,46,3,43,26,3,23,8,1,7,92,40,52,24,7,17,18,8,10,46,22,24,4,3,1
N00000539,176,59,117,37,11,26,57,10,47,66,31,35,16,7,9,104,16,88,17,0,17,48,3,45,25,8,17,14,5,9,72,43,29,20,11,9,9,7,2,41,23,18,2,2,0
N00000540,154,35,119,27,2,25,38,4,34,71,19,52,18,10,8,88,9,79,16,2,14,34,3,31,31,2,29,7,2,5,66,26,40,11,0,11,4,1,3,40,17,23,11,8,3
N00000541,205,55,150,39,11,28,44,8,36,109,31,78,13,5,8,105,12,93,17,0,17,36,3,33,47,8,39,5,1,4,100,43,57,22,11,11,8,5,3,62,23,39,8,4,4
N00000542,98,30,68,23,6,17,25,4,21,39,17,22,11,3,8,49,8,41,8,1,7,22,2,20,15,5,10,4,0,4,49,22,27,15,5,10,3,2,1,24,12,12,7,3,4
N00000543,182,53,129,23,5,18,43,5,38,87,34,53,29,9,20,95,13,82,11,1,10,38,3,35,32,8,24,14,1,13,87,40,47,12,4,8,5,2,3,55,26,29,15,8,7
N00000544,110,24,86,14,1,13,28,2,26,56,18,38,12,3,9,56,1,55,5,0,5,22,0,22,24,1,23,5,0,5,54,23,31,9,1,8,6,2,4,32,17,15,7,3,4
N00000545,122,43,79,22,5,17,27,4,23,58,28,30,15,6,9,54,4,50,12,0,12,19,2,17,17,2,15,6,0,6,68,39,29,10,5,5,8,2,6,41,26,15,9,6,3
N00000546,112,36,76,13,2,11,19,3,16,60,25,35,20,6,14,51,5,46,8,0,8,18,2,16,15,2,13,10,1,9,61,31,30,5,2,3,1,1,0,45,23,22,10,5,5
N00000547,153,44,109,18,2,16,35,5,30,74,24,50,26,13,13,75,9,66,9,0,9,29,2,27,26,4,22,11,3,8,78,35,43,9,2,7,6,3,3,48,20,28,15,10,5
N00000548,141,39,102,19,1,18,30,1,29,76,31,45,16,6,10,78,12,66,11,0,11,26,1,25,31,8,23,10,3,7,63,27,36,8,1,7,4,0,4,45,23,22,6,3,3
N00000549,49,17,32,7,1,6,5,1,4,22,7,15,15,8,7,24,3,21,2,0,2,4,0,4,13,2,11,5,1,4,25,14,11,5,1,4,1,1,0,9,5,4,10,7,3
N00000550,217,50,167,49,10,39,48,0,48,100,34,66,20,6,14,100,7,93,22,1,21,32,0,32,36,4,32,10,2,8,117,43,74,27,9,18,16,0,16,64,30,34,10,4,6
N00000551,90,25,65,10,1,9,16,4,12,48,13,35,16,7,9,47,3,44,7,0,7,11,1,10,19,0,19,10,2,8,43,22,21,3,1,2,5,3,2,29,13,16,6,5,1
N00000552,106,31,75,22,4,18,32,3,29,39,19,20,13,5,8,58,11,47,9,1,8,28,2,26,15,5,10,6,3,3,48,20,28,13,3,10,4,1,3,24,14,10,7,2,5
N00000553,140,38,102,12,1,11,26,1,25,82,27,55,20,9,11,66,10,56,3,0,3,24,1,23,34,7,27,5,2,3,74,28,46,9,1,8,2,0,2,48,20,28,15,7,8
N00000554,107,33,74,6,1,5,17,3,14,67,21,46,17,8,9,50,10,40,2,0,2,16,3,13,27,6,21,5,1,4,57,23,34,4,1,3,1,0,1,40,15,25,12,7,5
N00000555,94,25,69,13,3,10,21,1,20,40,13,27,20,8,12,48,6,42,6,2,4,17,1,16,15,3,12,10,0,10,46,19,27,7,1,6,4,0,4,25,10,15,10,8,2
N00000556,115,36,79,14,2,12,27,4,23,53,20,33,21,10,11,57,6,51,7,0,7,20,0,20,23,5,18,7,1,6,58,30,28,7,2,5,7,4,3,30,15,15,14,9,5
N00000557,262,69,193,52,6,46,83,7,76,109,46,63,18,10,8,149,11,138,32,0,32,73,2,71,36,7,29,8,2,6,113,58,55,20,6,14,10,5,5,73,39,34,10,8,2
N00000558,219,62,157,55,12,43,61,9,52,85,36,49,18,5,13,130,15,115,36,6,30,50,4,46,30,4,26,14,1,13,89,47,42,19,6,13,11,5,6,55,32,23,4,4,0
N00000559,168,48,120,29,6,23,51,2,49,72,33,39,16,7,9,93,12,81,18,2,16,42,1,41,27,8,19,6,1,5,75,36,39,11,4,7,9,1,8,45,25,20,10,6,4
N00000560,207,48,159,33,5,28,79,10,69,84,27,57,11,6,5,126,11,115,14,0,14,68,5,63,39,4,35,5,2,3,81,37,44,19,5,14,11,5,6,45,23,22,6,4,2
N00000561,239,60,179,55,8,47,95,18,77,67,26,41,22,8,14,135,14,121,23,2,21,78,9,69,19,1,18,15,2,13,104,46,58,32,6,26,17,9,8,48,25,23,7,6,1
N00000562,173,45,128,32,6,26,63,10,53,58,20,38,20,9,11,105,8,97,15,1,14,53,4,49,29,3,26,8,0,8,68,37,31,17,5,12,10,6,4,29,17,12,12,9,3
N00000563,369,112,257,51,6,45,83,12,71,181,62,119,54,32,22,192,30,162,28,3,25,60,5,55,75,7,68,29,15,14,177,82,95,23,3,20,23,7,16,106,55,51,25,17,8
N00000564,133,36,97,21,2,19,26,5,21,59,16,43,27,13,14,79,15,64,14,1,13,22,3,19,29,6,23,14,5,9,54,21,33,7,1,6,4,2,2,30,10,20,13,8,5
N00000565,99,20,79,17,2,15,21,2,19,51,12,39,10,4,6,50,5,45,9,0,9,18,1,17,18,3,15,5,1,4,49,15,34,8,2,6,3,1,2,33,9,24,5,3,2
N00000566,126,30,96,23,2,21,27,5,22,58,17,41,18,6,12,66,7,59,15,0,15,22,4,18,22,1,21,7,2,5,60,23,37,8,2,6,5,1,4,36,16,20,11,4,7
N00000567,243,65,178,61,8,53,69,8,61,94,41,53,19,8,11,129,16,113,30,1,29,50,6,44,40,7,33,9,2,7,114,49,65,31,7,24,19,2,17,54,34,20,10,6,4
N00000568,186,58,128,26,5,21,45,4,41,91,39,52,24,10,14,93,10,83,12,0,12,37,3,34,32,7,25,12,0,12,93,48,45,14,5,9,8,1,7,59,32,27,12,10,2
N00000569,158,49,109,26,6,20,37,8,29,77,29,48,18,6,12,77,8,69,9,1,8,33,5,28,25,1,24,10,1,9,81,41,40,17,5,12,4,3,1,52,28,24,8,5,3
N00000570,175,39,136,56,9,47,51,5,46,64,23,41,4,2,2,91,9,82,21,0,21,41,2,39,27,7,20,2,0,2,84,30,54,35,9,26,10,3,7,37,16,21,2,2,0
N00000571,171,53,118,53,8,45,46,11,35,57,28,29,15,6,9,95,15,80,31,2,29,32,4,28,23,6,17,9,3,6,76,38,38,22,6,16,14,7,7,34,22,12,6,3,3
N00000572,313,89,224,89,12,77,75,17,58,131,51,80,18,9,9,151,19,132,43,1,42,54,6,48,45,9,36,9,3,6,162,70,92,46,11,35,21,11,10,86,42,44,9,6,3
N00000573,184,45,139,77,15,62,49,5,44,51,21,30,7,4,3,97,6,91,44,2,42,33,0,33,16,2,14,4,2,2,87,39,48,33,13,20,16,5,11,35,19,16,3,2,1
N00000574,219,57,162,90,13,77,50,10,40,71,29,42,8,5,3,114,16,98,46,3,43,33,4,29,29,6,23,6,3,3,105,41,64,44,10,34,17,6,11,42,23,19,2,2,0
N00000575,253,45,208,62,15,47,91,4,87,79,19,60,21,7,14,141,4,137,22,1,21,72,1,71,36,2,34,11,0,11,112,41,71,40,14,26,19,3,16,43,17,26,10,7,3
N00000576,166,42,124,27,4,23,44,5,39,83,27,56,12,6,6,87,10,77,17,1,16,37,3,34,28,3,25,5,3,2,79,32,47,10,3,7,7,2,5,55,24,31,7,3,4
N00000577,207,64,143,51,13,38,66,17,49,75,30,45,15,4,11,115,19,96,19,0,19,57,11,46,28,4,24,11,4,7,92,45,47,32,13,19,9,6,3,47,26,21,4,0,4
N00000578,336,85,251,91,13,78,96,14,82,127,48,79,22,10,12,166,17,149,46,1,45,66,5,61,42,7,35,12,4,8,170,68,102,45,12,33,30,9,21,85,41,44,10,6,4
N00000579,206,55,151,72,12,60,45,8,37,71,29,42,18,6,12,112,12,100,33,0,33,35,3,32,30,6,24,14,3,11,94,43,51,39,12,27,10,5,5,41,23,18,4,3,1
N00000580,248,69,179,53,14,39,82,8,74,91,37,54,22,10,12,134,14,120,20,1,19,70,6,64,34,5,29,10,2,8,114,55,59,33,13,20,12,2,10,57,32,25,12,8,4
N00000581,278,62,216,78,10,68,88,10,78,97,37,60,15,5,10,165,13,152,39,1,38,79,6,73,37,4,33,10,2,8,113,49,64,39,9,30,9,4,5,60,33,27,5,3,2
N00000582,216,64,152,44,8,36,71,9,62,80,36,44,21,11,10,114,7,107,22,2,20,60,3,57,25,1,24,7,1,6,102,57,45,22,6,16,11,6,5,55,35,20,14,10,4
N00000583,142,40,102,37,10,27,36,2,34,63,26,37,6,2,4,80,9,71,19,0,19,30,1,29,30,8,22,1,0,1,62,31,31,18,10,8,6,1,5,33,18,15,5,2,3
N00000584,229,63,166,58,9,49,69,11,58,90,38,52,12,5,7,123,10,113,28,0,28,55,6,49,32,3,29,8,1,7,106,53,53,30,9,21,14,5,9,58,35,23,4,4,0
N00000585,241,59,182,52,6,46,79,10,69,86,34,52,24,9,15,140,17,123,21,0,21,65,7,58,40,5,35,14,5,9,101,42,59,31,6,25,14,3,11,46,29,17,10,4,6
N00000586,252,67,185,54,12,42,90,12,78,91,37,54,17,6,11,142,16,126,24,3,21,79,9,70,30,3,27,9,1,8,110,51,59,30,9,21,11,3,8,61,34,27,8,5,3
N00000587,255,67,188,67,14,53,76,12,64,99,38,61,13,3,10,145,16,129,37,4,33,60,5,55,41,5,36,7,2,5,110,51,59,30,10,20,16,7,9,58,33,25,6,1,5
N00000588,213,58,155,65,10,55,58,16,42,79,28,51,11,4,7,111,13,98,30,1,29,43,8,35,32,4,28,6,0,6,102,45,57,35,9,26,15,8,7,47,24,23,5,4,1
N00000589,302,82,220,68,18,50,117,18,99,105,40,65,12,6,6,156,14,142,25,2,23,100,9,91,25,2,23,6,1,5,146,68,78,43,16,27,17,9,8,80,38,42,6,5,1
N00000590,213,55,158,48,11,37,79,9,70,75,30,45,11,5,6,113,13,100,18,1,17,60,3,57,28,7,21,7,2,5,100,42,58,30,10,20,19,6,13,47,23,24,4,3,1
N00000591,222,55,167,42,5,37,75,7,68,89,36,53,16,7,9,118,11,107,17,0,17,61,3,58,31,6,25,9,2,7,104,44,60,25,5,20,14,4,10,58,30,28,7,5,2
N00000592,243,58,185,65,15,50,72,7,65,85,29,56,21,7,14,123,13,110,28,1,27,55,4,51,24,4,20,16,4,12,120,45,75,37,14,23,17,3,14,61,25,36,5,3,2
N00000593,287,80,207,90,20,70,94,19,75,84,33,51,19,8,11,164,21,143,43,2,41,80,11,69,27,4,23,14,4,10,123,59,64,47,18,29,14,8,6,57,29,28,5,4,1
N00000594,192,51,141,47,11,36,61,5,56,66,32,34,18,3,15,106,11,95,21,3,18,50,0,50,23,7,16,12,1,11,86,40,46,26,8,18,11,5,6,43,25,18,6,2,4
N00000595,261,77,184,76,21,55,76,7,69,83,40,43,26,9,17,140,18,122,35,7,28,62,3,59,27,7,20,16,1,15,121,59,62,41,14,27,14,4,10,56,33,23,10,8,2
N00000596,131,38,93,27,6,21,31,5,26,61,23,38,12,4,8,68,8,60,14,1,13,23,2,21,24,5,19,7,0,7,63,30,33,13,5,8,8,3,5,37,18,19,5,4,1
N00000597,90,34,56,6,0,6,19,5,14,51,19,32,14,10,4,46,9,37,3,0,3,13,2,11,25,6,19,5,1,4,44,25,19,3,0,3,6,3,3,26,13,13,9,9,0
N00000598,143,29,114,9,1,8,24,0,24,82,21,61,28,7,21,80,6,74,6,0,6,16,0,16,41,3,38,17,3,14,63,23,40,3,1,2,8,0,8,41,18,23,11,4,7
N00000599,95,34,61,7,2,5,20,0,20,45,22,23,23,10,13,49,10,39,3,0,3,15,0,15,17,5,12,14,5,9,46,24,22,4,2,2,5,0,5,28,17,11,9,5,4
N00000600,136,45,91,25,4,21,34,5,29,61,28,33,16,8,8,67,15,52,11,1,10,27,4,23,22,8,14,7,2,5,69,30,39,14,3,11,7,1,6,39,20,19,9,6,3
N00000601,136,33,103,24,4,20,26,3,23,68,20,48,18,6,12,68,4,64,13,0,13,21,1,20,22,1,21,12,2,10,68,29,39,11,4,7,5,2,3,46,19,27,6,4,2
N00000602,89,27,62,14,2,12,23,4,19,40,15,25,12,6,6,43,8,35,7,1,6,13,2,11,17,5,12,6,0,6,46,19,27,7,1,6,10,2,8,23,10,13,6,6,0
N00000603,169,42,127,31,1,30,39,7,32,86,27,59,13,7,6,86,9,77,17,0,17,31,3,28,34,5,29,4,1,3,83,33,50,14,1,13,8,4,4,52,22,30,9,6,3
N00000604,168,52,116,32,8,24,38,8,30,72,24,48,26,12,14,83,15,68,13,2,11,28,6,22,28,5,23,14,2,12,85,37,48,19,6,13,10,2,8,44,19,25,12,10,2
N00000605,230,61,169,44,5,39,59,7,52,107,39,68,20,10,10,114,13,101,23,0,23,41,2,39,39,8,31,11,3,8,116,48,68,21,5,16,18,5,13,68,31,37,9,7,2
N00000606,191,46,145,25,2,23,53,3,50,86,34,52,27,7,20,96,6,90,15,0,15,37,0,37,28,5,23,16,1,15,95,40,55,10,2,8,16,3,13,58,29,29,11,6,5
N00000607,129,42,87,11,3,8,21,3,18,75,29,46,22,7,15,64,11,53,3,0,3,19,3,16,27,5,22,15,3,12,65,31,34,8,3,5,2,0,2,48,24,24,7,4,3
N00000608,179,46,133,41,8,33,58,6,52,65,26,39,15,6,9,104,12,92,26,1,25,45,2,43,22,4,18,11,5,6,75,34,41,15,7,8,13,4,9,43,22,21,4,1,3
N00000609,184,58,126,38,8,30,60,14,46,73,29,44,13,7,6,98,17,81,21,4,17,42,6,36,30,7,23,5,0,5,86,41,45,17,4,13,18,8,10,43,22,21,8,7,1
N00000610,224,64,160,55,13,42,53,11,42,93,28,65,23,12,11,115,13,102,28,1,27,36,2,34,38,5,33,13,5,8,109,51,58,27,12,15,17,9,8,55,23,32,10,7,3
N00000611,145,35,110,27,4,23,40,4,36,58,19,39,20,8,12,73,8,65,7,0,7,34,2,32,23,3,20,9,3,6,72,27,45,20,4,16,6,2,4,35,16,19,11,5,6
N00000612,219,64,155,19,4,15,34,1,33,101,31,70,65,28,37,114,12,102,9,0,9,29,0,29,43,5,38,33,7,26,105,52,53,10,4,6,5,1,4,58,26,32,32,21,11
N00000613,92,32,60,7,2,5,16,3,13,48,16,32,21,11,10,48,9,39,2,0,2,14,2,12,21,3,18,11,4,7,44,23,21,5,2,3,2,1,1,27,13,14,10,7,3
N00000614,80,30,50,3,0,3,18,3,15,46,20,26,13,7,6,40,9,31,2,0,2,12,2,10,18,5,13,8,2,6,40,21,19,1,0,1,6,1,5,28,15,13,5,5,0
N00000615,42,12,30,6,1,5,4,0,4,27,8,19,5,3,2,19,0,19,3,0,3,2,0,2,12,0,12,2,0,2,23,12,11,3,1,2,2,0,2,15,8,7,3,3,0
N00000616,106,43,63,7,0,7,21,4,17,57,28,29,21,11,10,55,13,42,3,0,3,17,3,14,22,4,18,13,6,7,51,30,21,4,0,4,4,1,3,35,24,11,8,5,3
N00000617,127,48,79,4,0,4,25,4,21,72,30,42,26,14,12,66,14,52,3,0,3,20,3,17,29,4,25,14,7,7,61,34,27,1,0,1,5,1,4,43,26,17,12,7,5
N00000618,283,75,208,33,5,28,53,5,48,137,41,96,60,24,36,144,17,127,16,1,15,45,2,43,53,8,45,30,6,24,139,58,81,17,4,13,8,3,5,84,33,51,30,18,12
N00000619,182,65,117,43,7,36,38,9,29,86,42,44,15,7,8,90,15,75,22,2,20,29,3,26,29,6,23,10,4,6,92,50,42,21,5,16,9,6,3,57,36,21,5,3,2
N00000620,195,49,146,38,7,31,55,7,48,81,28,53,21,7,14,101,14,87,15,0,15,44,6,38,31,8,23,11,0,11,94,35,59,23,7,16,11,1,10,50,20,30,10,7,3
N00000621,192,51,141,33,6,27,46,6,40,89,31,58,24,8,16,97,14,83,19,3,16,33,3,30,35,6,29,10,2,8,95,37,58,14,3,11,13,3,10,54,25,29,14,6,8
N00000622,198,51,147,28,5,23,45,3,42,95,28,67,30,15,15,98,15,83,10,1,9,36,2,34,40,8,32,12,4,8,100,36,64,18,4,14,9,1,8,55,20,35,18,11,7
