GeographyCode,LC4406NI0001,LC4406NI0002,LC4406NI0003,LC4406NI0004,LC4406NI0005,LC4406NI0006,LC4406NI0007,LC4406NI0008,LC4406NI0009,LC4406NI0010,LC4406NI0011,LC4406NI0012
N00000001,982,93,26,863,973,90,26,857,9,3,0,6
N00000002,351,292,11,48,312,264,7,41,39,28,4,7
N00000003,233,218,0,15,232,218,0,14,1,0,0,1
N00000004,616,548,11,57,611,545,9,57,5,3,2,0
N00000005,374,349,0,25,374,349,0,25,0,0,0,0
N00000006,240,216,0,24,237,213,0,24,3,3,0,0
N00000007,245,184,3,58,237,182,3,52,8,2,0,6
N00000008,288,218,3,67,267,213,2,52,21,5,1,15
N00000009,727,622,2,103,678,598,2,78,49,24,0,25
N00000010,234,208,0,26,234,208,0,26,0,0,0,0
N00000011,293,223,30,40,262,217,15,30,31,6,15,10
N00000012,264,209,26,29,237,198,17,22,27,11,9,7
N00000013,268,178,14,76,225,173,6,46,43,5,8,30
N00000014,460,303,47,110,422,292,43,87,38,11,4,23
N00000015,226,125,67,34,183,119,40,24,43,6,27,10
N00000016,223,118,47,58,145,94,13,38,78,24,34,20
N00000017,340,222,86,32,336,221,83,32,4,1,3,0
N00000018,229,182,3,44,227,182,3,42,2,0,0,2
N00000019,261,172,50,39,254,172,43,39,7,0,7,0
N00000020,236,82,125,29,236,82,125,29,0,0,0,0
N00000021,269,181,33,55,237,176,24,37,32,5,9,18
N00000022,269,170,49,50,269,170,49,50,0,0,0,0
N00000023,218,123,73,22,217,123,72,22,1,0,1,0
N00000024,533,498,1,34,528,495,1,32,5,3,0,2
N00000025,460,441,4,15,453,434,4,15,7,7,0,0
N00000026,460,430,5,25,450,424,3,23,10,6,2,2
N00000027,535,475,0,60,530,470,0,60,5,5,0,0
N00000028,236,221,0,15,232,217,0,15,4,4,0,0
N00000029,403,379,3,21,386,362,3,21,17,17,0,0
N00000030,375,347,0,28,369,343,0,26,6,4,0,2
N00000031,699,639,11,49,696,636,11,49,3,3,0,0
N00000032,386,354,0,32,386,354,0,32,0,0,0,0
N00000033,495,448,3,44,491,446,3,42,4,2,0,2
N00000034,438,376,10,52,428,376,6,46,10,0,4,6
N00000035,291,159,71,61,280,156,71,53,11,3,0,8
N00000036,345,253,37,55,339,249,35,55,6,4,2,0
N00000037,285,264,8,13,275,258,8,9,10,6,0,4
N00000038,406,340,7,59,402,340,7,55,4,0,0,4
N00000039,1262,1009,106,147,1193,988,76,129,69,21,30,18
N00000040,265,165,50,50,247,161,37,49,18,4,13,1
N00000041,462,414,5,43,459,414,3,42,3,0,2,1
N00000042,410,390,5,15,408,388,5,15,2,2,0,0
N00000043,1202,1016,87,99,1163,1012,64,87,39,4,23,12
N00000044,312,227,61,24,309,227,60,22,3,0,1,2
N00000045,515,462,7,46,515,462,7,46,0,0,0,0
N00000046,394,357,12,25,390,353,12,25,4,4,0,0
N00000047,353,303,10,40,352,302,10,40,1,1,0,0
N00000048,304,175,56,73,284,174,49,61,20,1,7,12
N00000049,254,144,51,59,250,144,47,59,4,0,4,0
N00000050,299,239,10,50,294,234,10,50,5,5,0,0
N00000051,313,142,150,21,312,142,149,21,1,0,1,0
N00000052,309,173,92,44,306,173,89,44,3,0,3,0
N00000053,252,149,29,74,224,146,24,54,28,3,5,20
