GeographyCode,LC1105NI0001,LC1105NI0002,LC1105NI0003,LC1105NI0004,LC1105NI0005,LC1105NI0006,LC1105NI0007,LC1105NI0008,LC1105NI0009,LC1105NI0010,LC1105NI0011,LC1105NI0012,LC1105NI0013,LC1105NI0014,LC1105NI0015,LC1105NI0016,LC1105NI0017,LC1105NI0018,LC1105NI0019,LC1105NI0020,LC1105NI0021,LC1105NI0022,LC1105NI0023,LC1105NI0024,LC1105NI0025,LC1105NI0026,LC1105NI0027,LC1105NI0028,LC1105NI0029,LC1105NI0030,LC1105NI0031,LC1105NI0032,LC1105NI0033,LC1105NI0034,LC1105NI0035,LC1105NI0036
N00000001,310,275,35,255,236,19,55,39,16,284,260,24,243,229,14,41,31,10,23,14,9,12,7,5,11,7,4,3,1,2,0,0,0,3,1,2
N00000002,141,77,64,87,60,27,54,17,37,51,30,21,34,23,11,17,7,10,53,30,23,34,23,11,19,7,12,37,17,20,19,14,5,18,3,15
N00000003,78,59,19,53,45,8,25,14,11,20,17,3,14,13,1,6,4,2,38,31,7,28,23,5,10,8,2,20,11,9,11,9,2,9,2,7
N00000004,195,155,40,136,117,19,59,38,21,59,48,11,44,36,8,15,12,3,102,89,13,76,69,7,26,20,6,34,18,16,16,12,4,18,6,12
N00000005,124,96,28,88,74,14,36,22,14,46,36,10,31,25,6,15,11,4,58,48,10,45,39,6,13,9,4,20,12,8,12,10,2,8,2,6
N00000006,86,56,30,53,44,9,33,12,21,29,23,6,19,17,2,10,6,4,34,26,8,27,22,5,7,4,3,23,7,16,7,5,2,16,2,14
N00000007,89,61,28,58,47,11,31,14,17,27,21,6,20,17,3,7,4,3,38,28,10,28,23,5,10,5,5,24,12,12,10,7,3,14,5,9
N00000008,138,63,75,82,46,36,56,17,39,57,30,27,34,21,13,23,9,14,59,26,33,40,20,20,19,6,13,22,7,15,8,5,3,14,2,12
N00000009,275,177,98,178,142,36,97,35,62,150,93,57,90,73,17,60,20,40,85,62,23,63,51,12,22,11,11,40,22,18,25,18,7,15,4,11
N00000010,86,50,36,55,43,12,31,7,24,21,14,7,16,13,3,5,1,4,36,26,10,24,21,3,12,5,7,29,10,19,15,9,6,14,1,13
N00000011,136,68,68,83,51,32,53,17,36,29,20,9,23,17,6,6,3,3,49,29,20,33,22,11,16,7,9,58,19,39,27,12,15,31,7,24
N00000012,121,59,62,71,45,26,50,14,36,41,19,22,25,16,9,16,3,13,39,21,18,26,15,11,13,6,7,41,19,22,20,14,6,21,5,16
N00000013,136,50,86,80,39,41,56,11,45,46,16,30,30,13,17,16,3,13,41,22,19,30,16,14,11,6,5,49,12,37,20,10,10,29,2,27
N00000014,205,105,100,112,79,33,93,26,67,102,47,55,54,36,18,48,11,37,65,41,24,43,33,10,22,8,14,38,17,21,15,10,5,23,7,16
N00000015,119,46,73,64,33,31,55,13,42,31,13,18,18,8,10,13,5,8,39,21,18,21,13,8,18,8,10,49,12,37,25,12,13,24,0,24
N00000016,122,38,84,55,21,34,67,17,50,39,11,28,16,6,10,23,5,18,45,18,27,26,9,17,19,9,10,38,9,29,13,6,7,25,3,22
N00000017,144,62,82,75,51,24,69,11,58,60,26,34,29,20,9,31,6,25,54,27,27,33,23,10,21,4,17,30,9,21,13,8,5,17,1,16
N00000018,94,52,42,56,39,17,38,13,25,40,23,17,26,17,9,14,6,8,32,18,14,18,13,5,14,5,9,22,11,11,12,9,3,10,2,8
N00000019,116,53,63,68,42,26,48,11,37,40,16,24,20,11,9,20,5,15,45,23,22,28,18,10,17,5,12,31,14,17,20,13,7,11,1,10
N00000020,122,31,91,49,25,24,73,6,67,59,16,43,21,14,7,38,2,36,37,8,29,17,5,12,20,3,17,26,7,19,11,6,5,15,1,14
N00000021,128,52,76,68,38,30,60,14,46,51,23,28,29,17,12,22,6,16,45,16,29,29,14,15,16,2,14,32,13,19,10,7,3,22,6,16
N00000022,126,41,85,58,25,33,68,16,52,45,13,32,21,9,12,24,4,20,39,17,22,21,10,11,18,7,11,42,11,31,16,6,10,26,5,21
N00000023,115,41,74,56,30,26,59,11,48,37,16,21,20,11,9,17,5,12,30,11,19,16,9,7,14,2,12,48,14,34,20,10,10,28,4,24
N00000024,174,137,37,134,114,20,40,23,17,56,50,6,44,43,1,12,7,5,82,65,17,67,54,13,15,11,4,36,22,14,23,17,6,13,5,8
N00000025,159,121,38,124,101,23,35,20,15,31,20,11,27,18,9,4,2,2,92,80,12,74,67,7,18,13,5,36,21,15,23,16,7,13,5,8
N00000026,151,110,41,94,80,14,57,30,27,38,28,10,27,23,4,11,5,6,78,63,15,49,44,5,29,19,10,35,19,16,18,13,5,17,6,11
N00000027,178,119,59,121,93,28,57,26,31,69,47,22,44,34,10,25,13,12,75,54,21,59,47,12,16,7,9,34,18,16,18,12,6,16,6,10
N00000028,85,49,36,47,35,12,38,14,24,23,13,10,14,9,5,9,4,5,49,33,16,29,24,5,20,9,11,13,3,10,4,2,2,9,1,8
N00000029,136,105,31,103,87,16,33,18,15,36,28,8,30,24,6,6,4,2,63,55,8,52,46,6,11,9,2,37,22,15,21,17,4,16,5,11
N00000030,131,90,41,91,70,21,40,20,20,25,19,6,18,16,2,7,3,4,68,47,21,50,38,12,18,9,9,38,24,14,23,16,7,15,8,7
N00000031,201,149,52,137,114,23,64,35,29,65,54,11,43,42,1,22,12,10,97,77,20,73,59,14,24,18,6,39,18,21,21,13,8,18,5,13
N00000032,133,90,43,76,66,10,57,24,33,41,29,12,21,18,3,20,11,9,50,41,9,34,32,2,16,9,7,42,20,22,21,16,5,21,4,17
N00000033,166,123,43,117,93,24,49,30,19,54,47,7,37,33,4,17,14,3,71,56,15,54,45,9,17,11,6,41,20,21,26,15,11,15,5,10
N00000034,158,111,47,107,90,17,51,21,30,60,42,18,40,34,6,20,8,12,57,46,11,38,35,3,19,11,8,41,23,18,29,21,8,12,2,10
N00000035,128,58,70,72,44,28,56,14,42,57,21,36,28,16,12,29,5,24,47,26,21,28,19,9,19,7,12,24,11,13,16,9,7,8,2,6
N00000036,134,78,56,77,54,23,57,24,33,46,26,20,27,19,8,19,7,12,59,41,18,36,28,8,23,13,10,29,11,18,14,7,7,15,4,11
N00000037,124,56,68,66,44,22,58,12,46,32,16,16,21,13,8,11,3,8,49,25,24,24,17,7,25,8,17,43,15,28,21,14,7,22,1,21
N00000038,138,90,48,84,71,13,54,19,35,35,20,15,18,16,2,17,4,13,65,47,18,46,37,9,19,10,9,38,23,15,20,18,2,18,5,13
N00000039,448,254,194,251,192,59,197,62,135,219,140,79,137,111,26,82,29,53,138,86,52,80,58,22,58,28,30,91,28,63,34,23,11,57,5,52
N00000040,114,48,66,51,34,17,63,14,49,47,22,25,22,17,5,25,5,20,38,18,20,17,13,4,21,5,16,29,8,21,12,4,8,17,4,13
N00000041,144,102,42,89,74,15,55,28,27,73,51,22,44,36,8,29,15,14,57,42,15,36,32,4,21,10,11,14,9,5,9,6,3,5,3,2
N00000042,126,89,37,77,67,10,49,22,27,43,27,16,25,21,4,18,6,12,64,53,11,42,38,4,22,15,7,19,9,10,10,8,2,9,1,8
N00000043,368,245,123,218,183,35,150,62,88,190,135,55,111,100,11,79,35,44,133,94,39,85,69,16,48,25,23,45,16,29,22,14,8,23,2,21
N00000044,108,53,55,54,39,15,54,14,40,47,22,25,19,13,6,28,9,19,36,21,15,20,17,3,16,4,12,25,10,15,15,9,6,10,1,9
N00000045,170,131,39,124,108,16,46,23,23,69,56,13,46,41,5,23,15,8,66,54,12,55,48,7,11,6,5,35,21,14,23,19,4,12,2,10
N00000046,129,96,33,92,77,15,37,19,18,31,24,7,22,19,3,9,5,4,62,52,10,46,40,6,16,12,4,36,20,16,24,18,6,12,2,10
N00000047,138,92,46,91,72,19,47,20,27,27,22,5,19,16,3,8,6,2,67,47,20,49,38,11,18,9,9,44,23,21,23,18,5,21,5,16
N00000048,125,63,62,66,48,18,59,15,44,53,26,27,27,20,7,26,6,20,42,22,20,22,16,6,20,6,14,30,15,15,17,12,5,13,3,10
N00000049,123,45,78,58,32,26,65,13,52,53,19,34,27,13,14,26,6,20,48,17,31,21,12,9,27,5,22,22,9,13,10,7,3,12,2,10
N00000050,135,75,60,83,58,25,52,17,35,36,17,19,26,13,13,10,4,6,57,37,20,39,29,10,18,8,10,42,21,21,18,16,2,24,5,19
N00000051,124,47,77,45,30,15,79,17,62,46,17,29,14,10,4,32,7,25,50,22,28,21,14,7,29,8,21,28,8,20,10,6,4,18,2,16
N00000052,120,57,63,64,35,29,56,22,34,40,13,27,20,10,10,20,3,17,52,25,27,27,14,13,25,11,14,28,19,9,17,11,6,11,8,3
N00000053,108,40,68,59,29,30,49,11,38,56,22,34,28,16,12,28,6,22,38,12,26,24,9,15,14,3,11,14,6,8,7,4,3,7,2,5
N00000054,111,43,68,49,31,18,62,12,50,56,18,38,21,14,7,35,4,31,42,19,23,21,13,8,21,6,15,13,6,7,7,4,3,6,2,4
N00000055,117,58,59,60,43,17,57,15,42,30,17,13,16,12,4,14,5,9,47,23,24,23,16,7,24,7,17,40,18,22,21,15,6,19,3,16
N00000056,119,59,60,62,40,22,57,19,38,40,19,21,18,12,6,22,7,15,40,23,17,23,15,8,17,8,9,39,17,22,21,13,8,18,4,14
N00000057,118,45,73,60,34,26,58,11,47,65,23,42,29,17,12,36,6,30,39,18,21,21,13,8,18,5,13,14,4,10,10,4,6,4,0,4
N00000058,121,37,84,58,30,28,63,7,56,62,18,44,29,15,14,33,3,30,45,13,32,24,11,13,21,2,19,14,6,8,5,4,1,9,2,7
N00000059,110,35,75,62,29,33,48,6,42,56,20,36,27,17,10,29,3,26,35,11,24,26,10,16,9,1,8,19,4,15,9,2,7,10,2,8
N00000060,180,64,116,81,46,35,99,18,81,86,25,61,40,18,22,46,7,39,56,22,34,26,17,9,30,5,25,38,17,21,15,11,4,23,6,17
N00000061,129,77,52,85,60,25,44,17,27,23,15,8,17,11,6,6,4,2,50,29,21,30,20,10,20,9,11,56,33,23,38,29,9,18,4,14
N00000062,130,100,30,84,74,10,46,26,20,31,20,11,18,15,3,13,5,8,57,48,9,35,33,2,22,15,7,42,32,10,31,26,5,11,6,5
N00000063,155,70,85,84,57,27,71,13,58,74,28,46,36,22,14,38,6,32,57,34,23,34,27,7,23,7,16,24,8,16,14,8,6,10,0,10
N00000064,133,40,93,68,28,40,65,12,53,58,13,45,23,8,15,35,5,30,50,21,29,34,17,17,16,4,12,25,6,19,11,3,8,14,3,11
N00000065,146,106,40,89,81,8,57,25,32,34,25,9,24,21,3,10,4,6,71,54,17,38,37,1,33,17,16,41,27,14,27,23,4,14,4,10
N00000066,110,75,35,71,62,9,39,13,26,25,15,10,14,12,2,11,3,8,43,32,11,32,29,3,11,3,8,42,28,14,25,21,4,17,7,10
N00000067,134,54,80,56,33,23,78,21,57,59,20,39,25,13,12,34,7,27,49,24,25,20,13,7,29,11,18,26,10,16,11,7,4,15,3,12
N00000068,124,100,24,80,71,9,44,29,15,33,27,6,23,19,4,10,8,2,57,45,12,34,30,4,23,15,8,34,28,6,23,22,1,11,6,5
N00000069,145,37,108,60,28,32,85,9,76,73,17,56,25,12,13,48,5,43,47,13,34,20,10,10,27,3,24,25,7,18,15,6,9,10,1,9
N00000070,104,71,33,63,55,8,41,16,25,12,8,4,5,5,0,7,3,4,43,31,12,27,24,3,16,7,9,49,32,17,31,26,5,18,6,12
N00000071,136,59,77,71,42,29,65,17,48,36,17,19,21,13,8,15,4,11,48,22,26,24,12,12,24,10,14,52,20,32,26,17,9,26,3,23
N00000072,634,420,214,411,326,85,223,94,129,373,246,127,238,193,45,135,53,82,189,137,52,132,105,27,57,32,25,72,37,35,41,28,13,31,9,22
N00000073,249,77,172,123,59,64,126,18,108,102,36,66,55,28,27,47,8,39,77,23,54,40,19,21,37,4,33,70,18,52,28,12,16,42,6,36
N00000074,386,264,122,244,192,52,142,72,70,266,182,84,171,132,39,95,50,45,93,66,27,57,47,10,36,19,17,27,16,11,16,13,3,11,3,8
N00000075,111,66,45,66,52,14,45,14,31,38,22,16,17,15,2,21,7,14,40,27,13,29,22,7,11,5,6,33,17,16,20,15,5,13,2,11
N00000076,114,90,24,81,72,9,33,18,15,45,37,8,34,31,3,11,6,5,41,37,4,30,29,1,11,8,3,28,16,12,17,12,5,11,4,7
N00000077,98,66,32,66,53,13,32,13,19,27,19,8,17,16,1,10,3,7,47,33,14,37,28,9,10,5,5,24,14,10,12,9,3,12,5,7
N00000078,161,120,41,109,91,18,52,29,23,99,77,22,67,58,9,32,19,13,43,31,12,31,23,8,12,8,4,19,12,7,11,10,1,8,2,6
N00000079,192,137,55,129,109,20,63,28,35,64,50,14,49,44,5,15,6,9,90,71,19,65,53,12,25,18,7,38,16,22,15,12,3,23,4,19
N00000080,146,112,34,107,90,17,39,22,17,46,40,6,34,33,1,12,7,5,74,58,16,57,47,10,17,11,6,26,14,12,16,10,6,10,4,6
N00000081,140,86,54,87,64,23,53,22,31,38,24,14,25,17,8,13,7,6,56,47,9,41,36,5,15,11,4,46,15,31,21,11,10,25,4,21
N00000082,132,83,49,88,68,20,44,15,29,32,19,13,20,15,5,12,4,8,57,42,15,42,35,7,15,7,8,43,22,21,26,18,8,17,4,13
N00000083,208,169,39,153,140,13,55,29,26,67,58,9,52,50,2,15,8,7,105,92,13,78,72,6,27,20,7,36,19,17,23,18,5,13,1,12
N00000084,153,123,30,112,101,11,41,22,19,34,29,5,20,20,0,14,9,5,78,66,12,65,58,7,13,8,5,41,28,13,27,23,4,14,5,9
N00000085,180,69,111,98,48,50,82,21,61,68,32,36,38,25,13,30,7,23,66,23,43,35,13,22,31,10,21,46,14,32,25,10,15,21,4,17
N00000086,142,71,71,76,49,27,66,22,44,61,27,34,24,13,11,37,14,23,56,32,24,37,24,13,19,8,11,25,12,13,15,12,3,10,0,10
N00000087,303,214,89,188,159,29,115,55,60,103,70,33,66,51,15,37,19,18,143,107,36,91,82,9,52,25,27,57,37,20,31,26,5,26,11,15
N00000088,136,36,100,59,25,34,77,11,66,34,12,22,17,8,9,17,4,13,30,11,19,16,8,8,14,3,11,72,13,59,26,9,17,46,4,42
N00000089,164,109,55,100,84,16,64,25,39,70,47,23,43,37,6,27,10,17,69,52,17,43,38,5,26,14,12,25,10,15,14,9,5,11,1,10
N00000090,138,86,52,78,58,20,60,28,32,57,37,20,32,26,6,25,11,14,58,36,22,30,23,7,28,13,15,23,13,10,16,9,7,7,4,3
N00000091,176,107,69,105,84,21,71,23,48,87,50,37,48,37,11,39,13,26,61,38,23,38,30,8,23,8,15,28,19,9,19,17,2,9,2,7
N00000092,168,123,45,116,102,14,52,21,31,49,39,10,38,34,4,11,5,6,71,62,9,52,48,4,19,14,5,48,22,26,26,20,6,22,2,20
N00000093,140,91,49,87,72,15,53,19,34,27,21,6,19,18,1,8,3,5,62,47,15,41,35,6,21,12,9,51,23,28,27,19,8,24,4,20
N00000094,161,124,37,113,100,13,48,24,24,40,37,3,32,30,2,8,7,1,75,61,14,55,47,8,20,14,6,46,26,20,26,23,3,20,3,17
N00000095,152,100,52,92,75,17,60,25,35,41,30,11,25,23,2,16,7,9,76,53,23,51,40,11,25,13,12,35,17,18,16,12,4,19,5,14
N00000096,158,123,35,111,97,14,47,26,21,36,31,5,27,25,2,9,6,3,83,69,14,60,51,9,23,18,5,39,23,16,24,21,3,15,2,13
N00000097,296,203,93,197,165,32,99,38,61,188,127,61,128,105,23,60,22,38,84,57,27,51,45,6,33,12,21,24,19,5,18,15,3,6,4,2
N00000098,446,297,149,252,209,43,194,88,106,285,182,103,157,126,31,128,56,72,115,83,32,69,59,10,46,24,22,46,32,14,26,24,2,20,8,12
N00000099,107,52,55,52,38,14,55,14,41,34,18,16,17,15,2,17,3,14,44,21,23,24,15,9,20,6,14,29,13,16,11,8,3,18,5,13
N00000100,164,62,102,75,43,32,89,19,70,69,29,40,35,23,12,34,6,28,60,24,36,28,15,13,32,9,23,35,9,26,12,5,7,23,4,19
N00000101,122,34,88,51,23,28,71,11,60,74,24,50,28,15,13,46,9,37,40,8,32,19,6,13,21,2,19,8,2,6,4,2,2,4,0,4
N00000102,125,69,56,86,60,26,39,9,30,45,24,21,26,21,5,19,3,16,58,35,23,43,30,13,15,5,10,22,10,12,17,9,8,5,1,4
N00000103,205,103,102,104,78,26,101,25,76,127,66,61,60,48,12,67,18,49,57,27,30,32,21,11,25,6,19,21,10,11,12,9,3,9,1,8
N00000104,130,67,63,76,48,28,54,19,35,83,46,37,48,33,15,35,13,22,40,20,20,24,14,10,16,6,10,7,1,6,4,1,3,3,0,3
N00000105,148,60,88,81,47,34,67,13,54,51,20,31,27,13,14,24,7,17,55,23,32,31,19,12,24,4,20,42,17,25,23,15,8,19,2,17
N00000106,103,27,76,45,17,28,58,10,48,53,12,41,25,9,16,28,3,25,31,8,23,14,4,10,17,4,13,19,7,12,6,4,2,13,3,10
N00000107,120,47,73,61,38,23,59,9,50,56,21,35,25,16,9,31,5,26,41,16,25,24,14,10,17,2,15,23,10,13,12,8,4,11,2,9
N00000108,110,62,48,67,48,19,43,14,29,21,14,7,16,12,4,5,2,3,46,28,18,28,19,9,18,9,9,43,20,23,23,17,6,20,3,17
N00000109,229,111,118,133,86,47,96,25,71,136,68,68,84,54,30,52,14,38,49,19,30,26,15,11,23,4,19,44,24,20,23,17,6,21,7,14
N00000110,122,53,69,72,43,29,50,10,40,49,21,28,33,19,14,16,2,14,45,22,23,25,16,9,20,6,14,28,10,18,14,8,6,14,2,12
N00000111,136,94,42,83,69,14,53,25,28,40,29,11,24,21,3,16,8,8,59,44,15,39,35,4,20,9,11,37,21,16,20,13,7,17,8,9
N00000112,143,80,63,81,64,17,62,16,46,73,36,37,38,26,12,35,10,25,54,35,19,35,30,5,19,5,14,16,9,7,8,8,0,8,1,7
N00000113,122,68,54,63,50,13,59,18,41,50,30,20,29,24,5,21,6,15,57,32,25,29,21,8,28,11,17,15,6,9,5,5,0,10,1,9
N00000114,121,80,41,68,57,11,53,23,30,31,19,12,18,14,4,13,5,8,60,43,17,33,30,3,27,13,14,30,18,12,17,13,4,13,5,8
N00000115,128,54,74,58,41,17,70,13,57,54,22,32,24,17,7,30,5,25,46,21,25,24,17,7,22,4,18,28,11,17,10,7,3,18,4,14
N00000116,119,47,72,61,32,29,58,15,43,58,19,39,30,15,15,28,4,24,40,19,21,18,10,8,22,9,13,21,9,12,13,7,6,8,2,6
N00000117,86,15,71,43,13,30,43,2,41,33,10,23,15,8,7,18,2,16,39,3,36,22,3,19,17,0,17,14,2,12,6,2,4,8,0,8
N00000118,143,79,64,82,57,25,61,22,39,43,18,25,23,13,10,20,5,15,58,37,21,36,26,10,22,11,11,42,24,18,23,18,5,19,6,13
N00000119,125,87,38,79,67,12,46,20,26,18,12,6,12,9,3,6,3,3,54,45,9,41,36,5,13,9,4,53,30,23,26,22,4,27,8,19
N00000120,127,86,41,84,72,12,43,14,29,15,9,6,10,8,2,5,1,4,60,48,12,46,41,5,14,7,7,52,29,23,28,23,5,24,6,18
N00000121,124,69,55,76,55,21,48,14,34,50,25,25,28,19,9,22,6,16,33,19,14,24,16,8,9,3,6,41,25,16,24,20,4,17,5,12
N00000122,199,131,68,126,100,26,73,31,42,63,40,23,42,31,11,21,9,12,85,60,25,56,44,12,29,16,13,51,31,20,28,25,3,23,6,17
N00000123,143,99,44,93,79,14,50,20,30,21,15,6,17,14,3,4,1,3,68,47,21,47,39,8,21,8,13,54,37,17,29,26,3,25,11,14
N00000124,143,100,43,97,82,15,46,18,28,37,27,10,25,21,4,12,6,6,55,43,12,40,34,6,15,9,6,51,30,21,32,27,5,19,3,16
N00000125,148,88,60,92,69,23,56,19,37,52,33,19,35,27,8,17,6,11,62,42,20,43,33,10,19,9,10,34,13,21,14,9,5,20,4,16
N00000126,134,92,42,86,73,13,48,19,29,46,34,12,29,26,3,17,8,9,51,40,11,35,30,5,16,10,6,37,18,19,22,17,5,15,1,14
N00000127,130,76,54,77,60,17,53,16,37,53,34,19,32,28,4,21,6,15,43,29,14,29,22,7,14,7,7,34,13,21,16,10,6,18,3,15
N00000128,282,204,78,199,161,38,83,43,40,86,70,16,60,51,9,26,19,7,134,97,37,96,78,18,38,19,19,62,37,25,43,32,11,19,5,14
N00000129,138,51,87,63,41,22,75,10,65,58,17,41,22,13,9,36,4,32,54,26,28,32,22,10,22,4,18,26,8,18,9,6,3,17,2,15
N00000130,152,123,29,103,95,8,49,28,21,76,62,14,50,47,3,26,15,11,64,50,14,44,40,4,20,10,10,12,11,1,9,8,1,3,3,0
N00000131,136,101,35,82,74,8,54,27,27,27,17,10,17,14,3,10,3,7,85,66,19,52,48,4,33,18,15,24,18,6,13,12,1,11,6,5
N00000132,121,83,38,83,69,14,38,14,24,17,14,3,14,13,1,3,1,2,60,51,9,44,40,4,16,11,5,44,18,26,25,16,9,19,2,17
N00000133,139,72,67,77,55,22,62,17,45,40,22,18,22,14,8,18,8,10,48,29,19,33,25,8,15,4,11,51,21,30,22,16,6,29,5,24
N00000134,177,110,67,106,79,27,71,31,40,63,40,23,37,29,8,26,11,15,76,52,24,47,37,10,29,15,14,38,18,20,22,13,9,16,5,11
N00000135,119,64,55,73,56,17,46,8,38,34,14,20,20,11,9,14,3,11,47,31,16,32,29,3,15,2,13,38,19,19,21,16,5,17,3,14
N00000136,188,136,52,117,100,17,71,36,35,71,52,19,48,40,8,23,12,11,88,66,22,55,48,7,33,18,15,29,18,11,14,12,2,15,6,9
N00000137,120,83,37,79,60,19,41,23,18,39,30,9,27,19,8,12,11,1,51,35,16,36,28,8,15,7,8,30,18,12,16,13,3,14,5,9
N00000138,155,121,34,102,93,9,53,28,25,54,45,9,40,38,2,14,7,7,87,68,19,56,49,7,31,19,12,14,8,6,6,6,0,8,2,6
N00000139,133,80,53,79,58,21,54,22,32,35,22,13,24,17,7,11,5,6,55,31,24,31,20,11,24,11,13,43,27,16,24,21,3,19,6,13
N00000140,158,82,76,96,55,41,62,27,35,42,16,26,27,9,18,15,7,8,60,36,24,37,22,15,23,14,9,56,30,26,32,24,8,24,6,18
N00000141,220,82,138,105,62,43,115,20,95,66,26,40,35,23,12,31,3,28,59,29,30,35,21,14,24,8,16,95,27,68,35,18,17,60,9,51
N00000142,96,36,60,47,28,19,49,8,41,25,10,15,14,9,5,11,1,10,35,17,18,17,11,6,18,6,12,36,9,27,16,8,8,20,1,19
N00000143,123,34,89,64,22,42,59,12,47,42,15,27,19,7,12,23,8,15,38,8,30,21,7,14,17,1,16,43,11,32,24,8,16,19,3,16
N00000144,110,43,67,67,36,31,43,7,36,42,17,25,25,13,12,17,4,13,41,17,24,26,15,11,15,2,13,27,9,18,16,8,8,11,1,10
N00000145,75,15,60,24,10,14,51,5,46,10,5,5,5,4,1,5,1,4,19,7,12,9,4,5,10,3,7,46,3,43,10,2,8,36,1,35
N00000146,105,68,37,62,49,13,43,19,24,18,10,8,13,6,7,5,4,1,50,38,12,30,27,3,20,11,9,37,20,17,19,16,3,18,4,14
N00000147,106,42,64,63,34,29,43,8,35,44,19,25,23,14,9,21,5,16,35,12,23,25,9,16,10,3,7,27,11,16,15,11,4,12,0,12
N00000148,279,143,136,152,108,44,127,35,92,140,81,59,80,64,16,60,17,43,83,38,45,43,26,17,40,12,28,56,24,32,29,18,11,27,6,21
N00000149,187,106,81,95,71,24,92,35,57,75,53,22,44,37,7,31,16,15,42,25,17,23,16,7,19,9,10,70,28,42,28,18,10,42,10,32
N00000150,149,101,48,93,78,15,56,23,33,37,27,10,27,22,5,10,5,5,55,42,13,33,30,3,22,12,10,57,32,25,33,26,7,24,6,18
N00000151,131,68,63,73,48,25,58,20,38,34,20,14,20,15,5,14,5,9,52,27,25,29,14,15,23,13,10,45,21,24,24,19,5,21,2,19
N00000152,131,60,71,69,38,31,62,22,40,40,20,20,20,13,7,20,7,13,47,22,25,25,13,12,22,9,13,44,18,26,24,12,12,20,6,14
N00000153,111,55,56,63,45,18,48,10,38,35,22,13,22,18,4,13,4,9,29,14,15,18,12,6,11,2,9,47,19,28,23,15,8,24,4,20
N00000154,108,59,49,71,47,24,37,12,25,37,23,14,27,20,7,10,3,7,37,23,14,26,17,9,11,6,5,34,13,21,18,10,8,16,3,13
N00000155,128,81,47,76,61,15,52,20,32,35,25,10,25,22,3,10,3,7,58,42,16,36,30,6,22,12,10,35,14,21,15,9,6,20,5,15
N00000156,127,89,38,82,73,9,45,16,29,29,23,6,20,19,1,9,4,5,46,30,16,28,24,4,18,6,12,52,36,16,34,30,4,18,6,12
N00000157,139,100,39,96,78,18,43,22,21,32,25,7,27,21,6,5,4,1,62,47,15,43,34,9,19,13,6,45,28,17,26,23,3,19,5,14
N00000158,286,188,98,169,136,33,117,52,65,85,51,34,50,38,12,35,13,22,112,83,29,66,57,9,46,26,20,89,54,35,53,41,12,36,13,23
N00000159,116,53,63,65,43,22,51,10,41,26,9,17,12,6,6,14,3,11,40,19,21,23,15,8,17,4,13,50,25,25,30,22,8,20,3,17
N00000160,124,69,55,85,65,20,39,4,35,35,13,22,22,12,10,13,1,12,47,31,16,35,30,5,12,1,11,42,25,17,28,23,5,14,2,12
N00000161,128,108,20,91,84,7,37,24,13,16,13,3,8,7,1,8,6,2,77,65,12,56,52,4,21,13,8,35,30,5,27,25,2,8,5,3
N00000162,115,64,51,67,46,21,48,18,30,32,18,14,19,13,6,13,5,8,50,30,20,31,20,11,19,10,9,33,16,17,17,13,4,16,3,13
N00000163,155,59,96,76,42,34,79,17,62,46,13,33,22,11,11,24,2,22,61,28,33,33,18,15,28,10,18,48,18,30,21,13,8,27,5,22
N00000164,118,86,32,89,75,14,29,11,18,19,15,4,14,12,2,5,3,2,43,35,8,35,30,5,8,5,3,56,36,20,40,33,7,16,3,13
N00000165,135,86,49,94,70,24,41,16,25,39,23,16,28,20,8,11,3,8,47,37,10,32,27,5,15,10,5,49,26,23,34,23,11,15,3,12
N00000166,122,82,40,66,57,9,56,25,31,19,14,5,14,12,2,5,2,3,57,42,15,30,26,4,27,16,11,46,26,20,22,19,3,24,7,17
N00000167,149,102,47,96,82,14,53,20,33,34,24,10,20,15,5,14,9,5,59,43,16,43,36,7,16,7,9,56,35,21,33,31,2,23,4,19
N00000168,145,98,47,90,73,17,55,25,30,29,22,7,20,17,3,9,5,4,59,46,13,35,33,2,24,13,11,57,30,27,35,23,12,22,7,15
N00000169,279,196,83,190,154,36,89,42,47,50,39,11,36,31,5,14,8,6,132,105,27,90,79,11,42,26,16,97,52,45,64,44,20,33,8,25
N00000170,139,96,43,87,71,16,52,25,27,53,36,17,29,26,3,24,10,14,55,36,19,37,26,11,18,10,8,31,24,7,21,19,2,10,5,5
N00000171,146,113,33,92,81,11,54,32,22,31,28,3,19,18,1,12,10,2,82,67,15,54,49,5,28,18,10,33,18,15,19,14,5,14,4,10
N00000172,307,206,101,207,162,45,100,44,56,83,60,23,58,51,7,25,9,16,128,88,40,82,64,18,46,24,22,96,58,38,67,47,20,29,11,18
N00000173,144,96,48,99,82,17,45,14,31,28,21,7,23,20,3,5,1,4,65,48,17,43,38,5,22,10,12,51,27,24,33,24,9,18,3,15
N00000174,163,86,77,96,70,26,67,16,51,61,39,22,35,32,3,26,7,19,68,37,31,43,29,14,25,8,17,34,10,24,18,9,9,16,1,15
N00000175,140,101,39,94,80,14,46,21,25,60,43,17,44,37,7,16,6,10,51,39,12,33,29,4,18,10,8,29,19,10,17,14,3,12,5,7
N00000176,205,101,104,121,79,42,84,22,62,68,31,37,39,26,13,29,5,24,82,47,35,56,36,20,26,11,15,55,23,32,26,17,9,29,6,23
N00000177,167,71,96,92,52,40,75,19,56,61,29,32,34,22,12,27,7,20,56,25,31,29,17,12,27,8,19,50,17,33,29,13,16,21,4,17
