GeographyCode,LC1105NI0001,LC1105NI0002,LC1105NI0003,LC1105NI0004,LC1105NI0005,LC1105NI0006,LC1105NI0007,LC1105NI0008,LC1105NI0009,LC1105NI0010,LC1105NI0011,LC1105NI0012,LC1105NI0013,LC1105NI0014,LC1105NI0015,LC1105NI0016,LC1105NI0017,LC1105NI0018,LC1105NI0019,LC1105NI0020,LC1105NI0021,LC1105NI0022,LC1105NI0023,LC1105NI0024,LC1105NI0025,LC1105NI0026,LC1105NI0027,LC1105NI0028,LC1105NI0029,LC1105NI0030,LC1105NI0031,LC1105NI0032,LC1105NI0033,LC1105NI0034,LC1105NI0035,LC1105NI0036
N00000542,130,58,72,64,50,14,66,8,58,26,15,11,15,13,2,11,2,9,36,24,12,23,20,3,13,4,9,68,19,49,26,17,9,42,2,40
N00000543,138,89,49,87,65,22,51,24,27,62,44,18,46,36,10,16,8,8,46,31,15,26,19,7,20,12,8,30,14,16,15,10,5,15,4,11
N00000544,128,50,78,54,37,17,74,13,61,52,23,29,23,18,5,29,5,24,33,16,17,17,10,7,16,6,10,43,11,32,14,9,5,29,2,27
N00000545,126,67,59,59,44,15,67,23,44,39,23,16,22,18,4,17,5,12,48,30,18,21,16,5,27,14,13,39,14,25,16,10,6,23,4,19
N00000546,120,56,64,64,40,24,56,16,40,49,24,25,27,20,7,22,4,18,32,12,20,20,8,12,12,4,8,39,20,19,17,12,5,22,8,14
N00000547,143,55,88,78,49,29,65,6,59,54,28,26,32,25,7,22,3,19,55,20,35,31,18,13,24,2,22,34,7,27,15,6,9,19,1,18
N00000548,114,56,58,68,40,28,46,16,30,43,24,19,27,16,11,16,8,8,44,24,20,29,17,12,15,7,8,27,8,19,12,7,5,15,1,14
N00000549,115,28,87,56,24,32,59,4,55,25,10,15,12,9,3,13,1,12,41,9,32,23,8,15,18,1,17,49,9,40,21,7,14,28,2,26
N00000550,180,93,87,95,68,27,85,25,60,91,52,39,53,39,14,38,13,25,46,26,20,27,17,10,19,9,10,43,15,28,15,12,3,28,3,25
N00000551,100,42,58,59,34,25,41,8,33,63,28,35,40,25,15,23,3,20,23,8,15,10,5,5,13,3,10,14,6,8,9,4,5,5,2,3
N00000552,101,48,53,60,40,20,41,8,33,43,23,20,25,19,6,18,4,14,34,17,17,20,14,6,14,3,11,24,8,16,15,7,8,9,1,8
N00000553,131,52,79,61,43,18,70,9,61,69,28,41,37,26,11,32,2,30,44,17,27,15,10,5,29,7,22,18,7,11,9,7,2,9,0,9
N00000554,103,38,65,51,27,24,52,11,41,66,26,40,32,19,13,34,7,27,30,10,20,16,6,10,14,4,10,7,2,5,3,2,1,4,0,4
N00000555,110,39,71,58,31,27,52,8,44,59,21,38,31,16,15,28,5,23,41,13,28,23,11,12,18,2,16,10,5,5,4,4,0,6,1,5
N00000556,115,42,73,45,29,16,70,13,57,59,19,40,19,13,6,40,6,34,46,20,26,21,13,8,25,7,18,10,3,7,5,3,2,5,0,5
N00000557,167,131,36,129,113,16,38,18,20,56,51,5,45,41,4,11,10,1,70,57,13,62,55,7,8,2,6,41,23,18,22,17,5,19,6,13
N00000558,148,110,38,103,85,18,45,25,20,40,35,5,33,30,3,7,5,2,60,47,13,40,32,8,20,15,5,48,28,20,30,23,7,18,5,13
N00000559,124,89,35,89,72,17,35,17,18,26,19,7,19,15,4,7,4,3,58,47,11,46,39,7,12,8,4,40,23,17,24,18,6,16,5,11
N00000560,146,103,43,107,87,20,39,16,23,38,32,6,28,25,3,10,7,3,71,53,18,56,47,9,15,6,9,37,18,19,23,15,8,14,3,11
N00000561,162,119,43,115,101,14,47,18,29,53,42,11,39,35,4,14,7,7,58,48,10,44,38,6,14,10,4,51,29,22,32,28,4,19,1,18
N00000562,143,90,53,101,77,24,42,13,29,46,27,19,32,24,8,14,3,11,62,44,18,45,35,10,17,9,8,35,19,16,24,18,6,11,1,10
N00000563,356,160,196,191,118,73,165,42,123,145,75,70,77,55,22,68,20,48,118,53,65,72,39,33,46,14,32,93,32,61,42,24,18,51,8,43
N00000564,138,62,76,79,48,31,59,14,45,42,18,24,26,14,12,16,4,12,43,23,20,30,19,11,13,4,9,53,21,32,23,15,8,30,6,24
N00000565,124,29,95,62,20,42,62,9,53,38,7,31,26,7,19,12,0,12,48,14,34,26,9,17,22,5,17,38,8,30,10,4,6,28,4,24
N00000566,123,60,63,65,42,23,58,18,40,39,20,19,19,14,5,20,6,14,50,28,22,31,19,12,19,9,10,34,12,22,15,9,6,19,3,16
N00000567,200,129,71,134,103,31,66,26,40,70,47,23,45,37,8,25,10,15,76,52,24,52,41,11,24,11,13,54,30,24,37,25,12,17,5,12
N00000568,130,89,41,85,74,11,45,15,30,55,37,18,33,29,4,22,8,14,58,44,14,42,38,4,16,6,10,17,8,9,10,7,3,7,1,6
N00000569,167,68,99,76,54,22,91,14,77,57,25,32,33,23,10,24,2,22,44,24,20,22,15,7,22,9,13,66,19,47,21,16,5,45,3,42
N00000570,129,88,41,85,72,13,44,16,28,38,25,13,29,23,6,9,2,7,64,49,15,40,35,5,24,14,10,27,14,13,16,14,2,11,0,11
N00000571,120,84,36,84,71,13,36,13,23,25,18,7,18,13,5,7,5,2,55,44,11,44,40,4,11,4,7,40,22,18,22,18,4,18,4,14
N00000572,200,146,54,122,114,8,78,32,46,58,40,18,36,32,4,22,8,14,104,83,21,70,66,4,34,17,17,38,23,15,16,16,0,22,7,15
N00000573,138,105,33,92,78,14,46,27,19,34,24,10,24,17,7,10,7,3,60,50,10,42,37,5,18,13,5,44,31,13,26,24,2,18,7,11
N00000574,149,113,36,104,90,14,45,23,22,50,38,12,40,34,6,10,4,6,64,51,13,41,37,4,23,14,9,35,24,11,23,19,4,12,5,7
N00000575,160,114,46,120,99,21,40,15,25,54,42,12,44,36,8,10,6,4,62,47,15,46,40,6,16,7,9,44,25,19,30,23,7,14,2,12
N00000576,131,66,65,72,45,27,59,21,38,61,39,22,37,29,8,24,10,14,52,20,32,28,13,15,24,7,17,18,7,11,7,3,4,11,4,7
N00000577,154,96,58,97,69,28,57,27,30,50,36,14,29,23,6,21,13,8,67,47,20,50,37,13,17,10,7,37,13,24,18,9,9,19,4,15
N00000578,243,148,95,148,124,24,95,24,71,107,64,43,66,56,10,41,8,33,82,60,22,51,46,5,31,14,17,54,24,30,31,22,9,23,2,21
N00000579,149,97,52,100,78,22,49,19,30,65,45,20,45,37,8,20,8,12,59,41,18,41,32,9,18,9,9,25,11,14,14,9,5,11,2,9
N00000580,177,119,58,123,103,20,54,16,38,77,60,17,51,47,4,26,13,13,50,37,13,42,36,6,8,1,7,50,22,28,30,20,10,20,2,18
N00000581,160,122,38,122,99,23,38,23,15,53,48,5,47,43,4,6,5,1,77,57,20,53,42,11,24,15,9,30,17,13,22,14,8,8,3,5
N00000582,142,103,39,96,79,17,46,24,22,36,27,9,27,24,3,9,3,6,68,54,14,45,38,7,23,16,7,38,22,16,24,17,7,14,5,9
N00000583,118,81,37,81,63,18,37,18,19,24,20,4,17,16,1,7,4,3,56,43,13,43,34,9,13,9,4,38,18,20,21,13,8,17,5,12
N00000584,157,119,38,117,97,20,40,22,18,52,44,8,40,34,6,12,10,2,63,53,10,52,46,6,11,7,4,42,22,20,25,17,8,17,5,12
N00000585,155,109,46,108,83,25,47,26,21,44,32,12,33,25,8,11,7,4,63,53,10,50,42,8,13,11,2,48,24,24,25,16,9,23,8,15
N00000586,154,110,44,110,85,25,44,25,19,56,41,15,46,34,12,10,7,3,63,52,11,44,38,6,19,14,5,35,17,18,20,13,7,15,4,11
N00000587,154,108,46,112,88,24,42,20,22,42,32,10,30,26,4,12,6,6,81,67,14,64,55,9,17,12,5,31,9,22,18,7,11,13,2,11
N00000588,139,92,47,89,73,16,50,19,31,57,40,17,29,28,1,28,12,16,61,39,22,45,33,12,16,6,10,21,13,8,15,12,3,6,1,5
N00000589,182,137,45,121,107,14,61,30,31,68,62,6,47,44,3,21,18,3,67,58,9,52,48,4,15,10,5,47,17,30,22,15,7,25,2,23
N00000590,137,95,42,93,77,16,44,18,26,31,23,8,22,19,3,9,4,5,67,53,14,45,40,5,22,13,9,39,19,20,26,18,8,13,1,12
N00000591,155,109,46,102,86,16,53,23,30,46,37,9,29,27,2,17,10,7,58,45,13,41,35,6,17,10,7,51,27,24,32,24,8,19,3,16
N00000592,188,120,68,119,98,21,69,22,47,98,65,33,62,53,9,36,12,24,54,36,18,37,29,8,17,7,10,36,19,17,20,16,4,16,3,13
N00000593,171,130,41,136,110,26,35,20,15,69,56,13,56,48,8,13,8,5,62,51,11,48,41,7,14,10,4,40,23,17,32,21,11,8,2,6
N00000594,130,99,31,100,87,13,30,12,18,42,35,7,36,32,4,6,3,3,54,44,10,42,38,4,12,6,6,34,20,14,22,17,5,12,3,9
N00000595,185,137,48,132,112,20,53,25,28,67,48,19,47,40,7,20,8,12,73,59,14,56,47,9,17,12,5,45,30,15,29,25,4,16,5,11
N00000596,120,79,41,70,56,14,50,23,27,13,10,3,8,7,1,5,3,2,61,42,19,37,32,5,24,10,14,46,27,19,25,17,8,21,10,11
N00000597,121,46,75,59,31,28,62,15,47,42,19,23,21,13,8,21,6,15,54,20,34,28,13,15,26,7,19,25,7,18,10,5,5,15,2,13
N00000598,152,48,104,88,37,51,64,11,53,85,33,52,52,24,28,33,9,24,40,9,31,25,7,18,15,2,13,27,6,21,11,6,5,16,0,16
N00000599,114,32,82,56,21,35,58,11,47,39,9,30,17,5,12,22,4,18,49,19,30,27,13,14,22,6,16,26,4,22,12,3,9,14,1,13
N00000600,122,68,54,68,50,18,54,18,36,35,17,18,20,14,6,15,3,12,43,30,13,27,21,6,16,9,7,44,21,23,21,15,6,23,6,17
N00000601,133,74,59,77,53,24,56,21,35,56,31,25,36,24,12,20,7,13,36,23,13,24,17,7,12,6,6,41,20,21,17,12,5,24,8,16
N00000602,111,62,49,60,45,15,51,17,34,16,9,7,10,7,3,6,2,4,35,19,16,16,11,5,19,8,11,60,34,26,34,27,7,26,7,19
N00000603,151,99,52,93,76,17,58,23,35,55,42,13,34,30,4,21,12,9,56,36,20,34,27,7,22,9,13,40,21,19,25,19,6,15,2,13
N00000604,132,74,58,74,55,19,58,19,39,51,31,20,24,22,2,27,9,18,56,37,19,41,29,12,15,8,7,25,6,19,9,4,5,16,2,14
N00000605,196,111,85,110,81,29,86,30,56,97,58,39,63,47,16,34,11,23,55,35,20,33,24,9,22,11,11,44,18,26,14,10,4,30,8,22
N00000606,124,76,48,74,59,15,50,17,33,78,49,29,47,39,8,31,10,21,39,23,16,24,17,7,15,6,9,7,4,3,3,3,0,4,1,3
N00000607,129,51,78,64,41,23,65,10,55,52,19,33,23,16,7,29,3,26,51,23,28,28,17,11,23,6,17,26,9,17,13,8,5,13,1,12
N00000608,138,102,36,100,84,16,38,18,20,30,26,4,26,23,3,4,3,1,59,48,11,42,38,4,17,10,7,49,28,21,32,23,9,17,5,12
N00000609,136,98,38,89,78,11,47,20,27,27,21,6,18,17,1,9,4,5,71,58,13,54,48,6,17,10,7,38,19,19,17,13,4,21,6,15
N00000610,147,109,38,99,87,12,48,22,26,60,45,15,38,34,4,22,11,11,62,48,14,45,40,5,17,8,9,25,16,9,16,13,3,9,3,6
N00000611,122,77,45,72,55,17,50,22,28,23,18,5,13,11,2,10,7,3,55,38,17,36,31,5,19,7,12,44,21,23,23,13,10,21,8,13
N00000612,246,96,150,130,72,58,116,24,92,94,34,60,38,24,14,56,10,46,90,37,53,55,29,26,35,8,27,62,25,37,37,19,18,25,6,19
N00000613,112,33,79,56,24,32,56,9,47,42,11,31,18,8,10,24,3,21,43,13,30,26,10,16,17,3,14,27,9,18,12,6,6,15,3,12
N00000614,119,38,81,61,24,37,58,14,44,39,12,27,24,10,14,15,2,13,45,9,36,21,6,15,24,3,21,35,17,18,16,8,8,19,9,10
N00000615,87,19,68,43,10,33,44,9,35,34,5,29,17,2,15,17,3,14,30,5,25,14,2,12,16,3,13,23,9,14,12,6,6,11,3,8
N00000616,129,61,68,69,47,22,60,14,46,45,25,20,28,21,7,17,4,13,35,14,21,17,10,7,18,4,14,49,22,27,24,16,8,25,6,19
N00000617,133,54,79,72,39,33,61,15,46,54,16,38,27,11,16,27,5,22,46,22,24,25,15,10,21,7,14,33,16,17,20,13,7,13,3,10
N00000618,271,107,164,138,83,55,133,24,109,130,55,75,62,40,22,68,15,53,77,27,50,47,25,22,30,2,28,64,25,39,29,18,11,35,7,28
N00000619,141,107,34,96,88,8,45,19,26,27,21,6,22,20,2,5,1,4,57,50,7,43,42,1,14,8,6,57,36,21,31,26,5,26,10,16
N00000620,139,90,49,88,73,15,51,17,34,41,24,17,24,19,5,17,5,12,59,44,15,41,37,4,18,7,11,39,22,17,23,17,6,16,5,11
N00000621,176,83,93,103,64,39,73,19,54,77,40,37,45,29,16,32,11,21,50,24,26,34,20,14,16,4,12,49,19,30,24,15,9,25,4,21
N00000622,164,72,92,83,49,34,81,23,58,64,28,36,35,21,14,29,7,22,56,27,29,32,20,12,24,7,17,44,17,27,16,8,8,28,9,19
N00000623,125,61,64,76,45,31,49,16,33,27,17,10,15,12,3,12,5,7,50,29,21,38,22,16,12,7,5,48,15,33,23,11,12,25,4,21
N00000624,160,125,35,114,103,11,46,22,24,44,36,8,34,31,3,10,5,5,70,61,9,50,46,4,20,15,5,46,28,18,30,26,4,16,2,14
N00000625,118,50,68,73,38,35,45,12,33,50,26,24,35,18,17,15,8,7,49,18,31,30,16,14,19,2,17,19,6,13,8,4,4,11,2,9
N00000626,156,116,40,106,92,14,50,24,26,39,34,5,29,28,1,10,6,4,72,61,11,51,45,6,21,16,5,45,21,24,26,19,7,19,2,17
N00000627,159,104,55,109,86,23,50,18,32,58,45,13,40,34,6,18,11,7,59,36,23,42,31,11,17,5,12,42,23,19,27,21,6,15,2,13
N00000628,141,92,49,89,71,18,52,21,31,37,25,12,25,20,5,12,5,7,61,48,13,45,38,7,16,10,6,43,19,24,19,13,6,24,6,18
N00000629,171,92,79,91,70,21,80,22,58,67,43,24,37,34,3,30,9,21,57,38,19,38,27,11,19,11,8,47,11,36,16,9,7,31,2,29
N00000630,126,51,75,61,38,23,65,13,52,41,15,26,19,11,8,22,4,18,46,24,22,25,18,7,21,6,15,39,12,27,17,9,8,22,3,19
N00000631,137,97,40,100,83,17,37,14,23,46,32,14,32,29,3,14,3,11,60,46,14,45,36,9,15,10,5,31,19,12,23,18,5,8,1,7
N00000632,156,117,39,117,101,16,39,16,23,51,38,13,41,36,5,10,2,8,55,48,7,44,39,5,11,9,2,50,31,19,32,26,6,18,5,13
N00000633,126,86,40,87,63,24,39,23,16,30,25,5,22,20,2,8,5,3,53,41,12,37,28,9,16,13,3,43,20,23,28,15,13,15,5,10
N00000634,166,133,33,125,109,16,41,24,17,53,47,6,41,36,5,12,11,1,66,59,7,56,50,6,10,9,1,47,27,20,28,23,5,19,4,15
N00000635,153,101,52,98,77,21,55,24,31,39,30,9,28,24,4,11,6,5,69,52,17,49,38,11,20,14,6,45,19,26,21,15,6,24,4,20
N00000636,143,88,55,90,69,21,53,19,34,41,30,11,27,22,5,14,8,6,51,41,10,38,33,5,13,8,5,51,17,34,25,14,11,26,3,23
N00000637,305,187,118,175,137,38,130,50,80,106,75,31,68,55,13,38,20,18,117,75,42,68,53,15,49,22,27,82,37,45,39,29,10,43,8,35
N00000638,136,89,47,81,67,14,55,22,33,50,31,19,27,22,5,23,9,14,64,46,18,42,35,7,22,11,11,22,12,10,12,10,2,10,2,8
N00000639,143,101,42,93,80,13,50,21,29,29,20,9,16,13,3,13,7,6,71,59,12,56,51,5,15,8,7,43,22,21,21,16,5,22,6,16
N00000640,132,62,70,75,45,30,57,17,40,49,24,25,26,17,9,23,7,16,58,30,28,34,21,13,24,9,15,25,8,17,15,7,8,10,1,9
N00000641,129,93,36,82,70,12,47,23,24,31,23,8,22,19,3,9,4,5,53,44,9,36,32,4,17,12,5,45,26,19,24,19,5,21,7,14
N00000642,145,75,70,80,58,22,65,17,48,80,43,37,50,37,13,30,6,24,50,28,22,24,18,6,26,10,16,15,4,11,6,3,3,9,1,8
N00000643,148,105,43,98,81,17,50,24,26,56,44,12,38,36,2,18,8,10,48,39,9,38,29,9,10,10,0,44,22,22,22,16,6,22,6,16
N00000644,184,125,59,126,100,26,58,25,33,91,68,23,59,54,5,32,14,18,63,40,23,46,31,15,17,9,8,30,17,13,21,15,6,9,2,7
N00000645,136,105,31,94,82,12,42,23,19,46,38,8,35,30,5,11,8,3,56,47,9,40,36,4,16,11,5,34,20,14,19,16,3,15,4,11
N00000646,124,82,42,77,60,17,47,22,25,52,34,18,30,25,5,22,9,13,44,35,9,27,22,5,17,13,4,28,13,15,20,13,7,8,0,8
N00000647,300,151,149,170,110,60,130,41,89,109,59,50,54,38,16,55,21,34,128,65,63,84,51,33,44,14,30,63,27,36,32,21,11,31,6,25
N00000648,129,91,38,89,72,17,40,19,21,37,29,8,28,25,3,9,4,5,66,54,12,50,42,8,16,12,4,26,8,18,11,5,6,15,3,12
N00000649,132,98,34,89,76,13,43,22,21,28,22,6,19,15,4,9,7,2,72,58,14,50,45,5,22,13,9,32,18,14,20,16,4,12,2,10
N00000650,229,148,81,156,120,36,73,28,45,102,77,25,77,62,15,25,15,10,77,46,31,50,36,14,27,10,17,50,25,25,29,22,7,21,3,18
N00000651,122,42,80,59,30,29,63,12,51,65,25,40,33,18,15,32,7,25,42,14,28,21,9,12,21,5,16,15,3,12,5,3,2,10,0,10
N00000652,200,132,68,126,108,18,74,24,50,88,57,31,55,47,8,33,10,23,76,52,24,47,40,7,29,12,17,36,23,13,24,21,3,12,2,10
N00000653,116,73,43,68,60,8,48,13,35,26,17,9,18,14,4,8,3,5,57,42,15,40,36,4,17,6,11,33,14,19,10,10,0,23,4,19
N00000654,114,55,59,61,35,26,53,20,33,41,18,23,23,12,11,18,6,12,43,24,19,24,16,8,19,8,11,30,13,17,14,7,7,16,6,10
N00000655,141,83,58,78,60,18,63,23,40,52,31,21,27,23,4,25,8,17,50,33,17,34,25,9,16,8,8,39,19,20,17,12,5,22,7,15
N00000656,115,55,60,64,36,28,51,19,32,34,16,18,22,11,11,12,5,7,38,21,17,25,14,11,13,7,6,43,18,25,17,11,6,26,7,19
N00000657,318,198,120,198,153,45,120,45,75,138,93,45,90,74,16,48,19,29,102,68,34,64,49,15,38,19,19,78,37,41,44,30,14,34,7,27
N00000658,123,82,41,90,68,22,33,14,19,35,27,8,26,21,5,9,6,3,48,35,13,38,30,8,10,5,5,40,20,20,26,17,9,14,3,11
N00000659,142,97,45,99,79,20,43,18,25,50,32,18,33,27,6,17,5,12,53,38,15,38,29,9,15,9,6,39,27,12,28,23,5,11,4,7
N00000660,153,79,74,78,55,23,75,24,51,62,43,19,38,33,5,24,10,14,45,22,23,23,13,10,22,9,13,46,14,32,17,9,8,29,5,24
N00000661,141,94,47,88,71,17,53,23,30,31,27,4,22,21,1,9,6,3,70,51,19,46,38,8,24,13,11,40,16,24,20,12,8,20,4,16
N00000662,140,90,50,86,65,21,54,25,29,41,32,9,25,21,4,16,11,5,55,37,18,38,29,9,17,8,9,44,21,23,23,15,8,21,6,15
N00000663,148,100,48,105,83,22,43,17,26,36,29,7,28,23,5,8,6,2,71,49,22,54,44,10,17,5,12,41,22,19,23,16,7,18,6,12
N00000664,148,85,63,97,68,29,51,17,34,53,34,19,35,28,7,18,6,12,55,33,22,41,27,14,14,6,8,40,18,22,21,13,8,19,5,14
N00000665,145,97,48,91,78,13,54,19,35,56,42,14,35,32,3,21,10,11,48,40,8,35,34,1,13,6,7,41,15,26,21,12,9,20,3,17
N00000666,132,99,33,92,84,8,40,15,25,45,39,6,41,38,3,4,1,3,51,44,7,35,33,2,16,11,5,36,16,20,16,13,3,20,3,17
N00000667,137,111,26,93,87,6,44,24,20,66,55,11,45,42,3,21,13,8,52,45,7,41,38,3,11,7,4,19,11,8,7,7,0,12,4,8
N00000668,127,61,66,69,42,27,58,19,39,39,18,21,21,12,9,18,6,12,45,28,17,32,20,12,13,8,5,43,15,28,16,10,6,27,5,22
N00000669,151,106,45,93,80,13,58,26,32,77,60,17,52,48,4,25,12,13,40,28,12,23,19,4,17,9,8,34,18,16,18,13,5,16,5,11
N00000670,126,67,59,75,53,22,51,14,37,35,23,12,22,19,3,13,4,9,46,27,19,30,20,10,16,7,9,45,17,28,23,14,9,22,3,19
N00000671,130,52,78,65,39,26,65,13,52,24,13,11,14,11,3,10,2,8,33,15,18,18,9,9,15,6,9,73,24,49,33,19,14,40,5,35
N00000672,131,89,42,78,67,11,53,22,31,41,30,11,27,22,5,14,8,6,34,23,11,18,14,4,16,9,7,56,36,20,33,31,2,23,5,18
N00000673,353,195,158,193,153,40,160,42,118,175,103,72,95,81,14,80,22,58,118,68,50,64,51,13,54,17,37,60,24,36,34,21,13,26,3,23
N00000674,130,87,43,80,70,10,50,17,33,24,17,7,18,15,3,6,2,4,48,40,8,31,29,2,17,11,6,58,30,28,31,26,5,27,4,23
N00000675,144,108,36,95,84,11,49,24,25,29,21,8,19,17,2,10,4,6,71,60,11,50,46,4,21,14,7,44,27,17,26,21,5,18,6,12
N00000676,294,146,148,155,110,45,139,36,103,90,39,51,48,28,20,42,11,31,118,71,47,74,57,17,44,14,30,86,36,50,33,25,8,53,11,42
N00000677,143,48,95,77,32,45,66,16,50,64,19,45,36,11,25,28,8,20,50,19,31,28,15,13,22,4,18,29,10,19,13,6,7,16,4,12
N00000678,161,123,38,119,102,17,42,21,21,53,44,9,40,37,3,13,7,6,68,52,16,50,40,10,18,12,6,40,27,13,29,25,4,11,2,9
N00000679,167,139,28,124,113,11,43,26,17,50,45,5,44,40,4,6,5,1,83,74,9,59,57,2,24,17,7,34,20,14,21,16,5,13,4,9
N00000680,139,72,67,80,56,24,59,16,43,51,33,18,31,24,7,20,9,11,49,32,17,32,26,6,17,6,11,39,7,32,17,6,11,22,1,21
N00000681,138,92,46,95,78,17,43,14,29,35,31,4,27,27,0,8,4,4,56,34,22,38,28,10,18,6,12,47,27,20,30,23,7,17,4,13
N00000682,143,103,40,105,88,17,38,15,23,50,41,9,38,35,3,12,6,6,59,43,16,47,38,9,12,5,7,34,19,15,20,15,5,14,4,10
N00000683,132,96,36,90,76,14,42,20,22,38,33,5,27,27,0,11,6,5,50,38,12,38,29,9,12,9,3,44,25,19,25,20,5,19,5,14
N00000684,202,134,68,130,104,26,72,30,42,87,66,21,63,50,13,24,16,8,74,47,27,45,36,9,29,11,18,41,21,20,22,18,4,19,3,16
N00000685,121,65,56,75,51,24,46,14,32,60,32,28,42,28,14,18,4,14,40,27,13,23,19,4,17,8,9,21,6,15,10,4,6,11,2,9
N00000686,148,109,39,98,84,14,50,25,25,42,37,5,33,31,2,9,6,3,66,49,17,44,36,8,22,13,9,40,23,17,21,17,4,19,6,13
N00000687,135,91,44,83,71,12,52,20,32,39,28,11,25,21,4,14,7,7,59,43,16,38,33,5,21,10,11,37,20,17,20,17,3,17,3,14
N00000688,132,96,36,92,75,17,40,21,19,37,35,2,28,28,0,9,7,2,53,37,16,35,28,7,18,9,9,42,24,18,29,19,10,13,5,8
N00000689,136,94,42,90,77,13,46,17,29,37,30,7,28,26,2,9,4,5,62,49,13,44,38,6,18,11,7,37,15,22,18,13,5,19,2,17
N00000690,119,67,52,58,46,12,61,21,40,48,27,21,26,20,6,22,7,15,43,27,16,19,16,3,24,11,13,28,13,15,13,10,3,15,3,12
N00000691,129,53,76,65,43,22,64,10,54,66,31,35,35,24,11,31,7,24,55,21,34,27,18,9,28,3,25,8,1,7,3,1,2,5,0,5
N00000692,129,36,93,57,23,34,72,13,59,56,16,40,19,9,10,37,7,30,45,15,30,28,12,16,17,3,14,28,5,23,10,2,8,18,3,15
N00000693,125,48,77,67,37,30,58,11,47,44,21,23,26,14,12,18,7,11,42,17,25,24,14,10,18,3,15,39,10,29,17,9,8,22,1,21
N00000694,356,183,173,184,134,50,172,49,123,183,104,79,98,75,23,85,29,56,112,53,59,60,39,21,52,14,38,61,26,35,26,20,6,35,6,29
N00000695,201,123,78,106,88,18,95,35,60,88,50,38,48,38,10,40,12,28,82,54,28,43,37,6,39,17,22,31,19,12,15,13,2,16,6,10
N00000696,114,23,91,60,16,44,54,7,47,36,13,23,19,8,11,17,5,12,34,8,26,21,6,15,13,2,11,44,2,42,20,2,18,24,0,24
N00000697,149,96,53,88,69,19,61,27,34,33,25,8,21,19,2,12,6,6,59,41,18,43,31,12,16,10,6,57,30,27,24,19,5,33,11,22
N00000698,187,112,75,105,81,24,82,31,51,49,31,18,25,22,3,24,9,15,72,48,24,47,36,11,25,12,13,66,33,33,33,23,10,33,10,23
N00000699,148,40,108,64,31,33,84,9,75,26,9,17,13,8,5,13,1,12,40,11,29,20,7,13,20,4,16,82,20,62,31,16,15,51,4,47
N00000700,120,45,75,67,31,36,53,14,39,36,12,24,16,5,11,20,7,13,54,22,32,37,17,20,17,5,12,30,11,19,14,9,5,16,2,14
N00000701,94,48,46,59,40,19,35,8,27,34,19,15,24,18,6,10,1,9,25,15,10,16,11,5,9,4,5,35,14,21,19,11,8,16,3,13
N00000702,311,183,128,185,144,41,126,39,87,167,106,61,99,80,19,68,26,42,82,52,30,52,43,9,30,9,21,62,25,37,34,21,13,28,4,24
N00000703,131,87,44,91,72,19,40,15,25,29,23,6,21,19,2,8,4,4,60,44,16,45,36,9,15,8,7,42,20,22,25,17,8,17,3,14
N00000704,238,164,74,157,128,29,81,36,45,70,48,22,46,38,8,24,10,14,102,78,24,74,61,13,28,17,11,66,38,28,37,29,8,29,9,20
N00000705,242,162,80,153,125,28,89,37,52,115,85,30,70,65,5,45,20,25,79,57,22,54,42,12,25,15,10,48,20,28,29,18,11,19,2,17
N00000706,154,94,60,104,77,27,50,17,33,60,40,20,41,30,11,19,10,9,52,36,16,40,32,8,12,4,8,42,18,24,23,15,8,19,3,16
N00000707,132,83,49,87,67,20,45,16,29,46,33,13,29,25,4,17,8,9,54,36,18,38,28,10,16,8,8,32,14,18,20,14,6,12,0,12
N00000708,155,110,45,110,94,16,45,16,29,52,43,9,40,36,4,12,7,5,61,46,15,48,40,8,13,6,7,42,21,21,22,18,4,20,3,17
N00000709,165,119,46,117,95,22,48,24,24,57,49,8,42,38,4,15,11,4,62,49,13,48,40,8,14,9,5,46,21,25,27,17,10,19,4,15
N00000710,117,85,32,75,64,11,42,21,21,44,36,8,30,26,4,14,10,4,42,32,10,29,25,4,13,7,6,31,17,14,16,13,3,15,4,11
N00000711,195,124,71,122,92,30,73,32,41,102,71,31,64,54,10,38,17,21,62,34,28,38,24,14,24,10,14,31,19,12,20,14,6,11,5,6
N00000712,134,89,45,95,72,23,39,17,22,41,32,9,30,23,7,11,9,2,55,40,15,43,34,9,12,6,6,38,17,21,22,15,7,16,2,14
N00000713,135,106,29,89,79,10,46,27,19,39,33,6,29,26,3,10,7,3,61,50,11,41,37,4,20,13,7,35,23,12,19,16,3,16,7,9
N00000714,128,90,38,93,76,17,35,14,21,37,27,10,25,22,3,12,5,7,59,46,13,45,40,5,14,6,8,32,17,15,23,14,9,9,3,6
N00000715,254,146,108,144,108,36,110,38,72,133,79,54,79,56,23,54,23,31,77,44,33,42,33,9,35,11,24,44,23,21,23,19,4,21,4,17
N00000716,328,238,90,199,176,23,129,62,67,82,58,24,47,38,9,35,20,15,165,137,28,114,107,7,51,30,21,81,43,38,38,31,7,43,12,31
N00000717,199,141,58,140,112,28,59,29,30,81,65,16,60,50,10,21,15,6,67,48,19,48,38,10,19,10,9,51,28,23,32,24,8,19,4,15
N00000718,719,447,272,446,349,97,273,98,175,356,213,143,218,162,56,138,51,87,243,167,76,155,131,24,88,36,52,120,67,53,73,56,17,47,11,36
