personId,name,kind,sourceAsserted,keyedBy,candidacies,firstYear,lastYear,span,largest_gap,bodies,parties,severity,reasons
103850+45975,James Hamilton,UNDER-MERGE,,id/id,5,1964,1977,13,3,,Alliance / UUP,4,"same name, careers 1964-1970 then 1973-1977, gap 3y"
116416+103997,Frank Hanna,UNDER-MERGE,,id/id,4,1949,1962,13,5,,Ind. Labour Group / Independent Labour,4,"same name, careers 1949-1953 then 1958-1962, gap 5y"
104119+105274,John Clarke Davison,UNDER-MERGE,,id/id,4,1925,1938,13,4,,UUP,4,"same name, careers 1925-1925 then 1929-1938, gap 4y"
104348+105055,Rowley Elliott,UNDER-MERGE,,id/id,4,1925,1938,13,4,,UUP,4,"same name, careers 1925-1925 then 1929-1938, gap 4y"
117436+104412,Arthur Black,UNDER-MERGE,,id/id,4,1925,1938,13,4,,UUP,4,"same name, careers 1925-1925 then 1929-1938, gap 4y"
107440+16033,Colin Breen,UNDER-MERGE,,id/id,3,2011,2023,12,3,,Conservative / Independent / UUP,4,"same name, careers 2011-2011 then 2014-2023, gap 3y"
105398+37912,Herbert Whitten,UNDER-MERGE,,id/id,4,1969,1981,12,4,,UUP,4,"same name, careers 1969-1969 then 1973-1981, gap 4y"
106293+41302,Joshua Cardwell,UNDER-MERGE,,id/id,4,1969,1981,12,4,,UUP / Unionist Party of Northern Ireland,4,"same name, careers 1969-1969 then 1973-1981, gap 4y"
105542+43193,Joe O'Neill,UNDER-MERGE,,id/id,4,2007,2019,12,4,,Republican Sinn Féin / Sinn Féin,4,"same name, careers 2007-2007 then 2011-2019, gap 4y"
104237+47167,Robert Campbell,UNDER-MERGE,,id/id,4,1969,1981,12,4,,DUP / UUP,4,"same name, careers 1969-1969 then 1973-1981, gap 4y"
117263+102198,John Beattie,UNDER-MERGE,,id/id,6,1943,1955,12,2,,Ind Lab / Ir Lab,4,"same name, careers 1943-1943 then 1945-1955, gap 2y"
117637+61729,Stephen Ross,UNDER-MERGE,,id/id,5,2011,2023,12,3,,DUP / Independent,4,"same name, careers 2011-2011 then 2014-2023, gap 3y"
108035+73344,Martin Gregg,UNDER-MERGE,,id/id,4,2011,2023,12,3,,Alliance / Green / Green / Ecology,4,"same name, careers 2011-2011 then 2014-2023, gap 3y"
78072+117431,Tim Attwood,UNDER-MERGE,,id/id,4,2005,2017,12,3,,SDLP,4,"same name, careers 2005-2014 then 2017-2017, gap 3y"
106157+88236,Orla Beattie,UNDER-MERGE,,id/id,4,2007,2019,12,4,,SDLP,4,"same name, careers 2007-2007 then 2011-2019, gap 4y"
103814+102957,Hugh Wilson,UNDER-MERGE,,id/id,3,1969,1981,12,4,,Alliance / Independent Unionist,4,"same name, careers 1969-1969 then 1973-1981, gap 4y"
107911+100001,Donal O'Cofaigh,UNDER-MERGE,,id/id,4,2011,2023,12,3,,Cross-Community Labour Alternative / Independent / Socialist Party,4,"same name, careers 2011-2011 then 2014-2023, gap 3y"
104141+101472,William McKee,UNDER-MERGE,,id/id,4,1969,1981,12,4,,Independent Unionist / UUP,4,"same name, careers 1969-1969 then 1973-1981, gap 4y"
113344+102268,Brian Collins,UNDER-MERGE,,src/id,4,2007,2019,12,5,,Irish Labour / TUV,4,"same name, careers 2007-2009 then 2014-2019, gap 5y"
103869+117075,George Boyle Hanna,UNDER-MERGE,,id/id,4,1921,1933,12,4,,UUP,4,"same name, careers 1921-1925 then 1929-1933, gap 4y"
103895+104518,John Martin Mark,UNDER-MERGE,,id/id,4,1921,1933,12,4,,UUP,4,"same name, careers 1921-1925 then 1929-1933, gap 4y"
103976+116942,Robert Crawford,UNDER-MERGE,,id/id,4,1921,1933,12,4,,UUP,4,"same name, careers 1921-1925 then 1929-1933, gap 4y"
104876+104509,Hugh Pollock,UNDER-MERGE,,id/id,4,1921,1933,12,4,,UUP,4,"same name, careers 1921-1925 then 1929-1933, gap 4y"
117654+105130,Margaret Anne McKillop,UNDER-MERGE,,id/id,3,2011,2023,12,3,,SDLP / Sinn Féin,4,"same name, careers 2011-2011 then 2014-2023, gap 3y"
14529+104780,Harry Toan,UNDER-MERGE,,id/id,3,2003,2014,11,3,,DUP / TUV,4,"same name, careers 2003-2011 then 2014-2014, gap 3y"
15924+104501,Maolíosa McHugh,UNDER-MERGE,,id/id,4,2011,2022,11,3,,Sinn Féin,4,"same name, careers 2011-2019 then 2022-2022, gap 3y"
18846+104665,Deirdre Hargey,UNDER-MERGE,,id/id,4,2011,2022,11,3,,Sinn Féin,4,"same name, careers 2011-2019 then 2022-2022, gap 3y"
104064+19176,Patrick Clarke,UNDER-MERGE,,id/id,4,2011,2022,11,3,,Alliance / Independent Other,4,"same name, careers 2011-2014 then 2017-2022, gap 3y"
112805+26372,James O'Reilly,UNDER-MERGE,,id/id,4,1958,1969,11,4,,Nationalist Party,4,"same name, careers 1958-1965 then 1969-1969, gap 4y"
104275+27185,Phelim O'Neill,UNDER-MERGE,,id/id,4,1958,1969,11,4,,UUP,4,"same name, careers 1958-1965 then 1969-1969, gap 4y"
48461+112801,John Brennan,UNDER-MERGE,,src/id,4,1948,1959,11,2,,Fianna Fáil / Ind Lab,4,"same name, careers 1948-1957 then 1959-1959, gap 2y"
52703+104025,Henry Clark,UNDER-MERGE,,id/id,4,1959,1970,11,5,,UUP,4,"same name, careers 1959-1959 then 1964-1970, gap 5y"
103944+94073,Rafton Pounder,UNDER-MERGE,,id/id,5,1963,1974,11,4,,UUP,4,"same name, careers 1963-1966 then 1970-1974, gap 4y"
104664+95524,Nichola Mallon,UNDER-MERGE,,id/id,5,2011,2022,11,2,,SDLP,4,"same name, careers 2011-2014 then 2016-2022, gap 2y"
116901+103924,William Craig,UNDER-MERGE,,id/id,5,1958,1969,11,2,,UUP,4,"same name, careers 1958-1958 then 1960-1969, gap 2y"
123439+123051,Robert Ambrose,UNDER-MERGE,,id/id,3,1895,1906,11,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1906, gap 5y"
112957+100441,Daniel Vaughan,UNDER-MERGE,,name/src,6,1922,1933,11,1,,Farmers / National Centre Party,4,"same name, careers 1922-1922 then 1923-1933, gap 1y"
101406+116878,Thomas Mitchell,UNDER-MERGE,,id/id,6,1955,1966,11,5,,Republican Clubs / Sinn Féin,4,"same name, careers 1955-1959 then 1964-1966, gap 5y"
104173+103798,Douglas Savory,UNDER-MERGE,,id/id,4,1940,1951,11,5,,UUP,4,"same name, careers 1940-1945 then 1950-1951, gap 5y"
103890+112809,Thomas Moles,UNDER-MERGE,,id/id,5,1922,1933,11,5,,UUP,4,"same name, careers 1922-1924 then 1929-1933, gap 5y"
104510+104155,Edward George Richardson,UNDER-MERGE,,id/id,4,1958,1969,11,4,,Independent Nationalist / Nationalist Party,4,"same name, careers 1958-1958 then 1962-1969, gap 4y"
123236+122952,George Murnaghan,UNDER-MERGE,,id/id,3,1895,1906,11,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1906, gap 5y"
123412+123040,Patrick Doogan,UNDER-MERGE,,id/id,3,1895,1906,11,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1906, gap 5y"
105148+8169,Anne Dickson,UNDER-MERGE,,id/id,4,1969,1979,10,4,,Independent Unionist / UUP / Unionist Party of Northern Ireland,4,"same name, careers 1969-1969 then 1973-1979, gap 4y"
105096+11892,Robbie Butler,UNDER-MERGE,,id/id,7,2014,2024,10,2,,UUP,4,"same name, careers 2014-2014 then 2016-2024, gap 2y"
107047+14529,Harry Toan,UNDER-MERGE,,id/id,3,2001,2011,10,2,,DUP / TUV,4,"same name, careers 2001-2001 then 2003-2011, gap 2y"
118496+105532,John O'Hare,UNDER-MERGE,,src/id,4,2009,2019,10,0,,Fine Gael / SDLP,4,"same name, careers 2009-2019 then 2019-2019, gap 0y"
39588+113316,Liam Johnston,UNDER-MERGE,,id/src,5,2001,2011,10,0,,Non party/Fis Nua / Sinn Féin,4,"same name, careers 2001-2011 then 2011-2011, gap 0y"
103961+56314,Roy Bradford,UNDER-MERGE,,id/id,5,1965,1975,10,4,,UUP,4,"same name, careers 1965-1969 then 1973-1975, gap 4y"
105853+69762,Jonathan Buckley,UNDER-MERGE,,id/id,4,2014,2024,10,3,,DUP,4,"same name, careers 2014-2014 then 2017-2024, gap 3y"
105500+89147,Keith Buchanan,UNDER-MERGE,,id/id,7,2014,2024,10,2,,DUP,4,"same name, careers 2014-2014 then 2016-2024, gap 2y"
99812+102402,Phillip Brett,UNDER-MERGE,,id/id,4,2014,2024,10,3,,DUP,4,"same name, careers 2014-2019 then 2022-2024, gap 3y"
119349+101816,Caroline Conroy,UNDER-MERGE,,name/src,5,2014,2024,10,2,,Green,4,"same name, careers 2014-2014 then 2016-2024, gap 2y"
123015+123382,Laurence Ginnell,UNDER-MERGE,,id/id,3,1900,1910,10,4,,Ind. Nationalist / Irish Parliamentary,4,"same name, careers 1900-1906 then 1910-1910, gap 4y"
102040+119409,Oliver Moran,UNDER-MERGE,,src/name,6,2014,2024,10,0,,Green,4,"same name, careers 2014-2024 then 2024-2024, gap 0y"
122895+123125,John O'Donnell,UNDER-MERGE,,id/id,3,1900,1910,10,4,,All-for-Ireland / Irish Parliamentary,4,"same name, careers 1900-1906 then 1910-1910, gap 4y"
113292+109211,Ernie Caffrey,UNDER-MERGE,,src/name,3,1992,2002,10,3,,Fine Gael,4,"same name, careers 1992-1999 then 2002-2002, gap 3y"
110275+119410,Owen Martin,UNDER-MERGE,,src/name,4,2004,2014,10,5,,Workers' Party,4,"same name, careers 2004-2009 then 2014-2014, gap 5y"
123198+122828,David Robert Plunket,UNDER-MERGE,,id/id,4,1885,1895,10,1,,Conservative / Irish Unionist Alliance,4,"same name, careers 1885-1885 then 1886-1895, gap 1y"
123490+122864,Thomas Lea,UNDER-MERGE,,id/id,4,1885,1895,10,1,,Liberal / Liberal Unionist,4,"same name, careers 1885-1885 then 1886-1895, gap 1y"
122947+122945,Eugene Crean,UNDER-MERGE,,id/id,4,1900,1910,10,4,,All-for-Ireland / Irish Parliamentary,4,"same name, careers 1900-1906 then 1910-1910, gap 4y"
122952+123235,George Murnaghan,UNDER-MERGE,,id/id,3,1900,1910,10,4,,Independent Nationalist / Irish Parliamentary,4,"same name, careers 1900-1906 then 1910-1910, gap 4y"
123075+123074,Timothy Michael Healy,UNDER-MERGE,,id/id,4,1900,1910,10,4,,All-for-Ireland / Healyite Nationalist,4,"same name, careers 1900-1906 then 1910-1910, gap 4y"
67956+112849,John Barry,UNDER-MERGE,,id/id,3,2005,2014,9,3,,Green / Green / Ecology,4,"same name, careers 2005-2011 then 2014-2014, gap 3y"
113014+102234,John Mcdermott,UNDER-MERGE,,name/id,3,2014,2023,9,4,,DUP / Non-party / UUP,4,"same name, careers 2014-2014 then 2018-2023, gap 4y"
102797+119657,Peter Kearney,UNDER-MERGE,,id/src,3,2005,2014,9,3,,Irish Labour / Sinn Féin,4,"same name, careers 2005-2011 then 2014-2014, gap 3y"
103848+103824,Tommy Henderson,UNDER-MERGE,,id/id,3,1929,1938,9,5,,Ind. Unionist Party / Independent Unionist,4,"same name, careers 1929-1933 then 1938-1938, gap 5y"
103977+103958,Francis McGlade,UNDER-MERGE,,id/id,3,1955,1964,9,5,,Republican Clubs / Sinn Féin,4,"same name, careers 1955-1959 then 1964-1964, gap 5y"
8169+107229,Anne Dickson,UNDER-MERGE,,id/id,4,1973,1981,8,2,,Independent Unionist / Unionist Party of Northern Ireland,4,"same name, careers 1973-1979 then 1981-1981, gap 2y"
23907+104840,Peter McReynolds,UNDER-MERGE,,id/id,3,2014,2022,8,3,,Alliance,4,"same name, careers 2014-2019 then 2022-2022, gap 3y"
29132+105020,David Honeyford,UNDER-MERGE,,id/id,3,2014,2022,8,3,,Alliance / NI21,4,"same name, careers 2014-2019 then 2022-2022, gap 3y"
104099+34145,Sinead Ennis,UNDER-MERGE,,id/id,3,2014,2022,8,3,,Sinn Féin,4,"same name, careers 2014-2014 then 2017-2022, gap 3y"
48923+105125,Michaela Boyle,UNDER-MERGE,,id/id,4,2011,2019,8,2,,Sinn Féin,4,"same name, careers 2011-2017 then 2019-2019, gap 2y"
104060+53853,William Spence,UNDER-MERGE,,id/id,4,1969,1977,8,4,,DUP / Protestant Unionist,4,"same name, careers 1969-1969 then 1973-1977, gap 4y"
104967+57456,Linda Dillon,UNDER-MERGE,,id/id,4,2014,2022,8,2,,Sinn Féin,4,"same name, careers 2014-2014 then 2016-2022, gap 2y"
105154+58769,Doug Beattie,UNDER-MERGE,,id/id,6,2014,2022,8,2,,UUP,4,"same name, careers 2014-2014 then 2016-2022, gap 2y"
108132+102330,Ruth Wilson,UNDER-MERGE,,id/id,3,2011,2019,8,3,,TUV / UUP,4,"same name, careers 2011-2011 then 2014-2019, gap 3y"
106022+75337,Walter Scott,UNDER-MERGE,,id/id,4,1961,1969,8,4,,UUP,4,"same name, careers 1961-1965 then 1969-1969, gap 4y"
116978+104430,Jack Beattie,UNDER-MERGE,,id/id,3,1925,1933,8,4,,NI Labour,4,"same name, careers 1925-1925 then 1929-1933, gap 4y"
115562+101709,James Craig,UNDER-MERGE,,id/id,4,1969,1977,8,4,,Independent Unionist / UUP,4,"same name, careers 1969-1969 then 1973-1977, gap 4y"
100300+111863,John Lynch,UNDER-MERGE,,src/id,4,1951,1959,8,2,,Fine Gael / Sinn Féin,4,"same name, careers 1951-1957 then 1959-1959, gap 2y"
112557+119402,Michael O'Sullivan,UNDER-MERGE,,src/name,3,2011,2019,8,3,,Independent / Irish Labour,4,"same name, careers 2011-2011 then 2014-2019, gap 3y"
101932+113007,John Conlan,UNDER-MERGE,,src/name,4,1923,1931,8,0,,Cumann na nGaedheal / Farmers / Farmers' Party (Ireland),4,"same name, careers 1923-1927 then 1927-1931, gap 0y"
117331+103848,Tommy Henderson,UNDER-MERGE,,id/id,3,1925,1933,8,4,,Independent Unionist,4,"same name, careers 1925-1925 then 1929-1933, gap 4y"
103953+103866,Thomas Bailie,UNDER-MERGE,,id/id,3,1941,1949,8,4,,Independent Unionist / UUP,4,"same name, careers 1941-1941 then 1945-1949, gap 4y"
103866+117576,Thomas Bailie,UNDER-MERGE,,id/id,3,1945,1953,8,4,,Independent Unionist / UUP,4,"same name, careers 1945-1949 then 1953-1953, gap 4y"
112804+103920,Eamon Donnelly,UNDER-MERGE,,id/src,5,1925,1933,8,2,,Fianna Fáil / Republican,4,"same name, careers 1925-1925 then 1927-1933, gap 2y"
105241+103933,Robert McBride,UNDER-MERGE,,id/id,3,1921,1929,8,4,,UUP,4,"same name, careers 1921-1925 then 1929-1929, gap 4y"
111753+115175,Harry Midgley,UNDER-MERGE,,id/id,3,1933,1941,8,3,,NI Labour,4,"same name, careers 1933-1938 then 1941-1941, gap 3y"
116255+104047,Harry Midgley,UNDER-MERGE,,id/id,3,1945,1953,8,4,,CWLP / UUP,4,"same name, careers 1945-1945 then 1949-1953, gap 4y"
117065+103991,George Forrest,UNDER-MERGE,,id/id,4,1958,1966,8,1,,UUP,4,"same name, careers 1958-1958 then 1959-1966, gap 1y"
104069+104527,Anthony Babington,UNDER-MERGE,,id/id,3,1925,1933,8,4,,UUP,4,"same name, careers 1925-1925 then 1929-1933, gap 4y"
104523+104175,William Thomas Miller,UNDER-MERGE,,id/id,3,1921,1929,8,4,,UUP,4,"same name, careers 1921-1925 then 1929-1929, gap 4y"
106000+104230,James Augustine Duff,UNDER-MERGE,,id/id,3,1921,1929,8,4,,UUP,4,"same name, careers 1921-1925 then 1929-1929, gap 4y"
122885+123110,Arthur O'Connor,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Healyite Nationalist / Irish National Federation,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
122982+123316,Jasper Tully,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123008+123376,Joseph Nolan,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Independent Nationalist / Irish National League,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123025+123397,Maurice Healy,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Healyite Nationalist / Irish National Federation,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
122912+123164,Bernard Charles Molloy,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Healyite Nationalist / Irish National Federation,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
122975+122974,James Laurence Carew,UNDER-MERGE,,id/id,4,1892,1900,8,5,,Healyite Nationalist / Irish National League,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123019+123388,Mark MacDonnell,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123024+123393,Matthew Minch,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123038+123409,Patrick Carvill,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123043+123418,Patrick McDermott,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123064+123489,Thomas Joseph Healy,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Healyite Nationalist / Irish National Federation,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
123085+123525,William Ellison-Macartney,UNDER-MERGE,,id/id,3,1892,1900,8,5,,Irish Unionist / Irish Unionist Alliance,4,"same name, careers 1892-1895 then 1900-1900, gap 5y"
117693+112868,James Cooper,UNDER-MERGE,,src/id,3,1918,1925,7,3,,UUP / Unionist,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
105558+43937,Kyle Savage,UNDER-MERGE,,id/id,3,2016,2023,7,3,,UUP,4,"same name, careers 2016-2016 then 2019-2023, gap 3y"
105682+104770,Tom Gormley,UNDER-MERGE,,id/id,3,1958,1965,7,4,,Independent / Nationalist Party,4,"same name, careers 1958-1958 then 1962-1965, gap 4y"
104770+65292,Tom Gormley,UNDER-MERGE,,id/id,3,1962,1969,7,4,,Nationalist Party,4,"same name, careers 1962-1965 then 1969-1969, gap 4y"
122060+67956,John Barry,UNDER-MERGE,,src/id,3,2004,2011,7,1,,Fine Gael / Green / Ecology,4,"same name, careers 2004-2004 then 2005-2011, gap 1y"
122253+101402,Michael Kennedy,UNDER-MERGE,,src/id,4,1991,1998,7,1,,Fine Gael / Natural Law,4,"same name, careers 1991-1991 then 1992-1998, gap 1y"
113365+102877,Paul Coleman,UNDER-MERGE,,src/id,3,2007,2014,7,4,,Non party/Fathers Rights Responsibilities / TUV,4,"same name, careers 2007-2007 then 2011-2014, gap 4y"
117717+116636,Thomas Harbison,UNDER-MERGE,,src/id,3,1918,1925,7,3,,Nationalist Party,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
117722+112819,Joseph Devlin,UNDER-MERGE,,src/id,3,1918,1925,7,3,,Nationalist Party,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
117723+112806,Thomas Moles,UNDER-MERGE,,src/id,3,1918,1925,7,3,,UUP / Unionist,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
117502+116416,Frank Hanna,UNDER-MERGE,,id/id,3,1946,1953,7,3,,Independent Labour / NI Labour,4,"same name, careers 1946-1946 then 1949-1953, gap 3y"
117715+104165,Hugh O'Neill,UNDER-MERGE,,src/id,3,1918,1925,7,3,,UUP / Unionist,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
105653+104169,John Joseph Brennan,UNDER-MERGE,,id/id,3,1962,1969,7,3,,Ind. Labour Group / National Democratic Party,4,"same name, careers 1962-1962 then 1965-1969, gap 3y"
117692+104288,Edward Archdale,UNDER-MERGE,,src/id,3,1918,1925,7,3,,UUP / Unionist,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
117725+104383,Thompson Donald,UNDER-MERGE,,src/id,3,1918,1925,7,3,,Labour Unionist / UUP,4,"same name, careers 1918-1918 then 1921-1925, gap 3y"
104682+117250,James Pringle,UNDER-MERGE,,id/id,4,1922,1929,7,5,,Local Option / UUP,4,"same name, careers 1922-1924 then 1929-1929, gap 5y"
104404+9350,Ivan Cooper,UNDER-MERGE,,id/id,5,1969,1975,6,4,,Independent Nationalist / SDLP,4,"same name, careers 1969-1969 then 1973-1975, gap 4y"
112794+22658,Mary Daly,UNDER-MERGE,,src/id,4,1992,1998,6,0,,Natural Law / Non party/Independent,4,"same name, careers 1992-1997 then 1997-1998, gap 0y"
105712+30698,Lloyd Hall-Thompson,UNDER-MERGE,,id/id,3,1969,1975,6,4,,UUP / Unionist Party of Northern Ireland / Unofficial Unionist,4,"same name, careers 1969-1969 then 1973-1975, gap 4y"
112857+38623,Anthony Flynn,UNDER-MERGE,,id/id,3,2017,2023,6,2,,Green,4,"same name, careers 2017-2017 then 2019-2023, gap 2y"
105957+105645,Michael Collins,UNDER-MERGE,,id/id,3,2017,2023,6,2,,PBP,4,"same name, careers 2017-2017 then 2019-2023, gap 2y"
104508+50631,Bertie McConnell,UNDER-MERGE,,id/id,3,1969,1975,6,4,,Alliance / Independent Unionist,4,"same name, careers 1969-1969 then 1973-1975, gap 4y"
104955+84155,Paddy O'Hanlon,UNDER-MERGE,,id/id,4,1969,1975,6,4,,Independent Nationalist / SDLP,4,"same name, careers 1969-1969 then 1973-1975, gap 4y"
103860+84442,Roy Ferguson,UNDER-MERGE,,id/id,4,2011,2017,6,2,,TUV,4,"same name, careers 2011-2014 then 2016-2017, gap 2y"
106122+85527,Robert Foster,UNDER-MERGE,,id/id,3,2017,2023,6,2,,UUP,4,"same name, careers 2017-2017 then 2019-2023, gap 2y"
113057+102056,Patrick Curran,UNDER-MERGE,,name/src,3,1927,1933,6,5,,Irish Labour / Labour Party (Ireland),4,"same name, careers 1927-1927 then 1932-1933, gap 5y"
122017+102601,Jim Patterson,UNDER-MERGE,,src/id,3,1991,1997,6,2,,DUP / Fine Gael,4,"same name, careers 1991-1991 then 1993-1997, gap 2y"
117720+103871,Charles Craig,UNDER-MERGE,,src/id,4,1918,1924,6,4,,UUP / Unionist,4,"same name, careers 1918-1918 then 1922-1924, gap 4y"
115460+103978,Albert McElroy,UNDER-MERGE,,id/id,3,1945,1951,6,5,,Commonwealth Labour Party / NI Labour,4,"same name, careers 1945-1945 then 1950-1951, gap 5y"
104063+104502,Robert Getgood,UNDER-MERGE,,id/id,3,1943,1949,6,2,,NI Labour,4,"same name, careers 1943-1943 then 1945-1949, gap 2y"
117726+104129,Robert Lynn,UNDER-MERGE,,src/id,4,1918,1924,6,4,,UUP / Unionist,4,"same name, careers 1918-1918 then 1922-1924, gap 4y"
117520+105669,Walter Smiles,UNDER-MERGE,,id/id,3,1945,1951,6,5,,UUP,4,"same name, careers 1945-1945 then 1950-1951, gap 5y"
105923+117578,James Morrow,UNDER-MERGE,,id/id,3,1945,1951,6,2,,NI Labour,4,"same name, careers 1945-1949 then 1951-1951, gap 2y"
122528+111135,John Kelly,UNDER-MERGE,,src/name,2,2009,2014,5,5,,Irish Labour / Lab.,4,"same name, careers 2009-2009 then 2014-2014, gap 5y"
106238+22454,Elisha McCallion,UNDER-MERGE,,id/id,4,2014,2019,5,3,,Sinn Féin,4,"same name, careers 2014-2014 then 2017-2019, gap 3y"
120950+116629,James O'Reilly,UNDER-MERGE,,src/id,2,1943,1948,5,5,,Fianna Fáil / Nationalist Party,4,"same name, careers 1943-1943 then 1948-1948, gap 5y"
115213+116293,Robert Hill,UNDER-MERGE,,id/id,2,1933,1938,5,5,,Ind. Unionist Party / Independent Unionist,4,"same name, careers 1933-1933 then 1938-1938, gap 5y"
113313+33545,Martin Kelly,UNDER-MERGE,,src/id,3,2011,2016,5,4,,CISTA / Sinn Féin,4,"same name, careers 2011-2011 then 2015-2016, gap 4y"
76195+105878,John McDowell,UNDER-MERGE,,id/id,2,1959,1964,5,5,,NI Labour,4,"same name, careers 1959-1959 then 1964-1964, gap 5y"
104924+103946,Sheelagh Murnaghan,UNDER-MERGE,,id/id,3,1961,1966,5,4,,Ulster Liberal,4,"same name, careers 1961-1962 then 1966-1966, gap 4y"
106217+96043,John Laird,UNDER-MERGE,,id/id,3,1970,1975,5,3,,UUP,4,"same name, careers 1970-1970 then 1973-1975, gap 3y"
111863+106067,John Lynch,UNDER-MERGE,,id/id,2,1959,1964,5,5,,Republican Clubs / Sinn Féin,4,"same name, careers 1959-1959 then 1964-1964, gap 5y"
113101+123747,Thomas Kelly,UNDER-MERGE,,name/src,2,1922,1927,5,5,,Farmers / Pro-Treaty Sinn Féin,4,"same name, careers 1922-1922 then 1927-1927, gap 5y"
100770+112140,Peter Ward,UNDER-MERGE,,src/name,4,1918,1923,5,1,,Cumann na nGaedheal / Pro-Treaty Sinn Féin / Sinn Féin,4,"same name, careers 1918-1922 then 1923-1923, gap 1y"
112990+101133,Hugh Colohan,UNDER-MERGE,,name/src,4,1922,1927,5,1,,Irish Labour / Labour Party (Ireland),4,"same name, careers 1922-1922 then 1923-1927, gap 1y"
113080+101259,Richard Wilson,UNDER-MERGE,,name/src,4,1922,1927,5,1,,Farmers / Independent,4,"same name, careers 1922-1922 then 1923-1927, gap 1y"
112943+101818,Cathal O'Shannon,UNDER-MERGE,,name/src,3,1922,1927,5,1,,Irish Labour,4,"same name, careers 1922-1922 then 1923-1927, gap 1y"
113139+103155,Ciarán McCarthy,UNDER-MERGE,,src/name,4,2019,2024,5,0,,Social Democrats,4,"same name, careers 2019-2024 then 2024-2024, gap 0y"
118166+103263,Finian Toomey,UNDER-MERGE,,src/name,4,2019,2024,5,0,,Aontú,4,"same name, careers 2019-2024 then 2024-2024, gap 0y"
123282+123283,James Daly,UNDER-MERGE,,id/id,2,1895,1900,5,5,,Irish National Federation / Irish Parliamentary,4,"same name, careers 1895-1895 then 1900-1900, gap 5y"
103369+113188,John Bergin,UNDER-MERGE,,name/src,2,1922,1927,5,5,,Independent,4,"same name, careers 1922-1922 then 1927-1927, gap 5y"
103446+123764,Laurence O'Neill,UNDER-MERGE,,name/src,2,1922,1927,5,5,,Independent / Independent politician (Ireland),4,"same name, careers 1922-1922 then 1927-1927, gap 5y"
103808+104437,Edward Brown,UNDER-MERGE,,id/id,2,1950,1955,5,5,,NI Labour,4,"same name, careers 1950-1950 then 1955-1955, gap 5y"
105022+104640,Voice,UNDER-MERGE,,id/id,2,2014,2019,5,5,,TUV,4,"same name, careers 2014-2014 then 2019-2019, gap 5y"
117705+103898,Joseph Campbell,UNDER-MERGE,,src/id,3,1954,1959,5,1,,Sinn Féin,4,"same name, careers 1954-1954 then 1955-1959, gap 1y"
104717+104746,Party,UNDER-MERGE,,id/id,3,2014,2019,5,0,,SDLP / UUP,4,"same name, careers 2014-2014 then 2014-2019, gap 0y"
104862+104872,Party,UNDER-MERGE,,id/id,3,2014,2019,5,0,,DUP,4,"same name, careers 2014-2014 then 2014-2019, gap 0y"
115251+115524,Party,UNDER-MERGE,,id/id,3,2014,2019,5,0,,DUP / UUP,4,"same name, careers 2014-2014 then 2014-2019, gap 0y"
117690+103987,Party,UNDER-MERGE,,name/id,2,2014,2019,5,5,,SDLP / UKIP,4,"same name, careers 2014-2014 then 2019-2019, gap 5y"
104471+104570,William McConnell Wilton,UNDER-MERGE,,id/id,2,1933,1938,5,5,,Ind. Unionist Party / Independent Unionist,4,"same name, careers 1933-1933 then 1938-1938, gap 5y"
105311+104621,Ireland,UNDER-MERGE,,id/id,2,2014,2019,5,5,,Alliance / Green,4,"same name, careers 2014-2014 then 2019-2019, gap 5y"
