GeographyCode,QS302NI0001,QS302NI0002,QS302NI0003,QS302NI0004,QS302NI0005,QS302NI0006
N92000002,1810863,864187,575616,268932,80542,21586
BHSCT,348204,159848,107256,54876,20319,5905
NHSCT,463297,218824,153822,68238,17849,4564
SEHSCT,346911,166516,113941,49491,13431,3532
SHSCT,358034,177389,111201,50669,14907,3868
WHSCT,294417,141610,89396,45658,14036,3717
BELB,280962,127861,85293,45017,17584,5207
NEELB,426284,201476,142209,62354,16157,4088
SEELB,414153,198503,135904,59350,16166,4230
SELB,395047,194737,122814,56553,16599,4344
WELB,294417,141610,89396,45658,14036,3717
UKN01,280962,127861,85293,45017,17584,5207
UKN02,390597,187226,128568,55409,15370,4024
UKN03,438823,207960,144245,64596,17586,4436
UKN04,288597,136146,90569,44598,13689,3595
UKN05,411884,204994,126941,59312,16313,4324
95AA,53428,26446,17465,7165,1859,493
95BB,78078,35136,26732,12143,3239,828
95CC,59340,29927,18248,8417,2220,528
95DD,64044,30287,21760,9311,2184,502
95EE,31224,14605,10466,4583,1267,303
95FF,48339,24032,15244,6669,1900,494
95GG,280962,127861,85293,45017,17584,5207
95HH,39114,17696,13283,6059,1689,387
95II,67242,31987,21963,9859,2735,698
95JJ,59067,27436,20144,8819,2152,516
95KK,37013,17348,11613,5884,1692,476
95LL,93023,43838,29623,14059,4386,1117
95MM,107877,52363,31722,16344,5809,1639
95NN,69731,33893,22281,10127,2731,699
95OO,57852,28488,18409,8092,2275,588
95PP,61805,30480,19595,9084,2098,548
95QQ,32180,14328,11140,5122,1287,303
95RR,33536,15934,10634,5076,1542,350
95SS,120165,59834,37889,16309,4837,1296
95TT,45038,22704,13964,6337,1587,446
95UU,17050,7918,5593,2688,647,204
95VV,99480,51104,29677,13432,4126,1141
95WW,85139,40056,28394,12270,3485,934
95XX,78937,37653,27039,10912,2624,709
95YY,51356,24943,15435,8066,2315,597
95ZZ,39843,17890,12010,7088,2272,583
