GeographyCode,QS408NI0001,QS408NI0002,QS408NI0003,QS408NI0004,QS408NI0005
N92000002,703275,492550,198042,9963,2720
BHSCT,148328,104180,41049,2336,763
NHSCT,177914,127228,48127,2051,508
SEHSCT,136698,98696,36140,1486,376
SHSCT,131129,88792,39622,2168,547
WHSCT,109206,73654,33104,1922,526
BELB,120595,83863,33945,2085,702
NEELB,165010,118694,44052,1825,439
SEELB,164431,119013,43244,1737,437
SELB,144033,97326,43697,2394,616
WELB,109206,73654,33104,1922,526
UKN01,120595,83863,33945,2085,702
UKN02,156882,114289,40713,1521,359
UKN03,170132,121638,46102,1913,479
UKN04,109318,74738,32264,1829,487
UKN05,146348,98022,45018,2615,693
95AA,20064,13983,5780,251,50
95BB,31514,23030,8144,269,71
95CC,21594,14997,6207,310,80
95DD,24817,18297,6181,266,73
95EE,11508,7919,3371,176,42
95FF,18303,13088,5001,181,33
95GG,120595,83863,33945,2085,702
95HH,16200,12074,4002,104,20
95II,27733,20317,7104,251,61
95JJ,23508,17417,5771,242,78
95KK,12904,8534,4075,226,69
95LL,35931,24878,10418,494,141
95MM,40779,26564,13120,865,230
95NN,26206,18271,7497,348,90
95OO,20270,13197,6502,442,129
95PP,23069,16366,6294,310,99
95QQ,13297,10091,3081,104,21
95RR,12098,8220,3659,173,46
95SS,45723,31677,13217,690,139
95TT,15037,9680,5010,278,69
95UU,6608,4730,1748,107,23
95VV,35031,22632,11494,741,164
95WW,33971,24503,9108,297,63
95XX,33255,25718,7282,179,76
95YY,18443,12616,5436,308,83
95ZZ,14817,9888,4595,266,68
