GeographyCode,QS113NI0001,QS113NI0002,QS113NI0003,QS113NI0004,QS113NI0005,QS113NI0006,QS113NI0007,QS113NI0008,QS113NI0009,QS113NI0010,QS113NI0011,QS113NI0012
N92000002,703275,196414,78101,118313,506861,45112,108982,78599,89956,27345,48835,108032
BHSCT,148328,50611,18213,32398,97717,11109,24417,14918,15550,3476,7930,20317
NHSCT,177914,46858,19904,26954,131056,10198,28116,21514,23946,7143,12408,27731
SEHSCT,136698,36574,15394,21180,100124,7969,22565,17522,18867,4855,8631,19715
SHSCT,131129,32965,13634,19331,98164,7995,18709,13792,18167,6952,10691,21858
WHSCT,109206,29406,10956,18450,79800,7841,15175,10853,13426,4919,9175,18411
BELB,120595,42401,14555,27846,78194,9913,19766,11214,11746,2651,6265,16639
NEELB,165010,43835,18592,25243,121175,9523,26345,20179,22257,6371,11193,25307
SEELB,164431,44784,19052,25732,119647,9165,27216,21226,22671,5680,10296,23393
SELB,144033,35988,14946,21042,108045,8670,20480,15127,19856,7724,11906,24282
WELB,109206,29406,10956,18450,79800,7841,15175,10853,13426,4919,9175,18411
UKN01,120595,42401,14555,27846,78194,9913,19766,11214,11746,2651,6265,16639
UKN02,156882,43525,18382,25143,113357,9376,26339,19854,21921,4978,9295,21594
UKN03,170132,44655,18500,26155,125477,9905,27195,20537,23790,6709,11458,25883
UKN04,109318,29564,11182,18382,79754,8103,15869,11701,13347,4288,8641,17805
UKN05,146348,36269,15482,20787,110079,7815,19813,15293,19152,8719,13176,26111
95AA,20064,5093,1866,3227,14971,1170,3233,2154,3027,890,1545,2952
95BB,31514,8310,3640,4670,23204,1656,5481,4394,4338,993,1791,4551
95CC,21594,5464,2412,3052,16130,1156,2969,2462,2854,1202,1755,3732
95DD,24817,6381,2849,3532,18436,1285,3938,3286,3338,934,1631,4024
95EE,11508,2741,1192,1549,8767,459,1795,1415,1676,537,926,1959
95FF,18303,4613,1862,2751,13690,992,2931,2046,2768,921,1166,2866
95GG,120595,42401,14555,27846,78194,9913,19766,11214,11746,2651,6265,16639
95HH,16200,4674,1950,2724,11526,1075,2714,1966,2185,405,922,2259
95II,27733,8210,3658,4552,19523,1196,4651,3704,3804,825,1665,3678
95JJ,23508,6715,2858,3857,16793,1361,3814,3080,2763,852,1439,3484
95KK,12904,3023,1312,1711,9881,675,1771,1335,1689,772,1215,2424
95LL,35931,9528,3723,5805,26403,2403,5569,3837,5241,1455,2522,5376
95MM,40779,11366,3639,7727,29413,4030,5698,3501,4656,1437,3540,6551
95NN,26206,6888,2957,3931,19318,1560,3823,3099,3431,1148,2029,4228
95OO,20270,4856,2028,2828,15414,1157,2618,2069,2840,1167,1948,3615
95PP,23069,6356,2716,3640,16713,1030,3385,2598,2873,1174,1801,3852
95QQ,13297,3842,1603,2239,9455,839,2220,1721,1647,368,774,1886
95RR,12098,2811,1086,1725,9287,821,1829,1260,1687,526,1020,2144
95SS,45723,11384,4480,6904,34339,3210,7416,5267,6656,1770,3250,6770
95TT,15037,3174,1445,1729,11863,626,2017,1556,2090,1055,1580,2939
95UU,6608,1950,852,1098,4658,356,901,846,697,296,479,1083
95VV,35031,8504,3609,4895,26527,2287,4622,3378,4464,2207,3300,6269
95WW,33971,9265,3977,5288,24706,2352,5713,4155,4834,1034,1897,4721
95XX,33255,9992,4317,5675,23263,1543,5845,4762,4442,944,1561,4166
95YY,18443,4892,1960,2932,13551,884,2431,1895,2342,1142,1577,3280
95ZZ,14817,3981,1555,2426,10836,1076,1832,1599,1868,640,1237,2584
