DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"QS207NI","COUNTRY OF BIRTH - BASIC DETAIL","All usual residents","1. The European Union (EU) as defined on Census day (27 March 2011).; 2. 'Other' consists of persons born at sea or in the air, or with country of birth not stated."
