GeographyCode,QS101NI0001,QS101NI0002,QS101NI0003
N92000002,1810863,1788339,22524
BHSCT,348204,342643,5561
NHSCT,463297,457038,6259
SEHSCT,346911,342197,4714
SHSCT,358034,355580,2454
WHSCT,294417,290881,3536
BELB,280962,276141,4821
NEELB,426284,420327,5957
SEELB,414153,408699,5454
SELB,395047,392291,2756
WELB,294417,290881,3536
UKN01,280962,276141,4821
UKN02,390597,384428,6169
UKN03,438823,434612,4211
UKN04,288597,284667,3930
UKN05,411884,408491,3393
95AA,53428,52540,888
95BB,78078,77483,595
95CC,59340,58638,702
95DD,64044,63403,641
95EE,31224,31054,170
95FF,48339,48045,294
95GG,280962,276141,4821
95HH,39114,38785,329
95II,67242,66502,740
95JJ,59067,57761,1306
95KK,37013,36711,302
95LL,93023,92513,510
95MM,107877,106500,1377
95NN,69731,68714,1017
95OO,57852,57462,390
95PP,61805,61064,741
95QQ,32180,31914,266
95RR,33536,32850,686
95SS,120165,118525,1640
95TT,45038,44822,216
95UU,17050,16907,143
95VV,99480,98922,558
95WW,85139,83141,1998
95XX,78937,77475,1462
95YY,51356,50872,484
95ZZ,39843,39595,248
