ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS205NI0001","Count","PERSONS","All usual residents"
"QS205NI0002","Count","PERSONS","British"
"QS205NI0003","Count","PERSONS","Irish"
"QS205NI0004","Count","PERSONS","Northern Irish"
"QS205NI0005","Count","PERSONS","British and Northern Irish"
"QS205NI0006","Count","PERSONS","Irish and Northern Irish"
"QS205NI0007","Count","PERSONS","Polish"
"QS205NI0008","Count","PERSONS","British, Irish and Northern Irish"
"QS205NI0009","Count","PERSONS","British and Irish"
"QS205NI0010","Count","PERSONS","English"
"QS205NI0011","Count","PERSONS","Scottish"
"QS205NI0012","Count","PERSONS","Lithuanian"
"QS205NI0013","Count","PERSONS","British and English"
"QS205NI0014","Count","PERSONS","Indian"
"QS205NI0015","Count","PERSONS","Slovak, Slovakian"
"QS205NI0016","Count","PERSONS","Portuguese"
"QS205NI0017","Count","PERSONS","Latvian"
"QS205NI0018","Count","PERSONS","Chinese"
"QS205NI0019","Count","PERSONS","British and Scottish"
"QS205NI0020","Count","PERSONS","US Citizen"
"QS205NI0021","Count","PERSONS","Filipino"
"QS205NI0022","Count","PERSONS","Welsh"
"QS205NI0023","Count","PERSONS","Other"
"QS205NI0024","Count","PERSONS","Hungarian"
"QS205NI0025","Count","PERSONS","Romanian"
"QS205NI0026","Count","PERSONS","Irish and Polish"
"QS205NI0027","Count","PERSONS","German"
"QS205NI0028","Count","PERSONS","British, English and Northern Irish"
"QS205NI0029","Count","PERSONS","Irish and US Citizen"
"QS205NI0030","Count","PERSONS","French"
"QS205NI0031","Count","PERSONS","Czech"
"QS205NI0032","Count","PERSONS","Bulgarian"
"QS205NI0033","Count","PERSONS","Canadian"
"QS205NI0034","Count","PERSONS","Spanish"
"QS205NI0035","Count","PERSONS","Italian"
"QS205NI0036","Count","PERSONS","Malaysian"
"QS205NI0037","Count","PERSONS","Australian"
"QS205NI0038","Count","PERSONS","South African"
"QS205NI0039","Count","PERSONS","English and Irish"
"QS205NI0040","Count","PERSONS","British and Welsh"
"QS205NI0041","Count","PERSONS","Dutch"
"QS205NI0042","Count","PERSONS","Irish and Lithuanian"
"QS205NI0043","Count","PERSONS","Russian"
"QS205NI0044","Count","PERSONS","British, Northern Irish and Scottish"
"QS205NI0045","Count","PERSONS","Irish and Other"
"QS205NI0046","Count","PERSONS","Pakistani"
"QS205NI0047","Count","PERSONS","British, English, Irish and Northern Irish"
"QS205NI0048","Count","PERSONS","European (not otherwise specified)"
"QS205NI0049","Count","PERSONS","Irish and Portuguese"
"QS205NI0050","Count","PERSONS","English and Northern Irish"
"QS205NI0051","Count","PERSONS","Nigerian (not otherwise specified)"
"QS205NI0052","Count","PERSONS","British and Filipino"
"QS205NI0053","Count","PERSONS","British and Other"
"QS205NI0054","Count","PERSONS","Thai"
"QS205NI0055","Count","PERSONS","New Zealander"
"QS205NI0056","Count","PERSONS","Northern Irish and Polish"
"QS205NI0057","Count","PERSONS","Northern Irish and Other"
"QS205NI0058","Count","PERSONS","Turkish"
"QS205NI0059","Count","PERSONS","British, Northern Irish and Ulster-Scots"
"QS205NI0060","Count","PERSONS","Brazilian"
"QS205NI0061","Count","PERSONS","British and US Citizen"
"QS205NI0062","Count","PERSONS","British, Irish, Northern Irish and Other"
"QS205NI0063","Count","PERSONS","British and Canadian"
"QS205NI0064","Count","PERSONS","Irish and Indian"
"QS205NI0065","Count","PERSONS","British and Ulster-Scots"
"QS205NI0066","Count","PERSONS","Irish and Australian"
"QS205NI0067","Count","PERSONS","British, Northern Irish and Other"
"QS205NI0068","Count","PERSONS","Zimbabwean"
"QS205NI0069","Count","PERSONS","British and Chinese"
"QS205NI0070","Count","PERSONS","Northern Irish and Scottish"
"QS205NI0071","Count","PERSONS","Northern Irish and US Citizen"
"QS205NI0072","Count","PERSONS","Irish and Scottish"
"QS205NI0073","Count","PERSONS","Swedish"
"QS205NI0074","Count","PERSONS","Ukrainian"
"QS205NI0075","Count","PERSONS","Irish and Canadian"
"QS205NI0076","Count","PERSONS","Bangladeshi"
"QS205NI0077","Count","PERSONS","British, Irish, Northern Irish and Scottish"
"QS205NI0078","Count","PERSONS","Greek"
"QS205NI0079","Count","PERSONS","Irish, Northern Irish and Other"
"QS205NI0080","Count","PERSONS","British and Australian"
"QS205NI0081","Count","PERSONS","Ulster-Scots"
