ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS217NI0001","Count","PERSONS","All usual residents: Aged 3+ years"
"QS217NI0002","Count","PERSONS","Knowledge of Ulster-Scots: Understands but does not read, write or speak Ulster-Scots: Aged 3+ years"
"QS217NI0003","Count","PERSONS","Knowledge of Ulster-Scots: Speaks but does not understand, read or write Ulster-Scots: Aged 3+ years"
"QS217NI0004","Count","PERSONS","Knowledge of Ulster-Scots: Reads but does not understand, speak or write Ulster-Scots: Aged 3+ years"
"QS217NI0005","Count","PERSONS","Knowledge of Ulster-Scots: Writes but does not understand, speak or read Ulster-Scots: Aged 3+ years"
"QS217NI0006","Count","PERSONS","Knowledge of Ulster-Scots: Understands and speaks but does not read or write Ulster-Scots: Aged 3+ years"
"QS217NI0007","Count","PERSONS","Knowledge of Ulster-Scots: Understands and reads but does not speak or write Ulster-Scots: Aged 3+ years"
"QS217NI0008","Count","PERSONS","Knowledge of Ulster-Scots: Understands and writes but does not speak or read Ulster-Scots: Aged 3+ years"
"QS217NI0009","Count","PERSONS","Knowledge of Ulster-Scots: Speaks and reads but does not understand or write Ulster-Scots: Aged 3+ years"
"QS217NI0010","Count","PERSONS","Knowledge of Ulster-Scots: Speaks and writes but does not understand or read Ulster-Scots: Aged 3+ years"
"QS217NI0011","Count","PERSONS","Knowledge of Ulster-Scots: Reads and writes but does not understand or speak Ulster-Scots: Aged 3+ years"
"QS217NI0012","Count","PERSONS","Knowledge of Ulster-Scots: Understands, speaks and reads but does not write Ulster-Scots: Aged 3+ years"
"QS217NI0013","Count","PERSONS","Knowledge of Ulster-Scots: Understands, speaks and writes but does not read Ulster-Scots: Aged 3+ years"
"QS217NI0014","Count","PERSONS","Knowledge of Ulster-Scots: Understands, reads and writes but does not speak Ulster-Scots: Aged 3+ years"
"QS217NI0015","Count","PERSONS","Knowledge of Ulster-Scots: Speaks, reads and writes but does not understand Ulster-Scots: Aged 3+ years"
"QS217NI0016","Count","PERSONS","Knowledge of Ulster-Scots: Speaks, reads, writes and understands Ulster-Scots: Aged 3+ years"
"QS217NI0017","Count","PERSONS","Knowledge of Ulster-Scots: No ability in Ulster-Scots: Aged 3+ years"
