GeographyCode,QS201NI0001,QS201NI0002,QS201NI0003,QS201NI0004,QS201NI0005,QS201NI0006,QS201NI0007,QS201NI0008,QS201NI0009,QS201NI0010,QS201NI0011,QS201NI0012,QS201NI0013,QS201NI0014,QS201NI0015,QS201NI0016,QS201NI0017,QS201NI0018,QS201NI0019,QS201NI0020,QS201NI0021,QS201NI0022,QS201NI0023,QS201NI0024,QS201NI0025,QS201NI0026,QS201NI0027,QS201NI0028,QS201NI0029,QS201NI0030,QS201NI0031,QS201NI0032,QS201NI0033,QS201NI0034,QS201NI0035,QS201NI0036,QS201NI0037,QS201NI0038,QS201NI0039,QS201NI0040,QS201NI0041,QS201NI0042,QS201NI0043,QS201NI0044,QS201NI0045,QS201NI0046,QS201NI0047,QS201NI0048,QS201NI0049,QS201NI0050,QS201NI0051,QS201NI0052,QS201NI0053,QS201NI0054,QS201NI0055,QS201NI0056,QS201NI0057,QS201NI0058,QS201NI0059,QS201NI0060,QS201NI0061,QS201NI0062,QS201NI0063,QS201NI0064,QS201NI0065,QS201NI0066,QS201NI0067,QS201NI0068
N92000002,1810863,1778449,6303,1301,1284,14,3,6198,1091,540,4998,2053,1557,274,261,192,151,110,97,90,88,36,36,20,12,11,10,372,2345,899,886,13,6014,3179,1653,1128,54,2353,510,273,191,166,138,135,119,117,104,67,62,51,50,47,36,32,31,26,21,21,20,19,19,17,17,14,13,13,12,12
