ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS403NI0001","Count","PERSONS","All usual residents in households"
"QS403NI0002","Count","PERSONS","Owner occupied: Total"
"QS403NI0003","Count","PERSONS","Owner occupied: Owns outright"
"QS403NI0004","Count","PERSONS","Owner occupied: Owns with a mortgage or loan"
"QS403NI0005","Count","PERSONS","Shared ownership"
"QS403NI0006","Count","PERSONS","Social rented: Total"
"QS403NI0007","Count","PERSONS","Social rented: Northern Ireland Housing Executive"
"QS403NI0008","Count","PERSONS","Social rented: Housing association or charitable trust"
"QS403NI0009","Count","PERSONS","Private rented: Total"
"QS403NI0010","Count","PERSONS","Private rented: Private landlord or letting agency"
"QS403NI0011","Count","PERSONS","Private rented: Employer of a household member"
"QS403NI0012","Count","PERSONS","Private rented: Relative or friend of a household member"
"QS403NI0013","Count","PERSONS","Private rented: Other"
"QS403NI0014","Count","PERSONS","Lives rent free"
