GeographyCode,QS116NI0001,QS116NI0002,QS116NI0003,QS116NI0004,QS116NI0005,QS116NI0006
N92000002,703275,465181,101208,86018,36769,14099
BHSCT,148328,105367,20210,14960,5694,2097
NHSCT,177914,117463,25456,22261,9285,3449
SEHSCT,136698,91066,19376,17410,6688,2158
SHSCT,131129,82100,19797,17250,8470,3512
WHSCT,109206,69185,16369,14137,6632,2883
BELB,120595,86131,16500,11635,4560,1769
NEELB,165010,109469,23570,20548,8354,3069
SEELB,164431,110302,23086,20735,7822,2486
SELB,144033,90094,21683,18963,9401,3892
WELB,109206,69185,16369,14137,6632,2883
UKN01,120595,86131,16500,11635,4560,1769
UKN02,156882,105274,22739,19599,7148,2122
UKN03,170132,111837,24526,21954,8794,3021
UKN04,109318,70449,16333,14020,6106,2410
UKN05,146348,91490,21110,18810,10161,4777
95AA,20064,12736,2957,2804,1174,393
95BB,31514,21582,4308,3893,1315,416
95CC,21594,13758,3065,2747,1403,621
95DD,24817,16742,3421,2984,1239,431
95EE,11508,7482,1562,1552,637,275
95FF,18303,11742,2588,2517,1067,389
95GG,120595,86131,16500,11635,4560,1769
95HH,16200,10932,2498,1936,657,177
95II,27733,19236,3710,3325,1134,328
95JJ,23508,16248,3044,2688,1150,378
95KK,12904,7994,1886,1713,931,380
95LL,35931,22905,5648,4769,1974,635
95MM,40779,25284,6774,5400,2360,961
95NN,26206,16949,3704,3450,1524,579
95OO,20270,12379,3085,2746,1416,644
95PP,23069,15314,2964,2781,1351,659
95QQ,13297,9181,1900,1537,501,178
95RR,12098,7530,1922,1660,713,273
95SS,45723,28914,7087,6256,2598,868
95TT,15037,9044,2221,2014,1132,626
95UU,6608,4533,800,762,356,157
95VV,35031,21316,5411,4471,2610,1223
95WW,33971,22571,5167,4271,1508,454
95XX,33255,23621,4277,3811,1251,295
95YY,18443,11685,2478,2338,1318,624
95ZZ,14817,9372,2231,1958,890,366
