GeographyCode,QS410NI0001,QS410NI0002,QS410NI0003
N92000002,748235,703275,44960
BHSCT,158510,148328,10182
NHSCT,190168,177914,12254
SEHSCT,144942,136698,8244
SHSCT,138913,131129,7784
WHSCT,115702,109206,6496
BELB,129761,120595,9166
NEELB,176510,165010,11500
SEELB,173691,164431,9260
SELB,152571,144033,8538
WELB,115702,109206,6496
UKN01,129761,120595,9166
UKN02,163971,156882,7089
UKN03,180459,170132,10327
UKN04,118324,109318,9006
UKN05,155720,146348,9372
95AA,20991,20064,927
95BB,33569,31514,2055
95CC,23191,21594,1597
95DD,25873,24817,1056
95EE,12018,11508,510
95FF,19378,18303,1075
95GG,129761,120595,9166
95HH,16842,16200,642
95II,28749,27733,1016
95JJ,27482,23508,3974
95KK,13658,12904,754
95LL,37925,35931,1994
95MM,42432,40779,1653
95NN,28373,26206,2167
95OO,21474,20270,1204
95PP,25166,23069,2097
95QQ,14350,13297,1053
95RR,12729,12098,631
95SS,47824,45723,2101
95TT,15566,15037,529
95UU,8008,6608,1400
95VV,36945,35031,1914
95WW,35380,33971,1409
95XX,35176,33255,1921
95YY,19720,18443,1277
95ZZ,15655,14817,838
