GeographyCode,QS212NI0001,QS212NI0002,QS212NI0003,QS212NI0004,QS212NI0005,QS212NI0006
N92000002,1735711,161662,104943,87871,76647,184898
BHSCT,334560,35258,24188,20117,17849,40329
NHSCT,444578,31410,19593,15985,13894,35823
SEHSCT,333088,18760,11602,9628,8320,21388
SHSCT,341383,42575,27824,23726,20582,48625
WHSCT,282102,33659,21736,18415,16002,38733
BELB,269804,32182,22319,18459,16442,36837
NEELB,409258,26935,16749,13708,11888,30691
SEELB,397844,21836,13471,11286,9727,24880
SELB,376703,47050,30668,26003,22588,53757
WELB,282102,33659,21736,18415,16002,38733
UKN01,269804,32182,22319,18459,16442,36837
UKN02,374966,18093,11304,9515,8192,20547
UKN03,420580,26757,16391,13746,11760,30487
UKN04,277050,27520,18104,15177,13277,31630
UKN05,393311,57110,36825,30974,26976,65397
95AA,51042,3760,2343,1905,1646,4283
95BB,75313,2048,1090,958,824,2328
95CC,56792,6729,4316,3761,3262,7716
95DD,61601,2867,1587,1297,1071,3261
95EE,29937,1991,1290,992,890,2326
95FF,46112,2666,1618,1398,1202,3027
95GG,269804,32182,22319,18459,16442,36837
95HH,37739,744,397,362,291,841
95II,64756,3076,1869,1658,1407,3492
95JJ,56990,3175,2007,1652,1434,3657
95KK,35320,4475,2844,2277,2006,5132
95LL,88565,7945,5200,4410,3808,9016
95MM,103341,12743,8682,7420,6483,14605
95NN,66882,6280,3920,3244,2761,7207
95OO,55075,8791,5962,5001,4376,10050
95PP,59282,6646,4236,3603,3113,7766
95QQ,31065,1191,633,534,448,1365
95RR,32150,2820,1734,1446,1208,3270
95SS,114825,8294,5470,4410,3922,9411
95TT,42883,6996,4515,3649,3222,7924
95UU,16423,2370,1531,1248,1127,2673
95VV,94839,16444,10728,9156,7934,18816
95WW,81578,3841,2446,2069,1759,4361
95XX,76068,2138,1122,1016,813,2442
95YY,49120,7029,4224,3527,3063,7993
95ZZ,38209,4421,2860,2419,2135,5099
