GeographyCode,QS403NI0001,QS403NI0002,QS403NI0003,QS403NI0004,QS403NI0005,QS403NI0006,QS403NI0007,QS403NI0008,QS403NI0009,QS403NI0010,QS403NI0011,QS403NI0012,QS403NI0013,QS403NI0014
N92000002,1788339,1285113,510315,764777,10021,219712,170881,48831,252509,228103,3702,16548,4156,31005
BHSCT,342643,204390,73573,128693,2124,72822,51008,21814,59277,54979,309,3063,926,6154
NHSCT,457038,347457,142389,202430,2638,41908,37136,4772,59887,53755,1060,4273,799,7786
SEHSCT,342197,261330,97408,161338,2584,37709,29448,8261,38003,32743,1578,2630,1052,5155
SHSCT,355580,265738,108263,155908,1567,29472,23900,5572,54022,49392,483,3434,713,6348
WHSCT,290881,206198,88682,116408,1108,37801,29389,8412,41320,37234,272,3148,666,5562
BELB,276141,152027,55026,95352,1649,65488,44637,20851,53344,49622,237,2610,875,5282
NEELB,420327,318742,129202,187080,2460,39708,35165,4543,54728,49086,1029,3848,765,7149
SEELB,408699,313693,115955,194679,3059,45043,35819,9224,43936,38100,1650,3083,1103,6027
SELB,392291,294453,121450,171258,1745,31672,25871,5801,59181,54061,514,3859,747,6985
WELB,290881,206198,88682,116408,1108,37801,29389,8412,41320,37234,272,3148,666,5562
UKN01,276141,152027,55026,95352,1649,65488,44637,20851,53344,49622,237,2610,875,5282
UKN02,384428,296377,103047,190208,3122,43659,34816,8843,39294,34417,1447,2531,899,5098
UKN03,434612,328687,129101,197050,2536,39610,33798,5812,58858,52735,1215,3937,971,7457
UKN04,284667,195977,80886,113671,1420,41299,33055,8244,41994,38018,240,3119,617,5397
UKN05,408491,312045,142255,168496,1294,29656,24575,5081,59019,53311,563,4351,794,7771
95AA,52540,39880,14261,25334,285,4771,4315,456,7045,5565,717,469,294,844
95BB,77483,60143,23268,36309,566,8265,7118,1147,7775,7009,76,607,83,1300
95CC,58638,45904,20388,25373,143,4005,3361,644,7617,6813,82,586,136,1112
95DD,63403,48075,22054,25719,302,5557,4952,605,8512,7815,53,541,103,1259
95EE,31054,23393,10137,13078,178,3030,2880,150,4052,3681,1,334,36,579
95FF,48045,38058,14808,23062,188,3462,2916,546,5526,5009,48,414,55,999
95GG,276141,152027,55026,95352,1649,65488,44637,20851,53344,49622,237,2610,875,5282
95HH,38785,29969,9732,19944,293,4010,3331,679,4312,3938,28,319,27,494
95II,66502,52363,18547,33341,475,7334,6371,963,5933,5357,72,453,51,872
95JJ,57761,40116,18474,21294,348,6627,5839,788,9832,8985,91,667,89,1186
95KK,36711,28715,13187,15350,178,2200,1971,229,5159,4669,31,425,34,637
95LL,92513,65735,23489,41558,688,9465,7757,1708,15926,14920,113,762,131,1387
95MM,106500,67455,23194,43704,557,21450,15678,5772,15839,14356,60,1035,388,1756
95NN,68714,52207,21041,30822,344,5502,4509,993,9869,8593,201,809,266,1136
95OO,57462,41857,18856,22787,214,4535,3605,930,9944,9034,132,618,160,1126
95PP,61064,47282,24060,23076,146,4376,3531,845,8105,7249,90,655,111,1301
95QQ,31914,24589,10180,14246,163,2588,2231,357,4205,3824,7,335,39,532
95RR,32850,24394,9929,14311,154,3297,2786,511,4587,4081,40,427,39,572
95SS,118525,88206,30191,57162,853,17811,13094,4717,10669,8819,877,601,372,1839
95TT,44822,35395,16350,18889,156,2870,2633,237,5666,5131,67,419,49,891
95UU,16907,12260,6345,5860,55,1882,1691,191,2414,2166,19,219,10,351
95VV,98922,74184,30722,43128,334,8005,6261,1744,15009,13616,108,1054,231,1724
95WW,83141,65065,21669,42716,680,8373,7293,1080,8690,7981,46,545,118,1013
95XX,77475,60774,22908,37045,821,6131,4727,1404,9690,8322,424,613,331,880
95YY,50872,38708,18692,19893,123,3665,3213,452,7519,6799,53,594,73,980
95ZZ,39595,28359,12807,15424,128,5013,4181,832,5270,4749,29,437,55,953
