GeographyCode,QS115NI0001,QS115NI0002,QS115NI0003,QS115NI0004,QS115NI0005,QS115NI0006,QS115NI0007,QS115NI0008,QS115NI0009,QS115NI0010,QS115NI0011,QS115NI0012
N92000002,491122,252850,36264,22207,45340,34069,30699,20202,25105,20122,4264,439896
BHSCT,89867,46818,7397,4703,8775,6064,5183,3416,3880,3019,612,75446
NHSCT,128603,68161,8906,5583,11466,8605,8309,5139,6345,5044,1045,111683
SEHSCT,98639,53015,6831,4191,8776,6737,6349,4134,4324,3528,754,82746
SHSCT,96255,47206,7530,4115,8625,7178,5886,4009,6054,4712,940,93817
WHSCT,77758,37650,5600,3615,7698,5485,4972,3504,4502,3819,913,76204
BELB,70790,36235,6149,3905,7053,4821,3955,2596,3209,2373,494,60366
NEELB,118851,63327,8232,5199,10574,7879,7775,4710,5692,4550,913,102037
SEELB,117716,63598,8079,4989,10498,7980,7577,4954,4995,4174,872,97826
SELB,106007,52040,8204,4499,9517,7904,6420,4438,6707,5206,1072,103463
WELB,77758,37650,5600,3615,7698,5485,4972,3504,4502,3819,913,76204
UKN01,70790,36235,6149,3905,7053,4821,3955,2596,3209,2373,494,60366
UKN02,111437,59836,8035,4949,10173,7607,7239,4560,4558,3706,774,91760
UKN03,123566,65292,8807,5323,10899,8663,8116,4926,5977,4659,904,106806
UKN04,77559,38599,5585,3688,7586,5333,5126,3405,3998,3428,811,72270
UKN05,107770,52888,7688,4342,9629,7645,6263,4715,7363,5956,1281,108694
95AA,14788,7472,1149,626,1240,1106,1067,597,813,616,102,13637
95BB,22915,13002,1412,966,1993,1462,1466,927,850,712,125,17631
95CC,15872,8049,1103,611,1403,1101,911,706,1004,814,170,15279
95DD,18173,10089,1168,790,1534,1140,1170,661,815,672,134,14847
95EE,8623,4598,597,329,662,599,594,361,447,353,83,7687
95FF,13444,6891,961,538,1126,1019,911,566,774,545,113,12387
95GG,70790,36235,6149,3905,7053,4821,3955,2596,3209,2373,494,60366
95HH,11355,6098,806,525,1198,682,780,447,402,340,77,9030
95II,19077,10583,1248,798,1722,1243,1228,820,671,646,118,15080
95JJ,16092,8835,1001,686,1418,965,1015,685,701,652,134,13350
95KK,9752,4834,674,384,892,726,534,429,653,494,132,9646
95LL,25914,12874,2236,1158,2388,2052,1655,992,1400,958,201,23646
95MM,28565,12970,2312,1589,3198,2125,1914,1268,1540,1305,344,28489
95NN,19009,9759,1281,762,1762,1329,1250,814,1013,866,173,17481
95OO,15045,7146,1254,662,1266,1161,909,647,984,859,157,15386
95PP,16253,8513,1029,618,1379,1087,935,727,982,814,169,15274
95QQ,9323,5205,600,483,856,555,597,369,312,290,56,7177
95RR,9125,4568,697,440,819,618,603,426,471,395,88,8451
95SS,33905,17044,2629,1524,3164,2479,2206,1503,1716,1326,314,30857
95TT,11649,5651,819,426,1030,810,671,507,921,656,158,12274
95UU,4558,2478,249,171,404,286,283,183,257,201,46,4019
95VV,25980,12246,1976,1146,2442,1845,1500,1098,1892,1536,299,27119
95WW,24290,12901,1843,1163,2232,1736,1598,900,1024,770,123,20016
95XX,22810,13210,1509,939,1857,1467,1427,890,745,624,142,16777
95YY,13219,6449,833,495,1217,915,803,601,927,783,196,13716
95ZZ,10596,5150,729,473,1085,740,717,482,582,522,116,10274
