GeographyCode,QS204NI0001,QS204NI0002,QS204NI0003,QS204NI0004,QS204NI0005,QS204NI0006
N92000002,703275,196414,498581,2598,3872,1810
BHSCT,148328,50611,94970,752,1147,848
NHSCT,177914,46858,129435,479,859,283
SEHSCT,136698,36574,98636,483,820,185
SHSCT,131129,32965,96733,547,608,276
WHSCT,109206,29406,78807,337,438,218
BELB,120595,42401,75828,652,920,794
NEELB,165010,43835,119642,450,820,263
SEELB,164431,44784,117778,583,1047,239
SELB,144033,35988,106526,576,647,296
WELB,109206,29406,78807,337,438,218
UKN01,120595,42401,75828,652,920,794
UKN02,156882,43525,111449,581,1055,272
UKN03,170132,44655,123842,574,843,218
UKN04,109318,29564,78702,313,497,242
UKN05,146348,36269,108760,478,557,284
95AA,20064,5093,14757,68,120,26
95BB,31514,8310,22936,83,151,34
95CC,21594,5464,15985,53,77,15
95DD,24817,6381,18246,71,83,36
95EE,11508,2741,8694,20,38,15
95FF,18303,4613,13535,51,84,20
95GG,120595,42401,75828,652,920,794
95HH,16200,4674,11375,40,91,20
95II,27733,8210,19142,100,227,54
95JJ,23508,6715,16549,46,140,58
95KK,12904,3023,9793,29,39,20
95LL,35931,9528,25931,195,209,68
95MM,40779,11366,28909,177,197,130
95NN,26206,6888,19062,87,144,25
95OO,20270,4856,15087,118,104,105
95PP,23069,6356,16526,65,86,36
95QQ,13297,3842,9375,19,52,9
95RR,12098,2811,9214,24,39,10
95SS,45723,11384,33792,196,280,71
95TT,15037,3174,11739,46,60,18
95UU,6608,1950,4613,12,24,9
95VV,35031,8504,26195,130,134,68
95WW,33971,9265,24294,128,212,72
95XX,33255,9992,22846,117,245,55
95YY,18443,4892,13435,37,57,22
95ZZ,14817,3981,10723,34,59,20
