GeographyCode,QS211NI0001,QS211NI0002,QS211NI0003,QS211NI0004,QS211NI0005,QS211NI0006
N92000002,1735711,1681171,20260,19811,11802,2667
BHSCT,334560,320127,6876,4901,2175,481
NHSCT,444578,433481,3665,4127,2674,631
SEHSCT,333088,327171,2703,2018,986,210
SHSCT,341383,324297,4710,6659,4667,1050
WHSCT,282102,276095,2306,2106,1300,295
BELB,269804,256904,6083,4427,1944,446
NEELB,409258,399392,3341,3661,2326,538
SEELB,397844,390394,3496,2492,1217,245
SELB,376703,358386,5034,7125,5015,1143
WELB,282102,276095,2306,2106,1300,295
UKN01,269804,256904,6083,4427,1944,446
UKN02,374966,367324,3582,2624,1194,242
UKN03,420580,408237,3746,4804,3084,709
UKN04,277050,272011,2079,1615,1041,304
UKN05,393311,376695,4770,6341,4539,966
95AA,51042,49238,590,681,454,79
95BB,75313,74323,385,336,217,52
95CC,56792,54716,592,756,600,128
95DD,61601,59509,516,844,573,159
95EE,29937,29495,126,144,136,36
95FF,46112,45397,266,264,153,32
95GG,269804,256904,6083,4427,1944,446
95HH,37739,37226,220,183,84,26
95II,64756,63223,793,474,231,35
95JJ,56990,55434,532,564,359,101
95KK,35320,34089,324,466,348,93
95LL,88565,83203,1412,2182,1432,336
95MM,103341,101409,935,578,325,94
95NN,66882,65748,463,400,222,49
95OO,55075,49935,1215,2018,1601,306
95PP,59282,57652,565,653,342,70
95QQ,31065,30819,114,97,33,2
95RR,32150,31787,145,117,72,29
95SS,114825,112324,1230,830,374,67
95TT,42883,41691,411,411,319,51
95UU,16423,16205,118,52,36,12
95VV,94839,91046,1225,1439,881,248
95WW,81578,79775,714,685,332,72
95XX,76068,74776,625,452,173,42
95YY,49120,47566,438,598,448,70
95ZZ,38209,37681,223,160,113,32
