GeographyCode,QS210NI0001,QS210NI0002,QS210NI0003,QS210NI0004,QS210NI0005,QS210NI0006,QS210NI0007,QS210NI0008,QS210NI0009,QS210NI0010,QS210NI0011,QS210NI0012,QS210NI0013,QS210NI0014,QS210NI0015,QS210NI0016,QS210NI0017,QS210NI0018,QS210NI0019,QS210NI0020,QS210NI0021,QS210NI0022,QS210NI0023,QS210NI0024,QS210NI0025,QS210NI0026,QS210NI0027,QS210NI0028,QS210NI0029,QS210NI0030,QS210NI0031,QS210NI0032,QS210NI0033,QS210NI0034,QS210NI0035,QS210NI0036,QS210NI0037,QS210NI0038,QS210NI0039,QS210NI0040,QS210NI0041,QS210NI0042,QS210NI0043,QS210NI0044,QS210NI0045,QS210NI0046,QS210NI0047,QS210NI0048,QS210NI0049,QS210NI0050,QS210NI0051,QS210NI0052,QS210NI0053,QS210NI0054,QS210NI0055,QS210NI0056,QS210NI0057,QS210NI0058,QS210NI0059,QS210NI0060,QS210NI0061,QS210NI0062,QS210NI0063,QS210NI0064,QS210NI0065,QS210NI0066,QS210NI0067,QS210NI0068,QS210NI0069,QS210NI0070,QS210NI0071,QS210NI0072,QS210NI0073,QS210NI0074,QS210NI0075,QS210NI0076,QS210NI0077,QS210NI0078,QS210NI0079,QS210NI0080,QS210NI0081,QS210NI0082,QS210NI0083,QS210NI0084,QS210NI0085,QS210NI0086,QS210NI0087,QS210NI0088,QS210NI0089,QS210NI0090,QS210NI0091
N92000002,1735711,1681171,17731,6250,4130,2293,2257,2214,1895,1273,1191,1174,1008,966,918,850,791,728,549,535,533,454,429,427,400,339,326,308,289,261,255,250,199,194,152,135,124,120,85,83,83,83,83,81,73,65,62,61,59,58,58,56,55,53,53,51,51,47,44,43,43,40,38,34,33,29,28,26,25,25,25,24,24,23,21,19,18,18,17,17,16,14,13,12,12,12,11,10,10,10,558
