ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"QS210NI0001","Count","PERSONS","All usual residents: Aged 3+ years"
"QS210NI0002","Count","PERSONS","English"
"QS210NI0003","Count","PERSONS","Polish "
"QS210NI0004","Count","PERSONS","Lithuanian"
"QS210NI0005","Count","PERSONS","Gaelic (Irish) "
"QS210NI0006","Count","PERSONS","Portuguese "
"QS210NI0007","Count","PERSONS","Slovak"
"QS210NI0008","Count","PERSONS","Chinese (Not otherwise specified)"
"QS210NI0009","Count","PERSONS","Tagalog/Filipino"
"QS210NI0010","Count","PERSONS","Latvian "
"QS210NI0011","Count","PERSONS","Russian"
"QS210NI0012","Count","PERSONS","Malayalam"
"QS210NI0013","Count","PERSONS","Hungarian"
"QS210NI0014","Count","PERSONS","Cantonese"
"QS210NI0015","Count","PERSONS","Spanish "
"QS210NI0016","Count","PERSONS","French"
"QS210NI0017","Count","PERSONS","Romanian"
"QS210NI0018","Count","PERSONS","German "
"QS210NI0019","Count","PERSONS","Arabic "
"QS210NI0020","Count","PERSONS","Bulgarian"
"QS210NI0021","Count","PERSONS","Czech"
"QS210NI0022","Count","PERSONS","Hindi"
"QS210NI0023","Count","PERSONS","Tetun"
"QS210NI0024","Count","PERSONS","Italian"
"QS210NI0025","Count","PERSONS","Mandarin Chinese"
"QS210NI0026","Count","PERSONS","British Sign Language"
"QS210NI0027","Count","PERSONS","Bengali "
"QS210NI0028","Count","PERSONS","Urdu "
"QS210NI0029","Count","PERSONS","Turkish "
"QS210NI0030","Count","PERSONS","Dutch"
"QS210NI0031","Count","PERSONS","Tamil"
"QS210NI0032","Count","PERSONS","Thai"
"QS210NI0033","Count","PERSONS","Telugu"
"QS210NI0034","Count","PERSONS","Panjabi (Not otherwise specified)"
"QS210NI0035","Count","PERSONS","Malay"
"QS210NI0036","Count","PERSONS","Persian/Farsi"
"QS210NI0037","Count","PERSONS","Swedish"
"QS210NI0038","Count","PERSONS","Greek"
"QS210NI0039","Count","PERSONS","Sign Language (Not otherwise specified)"
"QS210NI0040","Count","PERSONS","Afrikaans"
"QS210NI0041","Count","PERSONS","Japanese"
"QS210NI0042","Count","PERSONS","Nepalese"
"QS210NI0043","Count","PERSONS","Pashto"
"QS210NI0044","Count","PERSONS","Makaton"
"QS210NI0045","Count","PERSONS","Shona"
"QS210NI0046","Count","PERSONS","Ulster-Scots"
"QS210NI0047","Count","PERSONS","Ukrainian "
"QS210NI0048","Count","PERSONS","Korean"
"QS210NI0049","Count","PERSONS","Danish"
"QS210NI0050","Count","PERSONS","Marathi "
"QS210NI0051","Count","PERSONS","Fijian"
"QS210NI0052","Count","PERSONS","Scots "
"QS210NI0053","Count","PERSONS","Somali "
"QS210NI0054","Count","PERSONS","Albanian (Not otherwise specified)"
"QS210NI0055","Count","PERSONS","Irish Sign Language"
"QS210NI0056","Count","PERSONS","Indonesian Malay"
"QS210NI0057","Count","PERSONS","Welsh/Cymraeg"
"QS210NI0058","Count","PERSONS","Gujarati"
"QS210NI0059","Count","PERSONS","Norwegian"
"QS210NI0060","Count","PERSONS","Finnish"
"QS210NI0061","Count","PERSONS","Estonian"
"QS210NI0062","Count","PERSONS","Philippine (Not otherwise specified)"
"QS210NI0063","Count","PERSONS","Kannada"
"QS210NI0064","Count","PERSONS","Gaelic (Not otherwise specified)  "
"QS210NI0065","Count","PERSONS","Catalan "
"QS210NI0066","Count","PERSONS","Hakka"
"QS210NI0067","Count","PERSONS","Swahili/Kiswahili"
"QS210NI0068","Count","PERSONS","Sinhala "
"QS210NI0069","Count","PERSONS","Yoruba"
"QS210NI0070","Count","PERSONS","Swiss German"
"QS210NI0071","Count","PERSONS","Serbian"
"QS210NI0072","Count","PERSONS","Vietnamese"
"QS210NI0073","Count","PERSONS","Hebrew"
"QS210NI0074","Count","PERSONS","Kurdish (Not otherwise specified)"
"QS210NI0075","Count","PERSONS","Bisayan (Not otherwise specified) "
"QS210NI0076","Count","PERSONS","Slovenian"
"QS210NI0077","Count","PERSONS","Croatian "
"QS210NI0078","Count","PERSONS","Traveller Irish"
"QS210NI0079","Count","PERSONS","Igbo"
"QS210NI0080","Count","PERSONS","Setswana"
"QS210NI0081","Count","PERSONS","Cebuano"
"QS210NI0082","Count","PERSONS","Maltese"
"QS210NI0083","Count","PERSONS","Akan"
"QS210NI0084","Count","PERSONS","Iranian"
"QS210NI0085","Count","PERSONS","Icelandic"
"QS210NI0086","Count","PERSONS","Creole (Not otherwise specified)"
"QS210NI0087","Count","PERSONS","Fulfulde-Pulaar"
"QS210NI0088","Count","PERSONS","Luganda"
"QS210NI0089","Count","PERSONS","Chichewa/Nyanja"
"QS210NI0090","Count","PERSONS","Xhosa "
"QS210NI0091","Count","PERSONS","Any Other Language"
