GeographyCode,QS609NI0001,QS609NI0002,QS609NI0003,QS609NI0004,QS609NI0005,QS609NI0006,QS609NI0007,QS609NI0008,QS609NI0009,QS609NI0010,QS609NI0011,QS609NI0012,QS609NI0013,QS609NI0014
N92000002,1487255,157603,32540,125063,310520,165594,216570,123643,207540,201674,83222,49963,33259,20889
BHSCT,283742,38792,5567,33225,60693,34928,19929,20622,42439,35518,21096,14827,6269,9725
NHSCT,377206,38118,8846,29272,78102,41802,59915,35718,52130,52516,15111,7968,7143,3794
SEHSCT,281685,35554,7652,27902,68750,36290,40141,22409,35867,29340,11188,6206,4982,2146
SHSCT,299904,26629,6326,20303,57677,28175,54527,25639,41944,47057,15709,8781,6928,2547
WHSCT,244718,18510,4149,14361,45298,24399,42058,19255,35160,37243,20118,12181,7937,2677
BELB,230118,29178,3948,25230,46154,27542,14822,16404,36055,30793,19822,14226,5596,9348
NEELB,346341,36016,8201,27815,73277,39391,52852,32874,48010,46883,13459,6962,6497,3579
SEELB,335309,45168,9271,35897,83289,43676,45248,26627,42251,34065,12462,6807,5655,2523
SELB,330769,28731,6971,21760,62502,30586,61590,28483,46064,52690,17361,9787,7574,2762
WELB,244718,18510,4149,14361,45298,24399,42058,19255,35160,37243,20118,12181,7937,2677
UKN01,230118,29178,3948,25230,46154,27542,14822,16404,36055,30793,19822,14226,5596,9348
UKN02,316462,45557,9419,36138,79905,43820,33751,26819,40243,32442,11406,6231,5175,2519
UKN03,359993,36208,8598,27610,78075,40770,56131,33291,51618,47588,13724,7113,6611,2588
UKN04,237497,19061,4128,14933,44544,24723,37962,18646,34549,35022,19199,11089,8110,3791
UKN05,343185,27599,6447,21152,61842,28739,73904,28483,45075,55829,19071,11304,7767,2643
95AA,44711,4610,1139,3471,10500,5495,6471,4228,5700,5967,1435,798,637,305
95BB,62718,6318,1419,4899,14376,8318,10107,5569,8600,7165,1853,840,1013,412
95CC,48745,3996,997,2999,9539,4859,10232,4059,6078,7346,2258,1173,1085,378
95DD,51478,5438,1302,4136,10549,4616,8188,5168,8348,6975,1873,948,925,323
95EE,25590,1880,449,1431,4271,2331,5767,2184,3809,4005,1172,520,652,171
95FF,40348,4558,1069,3489,8917,4564,7491,3350,4870,5083,1226,570,656,289
95GG,230118,29178,3948,25230,46154,27542,14822,16404,36055,30793,19822,14226,5596,9348
95HH,32058,3774,873,2901,7628,4710,3036,3276,4383,3812,1180,496,684,259
95II,53624,9614,1619,7995,14539,7386,5107,4218,6384,4725,1274,601,673,377
95JJ,46710,4826,815,4011,9375,5300,7084,3814,6614,6037,2197,1181,1016,1463
95KK,30865,2102,645,1457,4825,2411,7063,2844,4120,5633,1652,1006,646,215
95LL,78045,7196,1821,5375,15352,8533,9251,7651,13188,12431,3765,1965,1800,678
95MM,91202,7705,1729,5976,18484,10010,10309,6862,13908,12865,9573,5887,3686,1486
95NN,56950,5788,1234,4554,13094,6039,11126,4186,7093,6485,2712,1543,1169,427
95OO,48633,3954,983,2971,8327,3648,9979,3870,7262,8531,2587,1686,901,475
95PP,50279,3786,819,2967,8808,4674,10543,4462,7710,7481,2444,1439,1005,371
95QQ,25743,2300,614,1686,5287,3205,3497,3139,3819,3482,860,449,411,154
95RR,27741,1870,466,1404,4750,3247,5253,2208,3668,4320,2148,1165,983,277
95SS,99945,13410,2855,10555,23735,12880,12313,7857,12945,10999,4897,3099,1798,909
95TT,37786,3442,866,2576,6780,2864,8939,3337,4190,6543,1456,776,680,235
95UU,13502,1025,215,810,2429,1079,3170,1057,1845,1847,957,483,474,93
95VV,84133,6925,1456,5469,15542,6571,17574,6709,10546,13666,5873,3387,2486,727
95WW,68763,8721,1928,6793,16458,9791,6700,6671,9302,8215,2329,1311,1018,576
95XX,62072,10038,2144,7894,17545,9053,6595,4797,7229,4691,1726,724,1002,398
95YY,42744,3394,681,2713,8021,3712,9574,3202,5169,6629,2801,1837,964,242
95ZZ,32752,1755,454,1301,5235,2756,6379,2521,4705,5948,3152,1853,1299,301
