GeographyCode,QS411NI0001,QS411NI0002,QS411NI0003
N92000002,748048,747968,80
BHSCT,158435,158394,41
NHSCT,190156,190148,8
SEHSCT,144905,144892,13
SHSCT,138904,138900,4
WHSCT,115648,115634,14
BELB,129688,129648,40
NEELB,176499,176492,7
SEELB,173652,173638,14
SELB,152561,152556,5
WELB,115648,115634,14
UKN01,129688,129648,40
UKN02,163937,163926,11
UKN03,180446,180437,9
UKN04,118271,118256,15
UKN05,155706,155701,5
95AA,20990,20989,1
95BB,33569,33569,0
95CC,23191,23191,0
95DD,25873,25873,0
95EE,12017,12016,1
95FF,19376,19375,1
95GG,129688,129648,40
95HH,16842,16842,0
95II,28747,28746,1
95JJ,27478,27476,2
95KK,13657,13656,1
95LL,37923,37921,2
95MM,42386,42375,11
95NN,28368,28365,3
95OO,21474,21474,0
95PP,25165,25164,1
95QQ,14347,14345,2
95RR,12729,12729,0
95SS,47820,47818,2
95TT,15566,15566,0
95UU,8006,8005,1
95VV,36940,36939,1
95WW,35380,35380,0
95XX,35148,35140,8
95YY,19713,19711,2
95ZZ,15655,15655,0
