GeographyCode,QS409NI0001,QS409NI0002,QS409NI0003,QS409NI0004,QS409NI0005
N92000002,1788339,931631,786268,55728,14712
BHSCT,342643,175916,150528,12252,3947
NHSCT,457038,248706,194023,11623,2686
SEHSCT,342197,190442,141475,8280,2000
SHSCT,355580,175672,164467,12409,3032
WHSCT,290881,140895,135775,11164,3047
BELB,276141,138588,123059,10849,3645
NEELB,420327,231262,176462,10303,2300
SEELB,408699,227770,168944,9683,2302
SELB,392291,193116,182028,13729,3418
WELB,290881,140895,135775,11164,3047
UKN01,276141,138588,123059,10849,3645
UKN02,384428,217151,156998,8417,1862
UKN03,434612,237596,183788,10666,2562
UKN04,284667,141768,129679,10550,2670
UKN05,408491,196528,192744,15246,3973
95AA,52540,27766,23080,1421,273
95BB,77483,44267,31368,1500,348
95CC,58638,30098,26300,1800,440
95DD,63403,36568,25008,1439,388
95EE,31054,15873,13972,1008,201
95FF,48045,26486,20323,1058,178
95GG,276141,138588,123059,10849,3645
95HH,38785,22981,15129,579,96
95II,66502,37328,27469,1403,302
95JJ,57761,33124,22900,1358,379
95KK,36711,17444,17561,1320,386
95LL,92513,47610,41429,2691,783
95MM,106500,48481,51687,5018,1314
95NN,68714,35746,30480,1979,509
95OO,57462,26672,27563,2501,726
95PP,61064,31920,26655,1862,627
95QQ,31914,19153,12100,578,83
95RR,32850,16535,15031,999,285
95SS,118525,62033,51849,3870,773
95TT,44822,20458,22251,1674,439
95UU,16907,8926,7249,612,120
95VV,98922,44806,48852,4359,905
95WW,83141,46413,34773,1634,321
95XX,77475,48396,27778,931,370
95YY,50872,25130,23562,1730,450
95ZZ,39595,18829,18840,1555,371
