GeographyCode,QS401NI0001,QS401NI0002,QS401NI0003,QS401NI0004,QS401NI0005,QS401NI0006,QS401NI0007,QS401NI0008,QS401NI0009,QS401NI0010,QS401NI0011,QS401NI0012
N92000002,1788339,1788078,1689929,770592,510830,408507,95971,83387,9893,2691,2178,261
BHSCT,342643,342495,302871,57389,114833,130649,39560,33797,5210,553,64,148
NHSCT,457038,457015,436570,227802,121508,87260,19858,17989,1217,652,587,23
SEHSCT,342197,342159,324612,152369,101147,71096,17130,15345,1260,525,417,38
SHSCT,355580,355576,344838,186132,96856,61850,9914,8184,1204,526,824,4
WHSCT,290881,290833,281038,146900,76486,57652,9509,8072,1002,435,286,48
BELB,276141,275996,241320,36730,87519,117071,34629,29054,5070,505,47,145
NEELB,420327,420306,400620,204510,113810,82300,19198,17450,1157,591,488,21
SEELB,408699,408658,386163,173028,128461,84674,22061,20088,1400,573,434,41
SELB,392291,392285,380788,209424,104554,66810,10574,8723,1264,587,923,6
WELB,290881,290833,281038,146900,76486,57652,9509,8072,1002,435,286,48
UKN01,276141,275996,241320,36730,87519,117071,34629,29054,5070,505,47,145
UKN02,384428,384390,358990,147696,127900,83394,25151,23531,1231,389,249,38
UKN03,434612,434594,418162,210426,113096,94640,15783,13817,1299,667,649,18
UKN04,284667,284617,273417,129008,84212,60197,10983,9443,1086,454,217,50
UKN05,408491,408481,398040,246732,98103,53205,9425,7542,1207,676,1016,10
95AA,52540,52538,50445,24799,12909,12737,2007,1815,127,65,86,2
95BB,77483,77483,74306,33929,23209,17168,3081,2748,199,134,96,0
95CC,58638,58638,57151,35311,13316,8524,1320,1041,163,116,167,0
95DD,63403,63403,60712,33883,15087,11742,2600,2341,183,76,91,0
95EE,31054,31053,30475,17724,9940,2811,524,445,47,32,54,1
95FF,48045,48043,46810,27321,10523,8966,1113,964,86,63,120,2
95GG,276141,275996,241320,36730,87519,117071,34629,29054,5070,505,47,145
95HH,38785,38785,35972,16244,10396,9332,2800,2585,160,55,13,0
95II,66502,66499,61551,20659,27314,13578,4931,4743,140,48,17,3
95JJ,57761,57753,54657,29159,14772,10726,3067,2647,269,151,29,8
95KK,36711,36709,35950,23292,7698,4960,660,539,60,61,99,2
95LL,92513,92511,89332,38660,27080,23592,3090,2659,322,109,89,2
95MM,106500,106460,100415,32189,35777,32449,6019,5300,610,109,26,40
95NN,68714,68711,66115,38093,15906,12116,2469,2005,292,172,127,3
95OO,57462,57462,55779,32924,15800,7055,1491,1143,252,96,192,0
95PP,61064,61062,59664,40731,12004,6929,1279,989,176,114,119,2
95QQ,31914,31905,30442,13741,8382,8319,1423,1285,90,48,40,9
95RR,32850,32850,32285,18093,9022,5170,528,450,44,34,37,0
95SS,118525,118520,112549,48966,36105,27478,5867,5500,250,117,104,5
95TT,44822,44822,44070,28635,9566,5869,619,495,70,54,133,0
95UU,16907,16906,16571,9879,4600,2092,318,226,49,43,17,1
95VV,98922,98922,95766,51916,30137,13713,2900,2377,381,142,256,0
95WW,83141,83141,77276,30446,28158,18672,5840,5611,162,67,25,0
95XX,77475,77445,71642,31381,25927,14334,5713,5092,519,102,90,30
95YY,50872,50866,49660,33923,9582,6155,1156,958,105,93,50,6
95ZZ,39595,39595,39014,21964,10101,6949,527,375,67,85,54,0
