ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS501NI0001","Count","PERSONS","All usual residents: Aged 16+ years"
"KS501NI0002","Count","PERSONS","No qualifications: Aged 16+ years"
"KS501NI0003","Count","PERSONS","Highest level of qualification: Level 1 qualifications: Aged 16+ years"
"KS501NI0004","Count","PERSONS","Highest level of qualification: Level 2 qualifications: Aged 16+ years"
"KS501NI0005","Count","PERSONS","Highest level of qualification: Apprenticeship: Aged 16+ years"
"KS501NI0006","Count","PERSONS","Highest level of qualification: Level 3 qualifications: Aged 16+ years"
"KS501NI0007","Count","PERSONS","Highest level of qualification: Level 4 qualifications and above: Aged 16+ years"
"KS501NI0008","Count","PERSONS","Highest level of qualification: Other qualifications: Aged 16+ years"
"KS501NI0009","Count","PERSONS","Full-time students: Aged 16-17 years"
"KS501NI0010","Count","PERSONS","Full-time students: Aged 18-74 years"
"KS501NI0011","Count","PERSONS","Full-time students: Aged 18-74 years: Economically active: In employment"
"KS501NI0012","Count","PERSONS","Full-time students: Aged 18-74 years: Economically active: Unemployed"
"KS501NI0013","Count","PERSONS","Full-time students: Aged 18-74 years: Economically Inactive"
"KS501NI0014","Percentage","PERSONS","No qualifications: Aged 16+ years"
"KS501NI0015","Percentage","PERSONS","Highest level of qualification: Level 1 qualifications: Aged 16+ years"
"KS501NI0016","Percentage","PERSONS","Highest level of qualification: Level 2 qualifications: Aged 16+ years"
"KS501NI0017","Percentage","PERSONS","Highest level of qualification: Apprenticeship: Aged 16+ years"
"KS501NI0018","Percentage","PERSONS","Highest level of qualification: Level 3 qualifications: Aged 16+ years"
"KS501NI0019","Percentage","PERSONS","Highest level of qualification: Level 4 qualifications and above: Aged 16+ years"
"KS501NI0020","Percentage","PERSONS","Highest level of qualification: Other qualifications: Aged 16+ years"
"KS501NI0021","Percentage","PERSONS","Full-time students: Aged 18-74 years: Economically active: In employment"
"KS501NI0022","Percentage","PERSONS","Full-time students: Aged 18-74 years: Economically active: Unemployed"
"KS501NI0023","Percentage","PERSONS","Full-time students: Aged 18-74 years: Economically Inactive"
