GeographyCode,KS301NI0001,KS301NI0002,KS301NI0003,KS301NI0004,KS301NI0005,KS301NI0006,KS301NI0007,KS301NI0008,KS301NI0009,KS301NI0010,KS301NI0011,KS301NI0012,KS301NI0013,KS301NI0014,KS301NI0015,KS301NI0016,KS301NI0017,KS301NI0018,KS301NI0019,KS301NI0020,KS301NI0021,KS301NI0022,KS301NI0023,KS301NI0024,KS301NI0025,KS301NI0026,KS301NI0027,KS301NI0028,KS301NI0029,KS301NI0030,KS301NI0031
N06000001,92221,11612,8947,71662,5371,4392,49354,41080,30361,14975,4597,1208,80613,6901,1699,3008,12.59,9.70,77.71,9.09,7.43,83.49,44.55,32.92,16.24,4.98,1.31,87.41,7.48,1.84,3.26
N06000002,102531,16769,10145,75617,8908,5515,50690,43402,31676,18169,7178,2106,89697,6378,2463,3993,16.36,9.89,73.75,13.68,8.47,77.85,42.33,30.89,17.72,7.00,2.05,87.48,6.22,2.40,3.89
N06000003,111402,10592,8519,92291,5192,4472,68999,57726,34529,14003,4041,1103,98788,8190,1763,2661,9.51,7.65,82.85,6.60,5.69,87.71,51.82,30.99,12.57,3.63,0.99,88.68,7.35,1.58,2.39
N06000004,93986,17109,8649,68228,9972,5141,45466,41706,26430,15887,7577,2386,81512,5491,2730,4253,18.20,9.20,72.59,16.46,8.49,75.05,44.37,28.12,16.90,8.06,2.54,86.73,5.84,2.90,4.53
N06000005,90067,9718,8336,72013,4689,4379,49016,41772,30421,13482,3525,867,78796,6832,1588,2851,10.79,9.26,79.95,8.07,7.54,84.39,46.38,33.78,14.97,3.91,0.96,87.49,7.59,1.76,3.17
N06000006,99673,10897,8943,79833,5733,4974,53536,47094,32858,14847,3941,933,89174,5883,1754,2862,10.93,8.97,80.09,8.92,7.74,83.33,47.25,32.97,14.90,3.95,0.94,89.47,5.90,1.76,2.87
N06000007,102553,11054,8812,82687,5505,4623,55612,50416,32894,14760,3556,927,91585,6257,1952,2759,10.78,8.59,80.63,8.37,7.03,84.59,49.16,32.08,14.39,3.47,0.90,89.31,6.10,1.90,2.69
N06000008,100807,14038,8813,77956,8364,5340,52650,48639,29642,15392,5562,1572,89335,5941,2117,3414,13.93,8.74,77.33,12.61,8.05,79.35,48.25,29.40,15.27,5.52,1.56,88.62,5.89,2.10,3.39
N06000009,101710,10032,8622,83056,4605,4405,55730,50280,33115,13834,3588,893,89469,7587,1722,2932,9.86,8.48,81.66,7.11,6.80,86.08,49.43,32.56,13.60,3.53,0.88,87.96,7.46,1.69,2.88
N06000010,99155,11129,8432,79594,5950,4726,53112,48604,30687,14637,4096,1131,88395,6039,1965,2756,11.22,8.50,80.27,9.33,7.41,83.26,49.02,30.95,14.76,4.13,1.14,89.15,6.09,1.98,2.78
N06000011,112401,13329,9194,89878,7068,5011,59876,56544,33933,15917,4774,1233,99782,7007,2208,3404,11.86,8.18,79.96,9.82,6.96,83.21,50.31,30.19,14.16,4.25,1.10,88.77,6.23,1.96,3.03
N06000012,108207,11751,9495,86961,5704,4871,57986,50740,36548,15974,3984,961,96172,6987,1873,3175,10.86,8.77,80.37,8.32,7.10,84.58,46.89,33.78,14.76,3.68,0.89,88.88,6.46,1.73,2.93
N06000013,89498,9169,8312,72017,3993,3984,48359,42248,30625,12669,3110,846,77671,7616,1591,2620,10.24,9.29,80.47,7.09,7.07,85.84,47.21,34.22,14.16,3.47,0.95,86.79,8.51,1.78,2.93
N06000014,99238,9576,8055,81607,4917,4215,54775,48918,32917,13171,3359,873,87416,7270,1755,2797,9.65,8.12,82.23,7.69,6.60,85.71,49.29,33.17,13.27,3.38,0.88,88.09,7.33,1.77,2.82
N06000015,108835,12096,9135,87604,6469,4875,57891,55143,33557,14970,4108,1057,95819,7351,2187,3478,11.11,8.39,80.49,9.34,7.04,83.62,50.67,30.83,13.75,3.77,0.97,88.04,6.75,2.01,3.20
N06000016,89370,9706,8389,71275,4648,4444,47924,41231,30362,13422,3461,894,77450,7243,1752,2925,10.86,9.39,79.75,8.15,7.79,84.05,46.14,33.97,15.02,3.87,1.00,86.66,8.10,1.96,3.27
N06000017,118010,14223,10125,93662,7530,5669,62783,55811,37616,17669,5498,1416,104144,7828,2375,3663,12.05,8.58,79.37,9.91,7.46,82.63,47.29,31.88,14.97,4.66,1.20,88.25,6.63,2.01,3.10
N06000018,91199,12432,8491,70276,6933,4801,46673,42833,27445,15154,4587,1180,81065,5500,1875,2759,13.63,9.31,77.06,11.87,8.22,79.91,46.97,30.09,16.62,5.03,1.29,88.89,6.03,2.06,3.03
