GeographyCode,KS209NI0001,KS209NI0002,KS209NI0003,KS209NI0004,KS209NI0005,KS209NI0006,KS209NI0007,KS209NI0008,KS209NI0009,KS209NI0010,KS209NI0011,KS209NI0012,KS209NI0013,KS209NI0014,KS209NI0015
N06000001,88533,1317,418,129,1113,339,3316,85217,1.49,0.47,0.15,1.26,0.38,3.75,96.25
N06000002,97995,4108,1730,447,4217,1077,11579,86416,4.19,1.77,0.46,4.30,1.10,11.82,88.18
N06000003,107615,5048,1514,557,5351,1432,13902,93713,4.69,1.41,0.52,4.97,1.33,12.92,87.08
N06000004,89872,6333,3061,618,7323,1518,18853,71019,7.05,3.41,0.69,8.15,1.69,20.98,79.02
N06000005,86916,1699,476,140,1239,387,3941,82975,1.95,0.55,0.16,1.43,0.45,4.53,95.47
N06000006,95890,3147,1052,337,2507,782,7825,88065,3.28,1.10,0.35,2.61,0.82,8.16,91.84
N06000007,98103,5144,1769,589,4725,1412,13639,84464,5.24,1.80,0.60,4.82,1.44,13.90,86.10
N06000008,96591,4807,1803,548,5233,1316,13707,82884,4.98,1.87,0.57,5.42,1.36,14.19,85.81
N06000009,97364,1553,472,127,1201,363,3716,93648,1.60,0.48,0.13,1.23,0.37,3.82,96.18
N06000010,94457,6657,2465,706,5885,1520,17233,77224,7.05,2.61,0.75,6.23,1.61,18.24,81.76
N06000011,107388,6968,2277,784,6671,1817,18517,88871,6.49,2.12,0.73,6.21,1.69,17.24,82.76
N06000012,103991,3099,1015,280,2247,662,7303,96688,2.98,0.98,0.27,2.16,0.64,7.02,92.98
N06000013,86272,1250,274,111,744,290,2669,83603,1.45,0.32,0.13,0.86,0.34,3.09,96.91
N06000014,94820,2547,925,271,2186,531,6460,88360,2.69,0.98,0.29,2.31,0.56,6.81,93.19
N06000015,103964,6043,2022,682,5097,1460,15304,88660,5.81,1.94,0.66,4.90,1.40,14.72,85.28
N06000016,86183,1398,341,122,920,297,3078,83105,1.62,0.40,0.14,1.07,0.34,3.57,96.43
N06000017,112428,4096,1339,488,3859,982,10764,101664,3.64,1.19,0.43,3.43,0.87,9.57,90.43
N06000018,87329,5287,1724,478,4329,1274,13092,74237,6.05,1.97,0.55,4.96,1.46,14.99,85.01
