GeographyCode,KS603NI0001,KS603NI0002,KS603NI0003,KS603NI0004,KS603NI0005,KS603NI0006,KS603NI0007,KS603NI0008,KS603NI0009,KS603NI0010,KS603NI0011,KS603NI0012,KS603NI0013,KS603NI0014,KS603NI0015,KS603NI0016,KS603NI0017,KS603NI0018,KS603NI0019,KS603NI0020,KS603NI0021,KS603NI0022,KS603NI0023,KS603NI0024,KS603NI0025,KS603NI0026,KS603NI0027,KS603NI0028,KS603NI0029,KS603NI0030,KS603NI0031
N06000001,34561,7456,11449,1257,921,1144,5431,1499,2234,2283,887,6177,258,126,165,422,21.57,33.13,3.64,2.66,3.31,15.71,4.34,6.46,6.61,2.57,17.87,28.01,13.68,17.92,45.82
N06000002,38092,8195,10172,875,1499,1378,5618,1966,3199,3779,1411,5075,430,185,319,695,21.51,26.70,2.30,3.94,3.62,14.75,5.16,8.40,9.92,3.70,13.32,28.69,12.34,21.28,46.36
N06000003,43746,6991,15014,1767,1195,4277,5149,4169,2142,2078,964,9967,358,165,197,479,15.98,34.32,4.04,2.73,9.78,11.77,9.53,4.90,4.75,2.20,22.78,29.96,13.81,16.49,40.08
N06000004,35489,7864,7938,555,1469,1536,4245,2375,3460,4604,1443,3836,462,188,375,695,22.16,22.37,1.56,4.14,4.33,11.96,6.69,9.75,12.97,4.07,10.81,31.45,12.80,25.53,47.31
N06000005,33647,7362,10155,1408,989,1569,5560,1886,2088,1857,773,5967,260,159,138,442,21.88,30.18,4.18,2.94,4.66,16.52,5.61,6.21,5.52,2.30,17.73,26.29,16.08,13.95,44.69
N06000006,36675,7195,9461,1665,1282,1752,5736,2644,3143,2460,1337,6397,350,170,225,637,19.62,25.80,4.54,3.50,4.78,15.64,7.21,8.57,6.71,3.65,17.44,27.30,13.26,17.55,49.69
N06000007,36335,7498,10984,1942,1104,1080,4998,2234,3011,2228,1256,6748,274,168,218,515,20.64,30.23,5.34,3.04,2.97,13.76,6.15,8.29,6.13,3.46,18.57,24.82,15.22,19.75,46.65
N06000008,37804,7018,9163,1100,1912,1811,4782,2893,3496,4134,1495,5632,518,238,450,979,18.56,24.24,2.91,5.06,4.79,12.65,7.65,9.25,10.94,3.95,14.90,27.09,12.45,23.54,51.20
N06000009,37175,8403,11983,1875,846,1200,6034,1816,2468,1767,783,6770,227,141,86,372,22.60,32.23,5.04,2.28,3.23,16.23,4.89,6.64,4.75,2.11,18.21,26.83,16.67,10.17,43.97
N06000010,35136,7004,9842,1580,1072,1259,4603,2672,3193,2660,1251,5445,284,152,188,530,19.93,28.01,4.50,3.05,3.58,13.10,7.60,9.09,7.57,3.56,15.50,26.49,14.18,17.54,49.44
N06000011,40162,8420,11306,1747,1447,1438,5376,2534,3504,3019,1371,6498,377,232,273,697,20.97,28.15,4.35,3.60,3.58,13.39,6.31,8.72,7.52,3.41,16.18,26.05,16.03,18.87,48.17
N06000012,39298,8546,11429,1970,1161,1102,6476,2182,3061,2254,1117,6648,314,171,172,609,21.75,29.08,5.01,2.95,2.80,16.48,5.55,7.79,5.74,2.84,16.92,27.05,14.73,14.81,52.45
N06000013,33716,7431,10195,1811,905,1068,6488,1458,2048,1628,684,6613,230,172,105,421,22.04,30.24,5.37,2.68,3.17,19.24,4.32,6.07,4.83,2.03,19.61,25.41,19.01,11.60,46.52
N06000014,36696,8404,12290,1517,886,1372,5360,1690,2354,2019,804,6043,215,127,115,370,22.90,33.49,4.13,2.41,3.74,14.61,4.61,6.41,5.50,2.19,16.47,24.27,14.33,12.98,41.76
N06000015,38559,8168,10963,2038,1129,1413,5360,2407,3257,2632,1192,7077,329,172,209,498,21.18,28.43,5.29,2.93,3.66,13.90,6.24,8.45,6.83,3.09,18.35,29.14,15.23,18.51,44.11
N06000016,33326,7668,9968,1705,827,1088,5795,1602,2168,1747,758,5754,260,138,116,361,23.01,29.91,5.12,2.48,3.26,17.39,4.81,6.51,5.24,2.27,17.27,31.44,16.69,14.03,43.65
N06000017,43085,9207,13090,1624,1329,1505,6407,2225,3003,3394,1301,6460,380,189,216,648,21.37,30.38,3.77,3.08,3.49,14.87,5.16,6.97,7.88,3.02,14.99,28.59,14.22,16.25,48.76
N06000018,32549,5899,8836,1411,1206,1011,4575,2328,2915,3077,1291,5536,338,159,277,605,18.12,27.15,4.34,3.71,3.11,14.06,7.15,8.96,9.45,3.97,17.01,28.03,13.18,22.97,50.17
