DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS106NI","ALL HOUSEHOLDS WITH: NO ADULTS IN EMPLOYMENT; DEPENDENT CHILDREN; AND PERSONS WITH LONG-TERM HEALTH PROBLEM OR DISABILITY","All households","1. A 'dependent child' is a person in a household aged 0-15 (whether or not in a family) or a person aged 16-18 who is a full-time student and in a family with parent(s)."
