GeographyCode,KS211NI0001,KS211NI0002,KS211NI0003,KS211NI0004,KS211NI0005,KS211NI0006,KS211NI0007,KS211NI0008,KS211NI0009,KS211NI0010,KS211NI0011,KS211NI0012,KS211NI0013,KS211NI0014,KS211NI0015,KS211NI0016,KS211NI0017
N06000001,92221,8783,25401,17011,6744,8820,1165,17570,6727,9.52,27.54,18.45,7.31,9.56,1.26,19.05,7.29
N06000002,102531,41872,16659,12347,5066,4646,956,11426,9559,40.84,16.25,12.04,4.94,4.53,0.93,11.14,9.32
N06000003,111402,41803,15796,12767,4070,6068,2789,19922,8187,37.52,14.18,11.46,3.65,5.45,2.50,17.88,7.35
N06000004,93986,68246,4432,4909,886,1362,479,4187,9485,72.61,4.72,5.22,0.94,1.45,0.51,4.45,10.09
N06000005,90067,15925,27416,13945,5415,7344,799,13893,5330,17.68,30.44,15.48,6.01,8.15,0.89,15.43,5.92
N06000006,99673,38264,23446,17591,1056,4684,609,8420,5603,38.39,23.52,17.65,1.06,4.70,0.61,8.45,5.62
N06000007,102553,54435,6839,21387,3609,4565,564,4849,6305,53.08,6.67,20.85,3.52,4.45,0.55,4.73,6.15
N06000008,100807,68042,9016,7672,792,1715,702,4655,8213,67.50,8.94,7.61,0.79,1.70,0.70,4.62,8.15
N06000009,101710,16776,25603,23411,4694,9863,934,14695,5734,16.49,25.17,23.02,4.62,9.70,0.92,14.45,5.64
N06000010,99155,61964,11142,11117,734,4366,379,3771,5682,62.49,11.24,11.21,0.74,4.40,0.38,3.80,5.73
N06000011,112401,67807,11883,11873,1612,4680,542,4916,9088,60.33,10.57,10.56,1.43,4.16,0.48,4.37,8.09
N06000012,108207,28020,39553,13160,1611,9301,724,9430,6408,25.89,36.55,12.16,1.49,8.60,0.67,8.71,5.92
N06000013,89498,9239,27096,15939,4718,7367,927,18754,5458,10.32,30.28,17.81,5.27,8.23,1.04,20.95,6.10
N06000014,99238,28618,28178,12370,3781,6904,770,12946,5671,28.84,28.39,12.46,3.81,6.96,0.78,13.05,5.71
N06000015,108835,69673,14268,6387,527,4072,492,6663,6753,64.02,13.11,5.87,0.48,3.74,0.45,6.12,6.20
N06000016,89370,13496,31549,13514,3331,7575,772,14100,5033,15.10,35.30,15.12,3.73,8.48,0.86,15.78,5.63
N06000017,118010,47557,15427,23218,4456,8814,929,10273,7336,40.30,13.07,19.67,3.78,7.47,0.79,8.71,6.22
N06000018,91199,57513,11397,10203,1151,2234,327,2694,5680,63.06,12.50,11.19,1.26,2.45,0.36,2.95,6.23
