DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS702NI","METHOD OF TRAVEL TO WORK OR PLACE OF STUDY (RESIDENT POPULATION)","All usual residents of primary school age and over in full-time education or aged 16 to 74 in employment and currently working","1. 'Public transport' and 'car or van availability' are a different statistic to the 2001 Census."
