GeographyCode,KS612NI0001,KS612NI0002,KS612NI0003,KS612NI0004,KS612NI0005,KS612NI0006,KS612NI0007,KS612NI0008,KS612NI0009,KS612NI0010,KS612NI0011,KS612NI0012,KS612NI0013,KS612NI0014,KS612NI0015,KS612NI0016,KS612NI0017,KS612NI0018,KS612NI0019,KS612NI0020,KS612NI0021,KS612NI0022,KS612NI0023
N06000001,32478,731,3581,6173,3292,2743,3316,3959,4398,1030,815,2440,2.25,11.03,19.01,10.14,8.45,10.21,12.19,13.54,3.17,2.51,7.51
N06000002,35466,436,2306,4975,2902,2808,3672,5024,6436,2362,1394,3151,1.23,6.50,14.03,8.18,7.92,10.35,14.17,18.15,6.66,3.93,8.88
N06000003,42340,807,7085,7962,3684,2745,2901,3694,3731,1314,906,7511,1.91,16.73,18.80,8.70,6.48,6.85,8.72,8.81,3.10,2.14,17.74
N06000004,31513,243,1351,3819,2495,2620,2929,4465,5620,3080,1369,3522,0.77,4.29,12.12,7.92,8.31,9.29,14.17,17.83,9.77,4.34,11.18
N06000005,32365,718,2726,5552,2826,3749,3869,3433,4667,774,774,3277,2.22,8.42,17.15,8.73,11.58,11.95,10.61,14.42,2.39,2.39,10.13
N06000006,36147,523,2381,5016,2589,6327,3342,3669,5781,1621,1257,3641,1.45,6.59,13.88,7.16,17.50,9.25,10.15,15.99,4.48,3.48,10.07
N06000007,37378,543,2066,4508,1969,7373,3633,4661,7005,1526,1040,3054,1.45,5.53,12.06,5.27,19.73,9.72,12.47,18.74,4.08,2.78,8.17
N06000008,35670,591,2186,5344,2719,3588,3302,4330,5217,2671,1732,3990,1.66,6.13,14.98,7.62,10.06,9.26,12.14,14.63,7.49,4.86,11.19
N06000009,36511,1038,3875,7102,3363,4963,3530,3590,4688,760,707,2895,2.84,10.61,19.45,9.21,13.59,9.67,9.83,12.84,2.08,1.94,7.93
N06000010,35535,579,1902,4060,1431,7763,3516,3279,7359,1467,931,3248,1.63,5.35,11.43,4.03,21.85,9.89,9.23,20.71,4.13,2.62,9.14
N06000011,40200,621,2197,5261,2231,7351,3842,4110,7500,1988,1559,3540,1.54,5.47,13.09,5.55,18.29,9.56,10.22,18.66,4.95,3.88,8.81
N06000012,39008,746,2472,5418,2154,7258,4292,4941,6490,1264,1001,2972,1.91,6.34,13.89,5.52,18.61,11.00,12.67,16.64,3.24,2.57,7.62
N06000013,31764,955,3546,7345,3857,3621,2876,3023,2866,602,657,2416,3.01,11.16,23.12,12.14,11.40,9.05,9.52,9.02,1.90,2.07,7.61
N06000014,35160,795,2742,6413,3012,4934,3955,3678,5267,875,688,2801,2.26,7.80,18.24,8.57,14.03,11.25,10.46,14.98,2.49,1.96,7.97
N06000015,38844,610,2543,5712,2200,8977,3315,3275,6155,1472,1202,3383,1.57,6.55,14.70,5.66,23.11,8.53,8.43,15.85,3.79,3.09,8.71
N06000016,32181,667,2523,5528,3053,5609,3272,3253,4293,733,793,2457,2.07,7.84,17.18,9.49,17.43,10.17,10.11,13.34,2.28,2.46,7.63
N06000017,42025,805,2782,6165,2987,5419,4562,5747,7329,1333,1275,3621,1.92,6.62,14.67,7.11,12.89,10.86,13.68,17.44,3.17,3.03,8.62
N06000018,32784,368,1644,3959,1635,6863,2818,3273,6120,2032,1249,2823,1.12,5.01,12.08,4.99,20.93,8.60,9.98,18.67,6.20,3.81,8.61
