ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS608NI0001","Count","PERSONS","All usual residents in employment: Aged 16-74 years"
"KS608NI0002","Count","PERSONS","Occupation: Managers, directors and senior officials: Aged 16-74 years"
"KS608NI0003","Count","PERSONS","Occupation: Professional occupations: Aged 16-74 years"
"KS608NI0004","Count","PERSONS","Occupation: Associate professional and technical occupations: Aged 16-74 years"
"KS608NI0005","Count","PERSONS","Occupation: Administrative and secretarial occupations: Aged 16-74 years"
"KS608NI0006","Count","PERSONS","Occupation: Skilled trades occupations: Aged 16-74 years"
"KS608NI0007","Count","PERSONS","Occupation: Caring, leisure and other service occupations: Aged 16-74 years"
"KS608NI0008","Count","PERSONS","Occupation: Sales and customer service occupations: Aged 16-74 years"
"KS608NI0009","Count","PERSONS","Occupation: Process, plant and machine operatives: Aged 16-74 years"
"KS608NI0010","Count","PERSONS","Occupation: Elementary occupations: Aged 16-74 years"
"KS608NI0011","Percentage","PERSONS","Occupation: Managers, directors and senior officials: Aged 16-74 years"
"KS608NI0012","Percentage","PERSONS","Occupation: Professional occupations: Aged 16-74 years"
"KS608NI0013","Percentage","PERSONS","Occupation: Associate professional and technical occupations: Aged 16-74 years"
"KS608NI0014","Percentage","PERSONS","Occupation: Administrative and secretarial occupations: Aged 16-74 years"
"KS608NI0015","Percentage","PERSONS","Occupation: Skilled trades occupations: Aged 16-74 years"
"KS608NI0016","Percentage","PERSONS","Occupation: Caring, leisure and other service occupations: Aged 16-74 years"
"KS608NI0017","Percentage","PERSONS","Occupation: Sales and customer service occupations: Aged 16-74 years"
"KS608NI0018","Percentage","PERSONS","Occupation: Process, plant and machine operatives: Aged 16-74 years"
"KS608NI0019","Percentage","PERSONS","Occupation: Elementary occupations: Aged 16-74 years"
