GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00003765,134,23,33,30,17,17,9,2,3,3.18,17.16,24.63,22.39,12.69,12.69,6.72,1.49,2.24
N00003766,145,20,32,24,32,25,10,1,1,3.34,13.79,22.07,16.55,22.07,17.24,6.90,0.69,0.69
N00003767,145,18,30,29,29,23,14,1,1,3.41,12.41,20.69,20.00,20.00,15.86,9.66,0.69,0.69
N00003768,216,55,45,49,35,17,13,2,0,2.82,25.46,20.83,22.69,16.20,7.87,6.02,0.93,0
N00003769,132,36,43,22,19,6,1,5,0,2.54,27.27,32.58,16.67,14.39,4.55,0.76,3.79,0
N00003770,182,35,58,36,37,10,5,1,0,2.71,19.23,31.87,19.78,20.33,5.49,2.75,0.55,0
N00003771,188,47,41,50,27,14,8,1,0,2.72,25.00,21.81,26.60,14.36,7.45,4.26,0.53,0
N00003772,113,71,22,13,4,2,1,0,0,1.65,62.83,19.47,11.50,3.54,1.77,0.88,0,0
N00003773,142,48,47,23,14,7,2,0,1,2.27,33.80,33.10,16.20,9.86,4.93,1.41,0,0.70
N00003774,122,29,31,27,20,9,2,3,1,2.77,23.77,25.41,22.13,16.39,7.38,1.64,2.46,0.82
N00003775,192,39,58,36,31,18,8,2,0,2.81,20.31,30.21,18.75,16.15,9.38,4.17,1.04,0
N00003776,140,40,35,20,21,14,10,0,0,2.74,28.57,25.00,14.29,15.00,10.00,7.14,0,0
N00003777,111,30,23,31,18,6,3,0,0,2.60,27.03,20.72,27.93,16.22,5.41,2.70,0,0
N00003778,167,47,62,26,20,10,2,0,0,2.34,28.14,37.13,15.57,11.98,5.99,1.20,0,0
N00003779,137,32,47,29,15,6,4,4,0,2.59,23.36,34.31,21.17,10.95,4.38,2.92,2.92,0
N00003780,117,20,21,24,26,16,8,2,0,3.25,17.09,17.95,20.51,22.22,13.68,6.84,1.71,0
N00003781,135,31,27,27,33,12,5,0,0,2.87,22.96,20.00,20.00,24.44,8.89,3.70,0,0
N00003782,193,39,47,41,34,22,7,2,1,2.94,20.21,24.35,21.24,17.62,11.40,3.63,1.04,0.52
N00003783,140,49,39,21,19,8,4,0,0,2.36,35.00,27.86,15.00,13.57,5.71,2.86,0,0
N00003784,152,24,32,29,33,17,12,3,2,3.30,15.79,21.05,19.08,21.71,11.18,7.89,1.97,1.32
N00003785,163,20,31,28,38,29,14,1,2,3.50,12.27,19.02,17.18,23.31,17.79,8.59,0.61,1.23
N00003786,159,24,36,38,29,25,5,2,0,3.11,15.09,22.64,23.90,18.24,15.72,3.14,1.26,0
N00003787,135,33,35,16,19,19,11,2,0,2.98,24.44,25.93,11.85,14.07,14.07,8.15,1.48,0
N00003788,155,63,46,20,13,9,3,1,0,2.17,40.65,29.68,12.90,8.39,5.81,1.94,0.65,0
N00003789,140,25,31,26,30,16,7,5,0,3.16,17.86,22.14,18.57,21.43,11.43,5.00,3.57,0
N00003790,139,29,53,21,21,9,6,0,0,2.61,20.86,38.13,15.11,15.11,6.47,4.32,0,0
N00003791,251,40,68,46,49,31,15,2,0,3.06,15.94,27.09,18.33,19.52,12.35,5.98,0.80,0
N00003792,122,33,37,19,17,15,1,0,0,2.57,27.05,30.33,15.57,13.93,12.30,0.82,0,0
N00003793,202,22,47,37,37,25,25,6,3,3.57,10.89,23.27,18.32,18.32,12.38,12.38,2.97,1.49
N00003794,144,39,32,27,24,11,11,0,0,2.78,27.08,22.22,18.75,16.67,7.64,7.64,0,0
N00003795,146,21,33,22,26,25,13,1,5,3.47,14.38,22.60,15.07,17.81,17.12,8.90,0.68,3.42
N00003796,199,34,50,25,38,28,19,3,2,3.29,17.09,25.13,12.56,19.10,14.07,9.55,1.51,1.01
N00003797,177,46,42,27,26,21,12,0,3,2.92,25.99,23.73,15.25,14.69,11.86,6.78,0,1.69
N00003798,169,35,55,25,28,15,10,1,0,2.80,20.71,32.54,14.79,16.57,8.88,5.92,0.59,0
N00003799,126,32,36,27,18,8,4,0,1,2.61,25.40,28.57,21.43,14.29,6.35,3.17,0,0.79
N00003800,153,33,31,25,38,18,5,2,1,3.03,21.57,20.26,16.34,24.84,11.76,3.27,1.31,0.65
N00003801,174,60,48,29,21,11,3,2,0,2.38,34.48,27.59,16.67,12.07,6.32,1.72,1.15,0
N00003802,107,23,36,22,13,11,0,2,0,2.64,21.50,33.64,20.56,12.15,10.28,0,1.87,0
N00003803,145,35,51,21,24,8,5,1,0,2.57,24.14,35.17,14.48,16.55,5.52,3.45,0.69,0
N00003804,140,29,32,17,36,17,6,0,3,3.11,20.71,22.86,12.14,25.71,12.14,4.29,0,2.14
N00003805,117,30,39,24,15,6,2,1,0,2.47,25.64,33.33,20.51,12.82,5.13,1.71,0.85,0
N00003806,169,64,36,27,20,15,6,1,0,2.46,37.87,21.30,15.98,11.83,8.88,3.55,0.59,0
N00003807,128,40,40,22,18,3,3,2,0,2.38,31.25,31.25,17.19,14.06,2.34,2.34,1.56,0
N00003808,143,55,35,20,21,8,3,0,1,2.34,38.46,24.48,13.99,14.69,5.59,2.10,0,0.70
N00003809,147,51,32,20,26,10,5,2,1,2.59,34.69,21.77,13.61,17.69,6.80,3.40,1.36,0.68
N00003810,109,55,39,8,5,1,1,0,0,1.72,50.46,35.78,7.34,4.59,0.92,0.92,0,0
N00003811,141,27,58,20,14,14,8,0,0,2.67,19.15,41.13,14.18,9.93,9.93,5.67,0,0
N00003812,127,32,33,29,14,13,6,0,0,2.69,25.20,25.98,22.83,11.02,10.24,4.72,0,0
N00003813,127,29,44,22,17,9,4,2,0,2.63,22.83,34.65,17.32,13.39,7.09,3.15,1.57,0
N00003814,151,52,43,31,13,8,3,0,1,2.32,34.44,28.48,20.53,8.61,5.30,1.99,0,0.66
N00003815,227,57,59,53,31,17,8,2,0,2.67,25.11,25.99,23.35,13.66,7.49,3.52,0.88,0
N00003816,143,30,53,27,8,13,8,3,1,2.74,20.98,37.06,18.88,5.59,9.09,5.59,2.10,0.70
N00003817,149,29,27,30,19,19,19,3,3,3.39,19.46,18.12,20.13,12.75,12.75,12.75,2.01,2.01
N00003818,156,30,27,27,30,28,7,3,4,3.42,19.23,17.31,17.31,19.23,17.95,4.49,1.92,2.56
N00003819,135,31,37,24,20,12,9,0,2,2.87,22.96,27.41,17.78,14.81,8.89,6.67,0,1.48
N00003820,179,19,54,31,35,22,8,6,4,3.31,10.61,30.17,17.32,19.55,12.29,4.47,3.35,2.23
N00003821,139,30,43,18,19,13,11,3,2,2.98,21.58,30.94,12.95,13.67,9.35,7.91,2.16,1.44
N00003822,167,27,40,30,26,23,10,7,4,3.34,16.17,23.95,17.96,15.57,13.77,5.99,4.19,2.40
N00003823,190,40,46,25,38,20,18,3,0,3.09,21.05,24.21,13.16,20.00,10.53,9.47,1.58,0
N00003824,226,36,44,39,55,30,18,2,2,3.31,15.93,19.47,17.26,24.34,13.27,7.96,0.88,0.88
N00003825,325,66,85,53,63,38,13,6,1,2.97,20.31,26.15,16.31,19.38,11.69,4.00,1.85,0.31
N00003826,201,32,41,32,45,28,17,5,1,3.36,15.92,20.40,15.92,22.39,13.93,8.46,2.49,0.50
N00003827,311,42,75,40,67,55,21,9,2,3.41,13.50,24.12,12.86,21.54,17.68,6.75,2.89,0.64
N00003828,139,22,35,26,15,20,17,2,2,3.33,15.83,25.18,18.71,10.79,14.39,12.23,1.44,1.44
N00003829,150,24,32,27,21,21,18,6,1,3.46,16.00,21.33,18.00,14.00,14.00,12.00,4.00,0.67
N00003830,166,29,41,30,29,15,13,5,4,3.23,17.47,24.70,18.07,17.47,9.04,7.83,3.01,2.41
N00003831,125,55,23,20,12,9,4,2,0,2.34,44.00,18.40,16.00,9.60,7.20,3.20,1.60,0
N00003832,183,33,49,37,28,21,9,3,3,3.05,18.03,26.78,20.22,15.30,11.48,4.92,1.64,1.64
N00003833,193,64,56,28,23,18,3,1,0,2.42,33.16,29.02,14.51,11.92,9.33,1.55,0.52,0
N00003834,157,32,53,28,20,19,4,1,0,2.73,20.38,33.76,17.83,12.74,12.10,2.55,0.64,0
N00003835,243,96,67,33,31,11,4,1,0,2.22,39.51,27.57,13.58,12.76,4.53,1.65,0.41,0
N00003836,147,43,55,21,17,8,2,1,0,2.33,29.25,37.41,14.29,11.56,5.44,1.36,0.68,0
N00003837,113,24,27,18,22,16,5,1,0,2.98,21.24,23.89,15.93,19.47,14.16,4.42,0.88,0
N00003838,179,67,61,15,19,8,6,1,2,2.28,37.43,34.08,8.38,10.61,4.47,3.35,0.56,1.12
N00003839,132,26,37,21,26,14,4,3,1,2.97,19.70,28.03,15.91,19.70,10.61,3.03,2.27,0.76
N00003840,152,32,47,24,22,21,5,1,0,2.82,21.05,30.92,15.79,14.47,13.82,3.29,0.66,0
N00003841,114,39,34,20,16,5,0,0,0,2.25,34.21,29.82,17.54,14.04,4.39,0,0,0
N00003842,165,56,46,16,23,19,5,0,0,2.50,33.94,27.88,9.70,13.94,11.52,3.03,0,0
N00003843,130,58,22,27,10,6,7,0,0,2.27,44.62,16.92,20.77,7.69,4.62,5.38,0,0
N00003844,182,41,57,21,32,19,10,2,0,2.83,22.53,31.32,11.54,17.58,10.44,5.49,1.10,0
N00003845,121,29,47,18,17,8,1,0,1,2.47,23.97,38.84,14.88,14.05,6.61,0.83,0,0.83
N00003846,294,137,65,43,27,16,6,0,0,2.11,46.60,22.11,14.63,9.18,5.44,2.04,0,0
N00003847,114,42,29,28,8,6,0,0,1,2.23,36.84,25.44,24.56,7.02,5.26,0,0,0.88
N00003848,138,38,35,27,22,12,3,1,0,2.62,27.54,25.36,19.57,15.94,8.70,2.17,0.72,0
N00003849,181,24,51,19,39,31,10,5,2,3.36,13.26,28.18,10.50,21.55,17.13,5.52,2.76,1.10
N00003850,143,41,25,28,24,13,7,4,1,2.90,28.67,17.48,19.58,16.78,9.09,4.90,2.80,0.70
N00003851,149,30,36,24,20,22,15,1,1,3.15,20.13,24.16,16.11,13.42,14.77,10.07,0.67,0.67
N00003852,141,48,41,16,17,10,8,0,1,2.50,34.04,29.08,11.35,12.06,7.09,5.67,0,0.71
N00003853,167,30,38,35,34,19,6,4,1,3.08,17.96,22.75,20.96,20.36,11.38,3.59,2.40,0.60
N00003854,137,20,34,19,29,19,8,4,4,3.40,14.60,24.82,13.87,21.17,13.87,5.84,2.92,2.92
N00003855,150,30,39,26,20,24,10,0,1,3.03,20.00,26.00,17.33,13.33,16.00,6.67,0,0.67
N00003856,159,38,31,23,31,22,11,2,1,3.09,23.90,19.50,14.47,19.50,13.84,6.92,1.26,0.63
N00003857,169,24,45,26,35,26,9,1,3,3.24,14.20,26.63,15.38,20.71,15.38,5.33,0.59,1.78
N00003858,159,37,28,27,27,17,18,4,1,3.21,23.27,17.61,16.98,16.98,10.69,11.32,2.52,0.63
N00003859,179,47,47,36,27,12,9,1,0,2.67,26.26,26.26,20.11,15.08,6.70,5.03,0.56,0
N00003860,360,71,96,68,59,43,16,4,3,2.97,19.72,26.67,18.89,16.39,11.94,4.44,1.11,0.83
N00003861,169,37,28,29,35,21,13,5,1,3.23,21.89,16.57,17.16,20.71,12.43,7.69,2.96,0.59
N00003862,136,21,41,19,23,18,10,3,1,3.17,15.44,30.15,13.97,16.91,13.24,7.35,2.21,0.74
N00003863,117,57,27,16,12,4,1,0,0,1.99,48.72,23.08,13.68,10.26,3.42,0.85,0,0
N00003864,130,33,29,25,21,9,9,2,2,2.92,25.38,22.31,19.23,16.15,6.92,6.92,1.54,1.54
N00003865,100,38,29,21,8,3,1,0,0,2.12,38.00,29.00,21.00,8.00,3.00,1.00,0,0
N00003866,147,39,54,30,18,6,0,0,0,2.31,26.53,36.73,20.41,12.24,4.08,0,0,0
N00003867,276,80,70,54,42,16,8,4,2,2.62,28.99,25.36,19.57,15.22,5.80,2.90,1.45,0.72
N00003868,142,45,37,29,17,8,5,1,0,2.47,31.69,26.06,20.42,11.97,5.63,3.52,0.70,0
N00003869,445,131,110,80,71,31,16,2,4,2.64,29.44,24.72,17.98,15.96,6.97,3.60,0.45,0.90
N00003870,117,51,30,16,11,4,4,1,0,2.17,43.59,25.64,13.68,9.40,3.42,3.42,0.85,0
N00003871,239,32,61,63,46,22,14,0,1,3.05,13.39,25.52,26.36,19.25,9.21,5.86,0,0.42
N00003872,129,55,32,20,15,4,2,1,0,2.16,42.64,24.81,15.50,11.63,3.10,1.55,0.78,0
N00003873,413,125,133,64,51,25,11,4,0,2.44,30.27,32.20,15.50,12.35,6.05,2.66,0.97,0
N00003874,173,27,53,29,24,27,11,1,1,3.08,15.61,30.64,16.76,13.87,15.61,6.36,0.58,0.58
N00003875,140,23,36,35,23,14,7,2,0,2.99,16.43,25.71,25.00,16.43,10.00,5.00,1.43,0
N00003876,167,21,38,22,33,28,19,5,1,3.54,12.57,22.75,13.17,19.76,16.77,11.38,2.99,0.60
N00003877,129,37,26,18,22,17,8,0,1,2.89,28.68,20.16,13.95,17.05,13.18,6.20,0,0.78
N00003878,142,26,30,21,24,24,10,4,3,3.37,18.31,21.13,14.79,16.90,16.90,7.04,2.82,2.11
N00003879,147,23,27,32,23,20,16,6,0,3.42,15.65,18.37,21.77,15.65,13.61,10.88,4.08,0
N00003880,173,37,62,24,24,18,6,2,0,2.71,21.39,35.84,13.87,13.87,10.40,3.47,1.16,0
N00003881,149,14,48,27,30,21,9,0,0,3.15,9.40,32.21,18.12,20.13,14.09,6.04,0,0
N00003882,125,35,40,25,16,7,1,0,1,2.43,28.00,32.00,20.00,12.80,5.60,0.80,0,0.80
N00003883,299,73,100,48,37,27,8,6,0,2.64,24.41,33.44,16.05,12.37,9.03,2.68,2.01,0
N00003884,289,98,78,42,46,18,4,3,0,2.42,33.91,26.99,14.53,15.92,6.23,1.38,1.04,0
N00003885,119,21,36,29,17,10,4,1,1,2.83,17.65,30.25,24.37,14.29,8.40,3.36,0.84,0.84
N00003886,117,31,28,27,20,9,2,0,0,2.61,26.50,23.93,23.08,17.09,7.69,1.71,0,0
N00003887,254,112,82,22,22,10,6,0,0,2.03,44.09,32.28,8.66,8.66,3.94,2.36,0,0
N00003888,98,24,36,15,17,5,1,0,0,2.45,24.49,36.73,15.31,17.35,5.10,1.02,0,0
N00003889,157,48,56,21,24,7,1,0,0,2.29,30.57,35.67,13.38,15.29,4.46,0.64,0,0
N00003890,127,54,40,19,8,4,1,1,0,2.02,42.52,31.50,14.96,6.30,3.15,0.79,0.79,0
N00003891,136,45,40,26,15,8,1,1,0,2.32,33.09,29.41,19.12,11.03,5.88,0.74,0.74,0
N00003892,123,49,41,12,17,3,1,0,0,2.08,39.84,33.33,9.76,13.82,2.44,0.81,0,0
N00003893,116,44,36,17,14,5,0,0,0,2.14,37.93,31.03,14.66,12.07,4.31,0,0,0
N00003894,122,44,34,21,19,4,0,0,0,2.22,36.07,27.87,17.21,15.57,3.28,0,0,0
N00003895,124,37,47,21,13,4,1,1,0,2.25,29.84,37.90,16.94,10.48,3.23,0.81,0.81,0
N00003896,381,174,120,50,29,6,2,0,0,1.90,45.67,31.50,13.12,7.61,1.57,0.52,0,0
N00003897,103,26,25,22,18,7,3,2,0,2.73,25.24,24.27,21.36,17.48,6.80,2.91,1.94,0
N00003898,127,13,43,25,32,14,0,0,0,2.93,10.24,33.86,19.69,25.20,11.02,0,0,0
N00003899,131,21,41,30,29,7,3,0,0,2.76,16.03,31.30,22.90,22.14,5.34,2.29,0,0
N00003900,132,44,53,21,6,6,1,1,0,2.12,33.33,40.15,15.91,4.55,4.55,0.76,0.76,0
N00003901,116,29,46,26,10,4,0,0,1,2.30,25.00,39.66,22.41,8.62,3.45,0,0,0.86
N00003902,130,30,56,16,16,7,3,1,1,2.48,23.08,43.08,12.31,12.31,5.38,2.31,0.77,0.77
N00003903,211,21,45,61,64,12,8,0,0,3.12,9.95,21.33,28.91,30.33,5.69,3.79,0,0
N00003904,202,55,59,32,43,9,3,1,0,2.53,27.23,29.21,15.84,21.29,4.46,1.49,0.50,0
N00003905,153,69,49,18,13,3,1,0,0,1.92,45.10,32.03,11.76,8.50,1.96,0.65,0,0
N00003906,111,52,28,13,10,7,0,1,0,2.06,46.85,25.23,11.71,9.01,6.31,0,0.90,0
N00003907,136,46,45,20,17,7,0,1,0,2.25,33.82,33.09,14.71,12.50,5.15,0,0.74,0
N00003908,110,62,28,15,4,1,0,0,0,1.67,56.36,25.45,13.64,3.64,0.91,0,0,0
N00003909,144,36,54,28,16,4,4,0,2,2.45,25.00,37.50,19.44,11.11,2.78,2.78,0,1.39
N00003910,113,31,43,27,8,4,0,0,0,2.21,27.43,38.05,23.89,7.08,3.54,0,0,0
N00003911,507,127,156,101,91,21,9,1,1,2.53,25.05,30.77,19.92,17.95,4.14,1.78,0.20,0.20
N00003912,188,43,63,38,36,6,2,0,0,2.49,22.87,33.51,20.21,19.15,3.19,1.06,0,0
N00003913,121,47,36,17,14,7,0,0,0,2.16,38.84,29.75,14.05,11.57,5.79,0,0,0
N00003914,130,18,49,23,22,15,3,0,0,2.82,13.85,37.69,17.69,16.92,11.54,2.31,0,0
N00003915,122,26,44,30,12,7,2,0,1,2.52,21.31,36.07,24.59,9.84,5.74,1.64,0,0.82
N00003916,129,14,37,31,31,12,3,1,0,3.02,10.85,28.68,24.03,24.03,9.30,2.33,0.78,0
N00003917,112,22,49,14,18,8,1,0,0,2.50,19.64,43.75,12.50,16.07,7.14,0.89,0,0
N00003918,121,32,53,23,8,3,1,1,0,2.21,26.45,43.80,19.01,6.61,2.48,0.83,0.83,0
N00003919,122,25,51,26,12,4,4,0,0,2.43,20.49,41.80,21.31,9.84,3.28,3.28,0,0
N00003920,118,20,39,22,24,10,2,1,0,2.79,16.95,33.05,18.64,20.34,8.47,1.69,0.85,0
N00003921,121,17,40,35,22,6,1,0,0,2.69,14.05,33.06,28.93,18.18,4.96,0.83,0,0
N00003922,123,26,43,31,17,6,0,0,0,2.46,21.14,34.96,25.20,13.82,4.88,0,0,0
N00003923,119,28,34,31,18,4,3,1,0,2.57,23.53,28.57,26.05,15.13,3.36,2.52,0.84,0
N00003924,127,34,40,28,19,5,1,0,0,2.40,26.77,31.50,22.05,14.96,3.94,0.79,0,0
N00003925,114,32,31,22,18,9,2,0,0,2.54,28.07,27.19,19.30,15.79,7.89,1.75,0,0
N00003926,109,19,39,15,20,14,1,1,0,2.80,17.43,35.78,13.76,18.35,12.84,0.92,0.92,0
N00003927,111,15,34,31,22,7,1,1,0,2.81,13.51,30.63,27.93,19.82,6.31,0.90,0.90,0
N00003928,204,79,63,27,20,14,0,1,0,2.17,38.73,30.88,13.24,9.80,6.86,0,0.49,0
N00003929,113,41,32,16,16,5,2,1,0,2.31,36.28,28.32,14.16,14.16,4.42,1.77,0.88,0
N00003930,137,38,53,22,16,6,1,0,1,2.32,27.74,38.69,16.06,11.68,4.38,0.73,0,0.73
N00003931,123,68,34,10,9,1,0,1,0,1.74,55.28,27.64,8.13,7.32,0.81,0,0.81,0
N00003932,150,43,54,26,17,10,0,0,0,2.31,28.67,36.00,17.33,11.33,6.67,0,0,0
N00003933,314,60,95,74,63,15,7,0,0,2.68,19.11,30.25,23.57,20.06,4.78,2.23,0,0
N00003934,116,18,38,20,25,9,5,0,1,2.91,15.52,32.76,17.24,21.55,7.76,4.31,0,0.86
N00003935,136,24,50,29,24,8,1,0,0,2.60,17.65,36.76,21.32,17.65,5.88,0.74,0,0
N00003936,358,77,123,53,74,27,3,1,0,2.62,21.51,34.36,14.80,20.67,7.54,0.84,0.28,0
N00003937,124,22,53,22,21,4,2,0,0,2.50,17.74,42.74,17.74,16.94,3.23,1.61,0,0
N00003938,113,33,44,16,12,6,2,0,0,2.29,29.20,38.94,14.16,10.62,5.31,1.77,0,0
N00003939,140,25,49,23,29,9,4,0,1,2.76,17.86,35.00,16.43,20.71,6.43,2.86,0,0.71
N00003940,128,27,47,29,18,5,2,0,0,2.48,21.09,36.72,22.66,14.06,3.91,1.56,0,0
N00003941,138,31,44,18,24,17,3,1,0,2.75,22.46,31.88,13.04,17.39,12.32,2.17,0.72,0
N00003942,158,23,41,32,47,11,4,0,0,2.96,14.56,25.95,20.25,29.75,6.96,2.53,0,0
N00003943,284,87,100,40,41,10,6,0,0,2.31,30.63,35.21,14.08,14.44,3.52,2.11,0,0
N00003944,131,19,47,25,33,6,1,0,0,2.72,14.50,35.88,19.08,25.19,4.58,0.76,0,0
N00003945,122,33,42,18,20,7,1,1,0,2.45,27.05,34.43,14.75,16.39,5.74,0.82,0.82,0
N00003946,156,10,54,46,41,4,1,0,0,2.86,6.41,34.62,29.49,26.28,2.56,0.64,0,0
N00003947,232,49,73,43,43,21,2,1,0,2.67,21.12,31.47,18.53,18.53,9.05,0.86,0.43,0
N00003948,123,16,54,24,19,9,1,0,0,2.63,13.01,43.90,19.51,15.45,7.32,0.81,0,0
N00003949,120,24,44,20,21,7,3,1,0,2.63,20.00,36.67,16.67,17.50,5.83,2.50,0.83,0
N00003950,113,18,32,26,31,5,1,0,0,2.79,15.93,28.32,23.01,27.43,4.42,0.88,0,0
N00003951,109,21,51,16,13,6,2,0,0,2.43,19.27,46.79,14.68,11.93,5.50,1.83,0,0
N00003952,114,35,40,19,9,9,1,0,1,2.34,30.70,35.09,16.67,7.89,7.89,0.88,0,0.88
N00003953,111,23,44,20,14,10,0,0,0,2.50,20.72,39.64,18.02,12.61,9.01,0,0,0
N00003954,116,48,46,9,9,4,0,0,0,1.92,41.38,39.66,7.76,7.76,3.45,0,0,0
N00003955,114,25,53,16,16,4,0,0,0,2.31,21.93,46.49,14.04,14.04,3.51,0,0,0
N00003956,117,22,41,24,19,8,3,0,0,2.65,18.80,35.04,20.51,16.24,6.84,2.56,0,0
N00003957,108,41,39,14,11,2,1,0,0,2.05,37.96,36.11,12.96,10.19,1.85,0.93,0,0
N00003958,240,91,70,43,22,8,3,1,2,2.21,37.92,29.17,17.92,9.17,3.33,1.25,0.42,0.83
N00003959,119,37,46,17,13,4,2,0,0,2.22,31.09,38.66,14.29,10.92,3.36,1.68,0,0
N00003960,129,46,54,13,13,3,0,0,0,2.02,35.66,41.86,10.08,10.08,2.33,0,0,0
N00003961,130,31,68,11,14,6,0,0,0,2.20,23.85,52.31,8.46,10.77,4.62,0,0,0
N00003962,261,46,101,52,44,14,3,0,1,2.59,17.62,38.70,19.92,16.86,5.36,1.15,0,0.38
N00003963,124,21,63,15,21,4,0,0,0,2.39,16.94,50.81,12.10,16.94,3.23,0,0,0
N00003964,135,26,46,33,18,12,0,0,0,2.59,19.26,34.07,24.44,13.33,8.89,0,0,0
N00003965,154,36,57,28,22,8,2,1,0,2.47,23.38,37.01,18.18,14.29,5.19,1.30,0.65,0
N00003966,135,44,41,29,18,2,1,0,0,2.23,32.59,30.37,21.48,13.33,1.48,0.74,0,0
N00003967,110,3,14,28,43,16,5,0,1,3.68,2.73,12.73,25.45,39.09,14.55,4.55,0,0.91
N00003968,119,38,35,19,21,5,0,0,1,2.37,31.93,29.41,15.97,17.65,4.20,0,0,0.84
N00003969,120,42,43,14,17,2,2,0,0,2.17,35.00,35.83,11.67,14.17,1.67,1.67,0,0
N00003970,139,34,56,23,16,9,1,0,0,2.37,24.46,40.29,16.55,11.51,6.47,0.72,0,0
N00003971,123,26,45,21,24,6,1,0,0,2.53,21.14,36.59,17.07,19.51,4.88,0.81,0,0
N00003972,141,42,49,25,18,3,3,1,0,2.32,29.79,34.75,17.73,12.77,2.13,2.13,0.71,0
N00003973,124,19,46,23,18,15,3,0,0,2.78,15.32,37.10,18.55,14.52,12.10,2.42,0,0
N00003974,198,19,56,36,51,28,6,2,0,3.20,9.60,28.28,18.18,25.76,14.14,3.03,1.01,0
N00003975,130,23,38,26,24,15,4,0,0,2.86,17.69,29.23,20.00,18.46,11.54,3.08,0,0
N00003976,126,26,36,30,18,11,3,2,0,2.75,20.63,28.57,23.81,14.29,8.73,2.38,1.59,0
N00003977,107,26,34,16,19,7,4,1,0,2.65,24.30,31.78,14.95,17.76,6.54,3.74,0.93,0
N00003978,139,35,42,29,13,13,5,1,1,2.66,25.18,30.22,20.86,9.35,9.35,3.60,0.72,0.72
N00003979,137,30,47,31,17,8,4,0,0,2.55,21.90,34.31,22.63,12.41,5.84,2.92,0,0
N00003980,145,25,59,24,26,7,4,0,0,2.61,17.24,40.69,16.55,17.93,4.83,2.76,0,0
N00003981,115,35,41,17,11,8,3,0,0,2.35,30.43,35.65,14.78,9.57,6.96,2.61,0,0
N00003982,117,55,38,17,6,1,0,0,0,1.80,47.01,32.48,14.53,5.13,0.85,0,0,0
N00003983,118,36,40,25,12,4,1,0,0,2.25,30.51,33.90,21.19,10.17,3.39,0.85,0,0
N00003984,133,31,52,22,13,13,1,1,0,2.49,23.31,39.10,16.54,9.77,9.77,0.75,0.75,0
N00003985,120,35,33,27,16,2,7,0,0,2.48,29.17,27.50,22.50,13.33,1.67,5.83,0,0
N00003986,123,53,35,20,11,4,0,0,0,2.01,43.09,28.46,16.26,8.94,3.25,0,0,0
N00003987,123,26,53,21,11,9,2,0,1,2.47,21.14,43.09,17.07,8.94,7.32,1.63,0,0.81
N00003988,130,40,47,22,19,1,0,1,0,2.22,30.77,36.15,16.92,14.62,0.77,0,0.77,0
N00003989,121,84,32,5,0,0,0,0,0,1.35,69.42,26.45,4.13,0,0,0,0,0
N00003990,177,43,65,37,25,6,1,0,0,2.37,24.29,36.72,20.90,14.12,3.39,0.56,0,0
N00003991,140,48,51,25,11,4,1,0,0,2.11,34.29,36.43,17.86,7.86,2.86,0.71,0,0
N00003992,154,44,49,22,28,10,0,0,1,2.46,28.57,31.82,14.29,18.18,6.49,0,0,0.65
N00003993,158,31,66,26,27,6,1,0,1,2.49,19.62,41.77,16.46,17.09,3.80,0.63,0,0.63
N00003994,123,11,44,28,32,6,2,0,0,2.87,8.94,35.77,22.76,26.02,4.88,1.63,0,0
N00003995,140,28,41,28,23,15,5,0,0,2.79,20.00,29.29,20.00,16.43,10.71,3.57,0,0
N00003996,147,42,53,26,17,8,1,0,0,2.31,28.57,36.05,17.69,11.56,5.44,0.68,0,0
N00003997,128,22,38,26,25,14,3,0,0,2.84,17.19,29.69,20.31,19.53,10.94,2.34,0,0
N00003998,127,25,30,38,25,6,3,0,0,2.73,19.69,23.62,29.92,19.69,4.72,2.36,0,0
N00003999,139,24,40,29,36,7,3,0,0,2.79,17.27,28.78,20.86,25.90,5.04,2.16,0,0
N00004000,152,58,51,29,8,4,2,0,0,2.05,38.16,33.55,19.08,5.26,2.63,1.32,0,0
N00004001,125,21,50,24,14,14,1,1,0,2.66,16.80,40.00,19.20,11.20,11.20,0.80,0.80,0
N00004002,160,88,47,13,7,4,1,0,0,1.72,55.00,29.38,8.13,4.38,2.50,0.63,0,0
N00004003,184,62,58,36,18,6,2,2,0,2.25,33.70,31.52,19.57,9.78,3.26,1.09,1.09,0
N00004004,114,45,36,21,7,4,1,0,0,2.05,39.47,31.58,18.42,6.14,3.51,0.88,0,0
N00004005,95,52,25,8,7,2,1,0,0,1.79,54.74,26.32,8.42,7.37,2.11,1.05,0,0
N00004006,110,50,26,17,15,1,1,0,0,2.04,45.45,23.64,15.45,13.64,0.91,0.91,0,0
N00004007,103,24,33,24,10,7,3,2,0,2.61,23.30,32.04,23.30,9.71,6.80,2.91,1.94,0
N00004008,146,23,51,29,24,13,3,3,0,2.82,15.75,34.93,19.86,16.44,8.90,2.05,2.05,0
N00004009,126,32,38,23,19,11,3,0,0,2.59,25.40,30.16,18.25,15.08,8.73,2.38,0,0
