ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS107NI0001","Count","HOUSEHOLDS","All lone parent households with dependent children: Lone parent aged 16-74"
"KS107NI0002","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment"
"KS107NI0003","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment"
"KS107NI0004","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment"
"KS107NI0005","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 (Male)"
"KS107NI0006","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment (Male)"
"KS107NI0007","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment (Male)"
"KS107NI0008","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment (Male)"
"KS107NI0009","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 (Female)"
"KS107NI0010","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment (Female)"
"KS107NI0011","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment (Female)"
"KS107NI0012","Count","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment (Female)"
"KS107NI0013","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment"
"KS107NI0014","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment"
"KS107NI0015","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment"
"KS107NI0016","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment (Male)"
"KS107NI0017","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment (Male)"
"KS107NI0018","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment (Male)"
"KS107NI0019","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in part-time employment (Female)"
"KS107NI0020","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 in full-time employment (Female)"
"KS107NI0021","Percentage","HOUSEHOLDS","Lone parent households with dependent children: Lone parent aged 16-74 not in employment (Female)"
