GeographyCode,KS103NI0001,KS103NI0002,KS103NI0003,KS103NI0004,KS103NI0005,KS103NI0006,KS103NI0007,KS103NI0008,KS103NI0009,KS103NI0010,KS103NI0011,KS103NI0012,KS103NI0013
N00000937,359,162,123,0,34,17,23,45.13,34.26,0,9.47,4.74,6.41
N00000938,266,121,98,0,24,13,10,45.49,36.84,0,9.02,4.89,3.76
N00000939,152,89,39,0,8,9,7,58.55,25.66,0,5.26,5.92,4.61
N00000940,193,82,56,0,25,13,17,42.49,29.02,0,12.95,6.74,8.81
N00000941,272,78,166,2,2,7,17,28.68,61.03,0.74,0.74,2.57,6.25
N00000942,231,79,112,0,12,5,23,34.20,48.48,0,5.19,2.16,9.96
N00000943,201,53,107,0,12,13,16,26.37,53.23,0,5.97,6.47,7.96
N00000944,189,87,66,0,15,9,12,46.03,34.92,0,7.94,4.76,6.35
N00000945,220,63,131,0,7,5,14,28.64,59.55,0,3.18,2.27,6.36
N00000946,315,152,65,1,30,41,26,48.25,20.63,0.32,9.52,13.02,8.25
N00000947,200,87,65,0,9,20,19,43.50,32.50,0,4.50,10.00,9.50
N00000948,180,88,61,2,8,12,9,48.89,33.89,1.11,4.44,6.67,5.00
N00000949,248,112,86,2,24,13,11,45.16,34.68,0.81,9.68,5.24,4.44
N00000950,234,120,66,3,14,17,14,51.28,28.21,1.28,5.98,7.26,5.98
N00000951,194,71,82,0,13,8,20,36.60,42.27,0,6.70,4.12,10.31
N00000952,288,126,108,0,16,27,11,43.75,37.50,0,5.56,9.38,3.82
N00000953,185,99,56,0,8,14,8,53.51,30.27,0,4.32,7.57,4.32
N00000954,208,92,61,0,13,18,24,44.23,29.33,0,6.25,8.65,11.54
N00000955,332,129,155,0,18,12,18,38.86,46.69,0,5.42,3.61,5.42
N00000956,373,183,115,3,35,24,13,49.06,30.83,0.80,9.38,6.43,3.49
N00000957,427,99,246,0,11,33,38,23.19,57.61,0,2.58,7.73,8.90
N00000958,251,61,158,0,7,4,21,24.30,62.95,0,2.79,1.59,8.37
N00000959,389,82,242,2,8,14,41,21.08,62.21,0.51,2.06,3.60,10.54
N00000960,397,115,223,0,10,20,29,28.97,56.17,0,2.52,5.04,7.30
N00000961,257,72,151,0,2,8,24,28.02,58.75,0,0.78,3.11,9.34
N00000962,281,124,81,0,22,34,20,44.13,28.83,0,7.83,12.10,7.12
N00000963,218,66,115,0,2,7,28,30.28,52.75,0,0.92,3.21,12.84
N00000964,262,72,146,0,7,8,29,27.48,55.73,0,2.67,3.05,11.07
N00000965,257,91,136,0,4,9,17,35.41,52.92,0,1.56,3.50,6.61
N00000966,282,70,162,0,9,16,25,24.82,57.45,0,3.19,5.67,8.87
N00000967,335,119,157,0,7,16,36,35.52,46.87,0,2.09,4.78,10.75
N00000968,196,66,102,0,5,16,7,33.67,52.04,0,2.55,8.16,3.57
N00000969,155,57,65,0,5,13,15,36.77,41.94,0,3.23,8.39,9.68
N00000970,401,180,133,2,12,47,27,44.89,33.17,0.50,2.99,11.72,6.73
N00000971,203,70,73,0,11,24,25,34.48,35.96,0,5.42,11.82,12.32
N00000972,246,106,90,0,15,21,14,43.09,36.59,0,6.10,8.54,5.69
N00000973,239,128,63,2,18,22,6,53.56,26.36,0.84,7.53,9.21,2.51
N00000974,222,81,76,0,17,27,21,36.49,34.23,0,7.66,12.16,9.46
N00000975,203,95,50,0,16,30,12,46.80,24.63,0,7.88,14.78,5.91
N00000976,120,59,38,0,8,9,6,49.17,31.67,0,6.67,7.50,5.00
N00000977,233,110,63,2,14,21,23,47.21,27.04,0.86,6.01,9.01,9.87
N00000978,203,127,42,0,4,18,12,62.56,20.69,0,1.97,8.87,5.91
N00000979,198,97,53,0,7,26,15,48.99,26.77,0,3.54,13.13,7.58
N00000980,211,125,56,0,8,8,14,59.24,26.54,0,3.79,3.79,6.64
N00000981,178,96,51,0,9,11,11,53.93,28.65,0,5.06,6.18,6.18
N00000982,222,134,53,0,13,15,7,60.36,23.87,0,5.86,6.76,3.15
N00000983,263,124,77,0,20,18,24,47.15,29.28,0,7.60,6.84,9.13
N00000984,307,219,46,0,8,23,11,71.34,14.98,0,2.61,7.49,3.58
N00000985,192,92,38,2,14,22,24,47.92,19.79,1.04,7.29,11.46,12.50
N00000986,184,118,33,0,7,18,8,64.13,17.93,0,3.80,9.78,4.35
N00000987,295,173,77,0,13,14,18,58.64,26.10,0,4.41,4.75,6.10
N00000988,134,80,29,0,6,9,10,59.70,21.64,0,4.48,6.72,7.46
N00000989,213,107,52,0,14,25,15,50.23,24.41,0,6.57,11.74,7.04
N00000990,232,142,47,0,14,20,9,61.21,20.26,0,6.03,8.62,3.88
N00000991,215,109,34,0,20,24,28,50.70,15.81,0,9.30,11.16,13.02
N00000992,386,216,84,0,22,35,29,55.96,21.76,0,5.70,9.07,7.51
N00000993,192,109,44,0,11,21,7,56.77,22.92,0,5.73,10.94,3.65
N00000994,769,366,242,2,35,66,58,47.59,31.47,0.26,4.55,8.58,7.54
N00000995,161,65,59,4,8,12,13,40.37,36.65,2.48,4.97,7.45,8.07
N00000996,301,114,156,0,5,9,17,37.87,51.83,0,1.66,2.99,5.65
N00000997,206,73,102,0,4,8,19,35.44,49.51,0,1.94,3.88,9.22
N00000998,243,94,114,0,8,16,11,38.68,46.91,0,3.29,6.58,4.53
N00000999,196,92,59,2,7,21,15,46.94,30.10,1.02,3.57,10.71,7.65
N00001000,263,84,145,0,3,14,17,31.94,55.13,0,1.14,5.32,6.46
N00001001,245,110,88,0,11,24,12,44.90,35.92,0,4.49,9.80,4.90
N00001002,691,340,206,2,30,70,43,49.20,29.81,0.29,4.34,10.13,6.22
N00001003,187,82,70,0,9,15,11,43.85,37.43,0,4.81,8.02,5.88
N00001004,257,124,80,2,17,19,15,48.25,31.13,0.78,6.61,7.39,5.84
N00001005,232,105,48,0,12,31,36,45.26,20.69,0,5.17,13.36,15.52
N00001006,486,430,33,0,7,11,5,88.48,6.79,0,1.44,2.26,1.03
N00001007,555,447,77,0,14,13,4,80.54,13.87,0,2.52,2.34,0.72
N00001008,238,215,14,0,1,6,2,90.34,5.88,0,0.42,2.52,0.84
N00001009,174,143,25,0,3,3,0,82.18,14.37,0,1.72,1.72,0
N00001010,321,292,15,0,4,6,4,90.97,4.67,0,1.25,1.87,1.25
N00001011,340,316,10,0,7,5,2,92.94,2.94,0,2.06,1.47,0.59
N00001012,341,283,37,1,3,10,7,82.99,10.85,0.29,0.88,2.93,2.05
N00001013,223,189,13,0,3,13,5,84.75,5.83,0,1.35,5.83,2.24
N00001014,233,209,7,2,6,5,4,89.70,3.00,0.86,2.58,2.15,1.72
N00001015,397,361,18,0,4,7,7,90.93,4.53,0,1.01,1.76,1.76
N00001016,260,234,16,0,5,3,2,90.00,6.15,0,1.92,1.15,0.77
N00001017,297,257,34,0,2,3,1,86.53,11.45,0,0.67,1.01,0.34
N00001018,269,181,66,2,2,13,5,67.29,24.54,0.74,0.74,4.83,1.86
N00001019,191,167,12,0,4,4,4,87.43,6.28,0,2.09,2.09,2.09
N00001020,158,126,7,0,3,10,12,79.75,4.43,0,1.90,6.33,7.59
N00001021,219,196,18,0,2,2,1,89.50,8.22,0,0.91,0.91,0.46
N00001022,583,481,62,0,14,25,1,82.50,10.63,0,2.40,4.29,0.17
N00001023,211,190,12,0,3,5,1,90.05,5.69,0,1.42,2.37,0.47
N00001024,342,311,18,0,4,6,3,90.94,5.26,0,1.17,1.75,0.88
N00001025,274,248,22,0,1,2,1,90.51,8.03,0,0.36,0.73,0.36
N00001026,226,189,21,2,1,12,1,83.63,9.29,0.88,0.44,5.31,0.44
N00001027,324,220,42,2,13,33,14,67.90,12.96,0.62,4.01,10.19,4.32
N00001028,214,95,62,0,13,25,19,44.39,28.97,0,6.07,11.68,8.88
N00001029,462,284,96,1,25,38,18,61.47,20.78,0.22,5.41,8.23,3.90
N00001030,427,278,59,2,29,33,26,65.11,13.82,0.47,6.79,7.73,6.09
N00001031,306,202,55,0,22,18,9,66.01,17.97,0,7.19,5.88,2.94
N00001032,165,61,52,0,9,16,27,36.97,31.52,0,5.45,9.70,16.36
N00001033,127,66,7,0,14,32,8,51.97,5.51,0,11.02,25.20,6.30
N00001034,271,82,139,0,14,14,22,30.26,51.29,0,5.17,5.17,8.12
N00001035,206,108,51,0,16,15,16,52.43,24.76,0,7.77,7.28,7.77
N00001036,320,117,122,0,17,21,43,36.56,38.13,0,5.31,6.56,13.44
N00001037,289,85,162,0,7,11,24,29.41,56.06,0,2.42,3.81,8.30
N00001038,562,200,294,0,15,28,25,35.59,52.31,0,2.67,4.98,4.45
N00001039,309,94,162,0,6,15,32,30.42,52.43,0,1.94,4.85,10.36
N00001040,200,85,66,1,9,19,20,42.50,33.00,0.50,4.50,9.50,10.00
N00001041,166,71,47,0,14,18,16,42.77,28.31,0,8.43,10.84,9.64
N00001042,551,185,259,1,21,36,49,33.58,47.01,0.18,3.81,6.53,8.89
N00001043,175,74,54,2,8,17,20,42.29,30.86,1.14,4.57,9.71,11.43
N00001044,243,105,79,0,15,22,22,43.21,32.51,0,6.17,9.05,9.05
N00001045,236,76,121,2,12,10,15,32.20,51.27,0.85,5.08,4.24,6.36
N00001046,243,88,120,0,9,12,14,36.21,49.38,0,3.70,4.94,5.76
N00001047,261,64,156,0,5,9,27,24.52,59.77,0,1.92,3.45,10.34
N00001048,262,82,139,0,5,11,25,31.30,53.05,0,1.91,4.20,9.54
N00001049,261,77,149,0,15,5,15,29.50,57.09,0,5.75,1.92,5.75
N00001050,265,86,143,0,10,8,18,32.45,53.96,0,3.77,3.02,6.79
N00001051,289,95,168,0,8,5,13,32.87,58.13,0,2.77,1.73,4.50
N00001052,151,80,32,0,9,20,10,52.98,21.19,0,5.96,13.25,6.62
N00001053,305,91,182,0,4,7,21,29.84,59.67,0,1.31,2.30,6.89
N00001054,269,76,175,0,4,3,11,28.25,65.06,0,1.49,1.12,4.09
N00001055,280,92,164,0,5,6,13,32.86,58.57,0,1.79,2.14,4.64
N00001056,284,104,141,0,13,14,12,36.62,49.65,0,4.58,4.93,4.23
N00001057,265,90,143,2,6,11,13,33.96,53.96,0.75,2.26,4.15,4.91
N00001058,287,78,173,0,8,10,18,27.18,60.28,0,2.79,3.48,6.27
N00001059,259,94,130,0,8,7,20,36.29,50.19,0,3.09,2.70,7.72
N00001060,209,63,111,0,5,8,22,30.14,53.11,0,2.39,3.83,10.53
N00001061,293,56,168,0,6,7,56,19.11,57.34,0,2.05,2.39,19.11
N00001062,292,75,144,0,3,6,64,25.68,49.32,0,1.03,2.05,21.92
N00001063,262,52,177,0,3,6,24,19.85,67.56,0,1.15,2.29,9.16
N00001064,504,132,291,0,10,21,50,26.19,57.74,0,1.98,4.17,9.92
N00001065,259,51,176,2,3,11,16,19.69,67.95,0.77,1.16,4.25,6.18
N00001066,233,82,107,0,7,19,18,35.19,45.92,0,3.00,8.15,7.73
N00001067,241,58,142,0,1,16,24,24.07,58.92,0,0.41,6.64,9.96
N00001068,296,102,108,0,10,24,52,34.46,36.49,0,3.38,8.11,17.57
N00001069,253,74,146,0,8,11,14,29.25,57.71,0,3.16,4.35,5.53
N00001070,400,91,255,0,10,15,29,22.75,63.75,0,2.50,3.75,7.25
N00001071,254,104,105,0,4,25,16,40.94,41.34,0,1.57,9.84,6.30
N00001072,260,60,147,0,7,12,34,23.08,56.54,0,2.69,4.62,13.08
N00001073,235,108,74,1,8,29,15,45.96,31.49,0.43,3.40,12.34,6.38
N00001074,208,43,134,0,3,2,26,20.67,64.42,0,1.44,0.96,12.50
N00001075,261,81,108,2,4,23,43,31.03,41.38,0.77,1.53,8.81,16.48
N00001076,230,75,95,0,6,28,26,32.61,41.30,0,2.61,12.17,11.30
N00001077,203,69,59,0,11,32,32,33.99,29.06,0,5.42,15.76,15.76
N00001078,217,79,85,0,13,25,15,36.41,39.17,0,5.99,11.52,6.91
N00001079,658,378,145,4,49,52,30,57.45,22.04,0.61,7.45,7.90,4.56
N00001080,264,122,91,0,16,13,22,46.21,34.47,0,6.06,4.92,8.33
N00001081,323,127,135,2,26,12,21,39.32,41.80,0.62,8.05,3.72,6.50
N00001082,351,180,114,0,21,20,16,51.28,32.48,0,5.98,5.70,4.56
N00001083,342,129,169,0,13,13,18,37.72,49.42,0,3.80,3.80,5.26
N00001084,365,180,105,6,20,21,33,49.32,28.77,1.64,5.48,5.75,9.04
N00001085,874,435,252,4,54,61,68,49.77,28.83,0.46,6.18,6.98,7.78
N00001086,279,88,156,2,9,13,11,31.54,55.91,0.72,3.23,4.66,3.94
N00001087,223,95,104,0,9,6,9,42.60,46.64,0,4.04,2.69,4.04
N00001088,241,78,132,2,9,6,14,32.37,54.77,0.83,3.73,2.49,5.81
N00001089,246,108,82,0,16,21,19,43.90,33.33,0,6.50,8.54,7.72
N00001090,177,65,56,0,15,17,24,36.72,31.64,0,8.47,9.60,13.56
N00001091,318,122,157,1,12,6,20,38.36,49.37,0.31,3.77,1.89,6.29
N00001092,305,144,104,0,19,17,21,47.21,34.10,0,6.23,5.57,6.89
N00001093,384,217,82,2,33,24,26,56.51,21.35,0.52,8.59,6.25,6.77
N00001094,178,84,49,0,20,12,13,47.19,27.53,0,11.24,6.74,7.30
N00001095,265,122,96,0,21,13,13,46.04,36.23,0,7.92,4.91,4.91
N00001096,332,127,170,0,11,10,14,38.25,51.20,0,3.31,3.01,4.22
N00001097,267,106,105,0,15,16,25,39.70,39.33,0,5.62,5.99,9.36
N00001098,248,74,116,0,15,10,33,29.84,46.77,0,6.05,4.03,13.31
N00001099,232,100,91,0,13,14,14,43.10,39.22,0,5.60,6.03,6.03
N00001100,249,92,121,0,12,9,15,36.95,48.59,0,4.82,3.61,6.02
N00001101,232,84,115,0,13,9,11,36.21,49.57,0,5.60,3.88,4.74
N00001102,428,167,118,1,42,48,52,39.02,27.57,0.23,9.81,11.21,12.15
N00001103,150,76,42,2,10,15,5,50.67,28.00,1.33,6.67,10.00,3.33
N00001104,241,101,92,0,11,12,25,41.91,38.17,0,4.56,4.98,10.37
N00001105,219,78,84,0,21,20,16,35.62,38.36,0,9.59,9.13,7.31
N00001106,214,125,34,0,23,16,16,58.41,15.89,0,10.75,7.48,7.48
N00001107,239,119,64,0,22,19,15,49.79,26.78,0,9.21,7.95,6.28
N00001108,160,84,33,0,16,11,16,52.50,20.63,0,10.00,6.88,10.00
N00001109,281,163,51,1,25,17,24,58.01,18.15,0.36,8.90,6.05,8.54
N00001110,251,130,61,0,21,24,15,51.79,24.30,0,8.37,9.56,5.98
N00001111,527,260,130,0,50,36,51,49.34,24.67,0,9.49,6.83,9.68
N00001112,233,119,54,0,27,17,16,51.07,23.18,0,11.59,7.30,6.87
N00001113,1074,612,200,2,111,84,65,56.98,18.62,0.19,10.34,7.82,6.05
N00001114,266,161,60,0,18,7,20,60.53,22.56,0,6.77,2.63,7.52
N00001115,191,93,54,0,20,9,15,48.69,28.27,0,10.47,4.71,7.85
N00001116,405,224,82,0,30,44,25,55.31,20.25,0,7.41,10.86,6.17
N00001117,612,233,193,0,45,62,79,38.07,31.54,0,7.35,10.13,12.91
N00001118,246,102,63,0,16,17,48,41.46,25.61,0,6.50,6.91,19.51
N00001119,149,51,39,0,17,12,30,34.23,26.17,0,11.41,8.05,20.13
N00001120,179,69,45,0,10,22,33,38.55,25.14,0,5.59,12.29,18.44
N00001121,188,75,51,0,19,21,22,39.89,27.13,0,10.11,11.17,11.70
N00001122,162,69,39,0,4,26,24,42.59,24.07,0,2.47,16.05,14.81
N00001123,159,46,48,0,16,14,35,28.93,30.19,0,10.06,8.81,22.01
N00001124,420,191,122,0,44,32,31,45.48,29.05,0,10.48,7.62,7.38
N00001125,289,137,85,0,20,21,26,47.40,29.41,0,6.92,7.27,9.00
N00001126,174,86,49,0,18,10,11,49.43,28.16,0,10.34,5.75,6.32
N00001127,500,245,116,0,41,50,48,49.00,23.20,0,8.20,10.00,9.60
N00001128,209,101,47,0,21,19,21,48.33,22.49,0,10.05,9.09,10.05
N00001129,332,154,85,2,30,26,35,46.39,25.60,0.60,9.04,7.83,10.54
N00001130,141,74,24,2,11,22,8,52.48,17.02,1.42,7.80,15.60,5.67
N00001131,964,672,127,2,64,71,28,69.71,13.17,0.21,6.64,7.37,2.90
N00001132,209,91,49,2,19,25,23,43.54,23.44,0.96,9.09,11.96,11.00
N00001133,496,225,159,2,37,40,33,45.36,32.06,0.40,7.46,8.06,6.65
N00001134,183,79,62,0,4,17,21,43.17,33.88,0,2.19,9.29,11.48
N00001135,160,72,40,0,12,23,13,45.00,25.00,0,7.50,14.38,8.13
N00001136,222,87,66,0,17,22,30,39.19,29.73,0,7.66,9.91,13.51
N00001137,219,104,45,0,16,27,27,47.49,20.55,0,7.31,12.33,12.33
N00001138,166,74,42,0,7,14,29,44.58,25.30,0,4.22,8.43,17.47
N00001139,405,165,164,2,28,24,22,40.74,40.49,0.49,6.91,5.93,5.43
N00001140,250,111,65,2,23,29,20,44.40,26.00,0.80,9.20,11.60,8.00
N00001141,139,53,48,0,11,14,13,38.13,34.53,0,7.91,10.07,9.35
N00001142,162,68,48,0,10,13,23,41.98,29.63,0,6.17,8.02,14.20
N00001143,106,48,28,0,9,12,9,45.28,26.42,0,8.49,11.32,8.49
N00001144,170,81,36,0,8,27,18,47.65,21.18,0,4.71,15.88,10.59
N00001145,260,127,51,0,35,11,36,48.85,19.62,0,13.46,4.23,13.85
N00001146,238,124,54,0,21,12,27,52.10,22.69,0,8.82,5.04,11.34
N00001147,219,115,44,0,19,20,21,52.51,20.09,0,8.68,9.13,9.59
N00001148,204,102,46,0,30,10,16,50.00,22.55,0,14.71,4.90,7.84
N00001149,291,171,62,0,24,17,17,58.76,21.31,0,8.25,5.84,5.84
N00001150,241,160,19,0,30,10,22,66.39,7.88,0,12.45,4.15,9.13
N00001151,294,159,69,0,25,22,19,54.08,23.47,0,8.50,7.48,6.46
N00001152,292,174,55,0,23,21,19,59.59,18.84,0,7.88,7.19,6.51
N00001153,253,129,62,1,21,22,18,50.99,24.51,0.40,8.30,8.70,7.11
N00001154,225,122,35,0,20,15,33,54.22,15.56,0,8.89,6.67,14.67
N00001155,554,317,143,0,36,39,19,57.22,25.81,0,6.50,7.04,3.43
N00001156,1063,596,145,0,133,90,99,56.07,13.64,0,12.51,8.47,9.31
N00001157,239,95,100,0,16,6,22,39.75,41.84,0,6.69,2.51,9.21
N00001158,221,76,108,0,9,5,23,34.39,48.87,0,4.07,2.26,10.41
N00001159,289,123,124,0,18,10,14,42.56,42.91,0,6.23,3.46,4.84
N00001160,288,140,71,0,31,15,31,48.61,24.65,0,10.76,5.21,10.76
N00001161,206,108,54,0,21,8,15,52.43,26.21,0,10.19,3.88,7.28
N00001162,150,61,58,0,9,11,11,40.67,38.67,0,6.00,7.33,7.33
N00001163,312,94,90,2,25,17,84,30.13,28.85,0.64,8.01,5.45,26.92
N00001164,263,118,106,1,14,12,12,44.87,40.30,0.38,5.32,4.56,4.56
N00001165,266,105,113,0,7,10,31,39.47,42.48,0,2.63,3.76,11.65
N00001166,494,187,206,0,27,27,47,37.85,41.70,0,5.47,5.47,9.51
N00001167,285,106,135,0,7,10,27,37.19,47.37,0,2.46,3.51,9.47
N00001168,273,128,71,0,36,18,20,46.89,26.01,0,13.19,6.59,7.33
N00001169,259,107,105,0,18,9,20,41.31,40.54,0,6.95,3.47,7.72
N00001170,264,96,124,0,20,10,14,36.36,46.97,0,7.58,3.79,5.30
N00001171,334,129,120,0,27,23,35,38.62,35.93,0,8.08,6.89,10.48
N00001172,257,117,103,0,7,12,18,45.53,40.08,0,2.72,4.67,7.00
N00001173,212,55,121,0,14,5,17,25.94,57.08,0,6.60,2.36,8.02
N00001174,261,61,182,0,4,4,10,23.37,69.73,0,1.53,1.53,3.83
N00001175,251,72,158,0,6,9,6,28.69,62.95,0,2.39,3.59,2.39
N00001176,215,55,131,0,1,12,16,25.58,60.93,0,0.47,5.58,7.44
N00001177,221,65,123,0,3,12,18,29.41,55.66,0,1.36,5.43,8.14
N00001178,323,115,173,0,7,8,20,35.60,53.56,0,2.17,2.48,6.19
N00001179,264,76,167,0,5,4,12,28.79,63.26,0,1.89,1.52,4.55
N00001180,140,75,31,0,4,9,21,53.57,22.14,0,2.86,6.43,15.00
N00001181,257,70,109,0,9,5,64,27.24,42.41,0,3.50,1.95,24.90
N00001182,285,93,173,0,2,5,12,32.63,60.70,0,0.70,1.75,4.21
N00001183,384,154,162,2,17,16,33,40.10,42.19,0.52,4.43,4.17,8.59
N00001184,238,77,126,0,6,5,24,32.35,52.94,0,2.52,2.10,10.08
N00001185,240,67,124,0,5,17,27,27.92,51.67,0,2.08,7.08,11.25
N00001186,216,62,121,0,10,8,15,28.70,56.02,0,4.63,3.70,6.94
N00001187,259,81,145,2,3,12,16,31.27,55.98,0.77,1.16,4.63,6.18
N00001188,701,278,238,0,14,41,130,39.66,33.95,0,2.00,5.85,18.54
N00001189,248,89,126,0,7,11,15,35.89,50.81,0,2.82,4.44,6.05
N00001190,237,99,99,0,9,15,15,41.77,41.77,0,3.80,6.33,6.33
N00001191,202,73,83,0,13,13,20,36.14,41.09,0,6.44,6.44,9.90
N00001192,209,77,92,0,8,19,13,36.84,44.02,0,3.83,9.09,6.22
N00001193,189,83,66,0,13,16,11,43.92,34.92,0,6.88,8.47,5.82
N00001194,230,81,104,0,14,15,16,35.22,45.22,0,6.09,6.52,6.96
N00001195,148,80,44,0,9,7,8,54.05,29.73,0,6.08,4.73,5.41
N00001196,301,105,143,1,8,20,24,34.88,47.51,0.33,2.66,6.64,7.97
N00001197,208,95,67,2,11,17,16,45.67,32.21,0.96,5.29,8.17,7.69
N00001198,371,124,177,0,13,11,46,33.42,47.71,0,3.50,2.96,12.40
N00001199,170,66,63,2,12,10,17,38.82,37.06,1.18,7.06,5.88,10.00
N00001200,295,92,144,0,6,18,35,31.19,48.81,0,2.03,6.10,11.86
N00001201,247,79,138,0,2,11,17,31.98,55.87,0,0.81,4.45,6.88
N00001202,223,121,57,0,18,12,15,54.26,25.56,0,8.07,5.38,6.73
N00001203,250,110,92,0,13,13,22,44.00,36.80,0,5.20,5.20,8.80
N00001204,814,327,307,0,41,42,97,40.17,37.71,0,5.04,5.16,11.92
N00001205,455,180,165,0,25,34,51,39.56,36.26,0,5.49,7.47,11.21
N00001206,182,87,51,0,15,17,12,47.80,28.02,0,8.24,9.34,6.59
N00001207,334,141,154,0,14,11,14,42.22,46.11,0,4.19,3.29,4.19
N00001208,278,130,89,0,19,17,23,46.76,32.01,0,6.83,6.12,8.27
N00001209,212,95,65,2,17,13,20,44.81,30.66,0.94,8.02,6.13,9.43
N00001210,274,127,93,0,9,16,29,46.35,33.94,0,3.28,5.84,10.58
N00001211,229,105,63,0,17,17,27,45.85,27.51,0,7.42,7.42,11.79
N00001212,250,103,77,0,21,15,34,41.20,30.80,0,8.40,6.00,13.60
N00001213,237,120,49,0,24,20,24,50.63,20.68,0,10.13,8.44,10.13
N00001214,221,107,54,0,12,22,26,48.42,24.43,0,5.43,9.95,11.76
N00001215,219,100,74,0,10,10,25,45.66,33.79,0,4.57,4.57,11.42
N00001216,305,145,117,0,20,13,10,47.54,38.36,0,6.56,4.26,3.28
N00001217,319,124,111,0,25,19,40,38.87,34.80,0,7.84,5.96,12.54
N00001218,226,79,122,0,6,6,13,34.96,53.98,0,2.65,2.65,5.75
N00001219,231,111,65,0,20,16,19,48.05,28.14,0,8.66,6.93,8.23
N00001220,177,79,50,0,20,15,13,44.63,28.25,0,11.30,8.47,7.34
N00001221,204,109,53,0,19,18,5,53.43,25.98,0,9.31,8.82,2.45
N00001222,169,77,52,0,17,14,9,45.56,30.77,0,10.06,8.28,5.33
N00001223,234,79,90,0,23,20,22,33.76,38.46,0,9.83,8.55,9.40
N00001224,219,84,87,2,15,17,14,38.36,39.73,0.91,6.85,7.76,6.39
N00001225,201,84,58,0,11,20,28,41.79,28.86,0,5.47,9.95,13.93
N00001226,195,80,66,0,12,19,18,41.03,33.85,0,6.15,9.74,9.23
N00001227,195,80,62,0,17,8,28,41.03,31.79,0,8.72,4.10,14.36
N00001228,169,52,42,0,19,20,36,30.77,24.85,0,11.24,11.83,21.30
N00001229,205,57,82,0,18,15,33,27.80,40.00,0,8.78,7.32,16.10
N00001230,246,88,107,0,11,18,22,35.77,43.50,0,4.47,7.32,8.94
N00001231,333,136,111,0,24,16,46,40.84,33.33,0,7.21,4.80,13.81
N00001232,274,111,136,0,13,6,8,40.51,49.64,0,4.74,2.19,2.92
N00001233,272,123,108,0,24,11,6,45.22,39.71,0,8.82,4.04,2.21
N00001234,271,139,74,0,22,21,15,51.29,27.31,0,8.12,7.75,5.54
N00001235,708,341,207,0,79,44,37,48.16,29.24,0,11.16,6.21,5.23
N00001236,262,118,91,0,29,11,13,45.04,34.73,0,11.07,4.20,4.96
N00001237,237,106,73,1,19,12,26,44.73,30.80,0.42,8.02,5.06,10.97
N00001238,244,104,99,0,17,10,14,42.62,40.57,0,6.97,4.10,5.74
N00001239,274,97,128,0,13,11,25,35.40,46.72,0,4.74,4.01,9.12
N00001240,895,436,235,0,85,85,54,48.72,26.26,0,9.50,9.50,6.03
N00001241,279,127,79,0,21,26,26,45.52,28.32,0,7.53,9.32,9.32
N00001242,253,99,107,0,15,13,19,39.13,42.29,0,5.93,5.14,7.51
N00001243,230,108,62,3,23,17,17,46.96,26.96,1.30,10.00,7.39,7.39
N00001244,275,120,62,0,22,27,44,43.64,22.55,0,8.00,9.82,16.00
N00001245,250,119,71,0,20,20,20,47.60,28.40,0,8.00,8.00,8.00
N00001246,472,178,218,3,21,25,27,37.71,46.19,0.64,4.45,5.30,5.72
N00001247,198,74,67,0,14,19,24,37.37,33.84,0,7.07,9.60,12.12
N00001248,322,94,196,0,11,6,15,29.19,60.87,0,3.42,1.86,4.66
N00001249,328,91,197,2,4,11,23,27.74,60.06,0.61,1.22,3.35,7.01
N00001250,331,104,191,0,15,14,7,31.42,57.70,0,4.53,4.23,2.11
N00001251,237,88,101,0,14,26,8,37.13,42.62,0,5.91,10.97,3.38
N00001252,268,116,98,1,15,21,17,43.28,36.57,0.37,5.60,7.84,6.34
N00001253,193,82,65,0,13,14,19,42.49,33.68,0,6.74,7.25,9.84
N00001254,253,84,141,0,4,9,15,33.20,55.73,0,1.58,3.56,5.93
N00001255,223,62,113,0,7,17,24,27.80,50.67,0,3.14,7.62,10.76
N00001256,219,58,129,0,3,6,23,26.48,58.90,0,1.37,2.74,10.50
N00001257,177,70,63,0,13,19,12,39.55,35.59,0,7.34,10.73,6.78
N00001258,197,87,51,0,23,20,16,44.16,25.89,0,11.68,10.15,8.12
N00001259,208,82,68,0,16,21,21,39.42,32.69,0,7.69,10.10,10.10
N00001260,259,144,62,0,27,16,10,55.60,23.94,0,10.42,6.18,3.86
N00001261,205,90,58,0,21,16,20,43.90,28.29,0,10.24,7.80,9.76
N00001262,303,123,117,0,21,25,17,40.59,38.61,0,6.93,8.25,5.61
N00001263,248,91,105,0,8,26,18,36.69,42.34,0,3.23,10.48,7.26
N00001264,140,76,34,0,13,12,5,54.29,24.29,0,9.29,8.57,3.57
N00001265,742,362,218,0,45,66,51,48.79,29.38,0,6.06,8.89,6.87
N00001266,132,51,36,0,16,18,11,38.64,27.27,0,12.12,13.64,8.33
N00001267,245,90,82,0,15,34,24,36.73,33.47,0,6.12,13.88,9.80
N00001268,247,108,51,2,21,34,31,43.72,20.65,0.81,8.50,13.77,12.55
N00001269,450,220,141,2,18,33,36,48.89,31.33,0.44,4.00,7.33,8.00
N00001270,242,101,93,0,9,19,20,41.74,38.43,0,3.72,7.85,8.26
N00001271,1176,573,366,2,63,103,69,48.72,31.12,0.17,5.36,8.76,5.87
