GeographyCode,KS106NI0001,KS106NI0002,KS106NI0003,KS106NI0004,KS106NI0005,KS106NI0006,KS106NI0007,KS106NI0008,KS106NI0009,KS106NI0010,KS106NI0011,KS106NI0012,KS106NI0013
N00000035,128,10,46,40,19,14,45,7.81,35.94,31.25,14.84,10.94,35.16
N00000036,134,6,35,45,19,12,35,4.48,26.12,33.58,14.18,8.96,26.12
N00000037,124,5,49,31,16,12,52,4.03,39.52,25.00,12.90,9.68,41.94
N00000038,138,8,34,58,18,19,47,5.80,24.64,42.03,13.04,13.77,34.06
N00000039,448,21,101,216,90,60,109,4.69,22.54,48.21,20.09,13.39,24.33
N00000040,114,8,39,39,16,11,36,7.02,34.21,34.21,14.04,9.65,31.58
N00000041,144,9,20,83,27,23,26,6.25,13.89,57.64,18.75,15.97,18.06
N00000042,126,3,23,59,21,17,34,2.38,18.25,46.83,16.67,13.49,26.98
N00000043,368,20,56,219,92,49,66,5.43,15.22,59.51,25.00,13.32,17.93
N00000044,108,12,31,44,15,14,32,11.11,28.70,40.74,13.89,12.96,29.63
N00000045,170,3,26,78,29,22,40,1.76,15.29,45.88,17.06,12.94,23.53
N00000046,129,5,30,41,16,10,33,3.88,23.26,31.78,12.40,7.75,25.58
N00000047,138,1,32,37,14,12,36,0.72,23.19,26.81,10.14,8.70,26.09
N00000048,125,9,38,43,17,14,41,7.20,30.40,34.40,13.60,11.20,32.80
N00000049,123,9,40,31,16,9,42,7.32,32.52,25.20,13.01,7.32,34.15
N00000050,135,4,45,34,9,11,40,2.96,33.33,25.19,6.67,8.15,29.63
N00000051,124,16,40,46,19,16,52,12.90,32.26,37.10,15.32,12.90,41.94
N00000052,120,10,42,40,19,12,45,8.33,35.00,33.33,15.83,10.00,37.50
N00000053,108,8,27,41,18,11,34,7.41,25.00,37.96,16.67,10.19,31.48
N00000054,111,12,24,44,23,15,28,10.81,21.62,39.64,20.72,13.51,25.23
N00000055,117,5,45,25,9,9,53,4.27,38.46,21.37,7.69,7.69,45.30
N00000056,119,6,40,28,14,8,50,5.04,33.61,23.53,11.76,6.72,42.02
N00000057,118,17,33,47,26,10,38,14.41,27.97,39.83,22.03,8.47,32.20
N00000058,121,7,30,47,25,8,27,5.79,24.79,38.84,20.66,6.61,22.31
N00000059,110,10,34,35,13,8,35,9.09,30.91,31.82,11.82,7.27,31.82
N00000060,180,13,58,56,28,14,59,7.22,32.22,31.11,15.56,7.78,32.78
N00000061,129,1,49,23,11,5,51,0.78,37.98,17.83,8.53,3.88,39.53
N00000062,130,1,44,34,11,8,36,0.77,33.85,26.15,8.46,6.15,27.69
N00000063,155,18,41,55,22,13,48,11.61,26.45,35.48,14.19,8.39,30.97
N00000064,133,10,61,35,14,10,55,7.52,45.86,26.32,10.53,7.52,41.35
N00000065,146,1,41,40,12,13,45,0.68,28.08,27.40,8.22,8.90,30.82
N00000066,110,2,30,25,10,5,40,1.82,27.27,22.73,9.09,4.55,36.36
N00000067,134,15,48,50,23,17,53,11.19,35.82,37.31,17.16,12.69,39.55
N00000068,124,3,30,53,15,10,32,2.42,24.19,42.74,12.10,8.06,25.81
N00000069,145,24,61,57,30,19,60,16.55,42.07,39.31,20.69,13.10,41.38
N00000070,104,1,43,18,4,2,42,0.96,41.35,17.31,3.85,1.92,40.38
N00000071,136,3,52,20,12,2,50,2.21,38.24,14.71,8.82,1.47,36.76
N00000072,634,21,92,292,119,57,114,3.31,14.51,46.06,18.77,8.99,17.98
N00000073,249,4,95,43,21,8,86,1.61,38.15,17.27,8.43,3.21,34.54
N00000074,386,11,38,174,96,30,45,2.85,9.84,45.08,24.87,7.77,11.66
N00000075,111,9,28,39,13,14,33,8.11,25.23,35.14,11.71,12.61,29.73
N00000076,114,3,23,58,26,12,31,2.63,20.18,50.88,22.81,10.53,27.19
N00000077,98,0,24,35,10,11,32,0,24.49,35.71,10.20,11.22,32.65
N00000078,161,6,13,90,40,14,21,3.73,8.07,55.90,24.84,8.70,13.04
N00000079,192,4,31,94,29,13,33,2.08,16.15,48.96,15.10,6.77,17.19
N00000080,146,3,25,63,22,10,29,2.05,17.12,43.15,15.07,6.85,19.86
N00000081,140,1,48,43,13,9,46,0.71,34.29,30.71,9.29,6.43,32.86
N00000082,132,1,30,40,7,9,39,0.76,22.73,30.30,5.30,6.82,29.55
N00000083,208,0,30,93,23,21,46,0,14.42,44.71,11.06,10.10,22.12
N00000084,153,1,35,63,22,13,31,0.65,22.88,41.18,14.38,8.50,20.26
N00000085,180,13,63,52,27,20,66,7.22,35.00,28.89,15.00,11.11,36.67
N00000086,142,15,29,64,27,9,30,10.56,20.42,45.07,19.01,6.34,21.13
N00000087,303,6,47,130,53,16,58,1.98,15.51,42.90,17.49,5.28,19.14
N00000088,136,4,84,17,3,5,74,2.94,61.76,12.50,2.21,3.68,54.41
N00000089,164,5,25,78,36,19,37,3.05,15.24,47.56,21.95,11.59,22.56
N00000090,138,2,24,55,15,13,37,1.45,17.39,39.86,10.87,9.42,26.81
N00000091,176,9,34,74,37,14,43,5.11,19.32,42.05,21.02,7.95,24.43
N00000092,168,8,36,65,29,24,45,4.76,21.43,38.69,17.26,14.29,26.79
N00000093,140,3,46,48,17,15,39,2.14,32.86,34.29,12.14,10.71,27.86
N00000094,161,3,41,64,19,8,47,1.86,25.47,39.75,11.80,4.97,29.19
N00000095,152,6,25,60,21,14,27,3.95,16.45,39.47,13.82,9.21,17.76
N00000096,158,0,30,42,13,3,54,0,18.99,26.58,8.23,1.90,34.18
N00000097,296,5,32,148,71,28,46,1.69,10.81,50.00,23.99,9.46,15.54
N00000098,446,16,44,178,106,33,62,3.59,9.87,39.91,23.77,7.40,13.90
N00000099,107,7,36,36,13,12,43,6.54,33.64,33.64,12.15,11.21,40.19
N00000100,164,11,54,42,20,8,51,6.71,32.93,25.61,12.20,4.88,31.10
N00000101,122,21,29,61,36,11,28,17.21,23.77,50.00,29.51,9.02,22.95
N00000102,125,6,30,45,20,14,32,4.80,24.00,36.00,16.00,11.20,25.60
N00000103,205,20,38,88,47,20,36,9.76,18.54,42.93,22.93,9.76,17.56
N00000104,130,5,25,53,31,10,31,3.85,19.23,40.77,23.85,7.69,23.85
N00000105,148,4,51,34,14,12,53,2.70,34.46,22.97,9.46,8.11,35.81
N00000106,103,9,44,24,7,7,47,8.74,42.72,23.30,6.80,6.80,45.63
N00000107,120,17,44,45,24,14,43,14.17,36.67,37.50,20.00,11.67,35.83
N00000108,110,2,42,22,8,4,43,1.82,38.18,20.00,7.27,3.64,39.09
N00000109,229,10,54,75,44,17,58,4.37,23.58,32.75,19.21,7.42,25.33
N00000110,122,2,40,31,9,10,37,1.64,32.79,25.41,7.38,8.20,30.33
N00000111,136,4,35,44,19,8,36,2.94,25.74,32.35,13.97,5.88,26.47
N00000112,143,6,21,65,21,11,31,4.20,14.69,45.45,14.69,7.69,21.68
N00000113,122,12,23,43,21,10,27,9.84,18.85,35.25,17.21,8.20,22.13
N00000114,121,5,24,35,15,7,31,4.13,19.83,28.93,12.40,5.79,25.62
N00000115,128,14,42,44,22,15,51,10.94,32.81,34.38,17.19,11.72,39.84
N00000116,119,6,36,43,14,12,31,5.04,30.25,36.13,11.76,10.08,26.05
N00000117,86,15,42,26,13,9,46,17.44,48.84,30.23,15.12,10.47,53.49
N00000118,143,3,36,28,5,8,26,2.10,25.17,19.58,3.50,5.59,18.18
N00000119,125,1,52,25,13,5,37,0.80,41.60,20.00,10.40,4.00,29.60
N00000120,127,5,47,31,7,8,33,3.94,37.01,24.41,5.51,6.30,25.98
N00000121,124,5,42,33,15,11,42,4.03,33.87,26.61,12.10,8.87,33.87
N00000122,199,3,46,57,23,9,37,1.51,23.12,28.64,11.56,4.52,18.59
N00000123,143,0,54,42,9,8,34,0,37.76,29.37,6.29,5.59,23.78
N00000124,143,0,47,29,15,3,33,0,32.87,20.28,10.49,2.10,23.08
N00000125,148,6,33,69,26,14,31,4.05,22.30,46.62,17.57,9.46,20.95
N00000126,134,8,26,70,30,16,29,5.97,19.40,52.24,22.39,11.94,21.64
N00000127,130,3,32,60,34,14,40,2.31,24.62,46.15,26.15,10.77,30.77
N00000128,282,10,42,130,55,28,60,3.55,14.89,46.10,19.50,9.93,21.28
N00000129,138,17,51,55,20,13,55,12.32,36.96,39.86,14.49,9.42,39.86
N00000130,152,3,10,96,29,17,16,1.97,6.58,63.16,19.08,11.18,10.53
N00000131,136,3,27,43,10,9,37,2.21,19.85,31.62,7.35,6.62,27.21
N00000132,121,5,28,42,16,16,32,4.13,23.14,34.71,13.22,13.22,26.45
N00000133,139,4,51,28,16,9,59,2.88,36.69,20.14,11.51,6.47,42.45
N00000134,177,3,36,60,24,9,38,1.69,20.34,33.90,13.56,5.08,21.47
N00000135,119,8,40,37,12,14,45,6.72,33.61,31.09,10.08,11.76,37.82
N00000136,188,3,27,71,22,16,41,1.60,14.36,37.77,11.70,8.51,21.81
N00000137,120,2,28,44,14,16,33,1.67,23.33,36.67,11.67,13.33,27.50
N00000138,155,1,20,77,24,20,26,0.65,12.90,49.68,15.48,12.90,16.77
N00000139,133,1,58,21,7,5,54,0.75,43.61,15.79,5.26,3.76,40.60
N00000140,158,8,59,27,6,11,62,5.06,37.34,17.09,3.80,6.96,39.24
N00000141,220,12,112,53,16,16,118,5.45,50.91,24.09,7.27,7.27,53.64
N00000142,96,8,39,26,12,8,41,8.33,40.63,27.08,12.50,8.33,42.71
N00000143,123,5,59,24,8,5,50,4.07,47.97,19.51,6.50,4.07,40.65
N00000144,110,12,39,28,15,6,39,10.91,35.45,25.45,13.64,5.45,35.45
N00000145,75,0,50,11,2,5,48,0,66.67,14.67,2.67,6.67,64.00
N00000146,105,3,37,25,4,5,31,2.86,35.24,23.81,3.81,4.76,29.52
N00000147,106,7,42,31,16,8,44,6.60,39.62,29.25,15.09,7.55,41.51
N00000148,279,23,79,107,52,40,70,8.24,28.32,38.35,18.64,14.34,25.09
N00000149,187,5,76,60,28,15,74,2.67,40.64,32.09,14.97,8.02,39.57
N00000150,149,2,63,44,16,16,57,1.34,42.28,29.53,10.74,10.74,38.26
N00000151,131,6,54,30,10,13,55,4.58,41.22,22.90,7.63,9.92,41.98
N00000152,131,6,58,30,9,10,56,4.58,44.27,22.90,6.87,7.63,42.75
N00000153,111,10,59,30,16,9,48,9.01,53.15,27.03,14.41,8.11,43.24
N00000154,108,5,36,33,10,11,36,4.63,33.33,30.56,9.26,10.19,33.33
N00000155,128,4,33,39,10,9,45,3.13,25.78,30.47,7.81,7.03,35.16
N00000156,127,2,50,35,9,8,50,1.57,39.37,27.56,7.09,6.30,39.37
N00000157,139,3,39,39,16,11,49,2.16,28.06,28.06,11.51,7.91,35.25
N00000158,286,18,111,83,39,26,104,6.29,38.81,29.02,13.64,9.09,36.36
N00000159,116,3,57,18,5,2,50,2.59,49.14,15.52,4.31,1.72,43.10
N00000160,124,4,44,32,20,6,44,3.23,35.48,25.81,16.13,4.84,35.48
N00000161,128,2,39,38,8,7,35,1.56,30.47,29.69,6.25,5.47,27.34
N00000162,115,3,40,18,6,7,42,2.61,34.78,15.65,5.22,6.09,36.52
N00000163,155,12,67,38,11,12,71,7.74,43.23,24.52,7.10,7.74,45.81
N00000164,118,1,42,25,7,8,42,0.85,35.59,21.19,5.93,6.78,35.59
N00000165,135,4,46,36,15,6,42,2.96,34.07,26.67,11.11,4.44,31.11
N00000166,122,6,48,24,10,10,43,4.92,39.34,19.67,8.20,8.20,35.25
N00000167,149,1,49,41,12,9,45,0.67,32.89,27.52,8.05,6.04,30.20
N00000168,145,0,58,35,13,5,45,0,40.00,24.14,8.97,3.45,31.03
N00000169,279,6,83,75,21,17,88,2.15,29.75,26.88,7.53,6.09,31.54
N00000170,139,8,31,53,17,12,39,5.76,22.30,38.13,12.23,8.63,28.06
N00000171,146,5,36,49,12,10,44,3.42,24.66,33.56,8.22,6.85,30.14
N00000172,307,6,80,86,26,29,96,1.95,26.06,28.01,8.47,9.45,31.27
N00000173,144,3,44,33,11,6,40,2.08,30.56,22.92,7.64,4.17,27.78
N00000174,163,12,52,57,25,19,55,7.36,31.90,34.97,15.34,11.66,33.74
N00000175,140,4,33,49,20,14,41,2.86,23.57,35.00,14.29,10.00,29.29
N00000176,205,14,65,56,20,14,79,6.83,31.71,27.32,9.76,6.83,38.54
N00000177,167,8,71,33,20,13,70,4.79,42.51,19.76,11.98,7.78,41.92
N00000178,355,11,177,82,29,19,156,3.10,49.86,23.10,8.17,5.35,43.94
N00000179,492,20,227,80,42,19,210,4.07,46.14,16.26,8.54,3.86,42.68
N00000180,131,10,48,31,12,8,60,7.63,36.64,23.66,9.16,6.11,45.80
N00000181,168,2,69,13,3,4,77,1.19,41.07,7.74,1.79,2.38,45.83
N00000182,105,3,43,31,21,6,46,2.86,40.95,29.52,20.00,5.71,43.81
N00000183,146,10,37,40,16,6,32,6.85,25.34,27.40,10.96,4.11,21.92
N00000184,184,4,76,34,13,4,58,2.17,41.30,18.48,7.07,2.17,31.52
N00000185,121,1,76,9,3,2,68,0.83,62.81,7.44,2.48,1.65,56.20
N00000186,137,13,45,51,19,13,45,9.49,32.85,37.23,13.87,9.49,32.85
N00000187,126,7,55,35,15,7,57,5.56,43.65,27.78,11.90,5.56,45.24
N00000188,128,11,35,50,20,15,40,8.59,27.34,39.06,15.63,11.72,31.25
N00000189,125,4,28,50,12,12,27,3.20,22.40,40.00,9.60,9.60,21.60
N00000190,119,2,34,30,6,6,37,1.68,28.57,25.21,5.04,5.04,31.09
N00000191,124,0,39,28,9,8,42,0,31.45,22.58,7.26,6.45,33.87
N00000192,120,4,30,36,16,7,38,3.33,25.00,30.00,13.33,5.83,31.67
N00000193,111,8,42,46,19,16,39,7.21,37.84,41.44,17.12,14.41,35.14
N00000194,119,2,50,29,15,8,49,1.68,42.02,24.37,12.61,6.72,41.18
N00000195,123,4,62,19,9,9,68,3.25,50.41,15.45,7.32,7.32,55.28
N00000196,116,8,66,27,9,8,63,6.90,56.90,23.28,7.76,6.90,54.31
N00000197,115,2,19,47,21,12,24,1.74,16.52,40.87,18.26,10.43,20.87
N00000198,110,3,26,34,16,7,33,2.73,23.64,30.91,14.55,6.36,30.00
N00000199,130,4,26,46,13,8,28,3.08,20.00,35.38,10.00,6.15,21.54
N00000200,124,4,22,50,25,8,31,3.23,17.74,40.32,20.16,6.45,25.00
N00000201,143,2,54,27,12,3,44,1.40,37.76,18.88,8.39,2.10,30.77
N00000202,132,3,41,27,8,6,34,2.27,31.06,20.45,6.06,4.55,25.76
N00000203,134,1,43,35,10,7,46,0.75,32.09,26.12,7.46,5.22,34.33
N00000204,152,4,40,49,19,9,37,2.63,26.32,32.24,12.50,5.92,24.34
N00000205,118,3,32,41,13,6,31,2.54,27.12,34.75,11.02,5.08,26.27
N00000206,212,2,65,32,17,5,46,0.94,30.66,15.09,8.02,2.36,21.70
N00000207,119,3,24,25,9,3,29,2.52,20.17,21.01,7.56,2.52,24.37
N00000208,121,2,34,38,16,5,34,1.65,28.10,31.40,13.22,4.13,28.10
N00000209,122,0,22,48,13,7,24,0,18.03,39.34,10.66,5.74,19.67
N00000210,219,6,103,38,16,8,83,2.74,47.03,17.35,7.31,3.65,37.90
N00000211,269,4,142,43,22,8,126,1.49,52.79,15.99,8.18,2.97,46.84
N00000212,85,0,29,16,3,5,24,0,34.12,18.82,3.53,5.88,28.24
N00000213,150,3,62,22,8,4,55,2.00,41.33,14.67,5.33,2.67,36.67
N00000214,151,7,43,40,18,9,34,4.64,28.48,26.49,11.92,5.96,22.52
N00000215,151,1,39,46,16,15,38,0.66,25.83,30.46,10.60,9.93,25.17
N00000216,161,3,47,49,15,11,44,1.86,29.19,30.43,9.32,6.83,27.33
N00000217,175,3,57,48,13,7,33,1.71,32.57,27.43,7.43,4.00,18.86
N00000218,148,7,54,45,9,13,47,4.73,36.49,30.41,6.08,8.78,31.76
N00000219,123,13,50,31,12,11,48,10.57,40.65,25.20,9.76,8.94,39.02
N00000220,125,16,43,44,20,12,41,12.80,34.40,35.20,16.00,9.60,32.80
N00000221,115,8,43,40,13,11,50,6.96,37.39,34.78,11.30,9.57,43.48
N00000222,130,2,56,34,14,8,48,1.54,43.08,26.15,10.77,6.15,36.92
N00000223,128,2,47,44,9,12,46,1.56,36.72,34.38,7.03,9.38,35.94
N00000224,118,3,44,26,15,8,40,2.54,37.29,22.03,12.71,6.78,33.90
N00000225,90,0,63,8,0,2,47,0,70.00,8.89,0,2.22,52.22
N00000226,111,2,47,19,5,2,51,1.80,42.34,17.12,4.50,1.80,45.95
N00000227,121,4,66,17,7,6,60,3.31,54.55,14.05,5.79,4.96,49.59
N00000228,127,1,56,30,11,7,56,0.79,44.09,23.62,8.66,5.51,44.09
N00000229,150,1,50,45,16,9,54,0.67,33.33,30.00,10.67,6.00,36.00
N00000230,116,11,37,43,17,9,41,9.48,31.90,37.07,14.66,7.76,35.34
N00000231,122,23,38,65,33,21,27,18.85,31.15,53.28,27.05,17.21,22.13
N00000232,136,6,50,40,18,7,46,4.41,36.76,29.41,13.24,5.15,33.82
N00000233,128,7,46,26,14,7,52,5.47,35.94,20.31,10.94,5.47,40.63
N00000234,124,11,47,23,11,6,55,8.87,37.90,18.55,8.87,4.84,44.35
N00000235,128,9,45,42,17,8,27,7.03,35.16,32.81,13.28,6.25,21.09
N00000236,108,13,29,53,23,10,29,12.04,26.85,49.07,21.30,9.26,26.85
N00000237,147,1,37,63,17,13,35,0.68,25.17,42.86,11.56,8.84,23.81
N00000238,121,0,41,27,10,2,34,0,33.88,22.31,8.26,1.65,28.10
N00000239,118,14,38,39,16,7,52,11.86,32.20,33.05,13.56,5.93,44.07
N00000240,132,24,20,74,27,19,31,18.18,15.15,56.06,20.45,14.39,23.48
N00000241,138,4,24,67,15,13,18,2.90,17.39,48.55,10.87,9.42,13.04
N00000242,120,1,16,56,14,15,22,0.83,13.33,46.67,11.67,12.50,18.33
N00000243,110,2,41,33,10,6,42,1.82,37.27,30.00,9.09,5.45,38.18
N00000244,118,11,47,38,18,12,49,9.32,39.83,32.20,15.25,10.17,41.53
N00000245,126,1,40,35,16,12,41,0.79,31.75,27.78,12.70,9.52,32.54
N00000246,127,9,45,38,16,14,52,7.09,35.43,29.92,12.60,11.02,40.94
N00000247,122,2,41,35,10,6,42,1.64,33.61,28.69,8.20,4.92,34.43
N00000248,124,1,35,35,11,12,38,0.81,28.23,28.23,8.87,9.68,30.65
N00000249,131,7,10,61,28,15,21,5.34,7.63,46.56,21.37,11.45,16.03
N00000250,166,8,30,57,26,7,45,4.82,18.07,34.34,15.66,4.22,27.11
N00000251,155,2,16,87,28,18,16,1.29,10.32,56.13,18.06,11.61,10.32
N00000252,132,3,37,49,11,13,30,2.27,28.03,37.12,8.33,9.85,22.73
N00000253,175,1,35,54,21,13,50,0.57,20.00,30.86,12.00,7.43,28.57
N00000254,117,2,33,35,8,7,39,1.71,28.21,29.91,6.84,5.98,33.33
N00000255,127,0,32,35,11,5,44,0,25.20,27.56,8.66,3.94,34.65
N00000256,308,2,86,86,33,20,79,0.65,27.92,27.92,10.71,6.49,25.65
N00000257,173,3,45,59,25,11,39,1.73,26.01,34.10,14.45,6.36,22.54
N00000258,140,3,39,48,9,7,37,2.14,27.86,34.29,6.43,5.00,26.43
N00000259,161,4,40,60,24,18,54,2.48,24.84,37.27,14.91,11.18,33.54
N00000260,210,8,76,82,42,16,70,3.81,36.19,39.05,20.00,7.62,33.33
N00000261,179,6,39,72,27,15,64,3.35,21.79,40.22,15.08,8.38,35.75
N00000262,156,5,48,54,22,10,55,3.21,30.77,34.62,14.10,6.41,35.26
N00000263,110,5,41,32,8,9,38,4.55,37.27,29.09,7.27,8.18,34.55
N00000264,196,22,44,85,33,20,60,11.22,22.45,43.37,16.84,10.20,30.61
N00000265,149,7,53,36,12,10,53,4.70,35.57,24.16,8.05,6.71,35.57
N00000266,126,4,36,52,12,17,35,3.17,28.57,41.27,9.52,13.49,27.78
N00000267,152,3,33,56,4,8,35,1.97,21.71,36.84,2.63,5.26,23.03
N00000268,142,0,41,42,17,6,41,0,28.87,29.58,11.97,4.23,28.87
N00000269,135,3,38,37,9,6,39,2.22,28.15,27.41,6.67,4.44,28.89
N00000270,133,2,36,38,17,14,51,1.50,27.07,28.57,12.78,10.53,38.35
N00000271,142,2,37,49,16,14,35,1.41,26.06,34.51,11.27,9.86,24.65
N00000272,133,1,47,26,9,3,49,0.75,35.34,19.55,6.77,2.26,36.84
N00000273,163,4,38,65,15,11,32,2.45,23.31,39.88,9.20,6.75,19.63
N00000274,176,2,40,60,25,13,40,1.14,22.73,34.09,14.20,7.39,22.73
N00000275,126,2,44,33,8,13,47,1.59,34.92,26.19,6.35,10.32,37.30
N00000276,126,4,21,50,23,12,32,3.17,16.67,39.68,18.25,9.52,25.40
N00000277,117,3,8,52,13,18,16,2.56,6.84,44.44,11.11,15.38,13.68
N00000278,121,1,22,44,23,7,27,0.83,18.18,36.36,19.01,5.79,22.31
N00000279,83,4,8,29,15,4,15,4.82,9.64,34.94,18.07,4.82,18.07
N00000280,154,23,33,80,40,30,31,14.94,21.43,51.95,25.97,19.48,20.13
N00000281,117,3,26,32,7,10,42,2.56,22.22,27.35,5.98,8.55,35.90
N00000282,132,5,36,42,9,12,47,3.79,27.27,31.82,6.82,9.09,35.61
N00000283,142,0,49,43,15,7,42,0,34.51,30.28,10.56,4.93,29.58
N00000284,157,18,39,66,28,15,45,11.46,24.84,42.04,17.83,9.55,28.66
N00000285,124,22,28,62,26,23,27,17.74,22.58,50.00,20.97,18.55,21.77
N00000286,126,6,55,26,12,7,60,4.76,43.65,20.63,9.52,5.56,47.62
N00000287,137,11,60,37,20,12,65,8.03,43.80,27.01,14.60,8.76,47.45
N00000288,138,4,38,47,27,14,46,2.90,27.54,34.06,19.57,10.14,33.33
N00000289,197,8,45,74,38,24,62,4.06,22.84,37.56,19.29,12.18,31.47
N00000290,128,11,62,37,16,10,60,8.59,48.44,28.91,12.50,7.81,46.88
N00000291,204,4,52,59,33,11,66,1.96,25.49,28.92,16.18,5.39,32.35
N00000292,262,14,58,118,55,23,71,5.34,22.14,45.04,20.99,8.78,27.10
N00000293,162,0,19,93,41,19,20,0,11.73,57.41,25.31,11.73,12.35
N00000294,140,1,32,41,14,12,43,0.71,22.86,29.29,10.00,8.57,30.71
N00000295,144,4,46,49,14,10,36,2.78,31.94,34.03,9.72,6.94,25.00
N00000296,114,9,22,41,16,8,31,7.89,19.30,35.96,14.04,7.02,27.19
N00000297,128,1,36,32,14,9,41,0.78,28.13,25.00,10.94,7.03,32.03
N00000298,119,4,13,50,19,15,24,3.36,10.92,42.02,15.97,12.61,20.17
N00000299,147,3,46,41,18,7,38,2.04,31.29,27.89,12.24,4.76,25.85
N00000300,133,4,52,36,16,6,44,3.01,39.10,27.07,12.03,4.51,33.08
N00000301,124,0,15,64,26,16,18,0,12.10,51.61,20.97,12.90,14.52
N00000302,127,2,27,57,19,16,29,1.57,21.26,44.88,14.96,12.60,22.83
N00000303,110,1,17,49,21,12,27,0.91,15.45,44.55,19.09,10.91,24.55
N00000304,117,3,8,62,27,11,16,2.56,6.84,52.99,23.08,9.40,13.68
N00000305,121,1,11,55,15,16,17,0.83,9.09,45.45,12.40,13.22,14.05
N00000306,128,2,11,64,23,15,23,1.56,8.59,50.00,17.97,11.72,17.97
N00000307,122,2,15,53,21,10,20,1.64,12.30,43.44,17.21,8.20,16.39
N00000308,110,2,25,36,10,8,29,1.82,22.73,32.73,9.09,7.27,26.36
N00000309,124,2,22,60,16,12,29,1.61,17.74,48.39,12.90,9.68,23.39
N00000310,149,6,52,42,10,10,55,4.03,34.90,28.19,6.71,6.71,36.91
N00000311,160,9,68,33,13,7,64,5.63,42.50,20.63,8.13,4.38,40.00
N00000312,175,7,43,61,17,25,63,4.00,24.57,34.86,9.71,14.29,36.00
N00000313,193,17,31,102,43,32,38,8.81,16.06,52.85,22.28,16.58,19.69
N00000314,137,5,54,43,17,15,61,3.65,39.42,31.39,12.41,10.95,44.53
N00000315,133,10,50,43,14,15,51,7.52,37.59,32.33,10.53,11.28,38.35
N00000316,130,5,43,47,21,14,51,3.85,33.08,36.15,16.15,10.77,39.23
N00000317,213,20,103,51,19,25,95,9.39,48.36,23.94,8.92,11.74,44.60
N00000318,129,4,38,44,14,13,45,3.10,29.46,34.11,10.85,10.08,34.88
N00000319,310,14,92,120,49,29,98,4.52,29.68,38.71,15.81,9.35,31.61
N00000320,128,5,49,33,16,12,48,3.91,38.28,25.78,12.50,9.38,37.50
N00000321,211,16,59,76,34,25,62,7.58,27.96,36.02,16.11,11.85,29.38
