ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS606NI0001","Count","PERSONS","All usual residents in employment: Aged 16-74 years (Males)"
"KS606NI0002","Count","PERSONS","Industry of employment: Agriculture, forestry and fishing: Aged 16-74 years (Males)"
"KS606NI0003","Count","PERSONS","Industry of employment: Mining and quarrying: Aged 16-74 years (Males)"
"KS606NI0004","Count","PERSONS","Industry of employment: Manufacturing: Aged 16-74 years (Males)"
"KS606NI0005","Count","PERSONS","Industry of employment: Electricity, gas, steam and air conditioning supply: Aged 16-74 years (Males)"
"KS606NI0006","Count","PERSONS","Industry of employment: Water supply; sewerage, waste management and remediation activities: Aged 16-74 years (Males)"
"KS606NI0007","Count","PERSONS","Industry of employment: Construction: Aged 16-74 years (Males)"
"KS606NI0008","Count","PERSONS","Industry of employment: Wholesale and retail trade; repair of motor vehicles and motor cycles: Aged 16-74 years (Males)"
"KS606NI0009","Count","PERSONS","Industry of employment: Transport and storage: Aged 16-74 years (Males)"
"KS606NI0010","Count","PERSONS","Industry of employment: Accommodation and food service activities: Aged 16-74 years (Males)"
"KS606NI0011","Count","PERSONS","Industry of employment: Information and communication: Aged 16-74 years (Males)"
"KS606NI0012","Count","PERSONS","Industry of employment: Financial and insurance activities: Aged 16-74 years (Males)"
"KS606NI0013","Count","PERSONS","Industry of employment: Real estate activities: Aged 16-74 years (Males)"
"KS606NI0014","Count","PERSONS","Industry of employment: Professional, scientific and technical activities: Aged 16-74 years (Males)"
"KS606NI0015","Count","PERSONS","Industry of employment: Administrative and support service activities: Aged 16-74 years (Males)"
"KS606NI0016","Count","PERSONS","Industry of employment: Public administration and defence; compulsory social security: Aged 16-74 years (Males)"
"KS606NI0017","Count","PERSONS","Industry of employment: Education: Aged 16-74 years (Males)"
"KS606NI0018","Count","PERSONS","Industry of employment: Human health and social work activities: Aged 16-74 years (Males)"
"KS606NI0019","Count","PERSONS","Industry of employment: Other: Aged 16-74 years (Males)"
"KS606NI0020","Percentage","PERSONS","Industry of employment: Agriculture, forestry and fishing: Aged 16-74 years (Males)"
"KS606NI0021","Percentage","PERSONS","Industry of employment: Mining and quarrying: Aged 16-74 years (Males)"
"KS606NI0022","Percentage","PERSONS","Industry of employment: Manufacturing: Aged 16-74 years (Males)"
"KS606NI0023","Percentage","PERSONS","Industry of employment: Electricity, gas, steam and air conditioning supply: Aged 16-74 years (Males)"
"KS606NI0024","Percentage","PERSONS","Industry of employment: Water supply; sewerage, waste management and remediation activities: Aged 16-74 years (Males)"
"KS606NI0025","Percentage","PERSONS","Industry of employment: Construction: Aged 16-74 years (Males)"
"KS606NI0026","Percentage","PERSONS","Industry of employment: Wholesale and retail trade; repair of motor vehicles and motor cycles: Aged 16-74 years (Males)"
"KS606NI0027","Percentage","PERSONS","Industry of employment: Transport and storage: Aged 16-74 years (Males)"
"KS606NI0028","Percentage","PERSONS","Industry of employment: Accommodation and food service activities: Aged 16-74 years (Males)"
"KS606NI0029","Percentage","PERSONS","Industry of employment: Information and communication: Aged 16-74 years (Males)"
"KS606NI0030","Percentage","PERSONS","Industry of employment: Financial and insurance activities: Aged 16-74 years (Males)"
"KS606NI0031","Percentage","PERSONS","Industry of employment: Real estate activities: Aged 16-74 years (Males)"
"KS606NI0032","Percentage","PERSONS","Industry of employment: Professional, scientific and technical activities: Aged 16-74 years (Males)"
"KS606NI0033","Percentage","PERSONS","Industry of employment: Administrative and support service activities: Aged 16-74 years (Males)"
"KS606NI0034","Percentage","PERSONS","Industry of employment: Public administration and defence; compulsory social security: Aged 16-74 years (Males)"
"KS606NI0035","Percentage","PERSONS","Industry of employment: Education: Aged 16-74 years (Males)"
"KS606NI0036","Percentage","PERSONS","Industry of employment: Human health and social work activities: Aged 16-74 years (Males)"
"KS606NI0037","Percentage","PERSONS","Industry of employment: Other: Aged 16-74 years (Males)"
