GeographyCode,KS104NI0001,KS104NI0002,KS104NI0003,KS104NI0004,KS104NI0005,KS104NI0006,KS104NI0007,KS104NI0008,KS104NI0009,KS104NI0010,KS104NI0011,KS104NI0012,KS104NI0013,KS104NI0014,KS104NI0015
N00000023,184,68,14,47,3,5,20,27,36.96,7.61,25.54,1.63,2.72,10.87,14.67
N00000024,402,250,26,98,2,7,6,13,62.19,6.47,24.38,0.50,1.74,1.49,3.23
N00000025,371,234,14,82,6,9,11,15,63.07,3.77,22.10,1.62,2.43,2.96,4.04
N00000026,379,214,12,120,2,8,6,17,56.46,3.17,31.66,0.53,2.11,1.58,4.49
N00000027,396,220,26,111,3,11,11,14,55.56,6.57,28.03,0.76,2.78,2.78,3.54
N00000028,188,86,12,62,3,7,9,9,45.74,6.38,32.98,1.60,3.72,4.79,4.79
N00000029,323,200,10,83,2,8,5,15,61.92,3.10,25.70,0.62,2.48,1.55,4.64
N00000030,305,168,12,95,2,8,8,12,55.08,3.93,31.15,0.66,2.62,2.62,3.93
N00000031,508,296,14,154,3,11,11,19,58.27,2.76,30.31,0.59,2.17,2.17,3.74
N00000032,293,168,12,77,3,6,8,19,57.34,4.10,26.28,1.02,2.05,2.73,6.48
N00000033,380,232,16,99,2,6,9,16,61.05,4.21,26.05,0.53,1.58,2.37,4.21
N00000034,337,204,22,77,3,7,6,18,60.53,6.53,22.85,0.89,2.08,1.78,5.34
N00000035,239,98,18,92,0,7,11,13,41.00,7.53,38.49,0,2.93,4.60,5.44
N00000036,279,142,16,90,1,5,11,14,50.90,5.73,32.26,0.36,1.79,3.94,5.02
N00000037,236,98,14,78,3,15,9,19,41.53,5.93,33.05,1.27,6.36,3.81,8.05
N00000038,307,172,8,89,6,7,7,18,56.03,2.61,28.99,1.95,2.28,2.28,5.86
N00000039,894,442,68,249,5,46,28,56,49.44,7.61,27.85,0.56,5.15,3.13,6.26
N00000040,209,82,14,75,0,12,14,12,39.23,6.70,35.89,0,5.74,6.70,5.74
N00000041,321,180,24,92,3,10,4,8,56.07,7.48,28.66,0.93,3.12,1.25,2.49
N00000042,315,170,10,106,2,11,4,12,53.97,3.17,33.65,0.63,3.49,1.27,3.81
N00000043,798,454,38,214,8,29,28,27,56.89,4.76,26.82,1.00,3.63,3.51,3.38
N00000044,223,88,20,83,0,13,5,14,39.46,8.97,37.22,0,5.83,2.24,6.28
N00000045,383,244,24,82,3,7,6,17,63.71,6.27,21.41,0.78,1.83,1.57,4.44
N00000046,313,182,16,90,0,6,6,13,58.15,5.11,28.75,0,1.92,1.92,4.15
N00000047,293,174,10,67,6,6,12,18,59.39,3.41,22.87,2.05,2.05,4.10,6.14
N00000048,240,98,30,67,3,11,16,15,40.83,12.50,27.92,1.25,4.58,6.67,6.25
N00000049,210,70,20,77,3,9,24,7,33.33,9.52,36.67,1.43,4.29,11.43,3.33
N00000050,254,140,12,63,2,10,10,17,55.12,4.72,24.80,0.79,3.94,3.94,6.69
N00000051,231,66,30,80,3,14,20,18,28.57,12.99,34.63,1.30,6.06,8.66,7.79
N00000052,245,98,16,92,6,14,11,8,40.00,6.53,37.55,2.45,5.71,4.49,3.27
N00000053,199,64,16,73,1,21,18,6,32.16,8.04,36.68,0.50,10.55,9.05,3.02
N00000054,195,68,20,62,2,11,24,8,34.87,10.26,31.79,1.03,5.64,12.31,4.10
N00000055,229,100,18,60,2,6,21,22,43.67,7.86,26.20,0.87,2.62,9.17,9.61
N00000056,226,94,24,65,1,6,16,20,41.59,10.62,28.76,0.44,2.65,7.08,8.85
N00000057,197,58,32,65,3,9,20,10,29.44,16.24,32.99,1.52,4.57,10.15,5.08
N00000058,198,64,10,77,0,15,23,9,32.32,5.05,38.89,0,7.58,11.62,4.55
N00000059,178,48,24,58,3,15,16,14,26.97,13.48,32.58,1.69,8.43,8.99,7.87
N00000060,306,100,28,105,1,29,25,18,32.68,9.15,34.31,0.33,9.48,8.17,5.88
N00000061,238,140,14,46,3,2,10,23,58.82,5.88,19.33,1.26,0.84,4.20,9.66
N00000062,299,188,12,70,4,7,5,13,62.88,4.01,23.41,1.34,2.34,1.67,4.35
N00000063,279,108,32,86,7,17,15,14,38.71,11.47,30.82,2.51,6.09,5.38,5.02
N00000064,218,56,24,93,4,13,19,9,25.69,11.01,42.66,1.83,5.96,8.72,4.13
N00000065,327,194,24,70,0,8,6,25,59.33,7.34,21.41,0,2.45,1.83,7.65
N00000066,232,142,8,53,0,4,11,14,61.21,3.45,22.84,0,1.72,4.74,6.03
N00000067,243,90,18,88,3,15,16,13,37.04,7.41,36.21,1.23,6.17,6.58,5.35
N00000068,293,182,20,73,0,5,4,9,62.12,6.83,24.91,0,1.71,1.37,3.07
N00000069,238,56,18,109,1,14,20,20,23.53,7.56,45.80,0.42,5.88,8.40,8.40
N00000070,216,132,10,43,1,3,6,21,61.11,4.63,19.91,0.46,1.39,2.78,9.72
N00000071,229,100,18,67,2,7,8,27,43.67,7.86,29.26,0.87,3.06,3.49,11.79
N00000072,1290,688,162,311,18,36,38,37,53.33,12.56,24.11,1.40,2.79,2.95,2.87
N00000073,390,110,44,135,5,20,35,41,28.21,11.28,34.62,1.28,5.13,8.97,10.51
N00000074,764,472,58,164,4,27,27,12,61.78,7.59,21.47,0.52,3.53,3.53,1.57
N00000075,218,116,18,52,0,8,10,14,53.21,8.26,23.85,0,3.67,4.59,6.42
N00000076,258,162,18,55,2,6,4,11,62.79,6.98,21.32,0.78,2.33,1.55,4.26
N00000077,222,118,14,68,2,4,6,10,53.15,6.31,30.63,0.90,1.80,2.70,4.50
N00000078,330,218,24,61,0,12,8,7,66.06,7.27,18.48,0,3.64,2.42,2.12
N00000079,423,254,24,101,4,7,6,27,60.05,5.67,23.88,0.95,1.65,1.42,6.38
N00000080,324,208,18,73,1,4,8,12,64.20,5.56,22.53,0.31,1.23,2.47,3.70
N00000081,279,156,16,68,2,4,10,23,55.91,5.73,24.37,0.72,1.43,3.58,8.24
N00000082,277,164,2,73,1,4,11,22,59.21,0.72,26.35,0.36,1.44,3.97,7.94
N00000083,503,326,18,118,4,4,10,23,64.81,3.58,23.46,0.80,0.80,1.99,4.57
N00000084,356,242,10,76,3,4,5,16,67.98,2.81,21.35,0.84,1.12,1.40,4.49
N00000085,316,108,30,110,4,22,23,19,34.18,9.49,34.81,1.27,6.96,7.28,6.01
N00000086,292,118,25,112,0,11,15,11,40.41,8.56,38.36,0,3.77,5.14,3.77
N00000087,684,404,30,181,12,14,23,20,59.06,4.39,26.46,1.75,2.05,3.36,2.92
N00000088,196,52,20,51,1,15,21,36,26.53,10.20,26.02,0.51,7.65,10.71,18.37
N00000089,352,192,26,100,1,8,10,15,54.55,7.39,28.41,0.28,2.27,2.84,4.26
N00000090,300,152,24,89,3,9,11,12,50.67,8.00,29.67,1.00,3.00,3.67,4.00
N00000091,350,184,34,85,5,13,16,13,52.57,9.71,24.29,1.43,3.71,4.57,3.71
N00000092,371,244,6,84,5,6,6,20,65.77,1.62,22.64,1.35,1.62,1.62,5.39
N00000093,319,178,8,92,2,7,6,26,55.80,2.51,28.84,0.63,2.19,1.88,8.15
N00000094,385,248,8,95,4,2,7,21,64.42,2.08,24.68,1.04,0.52,1.82,5.45
N00000095,353,194,8,115,3,9,6,18,54.96,2.27,32.58,0.85,2.55,1.70,5.10
N00000096,377,234,18,88,4,6,7,20,62.07,4.77,23.34,1.06,1.59,1.86,5.31
N00000097,621,334,74,158,2,22,27,4,53.78,11.92,25.44,0.32,3.54,4.35,0.64
N00000098,905,490,110,220,14,30,23,18,54.14,12.15,24.31,1.55,3.31,2.54,1.99
N00000099,202,92,12,56,4,6,14,18,45.54,5.94,27.72,1.98,2.97,6.93,8.91
N00000100,277,106,20,90,4,18,22,17,38.27,7.22,32.49,1.44,6.50,7.94,6.14
N00000101,196,42,28,78,2,8,33,5,21.43,14.29,39.80,1.02,4.08,16.84,2.55
N00000102,252,120,18,75,2,11,16,10,47.62,7.14,29.76,0.79,4.37,6.35,3.97
N00000103,380,164,48,107,5,19,26,11,43.16,12.63,28.16,1.32,5.00,6.84,2.89
N00000104,233,98,36,66,2,12,14,5,42.06,15.45,28.33,0.86,5.15,6.01,2.15
N00000105,280,112,16,87,3,11,24,27,40.00,5.71,31.07,1.07,3.93,8.57,9.64
N00000106,148,44,10,55,1,10,18,10,29.73,6.76,37.16,0.68,6.76,12.16,6.76
N00000107,200,72,22,58,0,15,23,10,36.00,11.00,29.00,0,7.50,11.50,5.00
N00000108,205,114,10,44,1,9,8,19,55.61,4.88,21.46,0.49,4.39,3.90,9.27
N00000109,409,172,50,124,2,17,28,16,42.05,12.22,30.32,0.49,4.16,6.85,3.91
N00000110,221,78,28,76,2,6,15,16,35.29,12.67,34.39,0.90,2.71,6.79,7.24
N00000111,282,172,18,57,3,4,10,18,60.99,6.38,20.21,1.06,1.42,3.55,6.38
N00000112,302,132,28,103,4,14,13,8,43.71,9.27,34.11,1.32,4.64,4.30,2.65
N00000113,237,114,22,60,1,8,19,13,48.10,9.28,25.32,0.42,3.38,8.02,5.49
N00000114,258,136,24,63,3,8,13,11,52.71,9.30,24.42,1.16,3.10,5.04,4.26
N00000115,242,90,18,92,3,4,20,15,37.19,7.44,38.02,1.24,1.65,8.26,6.20
N00000116,223,76,20,80,0,15,22,10,34.08,8.97,35.87,0,6.73,9.87,4.48
N00000117,125,18,12,45,0,12,28,10,14.40,9.60,36.00,0,9.60,22.40,8.00
N00000118,269,142,16,69,4,7,12,19,52.79,5.95,25.65,1.49,2.60,4.46,7.06
N00000119,253,170,6,47,2,5,3,20,67.19,2.37,18.58,0.79,1.98,1.19,7.91
N00000120,275,166,6,66,3,4,5,25,60.36,2.18,24.00,1.09,1.45,1.82,9.09
N00000121,245,118,24,65,4,10,12,12,48.16,9.80,26.53,1.63,4.08,4.90,4.90
N00000122,385,238,28,78,3,6,13,19,61.82,7.27,20.26,0.78,1.56,3.38,4.94
N00000123,289,196,2,56,2,5,9,19,67.82,0.69,19.38,0.69,1.73,3.11,6.57
N00000124,281,172,30,49,1,3,10,16,61.21,10.68,17.44,0.36,1.07,3.56,5.69
N00000125,348,174,6,123,7,10,8,20,50.00,1.72,35.34,2.01,2.87,2.30,5.75
N00000126,351,186,2,133,0,5,6,19,52.99,0.57,37.89,0,1.42,1.71,5.41
N00000127,285,144,8,86,4,15,7,21,50.53,2.81,30.18,1.40,5.26,2.46,7.37
N00000128,729,394,18,261,9,10,9,28,54.05,2.47,35.80,1.23,1.37,1.23,3.84
N00000129,251,96,6,99,2,11,15,22,38.25,2.39,39.44,0.80,4.38,5.98,8.76
N00000130,357,232,18,85,2,4,14,2,64.99,5.04,23.81,0.56,1.12,3.92,0.56
N00000131,318,198,6,87,2,3,7,15,62.26,1.89,27.36,0.63,0.94,2.20,4.72
N00000132,294,162,12,79,3,5,9,24,55.10,4.08,26.87,1.02,1.70,3.06,8.16
N00000133,273,136,14,71,2,9,14,27,49.82,5.13,26.01,0.73,3.30,5.13,9.89
N00000134,350,188,32,85,1,10,15,19,53.71,9.14,24.29,0.29,2.86,4.29,5.43
N00000135,246,102,26,82,1,13,7,15,41.46,10.57,33.33,0.41,5.28,2.85,6.10
N00000136,402,248,24,92,3,10,11,14,61.69,5.97,22.89,0.75,2.49,2.74,3.48
N00000137,252,160,6,56,3,6,6,15,63.49,2.38,22.22,1.19,2.38,2.38,5.95
N00000138,345,232,10,79,2,3,13,6,67.25,2.90,22.90,0.58,0.87,3.77,1.74
N00000139,259,142,18,56,2,7,14,20,54.83,6.95,21.62,0.77,2.70,5.41,7.72
N00000140,302,146,20,83,0,11,15,27,48.34,6.62,27.48,0,3.64,4.97,8.94
N00000141,373,146,20,91,5,21,36,54,39.14,5.36,24.40,1.34,5.63,9.65,14.48
N00000142,164,60,12,39,1,6,19,27,36.59,7.32,23.78,0.61,3.66,11.59,16.46
N00000143,183,54,14,64,0,12,19,20,29.51,7.65,34.97,0,6.56,10.38,10.93
N00000144,191,66,22,64,2,11,13,13,34.55,11.52,33.51,1.05,5.76,6.81,6.81
N00000145,111,24,6,28,0,6,11,36,21.62,5.41,25.23,0,5.41,9.91,32.43
N00000146,240,128,14,64,2,7,4,21,53.33,5.83,26.67,0.83,2.92,1.67,8.75
N00000147,184,78,10,58,1,8,20,9,42.39,5.43,31.52,0.54,4.35,10.87,4.89
N00000148,500,214,72,130,2,17,33,32,42.80,14.40,26.00,0.40,3.40,6.60,6.40
N00000149,347,186,30,59,4,8,21,39,53.60,8.65,17.00,1.15,2.31,6.05,11.24
N00000150,291,196,8,45,3,8,7,24,67.35,2.75,15.46,1.03,2.75,2.41,8.25
N00000151,247,112,24,66,5,11,14,15,45.34,9.72,26.72,2.02,4.45,5.67,6.07
N00000152,229,104,16,56,5,10,18,20,45.41,6.99,24.45,2.18,4.37,7.86,8.73
N00000153,199,86,28,44,5,3,10,23,43.22,14.07,22.11,2.51,1.51,5.03,11.56
N00000154,215,108,14,52,7,2,13,19,50.23,6.51,24.19,3.26,0.93,6.05,8.84
N00000155,281,146,18,75,3,5,15,19,51.96,6.41,26.69,1.07,1.78,5.34,6.76
N00000156,245,162,16,42,0,6,5,14,66.12,6.53,17.14,0,2.45,2.04,5.71
N00000157,304,186,20,70,4,1,10,13,61.18,6.58,23.03,1.32,0.33,3.29,4.28
N00000158,542,332,46,93,3,20,26,22,61.25,8.49,17.16,0.55,3.69,4.80,4.06
N00000159,202,94,14,50,3,3,22,16,46.53,6.93,24.75,1.49,1.49,10.89,7.92
N00000160,239,134,6,58,4,8,15,14,56.07,2.51,24.27,1.67,3.35,6.28,5.86
N00000161,294,208,8,56,2,1,11,8,70.75,2.72,19.05,0.68,0.34,3.74,2.72
N00000162,219,120,10,57,2,4,10,16,54.79,4.57,26.03,0.91,1.83,4.57,7.31
N00000163,268,94,24,86,3,12,25,24,35.07,8.96,32.09,1.12,4.48,9.33,8.96
N00000164,242,156,16,43,2,4,1,20,64.46,6.61,17.77,0.83,1.65,0.41,8.26
N00000165,267,162,10,58,3,9,5,20,60.67,3.75,21.72,1.12,3.37,1.87,7.49
N00000166,243,158,8,45,1,3,9,19,65.02,3.29,18.52,0.41,1.23,3.70,7.82
N00000167,315,190,14,73,1,5,8,24,60.32,4.44,23.17,0.32,1.59,2.54,7.62
N00000168,289,184,16,50,2,6,12,19,63.67,5.54,17.30,0.69,2.08,4.15,6.57
N00000169,595,376,20,125,5,9,26,34,63.19,3.36,21.01,0.84,1.51,4.37,5.71
N00000170,282,166,28,58,2,9,11,8,58.87,9.93,20.57,0.71,3.19,3.90,2.84
N00000171,332,222,4,73,3,6,2,22,66.87,1.20,21.99,0.90,1.81,0.60,6.63
N00000172,637,380,42,137,8,16,23,31,59.65,6.59,21.51,1.26,2.51,3.61,4.87
N00000173,313,184,8,80,5,7,5,24,58.79,2.56,25.56,1.60,2.24,1.60,7.67
N00000174,306,132,40,83,1,12,15,23,43.14,13.07,27.12,0.33,3.92,4.90,7.52
N00000175,294,184,18,61,5,4,13,9,62.59,6.12,20.75,1.70,1.36,4.42,3.06
N00000176,397,174,30,123,1,17,21,31,43.83,7.56,30.98,0.25,4.28,5.29,7.81
N00000177,276,108,34,66,2,11,32,23,39.13,12.32,23.91,0.72,3.99,11.59,8.33
N00000178,572,186,36,178,4,22,61,85,32.52,6.29,31.12,0.70,3.85,10.66,14.86
N00000179,749,236,68,248,10,41,58,88,31.51,9.08,33.11,1.34,5.47,7.74,11.75
N00000180,228,86,18,69,5,6,18,26,37.72,7.89,30.26,2.19,2.63,7.89,11.40
N00000181,262,74,44,81,2,14,30,17,28.24,16.79,30.92,0.76,5.34,11.45,6.49
N00000182,191,82,34,41,0,5,7,22,42.93,17.80,21.47,0,2.62,3.66,11.52
N00000183,238,98,24,66,7,18,19,6,41.18,10.08,27.73,2.94,7.56,7.98,2.52
N00000184,273,70,44,80,1,17,23,38,25.64,16.12,29.30,0.37,6.23,8.42,13.92
N00000185,201,90,10,42,3,6,11,39,44.78,4.98,20.90,1.49,2.99,5.47,19.40
N00000186,224,78,36,55,1,13,21,20,34.82,16.07,24.55,0.45,5.80,9.38,8.93
N00000187,206,74,16,55,0,12,29,20,35.92,7.77,26.70,0,5.83,14.08,9.71
N00000188,268,112,28,85,1,6,16,20,41.79,10.45,31.72,0.37,2.24,5.97,7.46
N00000189,264,168,10,55,2,6,8,15,63.64,3.79,20.83,0.76,2.27,3.03,5.68
N00000190,256,178,12,48,1,3,3,11,69.53,4.69,18.75,0.39,1.17,1.17,4.30
N00000191,267,160,12,60,3,3,14,15,59.93,4.49,22.47,1.12,1.12,5.24,5.62
N00000192,254,138,16,64,1,6,16,13,54.33,6.30,25.20,0.39,2.36,6.30,5.12
N00000193,213,78,26,73,0,5,17,14,36.62,12.21,34.27,0,2.35,7.98,6.57
N00000194,209,116,6,46,2,5,18,16,55.50,2.87,22.01,0.96,2.39,8.61,7.66
N00000195,211,72,16,60,3,6,13,41,34.12,7.58,28.44,1.42,2.84,6.16,19.43
N00000196,198,90,6,42,2,9,29,20,45.45,3.03,21.21,1.01,4.55,14.65,10.10
N00000197,254,154,20,59,0,6,7,8,60.63,7.87,23.23,0,2.36,2.76,3.15
N00000198,234,142,12,53,0,10,5,12,60.68,5.13,22.65,0,4.27,2.14,5.13
N00000199,275,186,16,51,2,2,9,9,67.64,5.82,18.55,0.73,0.73,3.27,3.27
N00000200,254,174,4,51,1,5,10,9,68.50,1.57,20.08,0.39,1.97,3.94,3.54
N00000201,256,152,14,47,2,7,15,19,59.38,5.47,18.36,0.78,2.73,5.86,7.42
N00000202,264,182,8,44,4,3,12,11,68.94,3.03,16.67,1.52,1.14,4.55,4.17
N00000203,281,154,14,58,6,10,13,26,54.80,4.98,20.64,2.14,3.56,4.63,9.25
N00000204,294,170,20,58,8,5,17,16,57.82,6.80,19.73,2.72,1.70,5.78,5.44
N00000205,242,138,20,47,2,6,13,16,57.02,8.26,19.42,0.83,2.48,5.37,6.61
N00000206,345,144,38,94,2,8,31,28,41.74,11.01,27.25,0.58,2.32,8.99,8.12
N00000207,225,106,24,65,2,6,11,11,47.11,10.67,28.89,0.89,2.67,4.89,4.89
N00000208,273,178,6,66,0,1,9,13,65.20,2.20,24.18,0,0.37,3.30,4.76
N00000209,293,188,6,75,2,5,5,12,64.16,2.05,25.60,0.68,1.71,1.71,4.10
N00000210,327,110,36,82,8,20,30,41,33.64,11.01,25.08,2.45,6.12,9.17,12.54
N00000211,452,212,34,94,4,14,40,54,46.90,7.52,20.80,0.88,3.10,8.85,11.95
N00000212,142,48,12,49,0,11,14,8,33.80,8.45,34.51,0,7.75,9.86,5.63
N00000213,252,102,24,62,4,11,26,23,40.48,9.52,24.60,1.59,4.37,10.32,9.13
N00000214,263,140,14,65,3,8,14,19,53.23,5.32,24.71,1.14,3.04,5.32,7.22
N00000215,336,218,4,74,2,10,12,16,64.88,1.19,22.02,0.60,2.98,3.57,4.76
N00000216,334,186,40,78,5,4,10,11,55.69,11.98,23.35,1.50,1.20,2.99,3.29
N00000217,382,260,10,77,4,7,8,16,68.06,2.62,20.16,1.05,1.83,2.09,4.19
N00000218,292,206,10,43,5,3,8,17,70.55,3.42,14.73,1.71,1.03,2.74,5.82
N00000219,199,60,22,58,5,13,28,13,30.15,11.06,29.15,2.51,6.53,14.07,6.53
N00000220,214,64,24,82,2,9,27,6,29.91,11.21,38.32,0.93,4.21,12.62,2.80
N00000221,204,84,16,52,0,13,28,11,41.18,7.84,25.49,0,6.37,13.73,5.39
N00000222,241,138,14,47,3,7,15,17,57.26,5.81,19.50,1.24,2.90,6.22,7.05
N00000223,264,160,6,57,3,8,7,23,60.61,2.27,21.59,1.14,3.03,2.65,8.71
N00000224,206,96,8,65,2,6,15,14,46.60,3.88,31.55,0.97,2.91,7.28,6.80
N00000225,138,60,6,26,3,2,9,32,43.48,4.35,18.84,2.17,1.45,6.52,23.19
N00000226,232,122,10,66,2,3,9,20,52.59,4.31,28.45,0.86,1.29,3.88,8.62
N00000227,174,66,8,40,1,14,24,21,37.93,4.60,22.99,0.57,8.05,13.79,12.07
N00000228,264,166,8,50,3,1,9,27,62.88,3.03,18.94,1.14,0.38,3.41,10.23
N00000229,292,154,14,72,5,9,15,23,52.74,4.79,24.66,1.71,3.08,5.14,7.88
N00000230,220,92,16,73,0,7,18,14,41.82,7.27,33.18,0,3.18,8.18,6.36
N00000231,214,56,28,82,3,11,20,14,26.17,13.08,38.32,1.40,5.14,9.35,6.54
N00000232,251,114,22,77,2,11,12,13,45.42,8.76,30.68,0.80,4.38,4.78,5.18
N00000233,223,88,20,69,2,7,24,13,39.46,8.97,30.94,0.90,3.14,10.76,5.83
N00000234,207,72,40,54,2,5,25,9,34.78,19.32,26.09,0.97,2.42,12.08,4.35
N00000235,257,132,24,62,1,8,12,18,51.36,9.34,24.12,0.39,3.11,4.67,7.00
N00000236,213,98,20,60,2,8,13,12,46.01,9.39,28.17,0.94,3.76,6.10,5.63
N00000237,324,228,2,64,3,6,6,15,70.37,0.62,19.75,0.93,1.85,1.85,4.63
N00000238,268,184,8,55,1,2,7,11,68.66,2.99,20.52,0.37,0.75,2.61,4.10
N00000239,200,76,22,56,1,9,20,16,38.00,11.00,28.00,0.50,4.50,10.00,8.00
N00000240,242,76,22,91,3,16,27,7,31.40,9.09,37.60,1.24,6.61,11.16,2.89
N00000241,329,224,14,72,3,3,8,5,68.09,4.26,21.88,0.91,0.91,2.43,1.52
N00000242,279,200,6,61,1,2,3,6,71.68,2.15,21.86,0.36,0.72,1.08,2.15
N00000243,218,112,16,56,2,6,8,18,51.38,7.34,25.69,0.92,2.75,3.67,8.26
N00000244,214,80,22,68,1,7,19,17,37.38,10.28,31.78,0.47,3.27,8.88,7.94
N00000245,262,154,20,59,1,4,11,13,58.78,7.63,22.52,0.38,1.53,4.20,4.96
N00000246,238,104,20,65,2,7,19,21,43.70,8.40,27.31,0.84,2.94,7.98,8.82
N00000247,259,174,14,48,3,5,3,12,67.18,5.41,18.53,1.16,1.93,1.16,4.63
N00000248,278,192,10,53,1,5,5,12,69.06,3.60,19.06,0.36,1.80,1.80,4.32
N00000249,286,182,18,60,3,8,9,6,63.64,6.29,20.98,1.05,2.80,3.15,2.10
N00000250,323,172,36,74,2,7,15,17,53.25,11.15,22.91,0.62,2.17,4.64,5.26
N00000251,314,184,28,75,0,7,13,7,58.60,8.92,23.89,0,2.23,4.14,2.23
N00000252,273,150,28,58,1,7,13,16,54.95,10.26,21.25,0.37,2.56,4.76,5.86
N00000253,411,254,18,106,0,2,7,24,61.80,4.38,25.79,0,0.49,1.70,5.84
N00000254,259,164,12,50,2,3,5,23,63.32,4.63,19.31,0.77,1.16,1.93,8.88
N00000255,291,192,14,61,3,4,6,11,65.98,4.81,20.96,1.03,1.37,2.06,3.78
N00000256,641,380,44,138,4,12,20,43,59.28,6.86,21.53,0.62,1.87,3.12,6.71
N00000257,333,140,22,100,5,8,28,30,42.04,6.61,30.03,1.50,2.40,8.41,9.01
N00000258,297,196,10,59,4,2,9,17,65.99,3.37,19.87,1.35,0.67,3.03,5.72
N00000259,370,220,12,93,5,15,10,15,59.46,3.24,25.14,1.35,4.05,2.70,4.05
N00000260,421,222,42,95,6,14,17,25,52.73,9.98,22.57,1.43,3.33,4.04,5.94
N00000261,422,266,20,101,9,4,5,17,63.03,4.74,23.93,2.13,0.95,1.18,4.03
N00000262,322,186,12,78,3,6,12,25,57.76,3.73,24.22,0.93,1.86,3.73,7.76
N00000263,197,74,16,71,2,6,12,16,37.56,8.12,36.04,1.02,3.05,6.09,8.12
N00000264,410,190,22,139,2,16,22,19,46.34,5.37,33.90,0.49,3.90,5.37,4.63
N00000265,300,110,30,106,4,9,12,29,36.67,10.00,35.33,1.33,3.00,4.00,9.67
N00000266,257,140,12,68,1,4,18,14,54.47,4.67,26.46,0.39,1.56,7.00,5.45
N00000267,353,238,6,82,1,5,4,17,67.42,1.70,23.23,0.28,1.42,1.13,4.82
N00000268,319,202,4,88,1,2,11,11,63.32,1.25,27.59,0.31,0.63,3.45,3.45
N00000269,299,168,14,79,5,5,9,19,56.19,4.68,26.42,1.67,1.67,3.01,6.35
N00000270,310,192,10,72,4,9,4,19,61.94,3.23,23.23,1.29,2.90,1.29,6.13
N00000271,306,200,10,63,5,2,7,19,65.36,3.27,20.59,1.63,0.65,2.29,6.21
N00000272,246,144,8,47,3,6,17,21,58.54,3.25,19.11,1.22,2.44,6.91,8.54
N00000273,357,238,18,73,2,5,8,13,66.67,5.04,20.45,0.56,1.40,2.24,3.64
N00000274,378,228,26,84,1,4,6,29,60.32,6.88,22.22,0.26,1.06,1.59,7.67
N00000275,241,136,14,51,0,7,17,16,56.43,5.81,21.16,0,2.90,7.05,6.64
N00000276,242,150,16,43,2,9,7,15,61.98,6.61,17.77,0.83,3.72,2.89,6.20
N00000277,235,138,24,49,1,8,7,8,58.72,10.21,20.85,0.43,3.40,2.98,3.40
N00000278,235,126,18,53,0,7,16,15,53.62,7.66,22.55,0,2.98,6.81,6.38
N00000279,137,56,32,30,0,8,8,3,40.88,23.36,21.90,0,5.84,5.84,2.19
N00000280,262,98,30,75,3,17,29,10,37.40,11.45,28.63,1.15,6.49,11.07,3.82
N00000281,284,174,6,77,1,3,6,17,61.27,2.11,27.11,0.35,1.06,2.11,5.99
