ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS106NI0001","Count","HOUSEHOLDS","All households"
"KS106NI0002","Count","HOUSEHOLDS","No adults in employment in household: With dependent children"
"KS106NI0003","Count","HOUSEHOLDS","No adults in employment in household: Without dependent children"
"KS106NI0004","Count","HOUSEHOLDS","Dependent children in household: All ages"
"KS106NI0005","Count","HOUSEHOLDS","Dependent children in household: Aged 0-4 years"
"KS106NI0006","Count","HOUSEHOLDS","One or more people in household with a long-term health problem or disability: With dependent children"
"KS106NI0007","Count","HOUSEHOLDS","One or more people in household with a long-term health problem or disability: Without dependent children"
"KS106NI0008","Percentage","HOUSEHOLDS","No adults in employment in household: With dependent children"
"KS106NI0009","Percentage","HOUSEHOLDS","No adults in employment in household: Without dependent children"
"KS106NI0010","Percentage","HOUSEHOLDS","Dependent children in household: All ages"
"KS106NI0011","Percentage","HOUSEHOLDS","Dependent children in household: Aged 0-4 years"
"KS106NI0012","Percentage","HOUSEHOLDS","One or more people in household with a long-term health problem or disability: With dependent children"
"KS106NI0013","Percentage","HOUSEHOLDS","One or more people in household with a long-term health problem or disability: Without dependent children"
