GeographyCode,KS611NI0001,KS611NI0002,KS611NI0003,KS611NI0004,KS611NI0005,KS611NI0006,KS611NI0007,KS611NI0008,KS611NI0009,KS611NI0010,KS611NI0011,KS611NI0012,KS611NI0013,KS611NI0014,KS611NI0015,KS611NI0016,KS611NI0017,KS611NI0018,KS611NI0019,KS611NI0020,KS611NI0021,KS611NI0022,KS611NI0023
N00000001,754,30,27,274,197,18,48,73,43,9,9,26,3.98,3.58,36.34,26.13,2.39,6.37,9.68,5.70,1.19,1.19,3.45
N00000002,249,6,29,69,27,18,21,21,27,9,5,17,2.41,11.65,27.71,10.84,7.23,8.43,8.43,10.84,3.61,2.01,6.83
N00000003,166,2,14,48,22,23,4,15,17,6,2,13,1.20,8.43,28.92,13.25,13.86,2.41,9.04,10.24,3.61,1.20,7.83
N00000004,449,5,22,90,48,88,27,58,45,8,7,51,1.11,4.90,20.04,10.69,19.60,6.01,12.92,10.02,1.78,1.56,11.36
N00000005,275,8,22,69,30,55,16,30,22,3,0,20,2.91,8.00,25.09,10.91,20.00,5.82,10.91,8.00,1.09,0,7.27
N00000006,174,4,17,32,27,28,12,27,6,6,2,13,2.30,9.77,18.39,15.52,16.09,6.90,15.52,3.45,3.45,1.15,7.47
N00000007,176,5,12,38,29,22,14,22,15,2,4,13,2.84,6.82,21.59,16.48,12.50,7.95,12.50,8.52,1.14,2.27,7.39
N00000008,229,6,19,54,33,28,16,22,29,5,3,14,2.62,8.30,23.58,14.41,12.23,6.99,9.61,12.66,2.18,1.31,6.11
N00000009,533,12,58,157,76,57,26,65,29,9,8,36,2.25,10.88,29.46,14.26,10.69,4.88,12.20,5.44,1.69,1.50,6.75
N00000010,172,2,10,26,23,32,12,21,21,5,3,17,1.16,5.81,15.12,13.37,18.60,6.98,12.21,12.21,2.91,1.74,9.88
N00000011,214,1,8,35,28,7,21,41,49,7,3,14,0.47,3.74,16.36,13.08,3.27,9.81,19.16,22.90,3.27,1.40,6.54
N00000012,207,2,2,31,27,10,31,49,39,6,1,9,0.97,0.97,14.98,13.04,4.83,14.98,23.67,18.84,2.90,0.48,4.35
N00000013,197,2,10,29,33,12,20,32,33,6,9,11,1.02,5.08,14.72,16.75,6.09,10.15,16.24,16.75,3.05,4.57,5.58
N00000014,359,2,16,62,43,26,42,78,54,11,5,20,0.56,4.46,17.27,11.98,7.24,11.70,21.73,15.04,3.06,1.39,5.57
N00000015,170,0,0,26,18,9,21,28,45,8,5,10,0,0,15.29,10.59,5.29,12.35,16.47,26.47,4.71,2.94,5.88
N00000016,172,0,4,26,28,11,15,34,38,2,7,7,0,2.33,15.12,16.28,6.40,8.72,19.77,22.09,1.16,4.07,4.07
N00000017,244,4,8,29,33,14,24,55,48,9,7,13,1.64,3.28,11.89,13.52,5.74,9.84,22.54,19.67,3.69,2.87,5.33
N00000018,165,1,7,31,21,5,17,27,37,0,3,16,0.61,4.24,18.79,12.73,3.03,10.30,16.36,22.42,0,1.82,9.70
N00000019,201,0,4,17,24,9,26,42,57,10,3,9,0,1.99,8.46,11.94,4.48,12.94,20.90,28.36,4.98,1.49,4.48
N00000020,158,0,0,25,26,2,16,34,42,7,5,1,0,0,15.82,16.46,1.27,10.13,21.52,26.58,4.43,3.16,0.63
N00000021,198,4,8,29,27,10,19,43,42,4,4,8,2.02,4.04,14.65,13.64,5.05,9.60,21.72,21.21,2.02,2.02,4.04
N00000022,191,0,3,24,25,12,9,47,43,9,3,16,0,1.57,12.57,13.09,6.28,4.71,24.61,22.51,4.71,1.57,8.38
N00000023,160,0,4,16,14,5,31,38,39,6,2,5,0,2.50,10.00,8.75,3.13,19.38,23.75,24.38,3.75,1.25,3.13
N00000024,379,9,34,93,45,62,25,36,20,4,6,45,2.37,8.97,24.54,11.87,16.36,6.60,9.50,5.28,1.06,1.58,11.87
N00000025,347,7,22,81,35,58,25,36,42,10,4,27,2.02,6.34,23.34,10.09,16.71,7.20,10.37,12.10,2.88,1.15,7.78
N00000026,356,5,25,88,50,61,21,25,29,7,1,44,1.40,7.02,24.72,14.04,17.13,5.90,7.02,8.15,1.97,0.28,12.36
