GeographyCode,KS601NI0001,KS601NI0002,KS601NI0003,KS601NI0004,KS601NI0005,KS601NI0006,KS601NI0007,KS601NI0008,KS601NI0009,KS601NI0010,KS601NI0011,KS601NI0012,KS601NI0013,KS601NI0014,KS601NI0015,KS601NI0016,KS601NI0017,KS601NI0018,KS601NI0019,KS601NI0020,KS601NI0021,KS601NI0022,KS601NI0023,KS601NI0024,KS601NI0025,KS601NI0026,KS601NI0027,KS601NI0028,KS601NI0029,KS601NI0030,KS601NI0031
N00000013,197,19,84,12,15,1,30,10,7,11,8,39,2,3,1,9,9.64,42.64,6.09,7.61,0.51,15.23,5.08,3.55,5.58,4.06,19.80,13.33,20.00,6.67,60.00
N00000014,359,57,172,22,13,16,41,4,9,23,2,34,4,1,1,5,15.88,47.91,6.13,3.62,4.46,11.42,1.11,2.51,6.41,0.56,9.47,30.77,7.69,7.69,38.46
N00000015,170,23,48,9,9,5,36,6,6,21,7,16,1,3,1,5,13.53,28.24,5.29,5.29,2.94,21.18,3.53,3.53,12.35,4.12,9.41,11.11,33.33,11.11,55.56
N00000016,172,18,70,8,11,3,35,4,3,18,2,18,2,4,1,7,10.47,40.70,4.65,6.40,1.74,20.35,2.33,1.74,10.47,1.16,10.47,18.18,36.36,9.09,63.64
N00000017,244,44,86,15,14,6,35,8,11,16,9,21,5,3,2,7,18.03,35.25,6.15,5.74,2.46,14.34,3.28,4.51,6.56,3.69,8.61,35.71,21.43,14.29,50.00
N00000018,165,18,80,6,8,5,17,11,8,5,7,20,1,2,0,3,10.91,48.48,3.64,4.85,3.03,10.30,6.67,4.85,3.03,4.24,12.12,12.50,25.00,0,37.50
N00000019,201,31,76,6,8,3,33,6,7,24,7,13,3,3,0,3,15.42,37.81,2.99,3.98,1.49,16.42,2.99,3.48,11.94,3.48,6.47,37.50,37.50,0,37.50
N00000020,158,28,59,1,10,0,21,1,9,16,13,17,1,2,0,5,17.72,37.34,0.63,6.33,0,13.29,0.63,5.70,10.13,8.23,10.76,10.00,20.00,0,50.00
N00000021,198,23,80,7,6,5,33,3,14,19,8,16,0,3,0,4,11.62,40.40,3.54,3.03,2.53,16.67,1.52,7.07,9.60,4.04,8.08,0,50.00,0,66.67
N00000022,191,31,70,8,6,7,27,10,10,11,11,22,2,1,1,3,16.23,36.65,4.19,3.14,3.66,14.14,5.24,5.24,5.76,5.76,11.52,33.33,16.67,16.67,50.00
N00000023,160,29,51,5,5,3,38,3,10,12,4,17,1,0,0,2,18.13,31.87,3.13,3.13,1.88,23.75,1.88,6.25,7.50,2.50,10.63,20.00,0,0,40.00
N00000024,379,57,132,72,10,21,41,24,9,10,3,83,2,1,1,6,15.04,34.83,19.00,2.64,5.54,10.82,6.33,2.37,2.64,0.79,21.90,20.00,10.00,10.00,60.00
N00000025,347,41,129,56,11,15,44,12,17,15,7,60,2,3,1,4,11.82,37.18,16.14,3.17,4.32,12.68,3.46,4.90,4.32,2.02,17.29,18.18,27.27,9.09,36.36
N00000026,356,54,128,62,7,21,33,23,4,14,10,63,5,1,3,1,15.17,35.96,17.42,1.97,5.90,9.27,6.46,1.12,3.93,2.81,17.70,71.43,14.29,42.86,14.29
N00000027,380,55,132,61,13,10,29,23,29,17,11,64,2,1,0,4,14.47,34.74,16.05,3.42,2.63,7.63,6.05,7.63,4.47,2.89,16.84,15.38,7.69,0,30.77
N00000028,184,24,77,13,12,15,20,11,3,4,5,31,4,2,2,6,13.04,41.85,7.07,6.52,8.15,10.87,5.98,1.63,2.17,2.72,16.85,33.33,16.67,16.67,50.00
N00000029,304,50,102,57,9,13,37,19,8,4,5,72,2,3,0,3,16.45,33.55,18.75,2.96,4.28,12.17,6.25,2.63,1.32,1.64,23.68,22.22,33.33,0,33.33
N00000030,277,37,100,43,10,11,40,13,7,11,5,67,5,1,2,3,13.36,36.10,15.52,3.61,3.97,14.44,4.69,2.53,3.97,1.81,24.19,50.00,10.00,20.00,30.00
N00000031,489,57,188,69,18,27,60,24,21,14,11,86,7,5,4,10,11.66,38.45,14.11,3.68,5.52,12.27,4.91,4.29,2.86,2.25,17.59,38.89,27.78,22.22,55.56
N00000032,270,32,103,31,9,9,40,16,11,15,4,45,5,2,1,3,11.85,38.15,11.48,3.33,3.33,14.81,5.93,4.07,5.56,1.48,16.67,55.56,22.22,11.11,33.33
N00000033,361,41,142,56,8,8,46,22,13,11,14,50,3,0,1,1,11.36,39.34,15.51,2.22,2.22,12.74,6.09,3.60,3.05,3.88,13.85,37.50,0,12.50,12.50
N00000034,322,41,134,36,10,16,49,8,4,17,7,74,4,3,1,4,12.73,41.61,11.18,3.11,4.97,15.22,2.48,1.24,5.28,2.17,22.98,40.00,30.00,10.00,40.00
N00000035,222,30,74,15,15,1,23,12,14,27,11,36,5,2,2,10,13.51,33.33,6.76,6.76,0.45,10.36,5.41,6.31,12.16,4.95,16.22,33.33,13.33,13.33,66.67
N00000036,260,27,117,22,17,9,24,17,6,14,7,28,5,6,3,5,10.38,45.00,8.46,6.54,3.46,9.23,6.54,2.31,5.38,2.69,10.77,29.41,35.29,17.65,29.41
N00000037,212,32,72,10,13,6,40,8,7,20,4,28,2,3,2,7,15.09,33.96,4.72,6.13,2.83,18.87,3.77,3.30,9.43,1.89,13.21,15.38,23.08,15.38,53.85
N00000038,284,36,94,37,14,18,38,17,15,13,2,41,6,3,2,5,12.68,33.10,13.03,4.93,6.34,13.38,5.99,5.28,4.58,0.70,14.44,42.86,21.43,14.29,35.71
N00000039,826,153,341,58,32,52,61,49,33,35,12,128,4,6,1,18,18.52,41.28,7.02,3.87,6.30,7.38,5.93,4.00,4.24,1.45,15.50,12.50,18.75,3.13,56.25
N00000040,201,38,66,11,7,4,28,12,8,22,5,14,2,0,0,3,18.91,32.84,5.47,3.48,1.99,13.93,5.97,3.98,10.95,2.49,6.97,28.57,0,0,42.86
N00000041,314,43,142,26,7,14,21,22,18,16,5,34,2,0,2,2,13.69,45.22,8.28,2.23,4.46,6.69,7.01,5.73,5.10,1.59,10.83,28.57,0,28.57,28.57
N00000042,307,46,113,29,12,17,27,22,12,20,9,35,2,3,1,5,14.98,36.81,9.45,3.91,5.54,8.79,7.17,3.91,6.51,2.93,11.40,16.67,25.00,8.33,41.67
N00000043,787,130,333,52,33,42,39,51,31,64,12,117,9,2,4,15,16.52,42.31,6.61,4.19,5.34,4.96,6.48,3.94,8.13,1.52,14.87,27.27,6.06,12.12,45.45
N00000044,202,25,70,12,8,10,22,16,17,16,6,27,5,0,4,2,12.38,34.65,5.94,3.96,4.95,10.89,7.92,8.42,7.92,2.97,13.37,62.50,0,50.00,25.00
N00000045,367,49,142,73,7,10,37,17,9,19,4,65,1,2,0,5,13.35,38.69,19.89,1.91,2.72,10.08,4.63,2.45,5.18,1.09,17.71,14.29,28.57,0,71.43
N00000046,282,43,93,51,10,4,32,19,8,16,6,52,1,2,4,3,15.25,32.98,18.09,3.55,1.42,11.35,6.74,2.84,5.67,2.13,18.44,10.00,20.00,40.00,30.00
N00000047,285,30,102,43,6,12,47,6,8,27,4,57,0,2,0,1,10.53,35.79,15.09,2.11,4.21,16.49,2.11,2.81,9.47,1.40,20.00,0,33.33,0,16.67
N00000048,224,32,80,16,10,9,31,9,13,16,8,17,3,1,1,6,14.29,35.71,7.14,4.46,4.02,13.84,4.02,5.80,7.14,3.57,7.59,30.00,10.00,10.00,60.00
N00000049,202,30,75,11,16,4,21,4,6,23,12,28,3,4,1,5,14.85,37.13,5.45,7.92,1.98,10.40,1.98,2.97,11.39,5.94,13.86,18.75,25.00,6.25,31.25
N00000050,232,22,99,22,7,4,47,9,4,16,2,48,3,0,1,1,9.48,42.67,9.48,3.02,1.72,20.26,3.88,1.72,6.90,0.86,20.69,42.86,0,14.29,14.29
N00000051,219,41,59,8,16,4,25,9,12,35,10,25,3,4,1,9,18.72,26.94,3.65,7.31,1.83,11.42,4.11,5.48,15.98,4.57,11.42,18.75,25.00,6.25,56.25
N00000052,231,32,76,11,17,7,39,11,4,26,8,30,1,4,0,10,13.85,32.90,4.76,7.36,3.03,16.88,4.76,1.73,11.26,3.46,12.99,5.88,23.53,0,58.82
N00000053,196,32,71,4,11,11,24,7,13,18,5,27,3,3,1,5,16.33,36.22,2.04,5.61,5.61,12.24,3.57,6.63,9.18,2.55,13.78,27.27,27.27,9.09,45.45
N00000054,193,35,71,6,15,6,23,4,14,16,3,26,6,1,2,5,18.13,36.79,3.11,7.77,3.11,11.92,2.07,7.25,8.29,1.55,13.47,40.00,6.67,13.33,33.33
N00000055,204,35,67,8,13,7,31,9,7,17,10,20,8,2,1,5,17.16,32.84,3.92,6.37,3.43,15.20,4.41,3.43,8.33,4.90,9.80,61.54,15.38,7.69,38.46
N00000056,219,25,90,6,16,4,40,4,9,24,1,14,3,4,2,8,11.42,41.10,2.74,7.31,1.83,18.26,1.83,4.11,10.96,0.46,6.39,18.75,25.00,12.50,50.00
N00000057,192,34,65,4,11,6,16,9,17,21,9,12,2,3,2,6,17.71,33.85,2.08,5.73,3.13,8.33,4.69,8.85,10.94,4.69,6.25,18.18,27.27,18.18,54.55
N00000058,191,21,90,6,12,3,16,9,13,16,5,14,4,2,3,4,10.99,47.12,3.14,6.28,1.57,8.38,4.71,6.81,8.38,2.62,7.33,33.33,16.67,25.00,33.33
N00000059,170,29,62,6,13,4,22,5,6,13,10,15,4,0,2,3,17.06,36.47,3.53,7.65,2.35,12.94,2.94,3.53,7.65,5.88,8.82,30.77,0,15.38,23.08
N00000060,284,52,96,10,24,3,40,11,12,27,9,25,9,5,3,7,18.31,33.80,3.52,8.45,1.06,14.08,3.87,4.23,9.51,3.17,8.80,37.50,20.83,12.50,29.17
N00000061,210,32,69,17,0,6,59,10,5,10,2,44,0,0,0,0,15.24,32.86,8.10,0,2.86,28.10,4.76,2.38,4.76,0.95,20.95,0,0,0,0
N00000062,272,31,106,12,7,14,65,14,6,13,4,50,4,1,1,3,11.40,38.97,4.41,2.57,5.15,23.90,5.15,2.21,4.78,1.47,18.38,57.14,14.29,14.29,42.86
N00000063,276,34,88,13,23,12,33,15,19,26,13,23,6,4,3,8,12.32,31.88,4.71,8.33,4.35,11.96,5.43,6.88,9.42,4.71,8.33,26.09,17.39,13.04,34.78
N00000064,206,18,58,8,18,4,27,8,16,40,9,19,3,1,4,10,8.74,28.16,3.88,8.74,1.94,13.11,3.88,7.77,19.42,4.37,9.22,16.67,5.56,22.22,55.56
N00000065,310,44,120,16,13,15,73,9,5,13,2,51,5,6,3,3,14.19,38.71,5.16,4.19,4.84,23.55,2.90,1.61,4.19,0.65,16.45,38.46,46.15,23.08,23.08
N00000066,211,31,91,15,2,9,51,1,8,3,0,39,0,2,0,1,14.69,43.13,7.11,0.95,4.27,24.17,0.47,3.79,1.42,0,18.48,0,100.00,0,50.00
N00000067,234,27,72,9,12,8,35,11,18,34,8,21,2,1,0,7,11.54,30.77,3.85,5.13,3.42,14.96,4.70,7.69,14.53,3.42,8.97,16.67,8.33,0,58.33
N00000068,272,45,102,25,6,16,47,13,5,8,5,45,2,1,0,0,16.54,37.50,9.19,2.21,5.88,17.28,4.78,1.84,2.94,1.84,16.54,33.33,16.67,0,0
N00000069,228,31,45,6,26,8,27,11,23,29,22,28,13,3,1,12,13.60,19.74,2.63,11.40,3.51,11.84,4.82,10.09,12.72,9.65,12.28,50.00,11.54,3.85,46.15
N00000070,184,18,72,10,5,2,57,12,2,3,3,35,0,4,1,2,9.78,39.13,5.43,2.72,1.09,30.98,6.52,1.09,1.63,1.63,19.02,0,80.00,20.00,40.00
N00000071,206,28,84,6,5,5,47,4,4,17,6,35,0,1,0,3,13.59,40.78,2.91,2.43,2.43,22.82,1.94,1.94,8.25,2.91,16.99,0,20.00,0,60.00
N00000072,1244,175,650,94,48,37,83,50,35,55,17,195,14,5,7,15,14.07,52.25,7.56,3.86,2.97,6.67,4.02,2.81,4.42,1.37,15.68,29.17,10.42,14.58,31.25
N00000073,361,45,168,20,9,5,67,4,6,27,10,33,3,3,1,6,12.47,46.54,5.54,2.49,1.39,18.56,1.11,1.66,7.48,2.77,9.14,33.33,33.33,11.11,66.67
N00000074,756,108,413,58,22,21,52,22,19,23,18,99,2,2,3,8,14.29,54.63,7.67,2.91,2.78,6.88,2.91,2.51,3.04,2.38,13.10,9.09,9.09,13.64,36.36
N00000075,329,28,166,13,7,9,40,12,11,34,9,32,4,0,1,2,8.51,50.46,3.95,2.13,2.74,12.16,3.65,3.34,10.33,2.74,9.73,57.14,0,14.29,28.57
N00000076,233,36,119,14,2,15,19,12,5,9,2,21,1,0,0,1,15.45,51.07,6.01,0.86,6.44,8.15,5.15,2.15,3.86,0.86,9.01,50.00,0,0,50.00
N00000077,200,26,88,14,6,14,28,4,3,13,4,24,2,1,0,1,13.00,44.00,7.00,3.00,7.00,14.00,2.00,1.50,6.50,2.00,12.00,33.33,16.67,0,16.67
N00000078,321,49,175,23,4,18,23,8,10,5,6,35,0,1,0,2,15.26,54.52,7.17,1.25,5.61,7.17,2.49,3.12,1.56,1.87,10.90,0,25.00,0,50.00
N00000079,399,58,145,77,5,21,39,29,13,5,7,81,1,2,0,2,14.54,36.34,19.30,1.25,5.26,9.77,7.27,3.26,1.25,1.75,20.30,20.00,40.00,0,40.00
N00000080,309,52,134,34,5,8,40,18,11,7,0,70,4,0,1,1,16.83,43.37,11.00,1.62,2.59,12.94,5.83,3.56,2.27,0,22.65,80.00,0,20.00,20.00
N00000081,254,26,98,33,4,9,40,15,12,11,6,46,1,1,0,2,10.24,38.58,12.99,1.57,3.54,15.75,5.91,4.72,4.33,2.36,18.11,25.00,25.00,0,50.00
N00000082,257,37,91,52,5,1,37,14,7,12,1,58,3,1,0,1,14.40,35.41,20.23,1.95,0.39,14.40,5.45,2.72,4.67,0.39,22.57,60.00,20.00,0,20.00
N00000083,484,66,189,88,5,17,43,40,13,15,8,97,0,1,0,5,13.64,39.05,18.18,1.03,3.51,8.88,8.26,2.69,3.10,1.65,20.04,0,20.00,0,100.00
N00000084,334,44,124,53,5,9,53,22,11,6,7,55,4,0,2,1,13.17,37.13,15.87,1.50,2.69,15.87,6.59,3.29,1.80,2.10,16.47,80.00,0,40.00,20.00
N00000085,300,26,118,12,16,3,51,15,10,39,10,33,2,3,3,6,8.67,39.33,4.00,5.33,1.00,17.00,5.00,3.33,13.00,3.33,11.00,12.50,18.75,18.75,37.50
N00000086,279,29,117,30,13,14,27,13,10,20,6,24,4,0,1,6,10.39,41.94,10.75,4.66,5.02,9.68,4.66,3.58,7.17,2.15,8.60,30.77,0,7.69,46.15
N00000087,651,85,293,79,23,24,73,36,17,16,5,124,14,1,4,8,13.06,45.01,12.14,3.53,3.69,11.21,5.53,2.61,2.46,0.77,19.05,60.87,4.35,17.39,34.78
N00000088,154,20,46,8,9,0,45,8,0,16,2,25,4,2,0,7,12.99,29.87,5.19,5.84,0,29.22,5.19,0,10.39,1.30,16.23,44.44,22.22,0,77.78
N00000089,334,48,152,30,11,12,26,20,7,15,13,50,2,2,0,3,14.37,45.51,8.98,3.29,3.59,7.78,5.99,2.10,4.49,3.89,14.97,18.18,18.18,0,27.27
N00000090,283,31,137,22,10,8,31,16,8,16,4,32,4,1,0,3,10.95,48.41,7.77,3.53,2.83,10.95,5.65,2.83,5.65,1.41,11.31,40.00,10.00,0,30.00
N00000091,338,54,137,43,12,9,38,9,12,18,6,58,6,1,3,7,15.98,40.53,12.72,3.55,2.66,11.24,2.66,3.55,5.33,1.78,17.16,50.00,8.33,25.00,58.33
N00000092,337,38,140,45,13,8,42,15,13,19,4,55,3,3,2,5,11.28,41.54,13.35,3.86,2.37,12.46,4.45,3.86,5.64,1.19,16.32,23.08,23.08,15.38,38.46
N00000093,289,39,94,42,16,13,48,17,8,9,3,35,4,6,2,7,13.49,32.53,14.53,5.54,4.50,16.61,5.88,2.77,3.11,1.04,12.11,25.00,37.50,12.50,43.75
N00000094,353,47,142,51,9,16,52,13,7,13,3,76,3,3,3,4,13.31,40.23,14.45,2.55,4.53,14.73,3.68,1.98,3.68,0.85,21.53,33.33,33.33,33.33,44.44
N00000095,329,52,122,45,11,17,30,20,12,9,11,60,2,2,1,7,15.81,37.08,13.68,3.34,5.17,9.12,6.08,3.65,2.74,3.34,18.24,18.18,18.18,9.09,63.64
N00000096,370,55,129,49,6,16,43,15,15,35,7,78,3,1,1,2,14.86,34.86,13.24,1.62,4.32,11.62,4.05,4.05,9.46,1.89,21.08,50.00,16.67,16.67,33.33
N00000097,606,91,305,52,28,26,38,23,18,21,4,58,4,4,1,13,15.02,50.33,8.58,4.62,4.29,6.27,3.80,2.97,3.47,0.66,9.57,14.29,14.29,3.57,46.43
N00000098,890,108,513,51,25,34,60,22,24,36,17,114,6,3,3,4,12.13,57.64,5.73,2.81,3.82,6.74,2.47,2.70,4.04,1.91,12.81,24.00,12.00,12.00,16.00
N00000099,180,28,57,10,12,4,29,6,8,24,2,20,4,2,2,3,15.56,31.67,5.56,6.67,2.22,16.11,3.33,4.44,13.33,1.11,11.11,33.33,16.67,16.67,25.00
N00000100,254,29,118,13,11,6,27,8,10,19,13,27,3,1,1,6,11.42,46.46,5.12,4.33,2.36,10.63,3.15,3.94,7.48,5.12,10.63,27.27,9.09,9.09,54.55
N00000101,193,29,74,5,15,7,11,11,12,22,7,18,7,3,2,8,15.03,38.34,2.59,7.77,3.63,5.70,5.70,6.22,11.40,3.63,9.33,46.67,20.00,13.33,53.33
N00000102,244,34,104,12,11,12,30,15,9,16,1,26,0,2,1,7,13.93,42.62,4.92,4.51,4.92,12.30,6.15,3.69,6.56,0.41,10.66,0,18.18,9.09,63.64
N00000103,430,54,171,14,18,15,42,13,25,65,13,38,3,0,0,9,12.56,39.77,3.26,4.19,3.49,9.77,3.02,5.81,15.12,3.02,8.84,16.67,0,0,50.00
N00000104,231,40,107,12,16,5,9,8,8,17,9,13,7,2,4,4,17.32,46.32,5.19,6.93,2.16,3.90,3.46,3.46,7.36,3.90,5.63,43.75,12.50,25.00,25.00
N00000105,258,43,108,8,5,4,43,12,9,14,12,27,0,1,0,2,16.67,41.86,3.10,1.94,1.55,16.67,4.65,3.49,5.43,4.65,10.47,0,20.00,0,40.00
N00000106,139,15,43,5,13,4,18,4,9,23,5,7,2,2,0,7,10.79,30.94,3.60,9.35,2.88,12.95,2.88,6.47,16.55,3.60,5.04,15.38,15.38,0,53.85
N00000107,190,21,58,7,18,7,31,7,12,20,9,14,7,2,1,10,11.05,30.53,3.68,9.47,3.68,16.32,3.68,6.32,10.53,4.74,7.37,38.89,11.11,5.56,55.56
N00000108,169,24,73,6,5,6,36,5,3,9,2,21,2,2,0,2,14.20,43.20,3.55,2.96,3.55,21.30,2.96,1.78,5.33,1.18,12.43,40.00,40.00,0,40.00
N00000109,385,61,181,15,16,7,41,8,17,33,6,32,6,3,2,6,15.84,47.01,3.90,4.16,1.82,10.65,2.08,4.42,8.57,1.56,8.31,37.50,18.75,12.50,37.50
N00000110,210,27,89,8,10,9,28,12,6,15,6,12,5,1,2,2,12.86,42.38,3.81,4.76,4.29,13.33,5.71,2.86,7.14,2.86,5.71,50.00,10.00,20.00,20.00
N00000111,266,40,111,27,10,4,41,14,6,10,3,30,2,4,0,7,15.04,41.73,10.15,3.76,1.50,15.41,5.26,2.26,3.76,1.13,11.28,20.00,40.00,0,70.00
N00000112,299,47,130,14,16,13,27,20,11,15,6,23,4,1,3,5,15.72,43.48,4.68,5.35,4.35,9.03,6.69,3.68,5.02,2.01,7.69,25.00,6.25,18.75,31.25
N00000113,230,39,102,14,14,5,24,5,9,13,5,21,3,1,1,6,16.96,44.35,6.09,6.09,2.17,10.43,2.17,3.91,5.65,2.17,9.13,21.43,7.14,7.14,42.86
N00000114,255,35,120,11,10,6,45,8,9,11,0,31,3,2,0,3,13.73,47.06,4.31,3.92,2.35,17.65,3.14,3.53,4.31,0,12.16,30.00,20.00,0,30.00
N00000115,224,29,76,7,17,10,25,14,12,24,10,22,9,0,6,6,12.95,33.93,3.13,7.59,4.46,11.16,6.25,5.36,10.71,4.46,9.82,52.94,0,35.29,35.29
N00000116,220,30,91,8,18,3,35,8,8,12,7,18,5,3,2,7,13.64,41.36,3.64,8.18,1.36,15.91,3.64,3.64,5.45,3.18,8.18,27.78,16.67,11.11,38.89
N00000117,120,16,28,0,14,2,17,4,7,27,5,22,6,3,2,9,13.33,23.33,0,11.67,1.67,14.17,3.33,5.83,22.50,4.17,18.33,42.86,21.43,14.29,64.29
N00000118,256,29,105,24,2,8,41,11,8,21,7,45,1,0,0,0,11.33,41.02,9.38,0.78,3.13,16.02,4.30,3.13,8.20,2.73,17.58,50.00,0,0,0
N00000119,221,24,65,26,9,5,57,14,7,8,6,50,3,3,1,4,10.86,29.41,11.76,4.07,2.26,25.79,6.33,3.17,3.62,2.71,22.62,33.33,33.33,11.11,44.44
N00000120,237,29,78,28,2,12,48,13,12,9,6,60,0,1,0,1,12.24,32.91,11.81,0.84,5.06,20.25,5.49,5.06,3.80,2.53,25.32,0,50.00,0,50.00
N00000121,230,22,79,20,10,5,60,11,10,10,3,29,3,3,1,5,9.57,34.35,8.70,4.35,2.17,26.09,4.78,4.35,4.35,1.30,12.61,30.00,30.00,10.00,50.00
N00000122,363,43,132,63,7,9,69,15,13,6,6,64,0,1,0,2,11.85,36.36,17.36,1.93,2.48,19.01,4.13,3.58,1.65,1.65,17.63,0,14.29,0,28.57
N00000123,255,25,92,30,4,10,64,12,6,8,4,71,0,0,1,1,9.80,36.08,11.76,1.57,3.92,25.10,4.71,2.35,3.14,1.57,27.84,0,0,25.00,25.00
N00000124,259,26,104,26,1,6,63,7,12,9,5,59,1,0,1,0,10.04,40.15,10.04,0.39,2.32,24.32,2.70,4.63,3.47,1.93,22.78,100.00,0,100.00,0
N00000125,322,43,107,56,15,12,30,23,18,9,9,48,9,0,6,5,13.35,33.23,17.39,4.66,3.73,9.32,7.14,5.59,2.80,2.80,14.91,60.00,0,40.00,33.33
N00000126,322,42,106,46,8,13,29,33,18,17,10,41,3,3,1,2,13.04,32.92,14.29,2.48,4.04,9.01,10.25,5.59,5.28,3.11,12.73,37.50,37.50,12.50,25.00
N00000127,264,37,98,35,12,8,28,11,9,17,9,29,5,0,4,3,14.02,37.12,13.26,4.55,3.03,10.61,4.17,3.41,6.44,3.41,10.98,41.67,0,33.33,25.00
N00000128,738,82,292,92,27,23,52,55,28,71,16,100,9,5,4,14,11.11,39.57,12.47,3.66,3.12,7.05,7.45,3.79,9.62,2.17,13.55,33.33,18.52,14.81,51.85
N00000129,242,29,50,20,13,5,25,13,28,38,21,19,5,3,2,6,11.98,20.66,8.26,5.37,2.07,10.33,5.37,11.57,15.70,8.68,7.85,38.46,23.08,15.38,46.15
N00000130,340,48,179,34,13,18,11,22,9,3,3,59,5,2,4,5,14.12,52.65,10.00,3.82,5.29,3.24,6.47,2.65,0.88,0.88,17.35,38.46,15.38,30.77,38.46
N00000131,303,45,121,37,2,10,51,15,7,9,6,61,0,0,0,0,14.85,39.93,12.21,0.66,3.30,16.83,4.95,2.31,2.97,1.98,20.13,0,0,0,0
N00000132,264,44,80,57,10,8,37,15,4,6,3,58,3,0,1,5,16.67,30.30,21.59,3.79,3.03,14.02,5.68,1.52,2.27,1.14,21.97,30.00,0,10.00,50.00
N00000133,236,26,92,20,10,7,41,7,10,17,6,28,3,2,1,4,11.02,38.98,8.47,4.24,2.97,17.37,2.97,4.24,7.20,2.54,11.86,30.00,20.00,10.00,40.00
N00000134,332,51,144,39,9,9,40,13,9,14,4,49,5,2,2,3,15.36,43.37,11.75,2.71,2.71,12.05,3.92,2.71,4.22,1.20,14.76,55.56,22.22,22.22,33.33
N00000135,225,27,81,15,17,5,33,15,9,15,8,24,6,3,3,9,12.00,36.00,6.67,7.56,2.22,14.67,6.67,4.00,6.67,3.56,10.67,35.29,17.65,17.65,52.94
N00000136,386,64,161,40,8,12,53,18,13,14,3,56,3,3,1,1,16.58,41.71,10.36,2.07,3.11,13.73,4.66,3.37,3.63,0.78,14.51,37.50,37.50,12.50,12.50
N00000137,225,36,97,21,9,6,28,14,1,12,1,29,3,2,2,2,16.00,43.11,9.33,4.00,2.67,12.44,6.22,0.44,5.33,0.44,12.89,33.33,22.22,22.22,22.22
N00000138,339,50,155,37,10,12,31,27,12,5,0,73,4,3,0,3,14.75,45.72,10.91,2.95,3.54,9.14,7.96,3.54,1.47,0,21.53,40.00,30.00,0,30.00
N00000139,227,27,79,17,9,7,49,8,9,18,4,38,2,2,1,7,11.89,34.80,7.49,3.96,3.08,21.59,3.52,3.96,7.93,1.76,16.74,22.22,22.22,11.11,77.78
N00000140,266,30,75,29,20,11,58,7,10,19,7,36,5,3,1,15,11.28,28.20,10.90,7.52,4.14,21.80,2.63,3.76,7.14,2.63,13.53,25.00,15.00,5.00,75.00
N00000141,293,47,92,10,14,10,43,12,14,38,13,27,2,3,2,7,16.04,31.40,3.41,4.78,3.41,14.68,4.10,4.78,12.97,4.44,9.22,14.29,21.43,14.29,50.00
