GeographyCode,KS608NI0001,KS608NI0002,KS608NI0003,KS608NI0004,KS608NI0005,KS608NI0006,KS608NI0007,KS608NI0008,KS608NI0009,KS608NI0010,KS608NI0011,KS608NI0012,KS608NI0013,KS608NI0014,KS608NI0015,KS608NI0016,KS608NI0017,KS608NI0018,KS608NI0019
N00000039,590,40,68,68,101,63,76,67,49,58,6.78,11.53,11.53,17.12,10.68,12.88,11.36,8.31,9.83
N00000040,118,7,4,9,21,11,14,14,19,19,5.93,3.39,7.63,17.80,9.32,11.86,11.86,16.10,16.10
N00000041,225,28,27,22,48,20,21,22,20,17,12.44,12.00,9.78,21.33,8.89,9.33,9.78,8.89,7.56
N00000042,198,12,27,18,29,23,28,17,24,20,6.06,13.64,9.09,14.65,11.62,14.14,8.59,12.12,10.10
N00000043,547,47,89,65,84,49,45,67,43,58,8.59,16.27,11.88,15.36,8.96,8.23,12.25,7.86,10.60
N00000044,113,8,7,11,24,11,13,12,14,13,7.08,6.19,9.73,21.24,9.73,11.50,10.62,12.39,11.50
N00000045,269,26,57,21,34,57,16,17,22,19,9.67,21.19,7.81,12.64,21.19,5.95,6.32,8.18,7.06
N00000046,191,7,39,12,24,53,14,11,12,19,3.66,20.42,6.28,12.57,27.75,7.33,5.76,6.28,9.95
N00000047,184,15,33,13,30,34,14,22,12,11,8.15,17.93,7.07,16.30,18.48,7.61,11.96,6.52,5.98
N00000048,135,5,5,7,14,18,24,12,22,28,3.70,3.70,5.19,10.37,13.33,17.78,8.89,16.30,20.74
N00000049,120,6,7,3,18,13,19,11,18,25,5.00,5.83,2.50,15.00,10.83,15.83,9.17,15.00,20.83
N00000050,147,24,29,9,15,18,12,5,17,18,16.33,19.73,6.12,10.20,12.24,8.16,3.40,11.56,12.24
N00000051,110,2,11,8,8,16,12,12,14,27,1.82,10.00,7.27,7.27,14.55,10.91,10.91,12.73,24.55
N00000052,124,7,19,9,12,17,18,13,12,17,5.65,15.32,7.26,9.68,13.71,14.52,10.48,9.68,13.71
N00000053,112,4,6,11,7,7,14,18,19,26,3.57,5.36,9.82,6.25,6.25,12.50,16.07,16.96,23.21
N00000054,116,4,8,12,13,10,22,15,12,20,3.45,6.90,10.34,11.21,8.62,18.97,12.93,10.34,17.24
N00000055,113,5,8,11,11,15,15,12,15,21,4.42,7.08,9.73,9.73,13.27,13.27,10.62,13.27,18.58
N00000056,125,1,6,4,14,24,18,16,18,24,0.80,4.80,3.20,11.20,19.20,14.40,12.80,14.40,19.20
N00000057,106,4,7,3,12,8,11,11,17,33,3.77,6.60,2.83,11.32,7.55,10.38,10.38,16.04,31.13
N00000058,120,5,13,5,14,14,15,8,21,25,4.17,10.83,4.17,11.67,11.67,12.50,6.67,17.50,20.83
N00000059,99,2,8,3,6,13,13,19,15,20,2.02,8.08,3.03,6.06,13.13,13.13,19.19,15.15,20.20
N00000060,161,9,10,10,17,18,21,21,15,40,5.59,6.21,6.21,10.56,11.18,13.04,13.04,9.32,24.84
N00000061,124,14,29,12,9,11,11,10,13,15,11.29,23.39,9.68,7.26,8.87,8.87,8.06,10.48,12.10
N00000062,159,30,33,16,24,10,10,17,9,10,18.87,20.75,10.06,15.09,6.29,6.29,10.69,5.66,6.29
N00000063,146,12,17,12,13,14,16,20,9,33,8.22,11.64,8.22,8.90,9.59,10.96,13.70,6.16,22.60
N00000064,88,5,6,6,4,12,12,13,10,20,5.68,6.82,6.82,4.55,13.64,13.64,14.77,11.36,22.73
N00000065,192,16,30,11,27,23,29,19,13,24,8.33,15.63,5.73,14.06,11.98,15.10,9.90,6.77,12.50
N00000066,146,8,33,12,25,12,13,17,11,15,5.48,22.60,8.22,17.12,8.22,8.90,11.64,7.53,10.27
N00000067,111,7,6,3,14,14,14,14,5,34,6.31,5.41,2.70,12.61,12.61,12.61,12.61,4.50,30.63
N00000068,183,19,35,15,25,16,10,21,19,23,10.38,19.13,8.20,13.66,8.74,5.46,11.48,10.38,12.57
N00000069,87,5,4,2,12,15,13,8,10,18,5.75,4.60,2.30,13.79,17.24,14.94,9.20,11.49,20.69
N00000070,102,13,18,9,17,14,10,3,8,10,12.75,17.65,8.82,16.67,13.73,9.80,2.94,7.84,9.80
N00000071,123,10,8,8,21,18,21,11,5,21,8.13,6.50,6.50,17.07,14.63,17.07,8.94,4.07,17.07
N00000072,943,74,157,90,138,93,91,82,95,123,7.85,16.65,9.54,14.63,9.86,9.65,8.70,10.07,13.04
N00000073,237,18,33,11,28,20,23,21,32,51,7.59,13.92,4.64,11.81,8.44,9.70,8.86,13.50,21.52
N00000074,593,44,142,55,99,73,51,48,33,48,7.42,23.95,9.27,16.69,12.31,8.60,8.09,5.56,8.09
N00000075,216,19,22,58,29,18,13,15,21,21,8.80,10.19,26.85,13.43,8.33,6.02,6.94,9.72,9.72
N00000076,182,15,36,19,26,22,14,23,6,21,8.24,19.78,10.44,14.29,12.09,7.69,12.64,3.30,11.54
N00000077,141,14,21,10,19,18,13,14,12,20,9.93,14.89,7.09,13.48,12.77,9.22,9.93,8.51,14.18
N00000078,263,24,46,26,32,30,24,29,24,28,9.13,17.49,9.89,12.17,11.41,9.13,11.03,9.13,10.65
N00000079,300,43,62,33,39,58,15,23,12,15,14.33,20.67,11.00,13.00,19.33,5.00,7.67,4.00,5.00
N00000080,225,21,49,25,51,24,15,12,6,22,9.33,21.78,11.11,22.67,10.67,6.67,5.33,2.67,9.78
N00000081,166,24,39,26,16,19,10,8,7,17,14.46,23.49,15.66,9.64,11.45,6.02,4.82,4.22,10.24
N00000082,181,34,40,10,26,25,14,10,12,10,18.78,22.10,5.52,14.36,13.81,7.73,5.52,6.63,5.52
N00000083,358,49,61,30,56,65,27,23,20,27,13.69,17.04,8.38,15.64,18.16,7.54,6.42,5.59,7.54
N00000084,229,35,43,18,37,39,7,14,18,18,15.28,18.78,7.86,16.16,17.03,3.06,6.11,7.86,7.86
N00000085,159,9,26,11,18,17,24,8,18,28,5.66,16.35,6.92,11.32,10.69,15.09,5.03,11.32,17.61
N00000086,189,6,34,18,31,37,9,18,13,23,3.17,17.99,9.52,16.40,19.58,4.76,9.52,6.88,12.17
N00000087,475,46,106,40,63,85,50,25,26,34,9.68,22.32,8.42,13.26,17.89,10.53,5.26,5.47,7.16
N00000088,74,5,5,6,9,18,8,5,11,7,6.76,6.76,8.11,12.16,24.32,10.81,6.76,14.86,9.46
N00000089,236,22,43,24,45,31,26,15,14,16,9.32,18.22,10.17,19.07,13.14,11.02,6.36,5.93,6.78
N00000090,197,9,43,12,30,28,21,17,14,23,4.57,21.83,6.09,15.23,14.21,10.66,8.63,7.11,11.68
N00000091,243,25,46,19,25,39,21,16,23,29,10.29,18.93,7.82,10.29,16.05,8.64,6.58,9.47,11.93
N00000092,231,21,41,26,33,42,12,20,20,16,9.09,17.75,11.26,14.29,18.18,5.19,8.66,8.66,6.93
N00000093,186,22,31,15,24,25,20,16,13,20,11.83,16.67,8.06,12.90,13.44,10.75,8.60,6.99,10.75
N00000094,254,23,64,31,34,46,20,18,11,7,9.06,25.20,12.20,13.39,18.11,7.87,7.09,4.33,2.76
N00000095,235,23,45,16,37,43,12,25,15,19,9.79,19.15,6.81,15.74,18.30,5.11,10.64,6.38,8.09
N00000096,245,33,46,29,34,42,12,22,14,13,13.47,18.78,11.84,13.88,17.14,4.90,8.98,5.71,5.31
N00000097,467,26,75,46,67,59,43,50,36,65,5.57,16.06,9.85,14.35,12.63,9.21,10.71,7.71,13.92
N00000098,698,50,174,50,88,74,61,51,43,107,7.16,24.93,7.16,12.61,10.60,8.74,7.31,6.16,15.33
N00000099,99,8,10,6,14,11,13,15,5,17,8.08,10.10,6.06,14.14,11.11,13.13,15.15,5.05,17.17
N00000100,164,11,21,11,27,14,18,13,22,27,6.71,12.80,6.71,16.46,8.54,10.98,7.93,13.41,16.46
N00000101,112,6,14,6,9,12,16,8,12,29,5.36,12.50,5.36,8.04,10.71,14.29,7.14,10.71,25.89
N00000102,159,12,34,8,24,18,19,17,13,14,7.55,21.38,5.03,15.09,11.32,11.95,10.69,8.18,8.81
N00000103,253,13,26,21,30,30,25,22,32,54,5.14,10.28,8.30,11.86,11.86,9.88,8.70,12.65,21.34
N00000104,163,9,16,8,21,20,29,14,17,29,5.52,9.82,4.91,12.88,12.27,17.79,8.59,10.43,17.79
N00000105,163,5,5,9,13,18,20,21,24,48,3.07,3.07,5.52,7.98,11.04,12.27,12.88,14.72,29.45
N00000106,67,1,3,1,9,9,6,8,7,23,1.49,4.48,1.49,13.43,13.43,8.96,11.94,10.45,34.33
N00000107,93,6,5,4,11,14,7,14,5,27,6.45,5.38,4.30,11.83,15.05,7.53,15.05,5.38,29.03
N00000108,108,5,16,11,15,9,12,8,9,23,4.63,14.81,10.19,13.89,8.33,11.11,7.41,8.33,21.30
N00000109,264,15,25,8,33,37,28,28,37,53,5.68,9.47,3.03,12.50,14.02,10.61,10.61,14.02,20.08
N00000110,133,7,4,8,20,17,10,18,18,31,5.26,3.01,6.02,15.04,12.78,7.52,13.53,13.53,23.31
N00000111,182,18,39,14,20,23,14,19,18,17,9.89,21.43,7.69,10.99,12.64,7.69,10.44,9.89,9.34
N00000112,201,24,15,13,22,20,23,12,30,42,11.94,7.46,6.47,10.95,9.95,11.44,5.97,14.93,20.90
N00000113,160,11,26,7,21,16,16,15,19,29,6.88,16.25,4.38,13.13,10.00,10.00,9.38,11.88,18.13
N00000114,169,12,30,17,23,16,12,10,18,31,7.10,17.75,10.06,13.61,9.47,7.10,5.92,10.65,18.34
N00000115,119,9,5,10,12,18,19,12,11,23,7.56,4.20,8.40,10.08,15.13,15.97,10.08,9.24,19.33
N00000116,132,5,13,6,18,17,24,13,19,17,3.79,9.85,4.55,13.64,12.88,18.18,9.85,14.39,12.88
N00000117,46,0,4,2,5,6,3,3,7,16,0,8.70,4.35,10.87,13.04,6.52,6.52,15.22,34.78
N00000118,166,30,42,22,13,13,10,15,6,15,18.07,25.30,13.25,7.83,7.83,6.02,9.04,3.61,9.04
N00000119,120,14,40,6,25,12,3,9,4,7,11.67,33.33,5.00,20.83,10.00,2.50,7.50,3.33,5.83
N00000120,145,33,24,12,21,15,6,17,7,10,22.76,16.55,8.28,14.48,10.34,4.14,11.72,4.83,6.90
N00000121,126,16,16,10,21,12,15,19,10,7,12.70,12.70,7.94,16.67,9.52,11.90,15.08,7.94,5.56
N00000122,247,53,52,36,31,19,22,14,8,12,21.46,21.05,14.57,12.55,7.69,8.91,5.67,3.24,4.86
N00000123,157,26,48,27,22,12,5,12,3,2,16.56,30.57,17.20,14.01,7.64,3.18,7.64,1.91,1.27
N00000124,162,29,37,15,20,21,11,13,8,8,17.90,22.84,9.26,12.35,12.96,6.79,8.02,4.94,4.94
N00000125,215,12,43,11,25,62,24,10,11,17,5.58,20.00,5.12,11.63,28.84,11.16,4.65,5.12,7.91
N00000126,207,9,35,17,24,61,22,14,12,13,4.35,16.91,8.21,11.59,29.47,10.63,6.76,5.80,6.28
N00000127,177,5,23,9,22,48,19,20,16,15,2.82,12.99,5.08,12.43,27.12,10.73,11.30,9.04,8.47
N00000128,485,40,95,27,48,131,29,33,38,44,8.25,19.59,5.57,9.90,27.01,5.98,6.80,7.84,9.07
N00000129,102,4,9,3,10,28,20,8,8,12,3.92,8.82,2.94,9.80,27.45,19.61,7.84,7.84,11.76
N00000130,279,22,41,29,63,35,22,30,19,18,7.89,14.70,10.39,22.58,12.54,7.89,10.75,6.81,6.45
N00000131,212,27,37,19,36,29,20,14,14,16,12.74,17.45,8.96,16.98,13.68,9.43,6.60,6.60,7.55
N00000132,187,9,27,17,29,55,15,11,13,11,4.81,14.44,9.09,15.51,29.41,8.02,5.88,6.95,5.88
N00000133,145,14,18,14,22,35,13,12,10,7,9.66,12.41,9.66,15.17,24.14,8.97,8.28,6.90,4.83
N00000134,241,40,30,25,55,29,20,13,16,13,16.60,12.45,10.37,22.82,12.03,8.30,5.39,6.64,5.39
N00000135,127,4,9,8,20,14,17,11,24,20,3.15,7.09,6.30,15.75,11.02,13.39,8.66,18.90,15.75
N00000136,277,23,49,35,55,33,16,27,15,24,8.30,17.69,12.64,19.86,11.91,5.78,9.75,5.42,8.66
N00000137,159,10,17,12,42,24,18,7,10,19,6.29,10.69,7.55,26.42,15.09,11.32,4.40,6.29,11.95
N00000138,251,26,47,20,62,31,22,19,9,15,10.36,18.73,7.97,24.70,12.35,8.76,7.57,3.59,5.98
N00000139,130,16,18,7,26,14,9,19,8,13,12.31,13.85,5.38,20.00,10.77,6.92,14.62,6.15,10.00
N00000140,142,13,26,12,25,11,13,16,11,15,9.15,18.31,8.45,17.61,7.75,9.15,11.27,7.75,10.56
N00000141,153,7,7,7,23,17,22,28,13,29,4.58,4.58,4.58,15.03,11.11,14.38,18.30,8.50,18.95
N00000142,74,3,9,6,10,14,6,8,6,12,4.05,12.16,8.11,13.51,18.92,8.11,10.81,8.11,16.22
N00000143,80,2,4,5,11,14,7,13,9,15,2.50,5.00,6.25,13.75,17.50,8.75,16.25,11.25,18.75
N00000144,92,3,4,7,9,15,16,12,8,18,3.26,4.35,7.61,9.78,16.30,17.39,13.04,8.70,19.57
N00000145,34,2,0,3,4,4,3,5,6,7,5.88,0,8.82,11.76,11.76,8.82,14.71,17.65,20.59
N00000146,132,19,33,11,17,13,7,10,8,14,14.39,25.00,8.33,12.88,9.85,5.30,7.58,6.06,10.61
N00000147,92,5,7,5,18,13,6,12,12,14,5.43,7.61,5.43,19.57,14.13,6.52,13.04,13.04,15.22
N00000148,278,13,29,17,45,37,48,28,21,40,4.68,10.43,6.12,16.19,13.31,17.27,10.07,7.55,14.39
N00000149,175,7,18,19,37,31,18,15,18,12,4.00,10.29,10.86,21.14,17.71,10.29,8.57,10.29,6.86
N00000150,135,9,27,16,31,20,10,6,9,7,6.67,20.00,11.85,22.96,14.81,7.41,4.44,6.67,5.19
N00000151,111,7,13,5,17,22,10,7,14,16,6.31,11.71,4.50,15.32,19.82,9.01,6.31,12.61,14.41
N00000152,100,6,4,6,17,16,11,11,10,19,6.00,4.00,6.00,17.00,16.00,11.00,11.00,10.00,19.00
N00000153,70,3,2,3,13,13,9,10,7,10,4.29,2.86,4.29,18.57,18.57,12.86,14.29,10.00,14.29
N00000154,111,8,12,10,21,24,11,10,2,13,7.21,10.81,9.01,18.92,21.62,9.91,9.01,1.80,11.71
N00000155,166,19,17,17,25,31,18,14,10,15,11.45,10.24,10.24,15.06,18.67,10.84,8.43,6.02,9.04
N00000156,128,9,15,21,26,18,8,7,6,18,7.03,11.72,16.41,20.31,14.06,6.25,5.47,4.69,14.06
N00000157,183,24,43,7,29,39,9,10,8,14,13.11,23.50,3.83,15.85,21.31,4.92,5.46,4.37,7.65
N00000158,253,32,28,26,40,45,29,23,12,18,12.65,11.07,10.28,15.81,17.79,11.46,9.09,4.74,7.11
N00000159,83,3,13,10,13,14,7,10,4,9,3.61,15.66,12.05,15.66,16.87,8.43,12.05,4.82,10.84
N00000160,132,13,33,12,21,14,9,13,7,10,9.85,25.00,9.09,15.91,10.61,6.82,9.85,5.30,7.58
N00000161,165,22,50,18,22,14,10,21,4,4,13.33,30.30,10.91,13.33,8.48,6.06,12.73,2.42,2.42
N00000162,123,12,9,10,22,14,11,18,14,13,9.76,7.32,8.13,17.89,11.38,8.94,14.63,11.38,10.57
N00000163,107,7,9,7,18,18,11,11,11,15,6.54,8.41,6.54,16.82,16.82,10.28,10.28,10.28,14.02
N00000164,136,25,26,19,18,18,9,11,4,6,18.38,19.12,13.97,13.24,13.24,6.62,8.09,2.94,4.41
N00000165,140,17,33,11,27,26,8,7,8,3,12.14,23.57,7.86,19.29,18.57,5.71,5.00,5.71,2.14
N00000166,106,6,20,13,24,8,14,8,3,10,5.66,18.87,12.26,22.64,7.55,13.21,7.55,2.83,9.43
N00000167,175,16,38,14,38,18,11,18,4,18,9.14,21.71,8.00,21.71,10.29,6.29,10.29,2.29,10.29
N00000168,159,22,34,10,30,17,18,8,9,11,13.84,21.38,6.29,18.87,10.69,11.32,5.03,5.66,6.92
N00000169,370,44,74,25,55,74,27,23,25,23,11.89,20.00,6.76,14.86,20.00,7.30,6.22,6.76,6.22
N00000170,170,15,20,12,19,28,21,19,20,16,8.82,11.76,7.06,11.18,16.47,12.35,11.18,11.76,9.41
N00000171,216,21,31,20,40,45,18,17,15,9,9.72,14.35,9.26,18.52,20.83,8.33,7.87,6.94,4.17
N00000172,388,45,59,31,65,71,38,30,17,32,11.60,15.21,7.99,16.75,18.30,9.79,7.73,4.38,8.25
N00000173,185,26,26,15,34,44,12,5,10,13,14.05,14.05,8.11,18.38,23.78,6.49,2.70,5.41,7.03
N00000174,168,8,20,14,19,21,25,16,14,31,4.76,11.90,8.33,11.31,12.50,14.88,9.52,8.33,18.45
N00000175,199,14,25,26,30,24,20,13,24,23,7.04,12.56,13.07,15.08,12.06,10.05,6.53,12.06,11.56
N00000176,211,14,8,17,28,29,26,30,22,37,6.64,3.79,8.06,13.27,13.74,12.32,14.22,10.43,17.54
N00000177,134,9,17,8,14,15,23,13,17,18,6.72,12.69,5.97,10.45,11.19,17.16,9.70,12.69,13.43
N00000178,256,13,31,19,37,25,31,42,20,38,5.08,12.11,7.42,14.45,9.77,12.11,16.41,7.81,14.84
N00000179,344,29,39,32,60,31,31,44,24,54,8.43,11.34,9.30,17.44,9.01,9.01,12.79,6.98,15.70
N00000180,104,5,3,8,13,12,18,13,11,21,4.81,2.88,7.69,12.50,11.54,17.31,12.50,10.58,20.19
N00000181,145,10,14,15,20,16,14,14,15,27,6.90,9.66,10.34,13.79,11.03,9.66,9.66,10.34,18.62
N00000182,91,7,3,7,26,13,8,10,9,8,7.69,3.30,7.69,28.57,14.29,8.79,10.99,9.89,8.79
N00000183,151,17,30,13,35,13,7,12,6,18,11.26,19.87,8.61,23.18,8.61,4.64,7.95,3.97,11.92
N00000184,156,12,24,22,33,21,7,17,6,14,7.69,15.38,14.10,21.15,13.46,4.49,10.90,3.85,8.97
N00000185,78,9,15,2,12,11,9,6,1,13,11.54,19.23,2.56,15.38,14.10,11.54,7.69,1.28,16.67
N00000186,121,10,18,12,13,17,12,17,5,17,8.26,14.88,9.92,10.74,14.05,9.92,14.05,4.13,14.05
N00000187,92,3,3,3,14,13,19,15,6,16,3.26,3.26,3.26,15.22,14.13,20.65,16.30,6.52,17.39
N00000188,149,9,10,7,16,27,22,25,12,21,6.04,6.71,4.70,10.74,18.12,14.77,16.78,8.05,14.09
N00000189,160,19,27,9,42,23,12,14,5,9,11.88,16.88,5.63,26.25,14.38,7.50,8.75,3.13,5.63
N00000190,147,9,18,10,22,23,25,15,13,12,6.12,12.24,6.80,14.97,15.65,17.01,10.20,8.84,8.16
N00000191,157,11,16,9,32,19,14,22,17,17,7.01,10.19,5.73,20.38,12.10,8.92,14.01,10.83,10.83
N00000192,167,7,7,14,29,23,19,20,24,24,4.19,4.19,8.38,17.37,13.77,11.38,11.98,14.37,14.37
N00000193,113,8,8,9,15,11,13,22,18,9,7.08,7.08,7.96,13.27,9.73,11.50,19.47,15.93,7.96
N00000194,109,8,7,12,22,13,13,9,13,12,7.34,6.42,11.01,20.18,11.93,11.93,8.26,11.93,11.01
N00000195,83,3,4,5,16,8,8,12,7,20,3.61,4.82,6.02,19.28,9.64,9.64,14.46,8.43,24.10
N00000196,69,4,7,1,6,10,7,8,13,13,5.80,10.14,1.45,8.70,14.49,10.14,11.59,18.84,18.84
N00000197,171,7,16,18,42,24,13,18,14,19,4.09,9.36,10.53,24.56,14.04,7.60,10.53,8.19,11.11
N00000198,156,11,24,15,27,24,12,13,14,16,7.05,15.38,9.62,17.31,15.38,7.69,8.33,8.97,10.26
N00000199,185,16,24,17,48,22,14,18,14,12,8.65,12.97,9.19,25.95,11.89,7.57,9.73,7.57,6.49
N00000200,179,15,25,13,39,29,17,14,14,13,8.38,13.97,7.26,21.79,16.20,9.50,7.82,7.82,7.26
N00000201,146,23,32,12,24,17,10,9,9,10,15.75,21.92,8.22,16.44,11.64,6.85,6.16,6.16,6.85
N00000202,150,20,37,13,34,7,11,8,13,7,13.33,24.67,8.67,22.67,4.67,7.33,5.33,8.67,4.67
N00000203,160,23,32,13,20,25,11,7,10,19,14.38,20.00,8.13,12.50,15.63,6.88,4.38,6.25,11.88
N00000204,185,10,18,19,34,26,22,18,12,26,5.41,9.73,10.27,18.38,14.05,11.89,9.73,6.49,14.05
N00000205,159,15,28,10,39,21,11,12,6,17,9.43,17.61,6.29,24.53,13.21,6.92,7.55,3.77,10.69
N00000206,208,29,28,26,46,15,16,14,7,27,13.94,13.46,12.50,22.12,7.21,7.69,6.73,3.37,12.98
N00000207,153,7,19,16,30,19,17,14,10,21,4.58,12.42,10.46,19.61,12.42,11.11,9.15,6.54,13.73
N00000208,163,17,27,23,38,17,8,14,9,10,10.43,16.56,14.11,23.31,10.43,4.91,8.59,5.52,6.13
N00000209,210,19,42,22,61,22,9,14,3,18,9.05,20.00,10.48,29.05,10.48,4.29,6.67,1.43,8.57
N00000210,166,15,26,15,15,18,21,21,14,21,9.04,15.66,9.04,9.04,10.84,12.65,12.65,8.43,12.65
N00000211,193,15,26,16,32,22,26,23,10,23,7.77,13.47,8.29,16.58,11.40,13.47,11.92,5.18,11.92
N00000212,89,11,7,6,12,8,13,7,10,15,12.36,7.87,6.74,13.48,8.99,14.61,7.87,11.24,16.85
N00000213,137,10,24,21,29,7,15,13,7,11,7.30,17.52,15.33,21.17,5.11,10.95,9.49,5.11,8.03
N00000214,156,12,29,19,24,17,23,13,8,11,7.69,18.59,12.18,15.38,10.90,14.74,8.33,5.13,7.05
N00000215,197,29,48,22,22,33,15,13,7,8,14.72,24.37,11.17,11.17,16.75,7.61,6.60,3.55,4.06
N00000216,193,22,46,16,33,32,11,7,8,18,11.40,23.83,8.29,17.10,16.58,5.70,3.63,4.15,9.33
N00000217,213,39,50,28,43,15,7,17,4,10,18.31,23.47,13.15,20.19,7.04,3.29,7.98,1.88,4.69
N00000218,149,30,28,19,29,6,11,11,6,9,20.13,18.79,12.75,19.46,4.03,7.38,7.38,4.03,6.04
N00000219,88,4,3,3,8,9,10,20,12,19,4.55,3.41,3.41,9.09,10.23,11.36,22.73,13.64,21.59
N00000220,112,2,2,8,9,11,22,17,12,29,1.79,1.79,7.14,8.04,9.82,19.64,15.18,10.71,25.89
N00000221,99,2,8,4,15,14,16,14,13,13,2.02,8.08,4.04,15.15,14.14,16.16,14.14,13.13,13.13
N00000222,124,12,11,7,25,17,20,13,8,11,9.68,8.87,5.65,20.16,13.71,16.13,10.48,6.45,8.87
N00000223,150,13,20,15,25,19,19,13,9,17,8.67,13.33,10.00,16.67,12.67,12.67,8.67,6.00,11.33
N00000224,105,8,14,10,16,14,8,13,6,16,7.62,13.33,9.52,15.24,13.33,7.62,12.38,5.71,15.24
