GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
N00000683,139,139,0,139,132,7,119,18,1,0,0,0,1,85.61,12.95,0.72,0,0,0,0.72
N00000684,206,206,0,206,202,4,96,65,40,2,1,2,0,46.60,31.55,19.42,0.97,0.49,0.97,0
N00000685,124,124,0,124,121,3,33,56,33,1,0,0,1,26.61,45.16,26.61,0.81,0,0,0.81
N00000686,151,151,0,151,148,3,130,19,1,1,0,0,0,86.09,12.58,0.66,0.66,0,0,0
N00000687,135,135,0,135,135,0,73,61,1,0,0,0,0,54.07,45.19,0.74,0,0,0,0
N00000688,136,136,0,136,132,4,116,17,1,0,1,0,1,85.29,12.50,0.74,0,0.74,0,0.74
N00000689,145,145,0,145,136,9,116,26,0,0,0,0,3,80.00,17.93,0,0,0,0,2.07
N00000690,122,122,0,122,119,3,39,55,22,6,0,0,0,31.97,45.08,18.03,4.92,0,0,0
N00000691,131,131,0,131,129,2,6,39,83,3,0,0,0,4.58,29.77,63.36,2.29,0,0,0
N00000692,132,132,0,132,129,3,10,42,79,1,0,0,0,7.58,31.82,59.85,0.76,0,0,0
N00000693,130,130,0,130,125,5,20,74,23,13,0,0,0,15.38,56.92,17.69,10.00,0,0,0
N00000694,372,372,0,372,356,16,85,204,38,43,2,0,0,22.85,54.84,10.22,11.56,0.54,0,0
N00000695,208,208,0,208,201,7,109,97,2,0,0,0,0,52.40,46.63,0.96,0,0,0,0
N00000696,146,145,1,147,114,33,9,4,63,50,10,11,0,6.12,2.72,42.86,34.01,6.80,7.48,0
N00000697,160,160,0,160,149,11,128,8,15,5,4,0,0,80.00,5.00,9.38,3.13,2.50,0,0
N00000698,192,192,0,192,187,5,79,38,66,9,0,0,0,41.15,19.79,34.38,4.69,0,0,0
N00000699,157,157,0,157,148,9,15,57,36,49,0,0,0,9.55,36.31,22.93,31.21,0,0,0
N00000700,129,129,0,129,120,9,25,16,55,30,3,0,0,19.38,12.40,42.64,23.26,2.33,0,0
N00000701,94,94,0,94,94,0,18,72,4,0,0,0,0,19.15,76.60,4.26,0,0,0,0
N00000702,333,333,0,333,311,22,163,134,34,1,1,0,0,48.95,40.24,10.21,0.30,0.30,0,0
N00000703,135,135,0,135,131,4,67,59,7,1,0,0,1,49.63,43.70,5.19,0.74,0,0,0.74
N00000704,247,247,0,247,238,9,163,61,22,0,1,0,0,65.99,24.70,8.91,0,0.40,0,0
N00000705,251,251,0,251,242,9,179,62,10,0,0,0,0,71.31,24.70,3.98,0,0,0,0
N00000706,157,157,0,157,154,3,80,73,4,0,0,0,0,50.96,46.50,2.55,0,0,0,0
N00000707,137,137,0,137,132,5,53,80,4,0,0,0,0,38.69,58.39,2.92,0,0,0,0
N00000708,159,159,0,159,155,4,115,41,3,0,0,0,0,72.33,25.79,1.89,0,0,0,0
N00000709,175,175,0,175,165,10,130,43,1,0,0,0,1,74.29,24.57,0.57,0,0,0,0.57
N00000710,123,123,0,123,117,6,98,23,2,0,0,0,0,79.67,18.70,1.63,0,0,0,0
N00000711,204,204,0,204,195,9,45,155,2,0,0,1,1,22.06,75.98,0.98,0,0,0.49,0.49
N00000712,142,142,0,142,134,8,113,24,4,0,0,0,1,79.58,16.90,2.82,0,0,0,0.70
N00000713,148,148,0,148,135,13,107,37,1,0,0,1,2,72.30,25.00,0.68,0,0,0.68,1.35
N00000714,140,140,0,140,128,12,119,19,1,0,0,1,0,85.00,13.57,0.71,0,0,0.71,0
N00000715,264,264,0,264,254,10,83,63,117,1,0,0,0,31.44,23.86,44.32,0.38,0,0,0
N00000716,334,334,0,334,328,6,183,148,3,0,0,0,0,54.79,44.31,0.90,0,0,0,0
N00000717,204,204,0,204,199,5,109,71,24,0,0,0,0,53.43,34.80,11.76,0,0,0,0
N00000718,748,748,0,748,719,29,374,199,142,32,1,0,0,50.00,26.60,18.98,4.28,0.13,0,0
N00000719,89,89,0,89,86,3,82,3,2,2,0,0,0,92.13,3.37,2.25,2.25,0,0,0
N00000720,156,156,0,156,154,2,149,2,5,0,0,0,0,95.51,1.28,3.21,0,0,0,0
N00000721,170,170,0,170,154,16,156,5,2,0,0,1,6,91.76,2.94,1.18,0,0,0.59,3.53
N00000722,172,172,0,172,162,10,95,35,40,0,0,0,2,55.23,20.35,23.26,0,0,0,1.16
N00000723,158,158,0,158,145,13,146,9,2,0,0,0,1,92.41,5.70,1.27,0,0,0,0.63
N00000724,179,179,0,179,160,19,162,13,1,1,1,0,1,90.50,7.26,0.56,0.56,0.56,0,0.56
N00000725,184,184,0,184,165,19,125,33,20,0,0,0,6,67.93,17.93,10.87,0,0,0,3.26
N00000726,144,144,0,144,137,7,137,3,1,0,1,0,2,95.14,2.08,0.69,0,0.69,0,1.39
N00000727,128,128,0,128,124,4,11,52,55,9,1,0,0,8.59,40.63,42.97,7.03,0.78,0,0
N00000728,195,195,0,195,187,8,46,86,63,0,0,0,0,23.59,44.10,32.31,0,0,0,0
N00000729,124,124,0,124,121,3,27,92,3,2,0,0,0,21.77,74.19,2.42,1.61,0,0,0
N00000730,123,123,0,123,121,2,40,82,1,0,0,0,0,32.52,66.67,0.81,0,0,0,0
N00000731,126,126,0,126,123,3,11,29,80,6,0,0,0,8.73,23.02,63.49,4.76,0,0,0
N00000732,260,260,0,260,239,21,16,143,93,8,0,0,0,6.15,55.00,35.77,3.08,0,0,0
N00000733,116,116,0,116,112,4,24,90,2,0,0,0,0,20.69,77.59,1.72,0,0,0,0
N00000734,144,144,0,144,142,2,25,85,22,11,1,0,0,17.36,59.03,15.28,7.64,0.69,0,0
N00000735,153,153,0,153,143,10,146,3,3,0,1,0,0,95.42,1.96,1.96,0,0.65,0,0
N00000736,147,147,0,147,137,10,82,42,22,0,1,0,0,55.78,28.57,14.97,0,0.68,0,0
N00000737,127,127,0,127,124,3,110,13,4,0,0,0,0,86.61,10.24,3.15,0,0,0,0
N00000738,146,146,0,146,138,8,135,7,4,0,0,0,0,92.47,4.79,2.74,0,0,0,0
N00000739,159,159,0,159,143,16,147,5,3,1,0,0,3,92.45,3.14,1.89,0.63,0,0,1.89
N00000740,188,188,0,188,177,11,169,6,12,0,0,0,1,89.89,3.19,6.38,0,0,0,0.53
N00000741,147,147,0,147,140,7,127,13,7,0,0,0,0,86.39,8.84,4.76,0,0,0,0
N00000742,124,124,0,124,120,4,32,56,35,0,0,1,0,25.81,45.16,28.23,0,0,0.81,0
N00000743,120,120,0,120,116,4,7,6,100,7,0,0,0,5.83,5.00,83.33,5.83,0,0,0
N00000744,125,125,0,125,123,2,38,50,34,2,1,0,0,30.40,40.00,27.20,1.60,0.80,0,0
N00000745,201,201,0,201,184,17,79,85,22,14,0,1,0,39.30,42.29,10.95,6.97,0,0.50,0
N00000746,292,291,1,294,263,31,20,51,170,37,7,9,0,6.80,17.35,57.82,12.59,2.38,3.06,0
N00000747,184,184,0,184,173,11,26,71,79,7,0,1,0,14.13,38.59,42.93,3.80,0,0.54,0
N00000748,176,176,0,176,173,3,138,15,10,13,0,0,0,78.41,8.52,5.68,7.39,0,0,0
N00000749,146,146,0,146,140,6,43,78,24,1,0,0,0,29.45,53.42,16.44,0.68,0,0,0
N00000750,157,157,0,157,146,11,23,54,61,17,0,2,0,14.65,34.39,38.85,10.83,0,1.27,0
N00000751,211,211,0,211,198,13,33,104,65,9,0,0,0,15.64,49.29,30.81,4.27,0,0,0
N00000752,170,170,0,170,163,7,81,41,21,25,2,0,0,47.65,24.12,12.35,14.71,1.18,0,0
N00000753,146,146,0,146,138,8,139,3,4,0,0,0,0,95.21,2.05,2.74,0,0,0,0
N00000754,167,167,0,167,162,5,82,33,41,8,3,0,0,49.10,19.76,24.55,4.79,1.80,0,0
N00000755,133,133,0,133,125,8,101,18,11,3,0,0,0,75.94,13.53,8.27,2.26,0,0,0
N00000756,158,158,0,158,153,5,72,26,47,13,0,0,0,45.57,16.46,29.75,8.23,0,0,0
N00000757,144,144,0,144,142,2,128,12,4,0,0,0,0,88.89,8.33,2.78,0,0,0,0
N00000758,193,193,0,193,185,8,12,57,114,10,0,0,0,6.22,29.53,59.07,5.18,0,0,0
N00000759,104,104,0,104,102,2,72,13,18,1,0,0,0,69.23,12.50,17.31,0.96,0,0,0
N00000760,139,139,0,139,132,7,16,51,64,7,0,1,0,11.51,36.69,46.04,5.04,0,0.72,0
N00000761,191,191,0,191,178,13,13,62,83,33,0,0,0,6.81,32.46,43.46,17.28,0,0,0
N00000762,143,143,0,143,133,10,9,16,47,69,2,0,0,6.29,11.19,32.87,48.25,1.40,0,0
N00000763,189,189,0,189,166,23,11,54,116,8,0,0,0,5.82,28.57,61.38,4.23,0,0,0
N00000764,94,94,0,94,93,1,35,54,3,2,0,0,0,37.23,57.45,3.19,2.13,0,0,0
N00000765,169,169,0,169,165,4,13,28,98,30,0,0,0,7.69,16.57,57.99,17.75,0,0,0
N00000766,408,408,0,408,387,21,77,190,59,76,2,4,0,18.87,46.57,14.46,18.63,0.49,0.98,0
N00000767,113,113,0,113,108,5,81,4,24,4,0,0,0,71.68,3.54,21.24,3.54,0,0,0
N00000768,130,130,0,130,120,10,19,21,70,18,1,1,0,14.62,16.15,53.85,13.85,0.77,0.77,0
N00000769,138,138,0,138,137,1,102,23,12,1,0,0,0,73.91,16.67,8.70,0.72,0,0,0
N00000770,121,121,0,121,117,4,94,22,4,1,0,0,0,77.69,18.18,3.31,0.83,0,0,0
N00000771,130,130,0,130,124,6,9,49,45,27,0,0,0,6.92,37.69,34.62,20.77,0,0,0
N00000772,162,162,0,162,157,5,136,22,4,0,0,0,0,83.95,13.58,2.47,0,0,0,0
N00000773,160,160,0,160,154,6,68,54,31,3,4,0,0,42.50,33.75,19.38,1.88,2.50,0,0
N00000774,462,462,0,462,430,32,127,94,220,17,2,2,0,27.49,20.35,47.62,3.68,0.43,0.43,0
N00000775,132,132,0,132,123,9,41,40,43,2,6,0,0,31.06,30.30,32.58,1.52,4.55,0,0
N00000776,150,150,0,150,136,14,19,33,76,16,0,6,0,12.67,22.00,50.67,10.67,0,4.00,0
N00000777,353,353,0,353,323,30,254,45,51,0,0,0,3,71.95,12.75,14.45,0,0,0,0.85
N00000778,152,152,0,152,142,10,131,17,2,0,0,1,1,86.18,11.18,1.32,0,0,0.66,0.66
N00000779,216,216,0,216,204,12,139,43,31,0,2,0,1,64.35,19.91,14.35,0,0.93,0,0.46
N00000780,194,194,0,194,181,13,152,32,6,4,0,0,0,78.35,16.49,3.09,2.06,0,0,0
N00000781,216,216,0,216,204,12,92,53,62,7,2,0,0,42.59,24.54,28.70,3.24,0.93,0,0
N00000782,178,178,0,178,162,16,168,4,0,0,0,0,6,94.38,2.25,0,0,0,0,3.37
N00000783,204,204,0,204,195,9,137,25,37,1,0,0,4,67.16,12.25,18.14,0.49,0,0,1.96
N00000784,155,155,0,155,145,10,142,4,7,0,0,0,2,91.61,2.58,4.52,0,0,0,1.29
N00000785,131,131,0,131,118,13,111,18,1,0,0,0,1,84.73,13.74,0.76,0,0,0,0.76
N00000786,142,142,0,142,129,13,127,5,10,0,0,0,0,89.44,3.52,7.04,0,0,0,0
N00000787,152,152,0,152,144,8,150,2,0,0,0,0,0,98.68,1.32,0,0,0,0,0
N00000788,154,154,0,154,142,12,146,3,0,0,0,0,5,94.81,1.95,0,0,0,0,3.25
N00000789,422,422,0,422,403,19,110,165,144,3,0,0,0,26.07,39.10,34.12,0.71,0,0,0
N00000790,202,202,0,202,193,9,117,63,19,3,0,0,0,57.92,31.19,9.41,1.49,0,0,0
N00000791,150,150,0,150,146,4,88,36,26,0,0,0,0,58.67,24.00,17.33,0,0,0,0
N00000792,136,136,0,136,130,6,117,11,8,0,0,0,0,86.03,8.09,5.88,0,0,0,0
N00000793,149,149,0,149,146,3,135,11,1,0,0,0,2,90.60,7.38,0.67,0,0,0,1.34
N00000794,161,161,0,161,154,7,134,9,15,0,2,0,1,83.23,5.59,9.32,0,1.24,0,0.62
N00000795,174,174,0,174,170,4,152,17,4,0,0,0,1,87.36,9.77,2.30,0,0,0,0.57
N00000796,148,148,0,148,141,7,51,54,41,0,2,0,0,34.46,36.49,27.70,0,1.35,0,0
N00000797,149,149,0,149,144,5,42,71,32,3,0,1,0,28.19,47.65,21.48,2.01,0,0.67,0
N00000798,182,182,0,182,175,7,163,11,6,0,0,0,2,89.56,6.04,3.30,0,0,0,1.10
N00000799,205,205,0,205,193,12,69,39,95,0,1,1,0,33.66,19.02,46.34,0,0.49,0.49,0
N00000800,167,167,0,167,145,22,160,1,3,0,0,0,3,95.81,0.60,1.80,0,0,0,1.80
N00000801,194,194,0,194,176,18,185,5,3,1,0,0,0,95.36,2.58,1.55,0.52,0,0,0
N00000802,134,134,0,134,114,20,79,3,52,0,0,0,0,58.96,2.24,38.81,0,0,0,0
N00000803,147,147,0,147,140,7,126,7,14,0,0,0,0,85.71,4.76,9.52,0,0,0,0
N00000804,172,172,0,172,153,19,165,5,2,0,0,0,0,95.93,2.91,1.16,0,0,0,0
N00000805,139,139,0,139,134,5,129,4,6,0,0,0,0,92.81,2.88,4.32,0,0,0,0
N00000806,147,147,0,147,143,4,46,36,64,0,0,0,1,31.29,24.49,43.54,0,0,0,0.68
N00000807,197,197,0,197,187,10,62,122,12,1,0,0,0,31.47,61.93,6.09,0.51,0,0,0
N00000808,132,132,0,132,119,13,8,23,75,22,1,3,0,6.06,17.42,56.82,16.67,0.76,2.27,0
N00000809,224,224,0,224,204,20,23,110,72,6,1,12,0,10.27,49.11,32.14,2.68,0.45,5.36,0
N00000810,158,158,0,158,151,7,122,22,12,1,0,1,0,77.22,13.92,7.59,0.63,0,0.63,0
N00000811,154,154,0,154,148,6,10,98,46,0,0,0,0,6.49,63.64,29.87,0,0,0,0
N00000812,124,124,0,124,121,3,4,60,60,0,0,0,0,3.23,48.39,48.39,0,0,0,0
N00000813,206,206,0,206,191,15,67,69,68,2,0,0,0,32.52,33.50,33.01,0.97,0,0,0
N00000814,126,126,0,126,118,8,44,33,48,0,1,0,0,34.92,26.19,38.10,0,0.79,0,0
N00000815,163,163,0,163,159,4,155,2,4,1,0,0,1,95.09,1.23,2.45,0.61,0,0,0.61
N00000816,251,251,0,251,232,19,107,14,52,75,3,0,0,42.63,5.58,20.72,29.88,1.20,0,0
N00000817,106,106,0,106,104,2,100,3,2,0,0,0,1,94.34,2.83,1.89,0,0,0,0.94
N00000818,124,124,0,124,123,1,42,55,27,0,0,0,0,33.87,44.35,21.77,0,0,0,0
N00000819,143,143,0,143,132,11,6,31,98,5,2,1,0,4.20,21.68,68.53,3.50,1.40,0.70,0
N00000820,190,190,0,190,179,11,10,20,121,39,0,0,0,5.26,10.53,63.68,20.53,0,0,0
N00000821,134,134,0,134,129,5,10,22,84,18,0,0,0,7.46,16.42,62.69,13.43,0,0,0
N00000822,134,134,0,134,127,7,11,39,49,29,3,3,0,8.21,29.10,36.57,21.64,2.24,2.24,0
N00000823,151,151,0,151,146,5,79,16,54,2,0,0,0,52.32,10.60,35.76,1.32,0,0,0
N00000824,167,167,0,167,144,23,5,7,112,24,1,18,0,2.99,4.19,67.07,14.37,0.60,10.78,0
N00000825,137,137,0,137,136,1,8,121,3,3,0,2,0,5.84,88.32,2.19,2.19,0,1.46,0
N00000826,116,116,0,116,115,1,26,79,9,1,0,1,0,22.41,68.10,7.76,0.86,0,0.86,0
N00000827,124,124,0,124,121,3,30,79,2,12,0,1,0,24.19,63.71,1.61,9.68,0,0.81,0
N00000828,106,106,0,106,104,2,1,38,57,8,2,0,0,0.94,35.85,53.77,7.55,1.89,0,0
N00000829,134,134,0,134,131,3,4,75,43,10,2,0,0,2.99,55.97,32.09,7.46,1.49,0,0
N00000830,133,133,0,133,132,1,14,39,45,35,0,0,0,10.53,29.32,33.83,26.32,0,0,0
N00000831,136,136,0,136,134,2,4,43,87,2,0,0,0,2.94,31.62,63.97,1.47,0,0,0
N00000832,124,124,0,124,122,2,4,25,65,30,0,0,0,3.23,20.16,52.42,24.19,0,0,0
N00000833,121,121,0,121,120,1,1,60,24,36,0,0,0,0.83,49.59,19.83,29.75,0,0,0
N00000834,142,141,1,143,136,7,12,67,32,31,0,1,0,8.39,46.85,22.38,21.68,0,0.70,0
N00000835,113,113,0,113,112,1,0,51,62,0,0,0,0,0,45.13,54.87,0,0,0,0
N00000836,128,128,0,128,126,2,6,12,106,4,0,0,0,4.69,9.38,82.81,3.13,0,0,0
N00000837,123,123,0,123,122,1,1,32,88,2,0,0,0,0.81,26.02,71.54,1.63,0,0,0
N00000838,122,122,0,122,119,3,1,12,94,15,0,0,0,0.82,9.84,77.05,12.30,0,0,0
N00000839,174,174,0,174,156,18,8,97,14,55,0,0,0,4.60,55.75,8.05,31.61,0,0,0
N00000840,121,121,0,121,118,3,13,100,2,3,0,3,0,10.74,82.64,1.65,2.48,0,2.48,0
N00000841,124,124,0,124,123,1,12,5,107,0,0,0,0,9.68,4.03,86.29,0,0,0,0
N00000842,221,221,0,221,209,12,11,16,189,5,0,0,0,4.98,7.24,85.52,2.26,0,0,0
N00000843,111,111,0,111,107,4,3,5,101,2,0,0,0,2.70,4.50,90.99,1.80,0,0,0
N00000844,108,108,0,108,98,10,4,3,101,0,0,0,0,3.70,2.78,93.52,0,0,0,0
N00000845,101,101,0,101,98,3,6,4,90,0,1,0,0,5.94,3.96,89.11,0,0.99,0,0
N00000846,131,131,0,131,114,17,3,3,120,2,3,0,0,2.29,2.29,91.60,1.53,2.29,0,0
N00000847,381,381,0,381,367,14,20,67,274,18,2,0,0,5.25,17.59,71.92,4.72,0.52,0,0
N00000848,123,123,0,123,112,11,3,3,117,0,0,0,0,2.44,2.44,95.12,0,0,0,0
N00000849,156,156,0,156,144,12,7,5,142,1,1,0,0,4.49,3.21,91.03,0.64,0.64,0,0
N00000850,125,125,0,125,121,4,6,3,113,3,0,0,0,4.80,2.40,90.40,2.40,0,0,0
N00000851,124,124,0,124,115,9,5,3,115,1,0,0,0,4.03,2.42,92.74,0.81,0,0,0
N00000852,564,564,0,564,543,21,28,50,310,169,6,0,1,4.96,8.87,54.96,29.96,1.06,0,0.18
N00000853,113,113,0,113,108,5,9,15,77,6,5,1,0,7.96,13.27,68.14,5.31,4.42,0.88,0
N00000854,315,315,0,315,309,6,21,58,201,27,8,0,0,6.67,18.41,63.81,8.57,2.54,0,0
N00000855,113,113,0,113,104,9,4,45,41,22,1,0,0,3.54,39.82,36.28,19.47,0.88,0,0
N00000856,93,92,1,96,90,6,10,34,42,5,5,0,0,10.42,35.42,43.75,5.21,5.21,0,0
N00000857,167,167,0,167,157,10,42,58,21,25,21,0,0,25.15,34.73,12.57,14.97,12.57,0,0
N00000858,142,142,0,142,131,11,4,10,112,10,6,0,0,2.82,7.04,78.87,7.04,4.23,0,0
N00000859,140,140,0,140,138,2,6,121,12,1,0,0,0,4.29,86.43,8.57,0.71,0,0,0
N00000860,157,157,0,157,151,6,33,79,7,27,11,0,0,21.02,50.32,4.46,17.20,7.01,0,0
N00000861,127,127,0,127,124,3,7,112,0,8,0,0,0,5.51,88.19,0,6.30,0,0,0
N00000862,401,401,0,401,388,13,55,157,104,77,7,1,0,13.72,39.15,25.94,19.20,1.75,0.25,0
N00000863,134,134,0,134,128,6,14,115,3,1,0,1,0,10.45,85.82,2.24,0.75,0,0.75,0
N00000864,129,129,0,129,125,4,17,64,35,12,1,0,0,13.18,49.61,27.13,9.30,0.78,0,0
N00000865,132,132,0,132,126,6,6,105,10,1,10,0,0,4.55,79.55,7.58,0.76,7.58,0,0
N00000866,176,176,0,176,164,12,2,8,122,39,4,1,0,1.14,4.55,69.32,22.16,2.27,0.57,0
N00000867,175,175,0,175,159,16,6,7,138,23,1,0,0,3.43,4.00,78.86,13.14,0.57,0,0
N00000868,136,136,0,136,130,6,8,47,77,0,4,0,0,5.88,34.56,56.62,0,2.94,0,0
N00000869,113,113,0,113,106,7,3,17,31,60,1,1,0,2.65,15.04,27.43,53.10,0.88,0.88,0
N00000870,179,179,0,179,157,22,14,109,15,19,22,0,0,7.82,60.89,8.38,10.61,12.29,0,0
N00000871,161,161,0,161,155,6,26,43,44,46,2,0,0,16.15,26.71,27.33,28.57,1.24,0,0
N00000872,141,141,0,141,134,7,8,17,58,56,2,0,0,5.67,12.06,41.13,39.72,1.42,0,0
N00000873,134,134,0,134,132,2,8,6,83,35,2,0,0,5.97,4.48,61.94,26.12,1.49,0,0
N00000874,312,312,0,312,268,44,6,15,104,187,0,0,0,1.92,4.81,33.33,59.94,0,0,0
N00000875,124,124,0,124,124,0,7,12,79,26,0,0,0,5.65,9.68,63.71,20.97,0,0,0
N00000876,124,124,0,124,119,5,5,8,42,68,1,0,0,4.03,6.45,33.87,54.84,0.81,0,0
N00000877,159,159,0,159,158,1,10,19,89,40,1,0,0,6.29,11.95,55.97,25.16,0.63,0,0
N00000878,120,120,0,120,119,1,6,24,72,16,2,0,0,5.00,20.00,60.00,13.33,1.67,0,0
N00000879,408,408,0,408,398,10,20,30,289,61,8,0,0,4.90,7.35,70.83,14.95,1.96,0,0
N00000880,125,125,0,125,123,2,7,19,94,5,0,0,0,5.60,15.20,75.20,4.00,0,0,0
N00000881,157,157,0,157,148,9,10,16,93,37,1,0,0,6.37,10.19,59.24,23.57,0.64,0,0
N00000882,147,147,0,147,139,8,9,3,106,27,0,2,0,6.12,2.04,72.11,18.37,0,1.36,0
N00000883,142,142,0,142,133,9,1,8,102,29,1,1,0,0.70,5.63,71.83,20.42,0.70,0.70,0
N00000884,120,120,0,120,113,7,1,27,34,56,1,1,0,0.83,22.50,28.33,46.67,0.83,0.83,0
N00000885,378,378,0,378,323,55,17,22,256,64,19,0,0,4.50,5.82,67.72,16.93,5.03,0,0
N00000886,132,132,0,132,128,4,1,12,104,6,8,1,0,0.76,9.09,78.79,4.55,6.06,0.76,0
N00000887,136,136,0,136,133,3,6,73,38,18,0,1,0,4.41,53.68,27.94,13.24,0,0.74,0
N00000888,151,151,0,151,143,8,8,14,125,3,1,0,0,5.30,9.27,82.78,1.99,0.66,0,0
N00000889,115,114,1,118,110,8,11,56,40,5,6,0,0,9.32,47.46,33.90,4.24,5.08,0,0
N00000890,166,166,0,166,150,16,1,37,94,20,14,0,0,0.60,22.29,56.63,12.05,8.43,0,0
N00000891,198,198,0,198,181,17,3,6,111,56,19,3,0,1.52,3.03,56.06,28.28,9.60,1.52,0
N00000892,140,140,0,140,137,3,10,68,55,6,0,1,0,7.14,48.57,39.29,4.29,0,0.71,0
N00000893,137,137,0,137,135,2,2,32,84,14,4,1,0,1.46,23.36,61.31,10.22,2.92,0.73,0
N00000894,154,154,0,154,141,13,4,61,72,12,4,1,0,2.60,39.61,46.75,7.79,2.60,0.65,0
N00000895,127,127,0,127,121,6,2,6,83,35,1,0,0,1.57,4.72,65.35,27.56,0.79,0,0
N00000896,146,146,0,146,139,7,5,6,130,4,0,1,0,3.42,4.11,89.04,2.74,0,0.68,0
N00000897,149,149,0,149,137,12,1,31,107,4,6,0,0,0.67,20.81,71.81,2.68,4.03,0,0
N00000898,151,151,0,151,138,13,1,31,93,23,3,0,0,0.66,20.53,61.59,15.23,1.99,0,0
N00000899,170,170,0,170,158,12,1,6,101,60,2,0,0,0.59,3.53,59.41,35.29,1.18,0,0
N00000900,114,114,0,114,109,5,1,3,53,57,0,0,0,0.88,2.63,46.49,50.00,0,0,0
N00000901,156,156,0,156,140,16,5,8,118,23,2,0,0,3.21,5.13,75.64,14.74,1.28,0,0
N00000902,151,151,0,151,143,8,3,30,116,2,0,0,0,1.99,19.87,76.82,1.32,0,0,0
N00000903,96,96,0,96,94,2,2,1,6,84,2,1,0,2.08,1.04,6.25,87.50,2.08,1.04,0
N00000904,309,309,0,309,219,90,6,5,128,165,5,0,0,1.94,1.62,41.42,53.40,1.62,0,0
N00000905,155,155,0,155,144,11,3,10,131,8,3,0,0,1.94,6.45,84.52,5.16,1.94,0,0
N00000906,106,106,0,106,105,1,4,99,3,0,0,0,0,3.77,93.40,2.83,0,0,0,0
N00000907,136,136,0,136,129,7,14,58,63,1,0,0,0,10.29,42.65,46.32,0.74,0,0,0
N00000908,150,150,0,150,146,4,10,97,40,2,1,0,0,6.67,64.67,26.67,1.33,0.67,0,0
N00000909,87,87,0,87,81,6,3,57,27,0,0,0,0,3.45,65.52,31.03,0,0,0,0
N00000910,140,140,0,140,129,11,4,118,18,0,0,0,0,2.86,84.29,12.86,0,0,0,0
N00000911,110,110,0,110,109,1,3,58,49,0,0,0,0,2.73,52.73,44.55,0,0,0,0
N00000912,98,98,0,98,95,3,4,47,46,1,0,0,0,4.08,47.96,46.94,1.02,0,0,0
N00000913,128,128,0,128,127,1,6,37,81,2,1,1,0,4.69,28.91,63.28,1.56,0.78,0.78,0
N00000914,125,125,0,125,123,2,10,106,9,0,0,0,0,8.00,84.80,7.20,0,0,0,0
N00000915,126,126,0,126,116,10,2,120,4,0,0,0,0,1.59,95.24,3.17,0,0,0,0
N00000916,129,129,0,129,122,7,1,121,4,2,1,0,0,0.78,93.80,3.10,1.55,0.78,0,0
N00000917,124,124,0,124,116,8,1,118,5,0,0,0,0,0.81,95.16,4.03,0,0,0,0
N00000918,127,127,0,127,121,6,3,97,27,0,0,0,0,2.36,76.38,21.26,0,0,0,0
N00000919,114,114,0,114,108,6,3,107,4,0,0,0,0,2.63,93.86,3.51,0,0,0,0
N00000920,81,81,0,81,79,2,1,13,37,30,0,0,0,1.23,16.05,45.68,37.04,0,0,0
N00000921,209,209,0,209,209,0,89,105,12,2,1,0,0,42.58,50.24,5.74,0.96,0.48,0,0
N00000922,131,131,0,131,127,4,32,72,15,10,1,1,0,24.43,54.96,11.45,7.63,0.76,0.76,0
N00000923,124,124,0,124,114,10,8,103,4,7,0,2,0,6.45,83.06,3.23,5.65,0,1.61,0
N00000924,116,116,0,116,106,10,1,82,32,1,0,0,0,0.86,70.69,27.59,0.86,0,0,0
N00000925,124,124,0,124,119,5,3,66,52,3,0,0,0,2.42,53.23,41.94,2.42,0,0,0
N00000926,131,131,0,131,121,10,2,20,101,4,4,0,0,1.53,15.27,77.10,3.05,3.05,0,0
N00000927,246,246,0,246,202,44,4,8,104,125,3,2,0,1.63,3.25,42.28,50.81,1.22,0.81,0
N00000928,163,163,0,163,149,14,14,110,12,24,3,0,0,8.59,67.48,7.36,14.72,1.84,0,0
N00000929,158,158,0,158,155,3,10,27,103,10,8,0,0,6.33,17.09,65.19,6.33,5.06,0,0
N00000930,179,179,0,179,169,10,3,6,168,2,0,0,0,1.68,3.35,93.85,1.12,0,0,0
N00000931,249,249,0,249,246,3,20,74,114,40,1,0,0,8.03,29.72,45.78,16.06,0.40,0,0
N00000932,186,186,0,186,174,12,10,6,133,29,1,7,0,5.38,3.23,71.51,15.59,0.54,3.76,0
N00000933,141,141,0,141,134,7,4,1,133,2,0,0,1,2.84,0.71,94.33,1.42,0,0,0.71
N00000934,127,127,0,127,119,8,4,6,111,3,1,1,1,3.15,4.72,87.40,2.36,0.79,0.79,0.79
N00000935,117,117,0,117,115,2,2,5,106,1,0,3,0,1.71,4.27,90.60,0.85,0,2.56,0
N00000936,184,184,0,184,183,1,11,88,79,6,0,0,0,5.98,47.83,42.93,3.26,0,0,0
N00000937,183,183,0,183,174,9,3,37,120,23,0,0,0,1.64,20.22,65.57,12.57,0,0,0
N00000938,116,116,0,116,116,0,6,66,40,2,2,0,0,5.17,56.90,34.48,1.72,1.72,0,0
N00000939,98,98,0,98,90,8,2,6,89,1,0,0,0,2.04,6.12,90.82,1.02,0,0,0
