GeographyCode,KS107NI0001,KS107NI0002,KS107NI0003,KS107NI0004,KS107NI0005,KS107NI0006,KS107NI0007,KS107NI0008,KS107NI0009,KS107NI0010,KS107NI0011,KS107NI0012,KS107NI0013,KS107NI0014,KS107NI0015,KS107NI0016,KS107NI0017,KS107NI0018,KS107NI0019,KS107NI0020,KS107NI0021
N00001969,15,3,7,5,4,2,2,0,11,1,5,5,20.00,46.67,33.33,50.00,50.00,0,9.09,45.45,45.45
N00001970,18,6,6,6,1,0,1,0,17,6,5,6,33.33,33.33,33.33,0,100.00,0,35.29,29.41,35.29
N00001971,12,5,2,5,0,0,0,0,12,5,2,5,41.67,16.67,41.67,0,0,0,41.67,16.67,41.67
N00001972,10,0,5,5,0,0,0,0,10,0,5,5,0,50.00,50.00,0,0,0,0,50.00,50.00
N00001973,14,4,2,8,3,1,0,2,11,3,2,6,28.57,14.29,57.14,33.33,0,66.67,27.27,18.18,54.55
N00001974,4,2,0,2,0,0,0,0,4,2,0,2,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001975,10,2,1,7,0,0,0,0,10,2,1,7,20.00,10.00,70.00,0,0,0,20.00,10.00,70.00
N00001976,14,2,1,11,0,0,0,0,14,2,1,11,14.29,7.14,78.57,0,0,0,14.29,7.14,78.57
N00001977,13,3,0,10,0,0,0,0,13,3,0,10,23.08,0,76.92,0,0,0,23.08,0,76.92
N00001978,14,7,3,4,0,0,0,0,14,7,3,4,50.00,21.43,28.57,0,0,0,50.00,21.43,28.57
N00001979,10,2,1,7,1,0,0,1,9,2,1,6,20.00,10.00,70.00,0,0,100.00,22.22,11.11,66.67
N00001980,18,4,3,11,0,0,0,0,18,4,3,11,22.22,16.67,61.11,0,0,0,22.22,16.67,61.11
N00001981,10,2,0,8,0,0,0,0,10,2,0,8,20.00,0,80.00,0,0,0,20.00,0,80.00
N00001982,42,10,9,23,3,0,1,2,39,10,8,21,23.81,21.43,54.76,0,33.33,66.67,25.64,20.51,53.85
N00001983,22,9,1,12,1,0,0,1,21,9,1,11,40.91,4.55,54.55,0,0,100.00,42.86,4.76,52.38
N00001984,14,4,4,6,1,0,0,1,13,4,4,5,28.57,28.57,42.86,0,0,100.00,30.77,30.77,38.46
N00001985,18,6,1,11,2,0,0,2,16,6,1,9,33.33,5.56,61.11,0,0,100.00,37.50,6.25,56.25
N00001986,25,10,7,8,3,0,2,1,22,10,5,7,40.00,28.00,32.00,0,66.67,33.33,45.45,22.73,31.82
N00001987,31,13,5,13,7,0,2,5,24,13,3,8,41.94,16.13,41.94,0,28.57,71.43,54.17,12.50,33.33
N00001988,37,12,7,18,2,0,0,2,35,12,7,16,32.43,18.92,48.65,0,0,100.00,34.29,20.00,45.71
N00001989,18,10,2,6,2,0,1,1,16,10,1,5,55.56,11.11,33.33,0,50.00,50.00,62.50,6.25,31.25
N00001990,26,7,4,15,1,0,0,1,25,7,4,14,26.92,15.38,57.69,0,0,100.00,28.00,16.00,56.00
N00001991,41,18,5,18,2,1,0,1,39,17,5,17,43.90,12.20,43.90,50.00,0,50.00,43.59,12.82,43.59
N00001992,22,6,4,12,2,1,1,0,20,5,3,12,27.27,18.18,54.55,50.00,50.00,0,25.00,15.00,60.00
N00001993,14,5,1,8,2,0,0,2,12,5,1,6,35.71,7.14,57.14,0,0,100.00,41.67,8.33,50.00
N00001994,4,1,0,3,0,0,0,0,4,1,0,3,25.00,0,75.00,0,0,0,25.00,0,75.00
N00001995,6,3,1,2,2,2,0,0,4,1,1,2,50.00,16.67,33.33,100.00,0,0,25.00,25.00,50.00
N00001996,7,1,1,5,1,0,0,1,6,1,1,4,14.29,14.29,71.43,0,0,100.00,16.67,16.67,66.67
N00001997,4,2,2,0,0,0,0,0,4,2,2,0,50.00,50.00,0,0,0,0,50.00,50.00,0
N00001998,7,3,2,2,0,0,0,0,7,3,2,2,42.86,28.57,28.57,0,0,0,42.86,28.57,28.57
N00001999,39,13,11,15,1,1,0,0,38,12,11,15,33.33,28.21,38.46,100.00,0,0,31.58,28.95,39.47
N00002000,5,2,2,1,0,0,0,0,5,2,2,1,40.00,40.00,20.00,0,0,0,40.00,40.00,20.00
N00002001,4,2,1,1,1,0,1,0,3,2,0,1,50.00,25.00,25.00,0,100.00,0,66.67,0,33.33
N00002002,2,1,1,0,1,0,1,0,1,1,0,0,50.00,50.00,0,0,100.00,0,100.00,0,0
N00002003,6,2,4,0,1,0,1,0,5,2,3,0,33.33,66.67,0,0,100.00,0,40.00,60.00,0
N00002004,5,3,0,2,1,1,0,0,4,2,0,2,60.00,0,40.00,100.00,0,0,50.00,0,50.00
N00002005,2,1,1,0,1,0,1,0,1,1,0,0,50.00,50.00,0,0,100.00,0,100.00,0,0
N00002006,2,1,0,1,0,0,0,0,2,1,0,1,50.00,0,50.00,0,0,0,50.00,0,50.00
N00002007,3,2,0,1,0,0,0,0,3,2,0,1,66.67,0,33.33,0,0,0,66.67,0,33.33
N00002008,17,4,3,10,0,0,0,0,17,4,3,10,23.53,17.65,58.82,0,0,0,23.53,17.65,58.82
N00002009,16,5,2,9,1,0,1,0,15,5,1,9,31.25,12.50,56.25,0,100.00,0,33.33,6.67,60.00
N00002010,6,0,3,3,2,0,1,1,4,0,2,2,0,50.00,50.00,0,50.00,50.00,0,50.00,50.00
N00002011,10,4,1,5,3,1,1,1,7,3,0,4,40.00,10.00,50.00,33.33,33.33,33.33,42.86,0,57.14
N00002012,4,0,3,1,1,0,1,0,3,0,2,1,0,75.00,25.00,0,100.00,0,0,66.67,33.33
N00002013,17,2,5,10,3,0,1,2,14,2,4,8,11.76,29.41,58.82,0,33.33,66.67,14.29,28.57,57.14
N00002014,34,13,8,13,3,0,2,1,31,13,6,12,38.24,23.53,38.24,0,66.67,33.33,41.94,19.35,38.71
N00002015,10,3,6,1,2,0,1,1,8,3,5,0,30.00,60.00,10.00,0,50.00,50.00,37.50,62.50,0
N00002016,20,6,4,10,0,0,0,0,20,6,4,10,30.00,20.00,50.00,0,0,0,30.00,20.00,50.00
N00002017,8,3,2,3,1,0,0,1,7,3,2,2,37.50,25.00,37.50,0,0,100.00,42.86,28.57,28.57
N00002018,45,15,13,17,2,0,2,0,43,15,11,17,33.33,28.89,37.78,0,100.00,0,34.88,25.58,39.53
N00002019,5,3,1,1,0,0,0,0,5,3,1,1,60.00,20.00,20.00,0,0,0,60.00,20.00,20.00
N00002020,8,3,1,4,0,0,0,0,8,3,1,4,37.50,12.50,50.00,0,0,0,37.50,12.50,50.00
N00002021,11,2,3,6,2,0,0,2,9,2,3,4,18.18,27.27,54.55,0,0,100.00,22.22,33.33,44.44
N00002022,9,1,4,4,0,0,0,0,9,1,4,4,11.11,44.44,44.44,0,0,0,11.11,44.44,44.44
N00002023,6,1,2,3,0,0,0,0,6,1,2,3,16.67,33.33,50.00,0,0,0,16.67,33.33,50.00
N00002024,12,4,2,6,1,0,1,0,11,4,1,6,33.33,16.67,50.00,0,100.00,0,36.36,9.09,54.55
N00002025,3,2,0,1,0,0,0,0,3,2,0,1,66.67,0,33.33,0,0,0,66.67,0,33.33
N00002026,39,8,8,23,4,0,2,2,35,8,6,21,20.51,20.51,58.97,0,50.00,50.00,22.86,17.14,60.00
N00002027,7,1,2,4,2,1,0,1,5,0,2,3,14.29,28.57,57.14,50.00,0,50.00,0,40.00,60.00
N00002028,38,14,11,13,3,1,2,0,35,13,9,13,36.84,28.95,34.21,33.33,66.67,0,37.14,25.71,37.14
N00002029,26,8,11,7,0,0,0,0,26,8,11,7,30.77,42.31,26.92,0,0,0,30.77,42.31,26.92
N00002030,15,3,4,8,0,0,0,0,15,3,4,8,20.00,26.67,53.33,0,0,0,20.00,26.67,53.33
N00002031,9,6,3,0,1,0,1,0,8,6,2,0,66.67,33.33,0,0,100.00,0,75.00,25.00,0
N00002032,6,2,3,1,1,0,1,0,5,2,2,1,33.33,50.00,16.67,0,100.00,0,40.00,40.00,20.00
N00002033,5,0,0,5,0,0,0,0,5,0,0,5,0,0,100.00,0,0,0,0,0,100.00
N00002034,5,4,1,0,1,1,0,0,4,3,1,0,80.00,20.00,0,100.00,0,0,75.00,25.00,0
N00002035,16,6,7,3,2,1,1,0,14,5,6,3,37.50,43.75,18.75,50.00,50.00,0,35.71,42.86,21.43
N00002036,9,2,4,3,1,0,1,0,8,2,3,3,22.22,44.44,33.33,0,100.00,0,25.00,37.50,37.50
N00002037,4,0,2,2,0,0,0,0,4,0,2,2,0,50.00,50.00,0,0,0,0,50.00,50.00
N00002038,12,4,5,3,1,0,1,0,11,4,4,3,33.33,41.67,25.00,0,100.00,0,36.36,36.36,27.27
N00002039,16,3,2,11,1,0,0,1,15,3,2,10,18.75,12.50,68.75,0,0,100.00,20.00,13.33,66.67
N00002040,4,0,2,2,1,0,1,0,3,0,1,2,0,50.00,50.00,0,100.00,0,0,33.33,66.67
N00002041,6,1,1,4,1,0,0,1,5,1,1,3,16.67,16.67,66.67,0,0,100.00,20.00,20.00,60.00
N00002042,3,0,2,1,1,0,1,0,2,0,1,1,0,66.67,33.33,0,100.00,0,0,50.00,50.00
N00002043,8,4,1,3,1,0,0,1,7,4,1,2,50.00,12.50,37.50,0,0,100.00,57.14,14.29,28.57
N00002044,26,9,8,9,4,0,2,2,22,9,6,7,34.62,30.77,34.62,0,50.00,50.00,40.91,27.27,31.82
N00002045,10,4,2,4,0,0,0,0,10,4,2,4,40.00,20.00,40.00,0,0,0,40.00,20.00,40.00
N00002046,4,4,0,0,1,1,0,0,3,3,0,0,100.00,0,0,100.00,0,0,100.00,0,0
N00002047,9,1,0,8,1,0,0,1,8,1,0,7,11.11,0,88.89,0,0,100.00,12.50,0,87.50
N00002048,3,1,0,2,0,0,0,0,3,1,0,2,33.33,0,66.67,0,0,0,33.33,0,66.67
N00002049,5,2,3,0,0,0,0,0,5,2,3,0,40.00,60.00,0,0,0,0,40.00,60.00,0
N00002050,7,2,0,5,0,0,0,0,7,2,0,5,28.57,0,71.43,0,0,0,28.57,0,71.43
N00002051,15,6,5,4,2,0,0,2,13,6,5,2,40.00,33.33,26.67,0,0,100.00,46.15,38.46,15.38
N00002052,8,0,0,8,1,0,0,1,7,0,0,7,0,0,100.00,0,0,100.00,0,0,100.00
N00002053,9,4,1,4,0,0,0,0,9,4,1,4,44.44,11.11,44.44,0,0,0,44.44,11.11,44.44
N00002054,4,1,2,1,2,0,2,0,2,1,0,1,25.00,50.00,25.00,0,100.00,0,50.00,0,50.00
N00002055,7,3,2,2,0,0,0,0,7,3,2,2,42.86,28.57,28.57,0,0,0,42.86,28.57,28.57
N00002056,4,0,1,3,1,0,0,1,3,0,1,2,0,25.00,75.00,0,0,100.00,0,33.33,66.67
N00002057,4,3,0,1,0,0,0,0,4,3,0,1,75.00,0,25.00,0,0,0,75.00,0,25.00
N00002058,7,3,1,3,0,0,0,0,7,3,1,3,42.86,14.29,42.86,0,0,0,42.86,14.29,42.86
N00002059,9,4,1,4,1,0,0,1,8,4,1,3,44.44,11.11,44.44,0,0,100.00,50.00,12.50,37.50
N00002060,19,4,6,9,3,1,2,0,16,3,4,9,21.05,31.58,47.37,33.33,66.67,0,18.75,25.00,56.25
N00002061,18,4,6,8,1,1,0,0,17,3,6,8,22.22,33.33,44.44,100.00,0,0,17.65,35.29,47.06
N00002062,8,2,3,3,1,0,1,0,7,2,2,3,25.00,37.50,37.50,0,100.00,0,28.57,28.57,42.86
N00002063,1,1,0,0,0,0,0,0,1,1,0,0,100.00,0,0,0,0,0,100.00,0,0
N00002064,15,4,4,7,2,1,1,0,13,3,3,7,26.67,26.67,46.67,50.00,50.00,0,23.08,23.08,53.85
N00002065,3,0,1,2,1,0,1,0,2,0,0,2,0,33.33,66.67,0,100.00,0,0,0,100.00
N00002066,6,3,0,3,0,0,0,0,6,3,0,3,50.00,0,50.00,0,0,0,50.00,0,50.00
N00002067,10,5,2,3,2,2,0,0,8,3,2,3,50.00,20.00,30.00,100.00,0,0,37.50,25.00,37.50
N00002068,6,2,4,0,0,0,0,0,6,2,4,0,33.33,66.67,0,0,0,0,33.33,66.67,0
N00002069,15,1,5,9,1,0,1,0,14,1,4,9,6.67,33.33,60.00,0,100.00,0,7.14,28.57,64.29
N00002070,37,17,10,10,8,3,4,1,29,14,6,9,45.95,27.03,27.03,37.50,50.00,12.50,48.28,20.69,31.03
N00002071,4,1,2,1,0,0,0,0,4,1,2,1,25.00,50.00,25.00,0,0,0,25.00,50.00,25.00
N00002072,14,6,0,8,0,0,0,0,14,6,0,8,42.86,0,57.14,0,0,0,42.86,0,57.14
N00002073,12,4,2,6,1,0,0,1,11,4,2,5,33.33,16.67,50.00,0,0,100.00,36.36,18.18,45.45
N00002074,23,6,7,10,0,0,0,0,23,6,7,10,26.09,30.43,43.48,0,0,0,26.09,30.43,43.48
N00002075,5,0,2,3,0,0,0,0,5,0,2,3,0,40.00,60.00,0,0,0,0,40.00,60.00
N00002076,13,4,4,5,3,1,2,0,10,3,2,5,30.77,30.77,38.46,33.33,66.67,0,30.00,20.00,50.00
N00002077,3,1,1,1,0,0,0,0,3,1,1,1,33.33,33.33,33.33,0,0,0,33.33,33.33,33.33
N00002078,13,4,5,4,1,0,1,0,12,4,4,4,30.77,38.46,30.77,0,100.00,0,33.33,33.33,33.33
N00002079,21,5,4,12,3,0,0,3,18,5,4,9,23.81,19.05,57.14,0,0,100.00,27.78,22.22,50.00
N00002080,20,2,4,14,1,0,0,1,19,2,4,13,10.00,20.00,70.00,0,0,100.00,10.53,21.05,68.42
N00002081,17,3,8,6,2,0,2,0,15,3,6,6,17.65,47.06,35.29,0,100.00,0,20.00,40.00,40.00
N00002082,15,5,2,8,2,1,1,0,13,4,1,8,33.33,13.33,53.33,50.00,50.00,0,30.77,7.69,61.54
N00002083,3,0,1,2,1,0,0,1,2,0,1,1,0,33.33,66.67,0,0,100.00,0,50.00,50.00
N00002084,14,2,7,5,3,0,2,1,11,2,5,4,14.29,50.00,35.71,0,66.67,33.33,18.18,45.45,36.36
N00002085,17,8,7,2,1,0,1,0,16,8,6,2,47.06,41.18,11.76,0,100.00,0,50.00,37.50,12.50
N00002086,7,3,2,2,0,0,0,0,7,3,2,2,42.86,28.57,28.57,0,0,0,42.86,28.57,28.57
N00002087,2,2,0,0,0,0,0,0,2,2,0,0,100.00,0,0,0,0,0,100.00,0,0
N00002088,13,3,5,5,1,0,0,1,12,3,5,4,23.08,38.46,38.46,0,0,100.00,25.00,41.67,33.33
N00002089,3,0,3,0,0,0,0,0,3,0,3,0,0,100.00,0,0,0,0,0,100.00,0
N00002090,10,5,2,3,0,0,0,0,10,5,2,3,50.00,20.00,30.00,0,0,0,50.00,20.00,30.00
N00002091,13,5,1,7,1,0,1,0,12,5,0,7,38.46,7.69,53.85,0,100.00,0,41.67,0,58.33
N00002092,18,2,4,12,2,0,2,0,16,2,2,12,11.11,22.22,66.67,0,100.00,0,12.50,12.50,75.00
N00002093,14,5,1,8,1,1,0,0,13,4,1,8,35.71,7.14,57.14,100.00,0,0,30.77,7.69,61.54
N00002094,20,6,2,12,2,1,0,1,18,5,2,11,30.00,10.00,60.00,50.00,0,50.00,27.78,11.11,61.11
N00002095,4,3,0,1,0,0,0,0,4,3,0,1,75.00,0,25.00,0,0,0,75.00,0,25.00
N00002096,8,3,2,3,0,0,0,0,8,3,2,3,37.50,25.00,37.50,0,0,0,37.50,25.00,37.50
N00002097,6,0,2,4,1,0,0,1,5,0,2,3,0,33.33,66.67,0,0,100.00,0,40.00,60.00
N00002098,1,0,1,0,1,0,1,0,0,0,0,0,0,100.00,0,0,100.00,0,0,0,0
N00002099,10,4,2,4,3,1,1,1,7,3,1,3,40.00,20.00,40.00,33.33,33.33,33.33,42.86,14.29,42.86
N00002100,6,4,0,2,0,0,0,0,6,4,0,2,66.67,0,33.33,0,0,0,66.67,0,33.33
N00002101,4,1,1,2,2,0,1,1,2,1,0,1,25.00,25.00,50.00,0,50.00,50.00,50.00,0,50.00
N00002102,9,2,3,4,0,0,0,0,9,2,3,4,22.22,33.33,44.44,0,0,0,22.22,33.33,44.44
N00002103,31,13,5,13,2,2,0,0,29,11,5,13,41.94,16.13,41.94,100.00,0,0,37.93,17.24,44.83
N00002104,12,2,4,6,1,0,1,0,11,2,3,6,16.67,33.33,50.00,0,100.00,0,18.18,27.27,54.55
N00002105,21,8,1,12,1,0,1,0,20,8,0,12,38.10,4.76,57.14,0,100.00,0,40.00,0,60.00
N00002106,11,3,5,3,0,0,0,0,11,3,5,3,27.27,45.45,27.27,0,0,0,27.27,45.45,27.27
N00002107,19,9,7,3,1,0,1,0,18,9,6,3,47.37,36.84,15.79,0,100.00,0,50.00,33.33,16.67
N00002108,39,9,9,21,2,0,0,2,37,9,9,19,23.08,23.08,53.85,0,0,100.00,24.32,24.32,51.35
N00002109,10,3,1,6,1,0,0,1,9,3,1,5,30.00,10.00,60.00,0,0,100.00,33.33,11.11,55.56
N00002110,24,7,4,13,3,0,2,1,21,7,2,12,29.17,16.67,54.17,0,66.67,33.33,33.33,9.52,57.14
N00002111,6,3,1,2,1,0,1,0,5,3,0,2,50.00,16.67,33.33,0,100.00,0,60.00,0,40.00
N00002112,8,4,1,3,1,0,0,1,7,4,1,2,50.00,12.50,37.50,0,0,100.00,57.14,14.29,28.57
N00002113,11,6,2,3,1,0,0,1,10,6,2,2,54.55,18.18,27.27,0,0,100.00,60.00,20.00,20.00
N00002114,4,3,0,1,1,1,0,0,3,2,0,1,75.00,0,25.00,100.00,0,0,66.67,0,33.33
N00002115,8,2,3,3,0,0,0,0,8,2,3,3,25.00,37.50,37.50,0,0,0,25.00,37.50,37.50
N00002116,18,10,2,6,2,2,0,0,16,8,2,6,55.56,11.11,33.33,100.00,0,0,50.00,12.50,37.50
N00002117,7,3,4,0,0,0,0,0,7,3,4,0,42.86,57.14,0,0,0,0,42.86,57.14,0
N00002118,11,2,3,6,0,0,0,0,11,2,3,6,18.18,27.27,54.55,0,0,0,18.18,27.27,54.55
N00002119,17,4,3,10,0,0,0,0,17,4,3,10,23.53,17.65,58.82,0,0,0,23.53,17.65,58.82
N00002120,3,1,2,0,1,0,1,0,2,1,1,0,33.33,66.67,0,0,100.00,0,50.00,50.00,0
N00002121,7,1,4,2,4,1,2,1,3,0,2,1,14.29,57.14,28.57,25.00,50.00,25.00,0,66.67,33.33
N00002122,4,0,1,3,0,0,0,0,4,0,1,3,0,25.00,75.00,0,0,0,0,25.00,75.00
N00002123,4,1,1,2,1,0,1,0,3,1,0,2,25.00,25.00,50.00,0,100.00,0,33.33,0,66.67
N00002124,2,0,1,1,0,0,0,0,2,0,1,1,0,50.00,50.00,0,0,0,0,50.00,50.00
N00002125,29,8,7,14,3,1,1,1,26,7,6,13,27.59,24.14,48.28,33.33,33.33,33.33,26.92,23.08,50.00
N00002126,8,3,0,5,0,0,0,0,8,3,0,5,37.50,0,62.50,0,0,0,37.50,0,62.50
N00002127,41,13,9,19,6,2,0,4,35,11,9,15,31.71,21.95,46.34,33.33,0,66.67,31.43,25.71,42.86
N00002128,22,6,5,11,3,0,1,2,19,6,4,9,27.27,22.73,50.00,0,33.33,66.67,31.58,21.05,47.37
N00002129,54,16,9,29,3,1,0,2,51,15,9,27,29.63,16.67,53.70,33.33,0,66.67,29.41,17.65,52.94
N00002130,13,4,3,6,1,0,0,1,12,4,3,5,30.77,23.08,46.15,0,0,100.00,33.33,25.00,41.67
N00002131,8,3,1,4,1,0,0,1,7,3,1,3,37.50,12.50,50.00,0,0,100.00,42.86,14.29,42.86
N00002132,6,1,5,0,3,0,3,0,3,1,2,0,16.67,83.33,0,0,100.00,0,33.33,66.67,0
N00002133,4,2,0,2,1,1,0,0,3,1,0,2,50.00,0,50.00,100.00,0,0,33.33,0,66.67
N00002134,6,3,1,2,0,0,0,0,6,3,1,2,50.00,16.67,33.33,0,0,0,50.00,16.67,33.33
N00002135,7,1,0,6,3,1,0,2,4,0,0,4,14.29,0,85.71,33.33,0,66.67,0,0,100.00
N00002136,21,7,2,12,2,0,0,2,19,7,2,10,33.33,9.52,57.14,0,0,100.00,36.84,10.53,52.63
N00002137,12,2,6,4,2,0,1,1,10,2,5,3,16.67,50.00,33.33,0,50.00,50.00,20.00,50.00,30.00
N00002138,6,2,1,3,0,0,0,0,6,2,1,3,33.33,16.67,50.00,0,0,0,33.33,16.67,50.00
N00002139,34,13,5,16,2,0,1,1,32,13,4,15,38.24,14.71,47.06,0,50.00,50.00,40.63,12.50,46.88
N00002140,9,4,1,4,1,1,0,0,8,3,1,4,44.44,11.11,44.44,100.00,0,0,37.50,12.50,50.00
N00002141,14,7,2,5,1,0,1,0,13,7,1,5,50.00,14.29,35.71,0,100.00,0,53.85,7.69,38.46
N00002142,11,2,3,6,2,0,0,2,9,2,3,4,18.18,27.27,54.55,0,0,100.00,22.22,33.33,44.44
N00002143,8,2,1,5,1,0,0,1,7,2,1,4,25.00,12.50,62.50,0,0,100.00,28.57,14.29,57.14
N00002144,16,5,3,8,0,0,0,0,16,5,3,8,31.25,18.75,50.00,0,0,0,31.25,18.75,50.00
N00002145,4,0,1,3,2,0,1,1,2,0,0,2,0,25.00,75.00,0,50.00,50.00,0,0,100.00
N00002146,2,1,1,0,0,0,0,0,2,1,1,0,50.00,50.00,0,0,0,0,50.00,50.00,0
N00002147,19,4,5,10,0,0,0,0,19,4,5,10,21.05,26.32,52.63,0,0,0,21.05,26.32,52.63
N00002148,5,0,3,2,2,0,2,0,3,0,1,2,0,60.00,40.00,0,100.00,0,0,33.33,66.67
N00002149,3,1,0,2,0,0,0,0,3,1,0,2,33.33,0,66.67,0,0,0,33.33,0,66.67
N00002150,8,4,1,3,0,0,0,0,8,4,1,3,50.00,12.50,37.50,0,0,0,50.00,12.50,37.50
N00002151,6,5,0,1,0,0,0,0,6,5,0,1,83.33,0,16.67,0,0,0,83.33,0,16.67
N00002152,9,4,2,3,2,0,1,1,7,4,1,2,44.44,22.22,33.33,0,50.00,50.00,57.14,14.29,28.57
N00002153,5,1,4,0,0,0,0,0,5,1,4,0,20.00,80.00,0,0,0,0,20.00,80.00,0
N00002154,8,3,1,4,3,0,1,2,5,3,0,2,37.50,12.50,50.00,0,33.33,66.67,60.00,0,40.00
N00002155,8,3,1,4,1,0,1,0,7,3,0,4,37.50,12.50,50.00,0,100.00,0,42.86,0,57.14
N00002156,17,2,2,13,1,0,0,1,16,2,2,12,11.76,11.76,76.47,0,0,100.00,12.50,12.50,75.00
N00002157,28,7,2,19,5,0,1,4,23,7,1,15,25.00,7.14,67.86,0,20.00,80.00,30.43,4.35,65.22
N00002158,1,1,0,0,0,0,0,0,1,1,0,0,100.00,0,0,0,0,0,100.00,0,0
N00002159,4,2,1,1,0,0,0,0,4,2,1,1,50.00,25.00,25.00,0,0,0,50.00,25.00,25.00
N00002160,6,1,1,4,1,0,1,0,5,1,0,4,16.67,16.67,66.67,0,100.00,0,20.00,0,80.00
N00002161,6,3,1,2,0,0,0,0,6,3,1,2,50.00,16.67,33.33,0,0,0,50.00,16.67,33.33
N00002162,7,1,1,5,1,0,0,1,6,1,1,4,14.29,14.29,71.43,0,0,100.00,16.67,16.67,66.67
N00002163,27,8,8,11,1,0,1,0,26,8,7,11,29.63,29.63,40.74,0,100.00,0,30.77,26.92,42.31
N00002164,10,3,2,5,2,0,0,2,8,3,2,3,30.00,20.00,50.00,0,0,100.00,37.50,25.00,37.50
N00002165,14,3,2,9,0,0,0,0,14,3,2,9,21.43,14.29,64.29,0,0,0,21.43,14.29,64.29
N00002166,10,2,3,5,0,0,0,0,10,2,3,5,20.00,30.00,50.00,0,0,0,20.00,30.00,50.00
N00002167,8,3,1,4,0,0,0,0,8,3,1,4,37.50,12.50,50.00,0,0,0,37.50,12.50,50.00
N00002168,5,0,2,3,0,0,0,0,5,0,2,3,0,40.00,60.00,0,0,0,0,40.00,60.00
N00002169,20,10,5,5,1,0,1,0,19,10,4,5,50.00,25.00,25.00,0,100.00,0,52.63,21.05,26.32
N00002170,12,3,3,6,1,0,1,0,11,3,2,6,25.00,25.00,50.00,0,100.00,0,27.27,18.18,54.55
N00002171,3,0,1,2,0,0,0,0,3,0,1,2,0,33.33,66.67,0,0,0,0,33.33,66.67
N00002172,9,5,2,2,1,0,1,0,8,5,1,2,55.56,22.22,22.22,0,100.00,0,62.50,12.50,25.00
N00002173,4,1,1,2,1,0,1,0,3,1,0,2,25.00,25.00,50.00,0,100.00,0,33.33,0,66.67
N00002174,7,2,2,3,1,1,0,0,6,1,2,3,28.57,28.57,42.86,100.00,0,0,16.67,33.33,50.00
N00002175,21,7,8,6,2,0,2,0,19,7,6,6,33.33,38.10,28.57,0,100.00,0,36.84,31.58,31.58
N00002176,14,3,6,5,1,0,1,0,13,3,5,5,21.43,42.86,35.71,0,100.00,0,23.08,38.46,38.46
N00002177,5,0,2,3,1,0,0,1,4,0,2,2,0,40.00,60.00,0,0,100.00,0,50.00,50.00
N00002178,11,4,2,5,0,0,0,0,11,4,2,5,36.36,18.18,45.45,0,0,0,36.36,18.18,45.45
N00002179,7,3,3,1,2,1,1,0,5,2,2,1,42.86,42.86,14.29,50.00,50.00,0,40.00,40.00,20.00
N00002180,6,4,2,0,0,0,0,0,6,4,2,0,66.67,33.33,0,0,0,0,66.67,33.33,0
N00002181,28,10,11,7,2,0,2,0,26,10,9,7,35.71,39.29,25.00,0,100.00,0,38.46,34.62,26.92
N00002182,3,0,2,1,1,0,0,1,2,0,2,0,0,66.67,33.33,0,0,100.00,0,100.00,0
N00002183,10,2,6,2,4,0,4,0,6,2,2,2,20.00,60.00,20.00,0,100.00,0,33.33,33.33,33.33
N00002184,11,1,3,7,0,0,0,0,11,1,3,7,9.09,27.27,63.64,0,0,0,9.09,27.27,63.64
N00002185,16,4,6,6,1,0,0,1,15,4,6,5,25.00,37.50,37.50,0,0,100.00,26.67,40.00,33.33
N00002186,16,6,4,6,2,0,0,2,14,6,4,4,37.50,25.00,37.50,0,0,100.00,42.86,28.57,28.57
N00002187,9,5,2,2,1,0,1,0,8,5,1,2,55.56,22.22,22.22,0,100.00,0,62.50,12.50,25.00
N00002188,9,1,4,4,1,0,1,0,8,1,3,4,11.11,44.44,44.44,0,100.00,0,12.50,37.50,50.00
N00002189,18,8,5,5,3,0,2,1,15,8,3,4,44.44,27.78,27.78,0,66.67,33.33,53.33,20.00,26.67
N00002190,47,10,10,27,6,0,3,3,41,10,7,24,21.28,21.28,57.45,0,50.00,50.00,24.39,17.07,58.54
N00002191,11,3,1,7,0,0,0,0,11,3,1,7,27.27,9.09,63.64,0,0,0,27.27,9.09,63.64
N00002192,19,5,6,8,1,0,1,0,18,5,5,8,26.32,31.58,42.11,0,100.00,0,27.78,27.78,44.44
N00002193,11,2,3,6,2,0,2,0,9,2,1,6,18.18,27.27,54.55,0,100.00,0,22.22,11.11,66.67
N00002194,11,2,1,8,3,0,1,2,8,2,0,6,18.18,9.09,72.73,0,33.33,66.67,25.00,0,75.00
N00002195,11,3,2,6,1,0,1,0,10,3,1,6,27.27,18.18,54.55,0,100.00,0,30.00,10.00,60.00
N00002196,17,8,5,4,2,0,2,0,15,8,3,4,47.06,29.41,23.53,0,100.00,0,53.33,20.00,26.67
N00002197,27,20,3,4,0,0,0,0,27,20,3,4,74.07,11.11,14.81,0,0,0,74.07,11.11,14.81
N00002198,13,2,4,7,3,0,1,2,10,2,3,5,15.38,30.77,53.85,0,33.33,66.67,20.00,30.00,50.00
N00002199,20,7,3,10,1,1,0,0,19,6,3,10,35.00,15.00,50.00,100.00,0,0,31.58,15.79,52.63
N00002200,19,6,1,12,2,0,0,2,17,6,1,10,31.58,5.26,63.16,0,0,100.00,35.29,5.88,58.82
N00002201,8,0,2,6,1,0,0,1,7,0,2,5,0,25.00,75.00,0,0,100.00,0,28.57,71.43
