GeographyCode,KS105NI0001,KS105NI0002,KS105NI0003,KS105NI0004,KS105NI0005,KS105NI0006,KS105NI0007,KS105NI0008,KS105NI0009,KS105NI0010,KS105NI0011,KS105NI0012,KS105NI0013,KS105NI0014,KS105NI0015,KS105NI0016,KS105NI0017,KS105NI0018,KS105NI0019,KS105NI0020,KS105NI0021,KS105NI0022,KS105NI0023,KS105NI0024,KS105NI0025,KS105NI0026,KS105NI0027,KS105NI0028,KS105NI0029,KS105NI0030,KS105NI0031
N00000001,310,2,19,1,80,182,0,5,4,0,5,1,3,2,0,6,0.65,6.13,0.32,25.81,58.71,0,1.61,1.29,0,1.61,0.32,0.97,0.65,0,1.94
N00000002,141,15,27,11,17,30,8,4,3,0,10,7,2,0,0,7,10.64,19.15,7.80,12.06,21.28,5.67,2.84,2.13,0,7.09,4.96,1.42,0,0,4.96
N00000003,78,4,8,6,16,22,6,1,1,0,1,5,6,0,0,2,5.13,10.26,7.69,20.51,28.21,7.69,1.28,1.28,0,1.28,6.41,7.69,0,0,2.56
N00000004,195,12,16,11,31,74,20,4,7,1,5,5,3,0,1,5,6.15,8.21,5.64,15.90,37.95,10.26,2.05,3.59,0.51,2.56,2.56,1.54,0,0.51,2.56
N00000005,124,5,12,8,23,46,8,5,2,0,3,4,3,0,0,5,4.03,9.68,6.45,18.55,37.10,6.45,4.03,1.61,0,2.42,3.23,2.42,0,0,4.03
N00000006,86,11,10,3,8,25,11,3,2,1,2,5,4,0,0,1,12.79,11.63,3.49,9.30,29.07,12.79,3.49,2.33,1.16,2.33,5.81,4.65,0,0,1.16
N00000007,89,10,7,6,16,23,12,2,0,0,4,4,2,0,0,3,11.24,7.87,6.74,17.98,25.84,13.48,2.25,0,0,4.49,4.49,2.25,0,0,3.37
N00000008,138,11,43,6,22,16,7,7,2,0,8,6,5,0,0,5,7.97,31.16,4.35,15.94,11.59,5.07,5.07,1.45,0,5.80,4.35,3.62,0,0,3.62
N00000009,275,12,52,11,36,76,23,12,5,1,20,8,8,1,0,10,4.36,18.91,4.00,13.09,27.64,8.36,4.36,1.82,0.36,7.27,2.91,2.91,0.36,0,3.64
N00000010,86,12,8,8,8,20,9,1,0,1,3,9,4,0,0,3,13.95,9.30,9.30,9.30,23.26,10.47,1.16,0,1.16,3.49,10.47,4.65,0,0,3.49
N00000011,136,35,23,12,16,16,10,4,3,0,3,6,5,0,0,3,25.74,16.91,8.82,11.76,11.76,7.35,2.94,2.21,0,2.21,4.41,3.68,0,0,2.21
N00000012,121,17,26,10,16,13,10,4,3,0,7,8,2,0,0,5,14.05,21.49,8.26,13.22,10.74,8.26,3.31,2.48,0,5.79,6.61,1.65,0,0,4.13
