GeographyCode,KS209NI0001,KS209NI0002,KS209NI0003,KS209NI0004,KS209NI0005,KS209NI0006,KS209NI0007,KS209NI0008,KS209NI0009,KS209NI0010,KS209NI0011,KS209NI0012,KS209NI0013,KS209NI0014,KS209NI0015
N00000065,379,4,0,1,1,0,6,373,1.06,0,0.26,0.26,0,1.58,98.42
N00000066,256,6,0,0,10,3,19,237,2.34,0,0,3.91,1.17,7.42,92.58
N00000067,298,5,6,1,6,0,18,280,1.68,2.01,0.34,2.01,0,6.04,93.96
N00000068,361,8,2,0,0,0,10,351,2.22,0.55,0,0,0,2.77,97.23
N00000069,319,7,1,0,9,0,17,302,2.19,0.31,0,2.82,0,5.33,94.67
N00000070,242,8,1,1,2,0,12,230,3.31,0.41,0.41,0.83,0,4.96,95.04
N00000071,274,9,0,0,7,0,16,258,3.28,0,0,2.55,0,5.84,94.16
N00000072,1663,30,12,1,27,11,81,1582,1.80,0.72,0.06,1.62,0.66,4.87,95.13
N00000073,506,17,3,0,4,1,25,481,3.36,0.59,0,0.79,0.20,4.94,95.06
N00000074,968,29,7,2,17,3,58,910,3.00,0.72,0.21,1.76,0.31,5.99,94.01
N00000075,401,12,0,0,8,1,21,380,2.99,0,0,2.00,0.25,5.24,94.76
N00000076,328,16,4,0,8,0,28,300,4.88,1.22,0,2.44,0,8.54,91.46
N00000077,270,7,4,0,7,5,23,247,2.59,1.48,0,2.59,1.85,8.52,91.48
N00000078,457,13,3,2,18,1,37,420,2.84,0.66,0.44,3.94,0.22,8.10,91.90
N00000079,541,4,0,0,0,0,4,537,0.74,0,0,0,0,0.74,99.26
N00000080,404,6,2,0,1,0,9,395,1.49,0.50,0,0.25,0,2.23,97.77
N00000081,328,2,0,0,0,1,3,325,0.61,0,0,0,0.30,0.91,99.09
N00000082,336,4,0,0,1,1,6,330,1.19,0,0,0.30,0.30,1.79,98.21
N00000083,637,7,1,4,4,1,17,620,1.10,0.16,0.63,0.63,0.16,2.67,97.33
N00000084,444,0,0,1,1,0,2,442,0,0,0.23,0.23,0,0.45,99.55
N00000085,417,19,2,0,14,6,41,376,4.56,0.48,0,3.36,1.44,9.83,90.17
N00000086,369,25,11,5,30,9,80,289,6.78,2.98,1.36,8.13,2.44,21.68,78.32
N00000087,874,44,13,2,33,8,100,774,5.03,1.49,0.23,3.78,0.92,11.44,88.56
N00000088,213,4,1,0,0,1,6,207,1.88,0.47,0,0,0.47,2.82,97.18
N00000089,447,24,13,0,27,3,67,380,5.37,2.91,0,6.04,0.67,14.99,85.01
N00000090,377,25,10,1,21,10,67,310,6.63,2.65,0.27,5.57,2.65,17.77,82.23
N00000091,450,23,9,4,35,6,77,373,5.11,2.00,0.89,7.78,1.33,17.11,82.89
N00000092,481,4,3,0,3,0,10,471,0.83,0.62,0,0.62,0,2.08,97.92
N00000093,407,23,8,1,19,3,54,353,5.65,1.97,0.25,4.67,0.74,13.27,86.73
N00000094,479,19,7,1,16,8,51,428,3.97,1.46,0.21,3.34,1.67,10.65,89.35
N00000095,454,32,9,3,19,7,70,384,7.05,1.98,0.66,4.19,1.54,15.42,84.58
N00000096,454,11,5,4,3,1,24,430,2.42,1.10,0.88,0.66,0.22,5.29,94.71
N00000097,799,22,8,2,5,2,39,760,2.75,1.00,0.25,0.63,0.25,4.88,95.12
N00000098,1106,25,5,3,18,8,59,1047,2.26,0.45,0.27,1.63,0.72,5.33,94.67
N00000099,246,8,8,0,3,0,19,227,3.25,3.25,0,1.22,0,7.72,92.28
N00000100,323,10,4,3,11,1,29,294,3.10,1.24,0.93,3.41,0.31,8.98,91.02
N00000101,253,2,3,2,1,0,8,245,0.79,1.19,0.79,0.40,0,3.16,96.84
N00000102,302,10,2,5,4,1,22,280,3.31,0.66,1.66,1.32,0.33,7.28,92.72
N00000103,583,15,4,4,10,6,39,544,2.57,0.69,0.69,1.72,1.03,6.69,93.31
N00000104,294,6,3,1,5,4,19,275,2.04,1.02,0.34,1.70,1.36,6.46,93.54
N00000105,318,9,0,0,0,1,10,308,2.83,0,0,0,0.31,3.14,96.86
N00000106,190,0,0,0,0,0,0,190,0,0,0,0,0,0,100.00
N00000107,252,5,2,2,1,1,11,241,1.98,0.79,0.79,0.40,0.40,4.37,95.63
N00000108,239,1,1,0,3,2,7,232,0.42,0.42,0,1.26,0.84,2.93,97.07
N00000109,473,9,3,1,4,0,17,456,1.90,0.63,0.21,0.85,0,3.59,96.41
N00000110,250,6,1,0,2,0,9,241,2.40,0.40,0,0.80,0,3.60,96.40
N00000111,341,8,2,0,6,6,22,319,2.35,0.59,0,1.76,1.76,6.45,93.55
N00000112,389,4,0,1,5,1,11,378,1.03,0,0.26,1.29,0.26,2.83,97.17
N00000113,295,5,3,2,4,3,17,278,1.69,1.02,0.68,1.36,1.02,5.76,94.24
N00000114,306,12,4,1,5,2,24,282,3.92,1.31,0.33,1.63,0.65,7.84,92.16
N00000115,283,11,5,2,5,1,24,259,3.89,1.77,0.71,1.77,0.35,8.48,91.52
N00000116,276,10,1,0,4,2,17,259,3.62,0.36,0,1.45,0.72,6.16,93.84
N00000117,154,2,0,0,0,0,2,152,1.30,0,0,0,0,1.30,98.70
N00000118,330,7,2,0,3,2,14,316,2.12,0.61,0,0.91,0.61,4.24,95.76
N00000119,279,1,1,1,3,1,7,272,0.36,0.36,0.36,1.08,0.36,2.51,97.49
N00000120,315,3,1,0,4,1,9,306,0.95,0.32,0,1.27,0.32,2.86,97.14
N00000121,280,2,0,1,2,1,6,274,0.71,0,0.36,0.71,0.36,2.14,97.86
N00000122,463,13,1,0,8,1,23,440,2.81,0.22,0,1.73,0.22,4.97,95.03
N00000123,344,3,3,0,3,0,9,335,0.87,0.87,0,0.87,0,2.62,97.38
N00000124,358,7,0,0,2,1,10,348,1.96,0,0,0.56,0.28,2.79,97.21
N00000125,442,33,9,1,34,9,86,356,7.47,2.04,0.23,7.69,2.04,19.46,80.54
N00000126,461,48,18,2,17,9,94,367,10.41,3.90,0.43,3.69,1.95,20.39,79.61
N00000127,379,26,9,5,22,5,67,312,6.86,2.37,1.32,5.80,1.32,17.68,82.32
N00000128,944,106,25,10,65,24,230,714,11.23,2.65,1.06,6.89,2.54,24.36,75.64
N00000129,329,25,12,4,19,9,69,260,7.60,3.65,1.22,5.78,2.74,20.97,79.03
N00000130,475,0,0,1,1,1,3,472,0,0,0.21,0.21,0.21,0.63,99.37
N00000131,382,4,1,0,3,0,8,374,1.05,0.26,0,0.79,0,2.09,97.91
N00000132,352,8,2,1,4,4,19,333,2.27,0.57,0.28,1.14,1.14,5.40,94.60
N00000133,312,14,2,3,4,1,24,288,4.49,0.64,0.96,1.28,0.32,7.69,92.31
N00000134,415,5,7,0,4,2,18,397,1.20,1.69,0,0.96,0.48,4.34,95.66
N00000135,305,9,2,0,0,2,13,292,2.95,0.66,0,0,0.66,4.26,95.74
N00000136,488,5,1,0,7,0,13,475,1.02,0.20,0,1.43,0,2.66,97.34
N00000137,303,2,0,0,0,0,2,301,0.66,0,0,0,0,0.66,99.34
N00000138,453,5,4,0,3,0,12,441,1.10,0.88,0,0.66,0,2.65,97.35
N00000139,297,8,1,0,4,0,13,284,2.69,0.34,0,1.35,0,4.38,95.62
N00000140,326,4,1,0,1,0,6,320,1.23,0.31,0,0.31,0,1.84,98.16
N00000141,429,14,2,0,0,0,16,413,3.26,0.47,0,0,0,3.73,96.27
N00000142,196,6,0,0,1,0,7,189,3.06,0,0,0.51,0,3.57,96.43
N00000143,209,1,0,0,3,0,4,205,0.48,0,0,1.44,0,1.91,98.09
N00000144,219,8,0,1,0,0,9,210,3.65,0,0.46,0,0,4.11,95.89
N00000145,123,0,0,1,0,0,1,122,0,0,0.81,0,0,0.81,99.19
N00000146,267,3,1,0,1,0,5,262,1.12,0.37,0,0.37,0,1.87,98.13
N00000147,214,15,2,1,4,0,22,192,7.01,0.93,0.47,1.87,0,10.28,89.72
N00000148,639,1,2,0,3,0,6,633,0.16,0.31,0,0.47,0,0.94,99.06
N00000149,408,4,0,0,2,0,6,402,0.98,0,0,0.49,0,1.47,98.53
N00000150,352,2,1,1,3,0,7,345,0.57,0.28,0.28,0.85,0,1.99,98.01
N00000151,277,4,0,0,1,1,6,271,1.44,0,0,0.36,0.36,2.17,97.83
N00000152,266,1,0,0,7,1,9,257,0.38,0,0,2.63,0.38,3.38,96.62
N00000153,238,2,0,0,5,1,8,230,0.84,0,0,2.10,0.42,3.36,96.64
N00000154,251,3,1,1,1,0,6,245,1.20,0.40,0.40,0.40,0,2.39,97.61
N00000155,329,4,0,0,2,1,7,322,1.22,0,0,0.61,0.30,2.13,97.87
N00000156,295,4,1,0,0,0,5,290,1.36,0.34,0,0,0,1.69,98.31
N00000157,356,10,0,3,6,1,20,336,2.81,0,0.84,1.69,0.28,5.62,94.38
N00000158,647,8,0,0,1,1,10,637,1.24,0,0,0.15,0.15,1.55,98.45
N00000159,218,4,1,1,1,0,7,211,1.83,0.46,0.46,0.46,0,3.21,96.79
N00000160,305,2,1,0,0,1,4,301,0.66,0.33,0,0,0.33,1.31,98.69
N00000161,336,1,0,0,4,1,6,330,0.30,0,0,1.19,0.30,1.79,98.21
N00000162,235,4,2,0,0,2,8,227,1.70,0.85,0,0,0.85,3.40,96.60
N00000163,302,2,0,0,0,0,2,300,0.66,0,0,0,0,0.66,99.34
N00000164,283,2,1,0,2,1,6,277,0.71,0.35,0,0.71,0.35,2.12,97.88
N00000165,310,9,0,0,0,0,9,301,2.90,0,0,0,0,2.90,97.10
N00000166,264,2,2,0,0,0,4,260,0.76,0.76,0,0,0,1.52,98.48
N00000167,369,3,2,0,0,0,5,364,0.81,0.54,0,0,0,1.36,98.64
N00000168,337,7,0,0,1,0,8,329,2.08,0,0,0.30,0,2.37,97.63
N00000169,689,8,0,0,5,2,15,674,1.16,0,0,0.73,0.29,2.18,97.82
N00000170,357,2,0,0,1,1,4,353,0.56,0,0,0.28,0.28,1.12,98.88
N00000171,408,3,5,1,0,0,9,399,0.74,1.23,0.25,0,0,2.21,97.79
N00000172,749,10,5,0,1,0,16,733,1.34,0.67,0,0.13,0,2.14,97.86
N00000173,366,3,1,0,1,0,5,361,0.82,0.27,0,0.27,0,1.37,98.63
N00000174,379,7,0,0,2,0,9,370,1.85,0,0,0.53,0,2.37,97.63
N00000175,353,1,1,0,3,2,7,346,0.28,0.28,0,0.85,0.57,1.98,98.02
N00000176,456,6,0,2,6,1,15,441,1.32,0,0.44,1.32,0.22,3.29,96.71
N00000177,309,6,0,3,0,0,9,300,1.94,0,0.97,0,0,2.91,97.09
N00000178,648,16,2,2,6,1,27,621,2.47,0.31,0.31,0.93,0.15,4.17,95.83
N00000179,821,15,5,1,6,1,28,793,1.83,0.61,0.12,0.73,0.12,3.41,96.59
N00000180,271,6,1,1,3,1,12,259,2.21,0.37,0.37,1.11,0.37,4.43,95.57
N00000181,273,3,0,1,0,0,4,269,1.10,0,0.37,0,0,1.47,98.53
N00000182,212,4,1,0,1,0,6,206,1.89,0.47,0,0.47,0,2.83,97.17
N00000183,279,7,1,0,1,1,10,269,2.51,0.36,0,0.36,0.36,3.58,96.42
N00000184,361,1,2,2,3,0,8,353,0.28,0.55,0.55,0.83,0,2.22,97.78
N00000185,209,1,0,0,1,0,2,207,0.48,0,0,0.48,0,0.96,99.04
N00000186,288,7,0,0,0,0,7,281,2.43,0,0,0,0,2.43,97.57
N00000187,243,10,0,0,0,0,10,233,4.12,0,0,0,0,4.12,95.88
N00000188,332,4,1,0,1,0,6,326,1.20,0.30,0,0.30,0,1.81,98.19
N00000189,333,1,0,0,0,0,1,332,0.30,0,0,0,0,0.30,99.70
N00000190,301,2,1,0,2,0,5,296,0.66,0.33,0,0.66,0,1.66,98.34
N00000191,292,4,0,0,0,0,4,288,1.37,0,0,0,0,1.37,98.63
N00000192,286,7,1,0,4,0,12,274,2.45,0.35,0,1.40,0,4.20,95.80
N00000193,275,4,0,1,7,1,13,262,1.45,0,0.36,2.55,0.36,4.73,95.27
N00000194,243,1,0,0,0,0,1,242,0.41,0,0,0,0,0.41,99.59
N00000195,240,3,0,1,1,1,6,234,1.25,0,0.42,0.42,0.42,2.50,97.50
N00000196,231,8,3,0,2,0,13,218,3.46,1.30,0,0.87,0,5.63,94.37
N00000197,312,1,1,0,0,1,3,309,0.32,0.32,0,0,0.32,0.96,99.04
N00000198,274,2,1,0,3,4,10,264,0.73,0.36,0,1.09,1.46,3.65,96.35
N00000199,341,6,0,0,1,1,8,333,1.76,0,0,0.29,0.29,2.35,97.65
N00000200,306,0,1,0,1,1,3,303,0,0.33,0,0.33,0.33,0.98,99.02
N00000201,282,2,0,0,0,0,2,280,0.71,0,0,0,0,0.71,99.29
N00000202,297,0,0,0,1,2,3,294,0,0,0,0.34,0.67,1.01,98.99
N00000203,329,3,1,0,4,1,9,320,0.91,0.30,0,1.22,0.30,2.74,97.26
N00000204,374,2,0,1,1,1,5,369,0.53,0,0.27,0.27,0.27,1.34,98.66
N00000205,292,1,0,0,1,0,2,290,0.34,0,0,0.34,0,0.68,99.32
N00000206,378,5,0,0,1,1,7,371,1.32,0,0,0.26,0.26,1.85,98.15
N00000207,248,1,0,1,0,0,2,246,0.40,0,0.40,0,0,0.81,99.19
N00000208,306,1,0,0,3,0,4,302,0.33,0,0,0.98,0,1.31,98.69
N00000209,344,1,0,0,0,0,1,343,0.29,0,0,0,0,0.29,99.71
N00000210,373,5,0,1,2,1,9,364,1.34,0,0.27,0.54,0.27,2.41,97.59
N00000211,514,2,6,0,6,2,16,498,0.39,1.17,0,1.17,0.39,3.11,96.89
N00000212,172,4,2,0,3,0,9,163,2.33,1.16,0,1.74,0,5.23,94.77
N00000213,276,7,0,0,3,0,10,266,2.54,0,0,1.09,0,3.62,96.38
N00000214,316,4,0,0,5,5,14,302,1.27,0,0,1.58,1.58,4.43,95.57
N00000215,387,5,2,0,2,0,9,378,1.29,0.52,0,0.52,0,2.33,97.67
N00000216,384,5,1,1,5,0,12,372,1.30,0.26,0.26,1.30,0,3.13,96.88
N00000217,468,4,2,2,2,2,12,456,0.85,0.43,0.43,0.43,0.43,2.56,97.44
N00000218,352,4,0,1,4,2,11,341,1.14,0,0.28,1.14,0.57,3.13,96.88
N00000219,236,2,0,0,0,0,2,234,0.85,0,0,0,0,0.85,99.15
N00000220,265,5,0,0,1,3,9,256,1.89,0,0,0.38,1.13,3.40,96.60
N00000221,253,2,1,0,0,1,4,249,0.79,0.40,0,0,0.40,1.58,98.42
N00000222,289,3,0,0,0,0,3,286,1.04,0,0,0,0,1.04,98.96
N00000223,313,2,0,0,0,0,2,311,0.64,0,0,0,0,0.64,99.36
N00000224,234,2,1,3,8,1,15,219,0.85,0.43,1.28,3.42,0.43,6.41,93.59
N00000225,147,1,0,0,1,0,2,145,0.68,0,0,0.68,0,1.36,98.64
N00000226,258,4,0,0,1,1,6,252,1.55,0,0,0.39,0.39,2.33,97.67
N00000227,191,1,0,0,0,0,1,190,0.52,0,0,0,0,0.52,99.48
N00000228,297,1,1,0,1,0,3,294,0.34,0.34,0,0.34,0,1.01,98.99
N00000229,385,2,0,0,6,0,8,377,0.52,0,0,1.56,0,2.08,97.92
N00000230,280,4,0,0,1,0,5,275,1.43,0,0,0.36,0,1.79,98.21
N00000231,300,4,1,0,0,0,5,295,1.33,0.33,0,0,0,1.67,98.33
N00000232,296,3,0,2,2,0,7,289,1.01,0,0.68,0.68,0,2.36,97.64
N00000233,248,7,0,0,2,2,11,237,2.82,0,0,0.81,0.81,4.44,95.56
N00000234,246,2,0,1,1,1,5,241,0.81,0,0.41,0.41,0.41,2.03,97.97
N00000235,309,7,0,0,1,0,8,301,2.27,0,0,0.32,0,2.59,97.41
N00000236,272,7,1,0,5,0,13,259,2.57,0.37,0,1.84,0,4.78,95.22
N00000237,402,1,1,0,2,0,4,398,0.25,0.25,0,0.50,0,1.00,99.00
N00000238,298,0,2,1,2,1,6,292,0,0.67,0.34,0.67,0.34,2.01,97.99
N00000239,244,6,0,0,0,4,10,234,2.46,0,0,0,1.64,4.10,95.90
N00000240,339,9,1,0,1,2,13,326,2.65,0.29,0,0.29,0.59,3.83,96.17
N00000241,412,2,0,0,1,0,3,409,0.49,0,0,0.24,0,0.73,99.27
N00000242,355,1,0,0,1,0,2,353,0.28,0,0,0.28,0,0.56,99.44
N00000243,258,3,2,0,0,2,7,251,1.16,0.78,0,0,0.78,2.71,97.29
N00000244,258,3,0,0,1,2,6,252,1.16,0,0,0.39,0.78,2.33,97.67
N00000245,301,2,0,0,1,0,3,298,0.66,0,0,0.33,0,1.00,99.00
N00000246,296,1,0,0,3,0,4,292,0.34,0,0,1.01,0,1.35,98.65
N00000247,300,3,2,1,0,1,7,293,1.00,0.67,0.33,0,0.33,2.33,97.67
N00000248,329,3,0,0,1,0,4,325,0.91,0,0,0.30,0,1.22,98.78
N00000249,366,3,1,0,0,2,6,360,0.82,0.27,0,0,0.55,1.64,98.36
N00000250,377,1,1,0,0,0,2,375,0.27,0.27,0,0,0,0.53,99.47
N00000251,436,2,0,0,0,1,3,433,0.46,0,0,0,0.23,0.69,99.31
N00000252,341,3,2,0,1,0,6,335,0.88,0.59,0,0.29,0,1.76,98.24
N00000253,486,1,1,0,4,0,6,480,0.21,0.21,0,0.82,0,1.23,98.77
N00000254,309,0,0,0,2,1,3,306,0,0,0,0.65,0.32,0.97,99.03
N00000255,343,5,2,0,4,0,11,332,1.46,0.58,0,1.17,0,3.21,96.79
N00000256,752,12,2,0,6,2,22,730,1.60,0.27,0,0.80,0.27,2.93,97.07
N00000257,431,3,0,0,4,0,7,424,0.70,0,0,0.93,0,1.62,98.38
N00000258,374,2,0,0,3,3,8,366,0.53,0,0,0.80,0.80,2.14,97.86
N00000259,455,26,9,4,17,7,63,392,5.71,1.98,0.88,3.74,1.54,13.85,86.15
N00000260,528,14,0,0,10,5,29,499,2.65,0,0,1.89,0.95,5.49,94.51
N00000261,540,19,2,0,14,4,39,501,3.52,0.37,0,2.59,0.74,7.22,92.78
N00000262,401,16,7,1,16,3,43,358,3.99,1.75,0.25,3.99,0.75,10.72,89.28
N00000263,236,9,2,0,4,3,18,218,3.81,0.85,0,1.69,1.27,7.63,92.37
N00000264,539,27,9,1,20,3,60,479,5.01,1.67,0.19,3.71,0.56,11.13,88.87
N00000265,342,14,4,0,10,2,30,312,4.09,1.17,0,2.92,0.58,8.77,91.23
N00000266,317,11,1,2,8,3,25,292,3.47,0.32,0.63,2.52,0.95,7.89,92.11
N00000267,428,3,0,0,2,1,6,422,0.70,0,0,0.47,0.23,1.40,98.60
N00000268,371,4,1,1,2,0,8,363,1.08,0.27,0.27,0.54,0,2.16,97.84
N00000269,339,0,0,0,3,1,4,335,0,0,0,0.88,0.29,1.18,98.82
N00000270,359,2,0,0,0,2,4,355,0.56,0,0,0,0.56,1.11,98.89
N00000271,368,1,0,0,2,1,4,364,0.27,0,0,0.54,0.27,1.09,98.91
N00000272,291,5,2,0,0,1,8,283,1.72,0.69,0,0,0.34,2.75,97.25
N00000273,450,3,2,2,2,2,11,439,0.67,0.44,0.44,0.44,0.44,2.44,97.56
N00000274,446,9,0,2,1,0,12,434,2.02,0,0.45,0.22,0,2.69,97.31
N00000275,286,4,0,1,2,3,10,276,1.40,0,0.35,0.70,1.05,3.50,96.50
N00000276,303,2,0,0,1,0,3,300,0.66,0,0,0.33,0,0.99,99.01
N00000277,300,3,1,0,0,0,4,296,1.00,0.33,0,0,0,1.33,98.67
N00000278,288,1,0,0,0,0,1,287,0.35,0,0,0,0,0.35,99.65
N00000279,171,0,0,0,1,0,1,170,0,0,0,0.58,0,0.58,99.42
N00000280,359,5,0,1,11,0,17,342,1.39,0,0.28,3.06,0,4.74,95.26
N00000281,343,4,1,0,2,0,7,336,1.17,0.29,0,0.58,0,2.04,97.96
N00000282,359,6,1,0,3,0,10,349,1.67,0.28,0,0.84,0,2.79,97.21
N00000283,334,2,2,1,2,0,7,327,0.60,0.60,0.30,0.60,0,2.10,97.90
N00000284,359,2,0,0,3,0,5,354,0.56,0,0,0.84,0,1.39,98.61
N00000285,304,9,0,0,5,0,14,290,2.96,0,0,1.64,0,4.61,95.39
N00000286,261,2,0,0,1,0,3,258,0.77,0,0,0.38,0,1.15,98.85
N00000287,285,1,1,0,2,0,4,281,0.35,0.35,0,0.70,0,1.40,98.60
N00000288,335,1,0,0,0,0,1,334,0.30,0,0,0,0,0.30,99.70
N00000289,475,7,1,0,2,0,10,465,1.47,0.21,0,0.42,0,2.11,97.89
N00000290,263,0,2,0,3,0,5,258,0,0.76,0,1.14,0,1.90,98.10
N00000291,487,5,0,0,1,1,7,480,1.03,0,0,0.21,0.21,1.44,98.56
N00000292,690,4,5,0,8,1,18,672,0.58,0.72,0,1.16,0.14,2.61,97.39
N00000293,496,3,0,0,3,1,7,489,0.60,0,0,0.60,0.20,1.41,98.59
N00000294,393,4,0,0,3,1,8,385,1.02,0,0,0.76,0.25,2.04,97.96
N00000295,409,1,0,0,3,3,7,402,0.24,0,0,0.73,0.73,1.71,98.29
N00000296,274,5,2,0,2,0,9,265,1.82,0.73,0,0.73,0,3.28,96.72
N00000297,361,2,0,0,0,1,3,358,0.55,0,0,0,0.28,0.83,99.17
N00000298,323,1,0,0,1,0,2,321,0.31,0,0,0.31,0,0.62,99.38
N00000299,310,2,0,0,5,0,7,303,0.65,0,0,1.61,0,2.26,97.74
N00000300,280,0,2,0,0,0,2,278,0,0.71,0,0,0,0.71,99.29
