GeographyCode,KS602NI0001,KS602NI0002,KS602NI0003,KS602NI0004,KS602NI0005,KS602NI0006,KS602NI0007,KS602NI0008,KS602NI0009,KS602NI0010,KS602NI0011,KS602NI0012,KS602NI0013,KS602NI0014,KS602NI0015,KS602NI0016,KS602NI0017,KS602NI0018,KS602NI0019,KS602NI0020,KS602NI0021,KS602NI0022,KS602NI0023,KS602NI0024,KS602NI0025,KS602NI0026,KS602NI0027,KS602NI0028,KS602NI0029,KS602NI0030,KS602NI0031
N00000113,108,4,62,10,8,4,5,3,2,6,4,7,2,1,0,4,3.70,57.41,9.26,7.41,3.70,4.63,2.78,1.85,5.56,3.70,6.48,25.00,12.50,0,50.00
N00000114,127,8,67,9,6,3,20,5,4,5,0,13,2,1,0,1,6.30,52.76,7.09,4.72,2.36,15.75,3.94,3.15,3.94,0,10.24,33.33,16.67,0,16.67
N00000115,103,5,46,7,7,5,7,9,2,11,4,6,5,0,4,1,4.85,44.66,6.80,6.80,4.85,6.80,8.74,1.94,10.68,3.88,5.83,71.43,0,57.14,14.29
N00000116,111,6,50,5,14,0,19,6,0,7,4,10,3,3,2,5,5.41,45.05,4.50,12.61,0,17.12,5.41,0,6.31,3.60,9.01,21.43,21.43,14.29,35.71
N00000117,58,2,20,0,6,1,8,2,0,17,2,9,3,2,1,4,3.45,34.48,0,10.34,1.72,13.79,3.45,0,29.31,3.45,15.52,50.00,33.33,16.67,66.67
N00000118,128,3,58,18,2,5,19,4,0,13,6,18,1,0,0,0,2.34,45.31,14.06,1.56,3.91,14.84,3.13,0,10.16,4.69,14.06,50.00,0,0,0
N00000119,109,5,39,20,9,3,22,6,0,3,2,22,3,3,1,4,4.59,35.78,18.35,8.26,2.75,20.18,5.50,0,2.75,1.83,20.18,33.33,33.33,11.11,44.44
N00000120,114,5,43,24,0,7,22,6,0,5,2,26,0,0,0,0,4.39,37.72,21.05,0,6.14,19.30,5.26,0,4.39,1.75,22.81,0,0,0,0
N00000121,108,5,43,13,8,2,25,5,1,3,3,13,3,2,1,3,4.63,39.81,12.04,7.41,1.85,23.15,4.63,0.93,2.78,2.78,12.04,37.50,25.00,12.50,37.50
N00000122,179,10,74,46,3,6,25,9,1,4,1,32,0,0,0,0,5.59,41.34,25.70,1.68,3.35,13.97,5.03,0.56,2.23,0.56,17.88,0,0,0,0
N00000123,125,2,55,19,2,5,29,8,0,3,2,30,0,0,1,1,1.60,44.00,15.20,1.60,4.00,23.20,6.40,0,2.40,1.60,24.00,0,0,50.00,50.00
N00000124,122,5,58,21,1,4,20,3,1,6,3,27,1,0,1,0,4.10,47.54,17.21,0.82,3.28,16.39,2.46,0.82,4.92,2.46,22.13,100.00,0,100.00,0
N00000125,162,10,54,51,11,4,12,10,1,4,5,22,6,0,4,3,6.17,33.33,31.48,6.79,2.47,7.41,6.17,0.62,2.47,3.09,13.58,54.55,0,36.36,27.27
N00000126,156,4,58,39,5,3,13,16,2,10,6,16,2,2,1,1,2.56,37.18,25.00,3.21,1.92,8.33,10.26,1.28,6.41,3.85,10.26,40.00,40.00,20.00,20.00
N00000127,134,5,58,29,8,1,12,8,1,8,4,12,4,0,2,2,3.73,43.28,21.64,5.97,0.75,8.96,5.97,0.75,5.97,2.99,8.96,50.00,0,25.00,25.00
N00000128,381,11,168,82,20,10,21,24,2,36,7,48,7,3,4,9,2.89,44.09,21.52,5.25,2.62,5.51,6.30,0.52,9.45,1.84,12.60,35.00,15.00,20.00,45.00
N00000129,103,2,27,17,8,1,9,3,5,22,9,8,3,2,0,4,1.94,26.21,16.50,7.77,0.97,8.74,2.91,4.85,21.36,8.74,7.77,37.50,25.00,0,50.00
N00000130,164,6,100,21,7,7,4,16,0,1,2,25,3,1,2,1,3.66,60.98,12.80,4.27,4.27,2.44,9.76,0,0.61,1.22,15.24,42.86,14.29,28.57,14.29
N00000131,147,8,70,28,1,3,25,9,0,2,1,24,0,0,0,0,5.44,47.62,19.05,0.68,2.04,17.01,6.12,0,1.36,0.68,16.33,0,0,0,0
N00000132,137,3,50,47,9,3,12,9,0,3,1,27,3,0,1,5,2.19,36.50,34.31,6.57,2.19,8.76,6.57,0,2.19,0.73,19.71,33.33,0,11.11,55.56
N00000133,117,4,57,14,8,2,19,1,1,7,4,6,3,1,1,3,3.42,48.72,11.97,6.84,1.71,16.24,0.85,0.85,5.98,3.42,5.13,37.50,12.50,12.50,37.50
N00000134,160,10,80,28,3,3,21,5,2,4,4,29,0,2,0,3,6.25,50.00,17.50,1.88,1.88,13.13,3.13,1.25,2.50,2.50,18.13,0,66.67,0,100.00
N00000135,117,2,51,10,15,2,14,9,2,9,3,13,6,2,3,7,1.71,43.59,8.55,12.82,1.71,11.97,7.69,1.71,7.69,2.56,11.11,40.00,13.33,20.00,46.67
N00000136,190,13,89,33,7,7,27,10,0,3,1,25,3,2,1,1,6.84,46.84,17.37,3.68,3.68,14.21,5.26,0,1.58,0.53,13.16,42.86,28.57,14.29,14.29
N00000137,113,5,61,14,6,3,11,7,0,5,1,12,3,1,2,1,4.42,53.98,12.39,5.31,2.65,9.73,6.19,0,4.42,0.88,10.62,50.00,16.67,33.33,16.67
N00000138,165,5,85,29,6,5,17,14,2,2,0,35,3,1,0,1,3.03,51.52,17.58,3.64,3.03,10.30,8.48,1.21,1.21,0,21.21,50.00,16.67,0,16.67
N00000139,119,7,49,13,8,4,22,3,1,10,2,17,2,2,1,6,5.88,41.18,10.92,6.72,3.36,18.49,2.52,0.84,8.40,1.68,14.29,25.00,25.00,12.50,75.00
N00000140,138,7,43,23,15,4,24,3,1,14,4,18,5,1,1,11,5.07,31.16,16.67,10.87,2.90,17.39,2.17,0.72,10.14,2.90,13.04,33.33,6.67,6.67,73.33
N00000141,135,6,60,7,10,1,18,3,4,20,6,14,2,2,0,6,4.44,44.44,5.19,7.41,0.74,13.33,2.22,2.96,14.81,4.44,10.37,20.00,20.00,0,60.00
N00000142,74,3,29,6,4,1,14,5,2,9,1,8,0,1,0,3,4.05,39.19,8.11,5.41,1.35,18.92,6.76,2.70,12.16,1.35,10.81,0,25.00,0,75.00
N00000143,77,3,26,7,7,0,14,3,1,10,6,5,0,2,1,5,3.90,33.77,9.09,9.09,0,18.18,3.90,1.30,12.99,7.79,6.49,0,28.57,14.29,71.43
