GeographyCode,KS212NI0001,KS212NI0002,KS212NI0003,KS212NI0004,KS212NI0005,KS212NI0006,KS212NI0007,KS212NI0008,KS212NI0009
N00001059,320,201,100,6,13,62.81,31.25,1.88,4.06
N00001060,256,22,211,4,19,8.59,82.42,1.56,7.42
N00001061,341,28,279,2,32,8.21,81.82,0.59,9.38
N00001062,354,63,268,3,20,17.80,75.71,0.85,5.65
N00001063,306,28,249,6,23,9.15,81.37,1.96,7.52
N00001064,632,107,459,1,65,16.93,72.63,0.16,10.28
N00001065,326,63,242,0,21,19.33,74.23,0,6.44
N00001066,275,23,221,2,29,8.36,80.36,0.73,10.55
N00001067,278,32,230,1,15,11.51,82.73,0.36,5.40
N00001068,336,68,228,5,35,20.24,67.86,1.49,10.42
N00001069,327,64,216,2,45,19.57,66.06,0.61,13.76
N00001070,518,74,374,10,60,14.29,72.20,1.93,11.58
N00001071,318,70,188,0,60,22.01,59.12,0,18.87
N00001072,320,35,265,0,20,10.94,82.81,0,6.25
N00001073,283,28,218,5,32,9.89,77.03,1.77,11.31
N00001074,240,16,199,4,21,6.67,82.92,1.67,8.75
N00001075,308,39,238,3,28,12.66,77.27,0.97,9.09
N00001076,272,33,219,2,18,12.13,80.51,0.74,6.62
N00001077,229,21,189,1,18,9.17,82.53,0.44,7.86
N00001078,257,64,174,3,16,24.90,67.70,1.17,6.23
N00001079,829,661,99,11,58,79.73,11.94,1.33,7.00
N00001080,324,239,50,4,31,73.77,15.43,1.23,9.57
N00001081,412,273,91,3,45,66.26,22.09,0.73,10.92
N00001082,431,374,34,7,16,86.77,7.89,1.62,3.71
N00001083,436,363,44,10,19,83.26,10.09,2.29,4.36
N00001084,447,363,57,3,24,81.21,12.75,0.67,5.37
N00001085,1087,882,124,13,68,81.14,11.41,1.20,6.26
N00001086,336,253,48,4,31,75.30,14.29,1.19,9.23
N00001087,307,246,39,4,18,80.13,12.70,1.30,5.86
N00001088,305,256,28,10,11,83.93,9.18,3.28,3.61
N00001089,316,127,145,8,36,40.19,45.89,2.53,11.39
N00001090,222,16,179,9,18,7.21,80.63,4.05,8.11
N00001091,384,341,14,3,26,88.80,3.65,0.78,6.77
N00001092,398,366,21,4,7,91.96,5.28,1.01,1.76
N00001093,642,545,58,6,33,84.89,9.03,0.93,5.14
N00001094,239,221,11,1,6,92.47,4.60,0.42,2.51
N00001095,368,321,20,12,15,87.23,5.43,3.26,4.08
N00001096,397,352,27,2,16,88.66,6.80,0.50,4.03
N00001097,316,252,57,1,6,79.75,18.04,0.32,1.90
N00001098,308,263,34,1,10,85.39,11.04,0.32,3.25
N00001099,282,114,154,2,12,40.43,54.61,0.71,4.26
N00001100,292,252,28,0,12,86.30,9.59,0,4.11
N00001101,304,212,80,0,12,69.74,26.32,0,3.95
N00001102,569,58,474,1,36,10.19,83.30,0.18,6.33
N00001103,219,115,74,0,30,52.51,33.79,0,13.70
N00001104,303,202,92,1,8,66.67,30.36,0.33,2.64
N00001105,309,171,114,2,22,55.34,36.89,0.65,7.12
N00001106,283,267,13,0,3,94.35,4.59,0,1.06
N00001107,309,290,12,2,5,93.85,3.88,0.65,1.62
N00001108,217,209,2,4,2,96.31,0.92,1.84,0.92
N00001109,393,336,39,2,16,85.50,9.92,0.51,4.07
N00001110,345,306,24,2,13,88.70,6.96,0.58,3.77
N00001111,687,643,28,2,14,93.60,4.08,0.29,2.04
N00001112,319,279,28,3,9,87.46,8.78,0.94,2.82
N00001113,1384,1263,74,9,38,91.26,5.35,0.65,2.75
N00001114,319,285,21,5,8,89.34,6.58,1.57,2.51
N00001115,222,197,22,0,3,88.74,9.91,0,1.35
N00001116,497,425,53,3,16,85.51,10.66,0.60,3.22
N00001117,728,27,668,4,29,3.71,91.76,0.55,3.98
N00001118,305,35,244,3,23,11.48,80.00,0.98,7.54
N00001119,176,5,159,1,11,2.84,90.34,0.57,6.25
N00001120,213,17,183,0,13,7.98,85.92,0,6.10
N00001121,235,11,206,4,14,4.68,87.66,1.70,5.96
N00001122,176,14,153,1,8,7.95,86.93,0.57,4.55
N00001123,186,18,160,0,8,9.68,86.02,0,4.30
N00001124,568,37,490,1,40,6.51,86.27,0.18,7.04
N00001125,413,29,361,0,23,7.02,87.41,0,5.57
N00001126,242,19,197,0,26,7.85,81.40,0,10.74
N00001127,639,149,450,6,34,23.32,70.42,0.94,5.32
N00001128,251,23,209,2,17,9.16,83.27,0.80,6.77
N00001129,450,135,290,3,22,30.00,64.44,0.67,4.89
N00001130,179,34,108,4,33,18.99,60.34,2.23,18.44
N00001131,1073,551,338,51,133,51.35,31.50,4.75,12.40
N00001132,251,16,216,1,18,6.37,86.06,0.40,7.17
N00001133,643,64,501,8,70,9.95,77.92,1.24,10.89
N00001134,212,29,160,6,17,13.68,75.47,2.83,8.02
N00001135,188,18,161,1,8,9.57,85.64,0.53,4.26
N00001136,261,21,202,4,34,8.05,77.39,1.53,13.03
N00001137,292,37,220,3,32,12.67,75.34,1.03,10.96
N00001138,195,13,171,1,10,6.67,87.69,0.51,5.13
N00001139,546,254,220,11,61,46.52,40.29,2.01,11.17
N00001140,309,34,224,4,47,11.00,72.49,1.29,15.21
N00001141,189,23,151,5,10,12.17,79.89,2.65,5.29
N00001142,190,24,151,4,11,12.63,79.47,2.11,5.79
N00001143,140,11,122,1,6,7.86,87.14,0.71,4.29
N00001144,233,26,186,6,15,11.16,79.83,2.58,6.44
N00001145,311,267,38,1,5,85.85,12.22,0.32,1.61
N00001146,291,277,14,0,0,95.19,4.81,0,0
N00001147,258,230,16,1,11,89.15,6.20,0.39,4.26
N00001148,260,249,11,0,0,95.77,4.23,0,0
N00001149,377,344,27,0,6,91.25,7.16,0,1.59
N00001150,334,301,25,0,8,90.12,7.49,0,2.40
N00001151,390,358,28,0,4,91.79,7.18,0,1.03
N00001152,419,373,39,2,5,89.02,9.31,0.48,1.19
N00001153,316,285,23,2,6,90.19,7.28,0.63,1.90
N00001154,293,271,15,0,7,92.49,5.12,0,2.39
N00001155,636,394,75,109,58,61.95,11.79,17.14,9.12
N00001156,1299,1190,79,5,25,91.61,6.08,0.38,1.92
N00001157,280,270,5,1,4,96.43,1.79,0.36,1.43
N00001158,266,256,6,0,4,96.24,2.26,0,1.50
N00001159,365,348,11,4,2,95.34,3.01,1.10,0.55
N00001160,357,340,10,1,6,95.24,2.80,0.28,1.68
N00001161,250,210,20,8,12,84.00,8.00,3.20,4.80
N00001162,169,146,5,3,15,86.39,2.96,1.78,8.88
N00001163,336,322,10,3,1,95.83,2.98,0.89,0.30
N00001164,342,318,14,0,10,92.98,4.09,0,2.92
N00001165,322,317,3,1,1,98.45,0.93,0.31,0.31
N00001166,593,560,23,5,5,94.44,3.88,0.84,0.84
N00001167,342,324,11,5,2,94.74,3.22,1.46,0.58
N00001168,353,338,12,0,3,95.75,3.40,0,0.85
N00001169,320,302,11,0,7,94.38,3.44,0,2.19
N00001170,333,317,13,0,3,95.20,3.90,0,0.90
N00001171,408,382,12,8,6,93.63,2.94,1.96,1.47
N00001172,307,294,9,0,4,95.77,2.93,0,1.30
N00001173,262,28,197,7,30,10.69,75.19,2.67,11.45
N00001174,343,202,109,6,26,58.89,31.78,1.75,7.58
N00001175,306,187,91,13,15,61.11,29.74,4.25,4.90
N00001176,241,23,202,5,11,9.54,83.82,2.07,4.56
N00001177,266,39,199,14,14,14.66,74.81,5.26,5.26
N00001178,406,326,58,4,18,80.30,14.29,0.99,4.43
N00001179,342,312,25,1,4,91.23,7.31,0.29,1.17
N00001180,157,87,55,1,14,55.41,35.03,0.64,8.92
N00001181,295,114,157,13,11,38.64,53.22,4.41,3.73
N00001182,352,330,17,1,4,93.75,4.83,0.28,1.14
N00001183,444,176,211,17,40,39.64,47.52,3.83,9.01
N00001184,283,105,166,0,12,37.10,58.66,0,4.24
N00001185,268,48,200,3,17,17.91,74.63,1.12,6.34
N00001186,267,58,168,19,22,21.72,62.92,7.12,8.24
N00001187,323,205,87,16,15,63.47,26.93,4.95,4.64
N00001188,806,596,161,21,28,73.95,19.98,2.61,3.47
N00001189,304,139,145,0,20,45.72,47.70,0,6.58
N00001190,278,49,202,7,20,17.63,72.66,2.52,7.19
N00001191,245,14,205,0,26,5.71,83.67,0,10.61
N00001192,256,34,201,5,16,13.28,78.52,1.95,6.25
N00001193,232,47,156,3,26,20.26,67.24,1.29,11.21
N00001194,269,16,245,1,7,5.95,91.08,0.37,2.60
N00001195,184,70,84,0,30,38.04,45.65,0,16.30
N00001196,354,31,287,3,33,8.76,81.07,0.85,9.32
N00001197,266,64,159,3,40,24.06,59.77,1.13,15.04
N00001198,467,241,204,5,17,51.61,43.68,1.07,3.64
N00001199,194,35,136,2,21,18.04,70.10,1.03,10.82
N00001200,395,280,81,2,32,70.89,20.51,0.51,8.10
N00001201,311,267,30,1,13,85.85,9.65,0.32,4.18
N00001202,323,276,34,8,5,85.45,10.53,2.48,1.55
N00001203,315,304,11,0,0,96.51,3.49,0,0
N00001204,956,928,18,6,4,97.07,1.88,0.63,0.42
N00001205,564,540,16,3,5,95.74,2.84,0.53,0.89
N00001206,229,208,10,2,9,90.83,4.37,0.87,3.93
N00001207,400,395,4,0,1,98.75,1.00,0,0.25
N00001208,339,324,13,0,2,95.58,3.83,0,0.59
N00001209,254,243,7,2,2,95.67,2.76,0.79,0.79
N00001210,332,320,8,1,3,96.39,2.41,0.30,0.90
N00001211,285,269,11,0,5,94.39,3.86,0,1.75
N00001212,301,294,5,0,2,97.67,1.66,0,0.66
N00001213,299,291,5,2,1,97.32,1.67,0.67,0.33
N00001214,289,268,14,4,3,92.73,4.84,1.38,1.04
N00001215,281,255,15,0,11,90.75,5.34,0,3.91
N00001216,406,387,10,1,8,95.32,2.46,0.25,1.97
N00001217,413,37,337,3,36,8.96,81.60,0.73,8.72
N00001218,279,23,230,3,23,8.24,82.44,1.08,8.24
N00001219,301,24,251,5,21,7.97,83.39,1.66,6.98
N00001220,231,8,203,1,19,3.46,87.88,0.43,8.23
N00001221,258,20,225,1,12,7.75,87.21,0.39,4.65
N00001222,213,11,184,2,16,5.16,86.38,0.94,7.51
N00001223,300,27,258,1,14,9.00,86.00,0.33,4.67
N00001224,265,22,217,3,23,8.30,81.89,1.13,8.68
N00001225,242,6,214,3,19,2.48,88.43,1.24,7.85
N00001226,236,10,207,2,17,4.24,87.71,0.85,7.20
N00001227,246,6,227,0,13,2.44,92.28,0,5.28
N00001228,212,27,177,5,3,12.74,83.49,2.36,1.42
N00001229,255,185,62,2,6,72.55,24.31,0.78,2.35
N00001230,298,249,40,1,8,83.56,13.42,0.34,2.68
N00001231,401,343,53,2,3,85.54,13.22,0.50,0.75
N00001232,375,351,16,0,8,93.60,4.27,0,2.13
N00001233,421,398,15,4,4,94.54,3.56,0.95,0.95
N00001234,351,344,5,0,2,98.01,1.42,0,0.57
N00001235,953,902,43,0,8,94.65,4.51,0,0.84
N00001236,372,345,22,0,5,92.74,5.91,0,1.34
N00001237,289,277,7,0,5,95.85,2.42,0,1.73
N00001238,297,291,5,0,1,97.98,1.68,0,0.34
N00001239,313,302,5,2,4,96.49,1.60,0.64,1.28
N00001240,1095,1021,48,1,25,93.24,4.38,0.09,2.28
N00001241,352,330,19,2,1,93.75,5.40,0.57,0.28
N00001242,335,319,12,1,3,95.22,3.58,0.30,0.90
N00001243,275,256,15,0,4,93.09,5.45,0,1.45
N00001244,335,264,51,0,20,78.81,15.22,0,5.97
N00001245,334,310,16,1,7,92.81,4.79,0.30,2.10
N00001246,608,38,459,6,105,6.25,75.49,0.99,17.27
N00001247,245,19,210,1,15,7.76,85.71,0.41,6.12
N00001248,430,9,392,4,25,2.09,91.16,0.93,5.81
N00001249,403,19,367,1,16,4.71,91.07,0.25,3.97
N00001250,463,14,413,1,35,3.02,89.20,0.22,7.56
N00001251,327,27,277,4,19,8.26,84.71,1.22,5.81
N00001252,321,213,90,3,15,66.36,28.04,0.93,4.67
N00001253,233,28,191,4,10,12.02,81.97,1.72,4.29
N00001254,314,5,269,8,32,1.59,85.67,2.55,10.19
N00001255,276,11,251,5,9,3.99,90.94,1.81,3.26
N00001256,262,7,238,0,17,2.67,90.84,0,6.49
N00001257,233,12,200,2,19,5.15,85.84,0.86,8.15
N00001258,250,12,221,1,16,4.80,88.40,0.40,6.40
N00001259,285,20,257,0,8,7.02,90.18,0,2.81
N00001260,363,31,297,5,30,8.54,81.82,1.38,8.26
N00001261,249,4,229,1,15,1.61,91.97,0.40,6.02
N00001262,389,67,306,4,12,17.22,78.66,1.03,3.08
N00001263,289,23,221,0,45,7.96,76.47,0,15.57
N00001264,204,42,142,3,17,20.59,69.61,1.47,8.33
N00001265,971,160,552,138,121,16.48,56.85,14.21,12.46
N00001266,188,12,155,0,21,6.38,82.45,0,11.17
N00001267,322,11,288,2,21,3.42,89.44,0.62,6.52
N00001268,283,17,238,2,26,6.01,84.10,0.71,9.19
N00001269,522,96,351,15,60,18.39,67.24,2.87,11.49
N00001270,278,22,207,6,43,7.91,74.46,2.16,15.47
N00001271,1514,246,1020,57,191,16.25,67.37,3.76,12.62
N00001272,222,36,163,3,20,16.22,73.42,1.35,9.01
N00001273,221,31,162,2,26,14.03,73.30,0.90,11.76
N00001274,238,6,212,1,19,2.52,89.08,0.42,7.98
N00001275,210,12,172,2,24,5.71,81.90,0.95,11.43
N00001276,218,10,175,5,28,4.59,80.28,2.29,12.84
N00001277,266,18,214,8,26,6.77,80.45,3.01,9.77
N00001278,291,58,184,1,48,19.93,63.23,0.34,16.49
N00001279,168,11,137,2,18,6.55,81.55,1.19,10.71
N00001280,213,11,184,2,16,5.16,86.38,0.94,7.51
N00001281,334,76,223,5,30,22.75,66.77,1.50,8.98
N00001282,330,44,236,8,42,13.33,71.52,2.42,12.73
N00001283,338,61,238,0,39,18.05,70.41,0,11.54
N00001284,352,41,262,3,46,11.65,74.43,0.85,13.07
N00001285,331,22,269,2,38,6.65,81.27,0.60,11.48
N00001286,348,28,281,8,31,8.05,80.75,2.30,8.91
N00001287,295,12,259,0,24,4.07,87.80,0,8.14
N00001288,289,7,259,2,21,2.42,89.62,0.69,7.27
N00001289,288,18,247,7,16,6.25,85.76,2.43,5.56
N00001290,318,6,293,3,16,1.89,92.14,0.94,5.03
N00001291,344,318,21,0,5,92.44,6.10,0,1.45
N00001292,878,815,44,4,15,92.82,5.01,0.46,1.71
N00001293,358,350,4,0,4,97.77,1.12,0,1.12
N00001294,335,321,1,4,9,95.82,0.30,1.19,2.69
N00001295,312,301,8,1,2,96.47,2.56,0.32,0.64
N00001296,273,148,109,0,16,54.21,39.93,0,5.86
N00001297,384,368,9,5,2,95.83,2.34,1.30,0.52
N00001298,394,67,248,16,63,17.01,62.94,4.06,15.99
N00001299,319,189,108,1,21,59.25,33.86,0.31,6.58
N00001300,287,276,9,1,1,96.17,3.14,0.35,0.35
N00001301,375,363,0,0,12,96.80,0,0,3.20
N00001302,745,690,29,2,24,92.62,3.89,0.27,3.22
N00001303,333,305,17,3,8,91.59,5.11,0.90,2.40
N00001304,322,312,10,0,0,96.89,3.11,0,0
N00001305,325,314,7,1,3,96.62,2.15,0.31,0.92
N00001306,214,116,84,3,11,54.21,39.25,1.40,5.14
N00001307,321,308,5,1,7,95.95,1.56,0.31,2.18
N00001308,486,105,350,4,27,21.60,72.02,0.82,5.56
N00001309,368,287,62,3,16,77.99,16.85,0.82,4.35
N00001310,981,829,115,3,34,84.51,11.72,0.31,3.47
N00001311,326,295,24,3,4,90.49,7.36,0.92,1.23
N00001312,654,535,71,5,43,81.80,10.86,0.76,6.57
N00001313,417,229,149,11,28,54.92,35.73,2.64,6.71
N00001314,401,204,180,2,15,50.87,44.89,0.50,3.74
N00001315,246,13,213,2,18,5.28,86.59,0.81,7.32
N00001316,352,36,285,2,29,10.23,80.97,0.57,8.24
N00001317,267,13,242,1,11,4.87,90.64,0.37,4.12
N00001318,287,22,230,4,31,7.67,80.14,1.39,10.80
N00001319,285,134,131,1,19,47.02,45.96,0.35,6.67
N00001320,253,46,196,1,10,18.18,77.47,0.40,3.95
N00001321,274,208,56,1,9,75.91,20.44,0.36,3.28
N00001322,274,30,211,1,32,10.95,77.01,0.36,11.68
N00001323,295,56,218,1,20,18.98,73.90,0.34,6.78
N00001324,243,50,177,4,12,20.58,72.84,1.65,4.94
N00001325,1263,922,268,21,52,73.00,21.22,1.66,4.12
N00001326,360,200,138,7,15,55.56,38.33,1.94,4.17
N00001327,328,215,96,1,16,65.55,29.27,0.30,4.88
N00001328,1036,618,331,29,58,59.65,31.95,2.80,5.60
N00001329,281,185,79,6,11,65.84,28.11,2.14,3.91
N00001330,322,213,92,4,13,66.15,28.57,1.24,4.04
N00001331,274,118,135,8,13,43.07,49.27,2.92,4.74
N00001332,186,106,57,6,17,56.99,30.65,3.23,9.14
N00001333,337,182,116,3,36,54.01,34.42,0.89,10.68
N00001334,354,169,126,10,49,47.74,35.59,2.82,13.84
N00001335,194,107,47,11,29,55.15,24.23,5.67,14.95
N00001336,318,190,101,9,18,59.75,31.76,2.83,5.66
N00001337,302,173,96,12,21,57.28,31.79,3.97,6.95
N00001338,303,67,197,13,26,22.11,65.02,4.29,8.58
N00001339,370,54,283,8,25,14.59,76.49,2.16,6.76
N00001340,779,147,548,30,54,18.87,70.35,3.85,6.93
N00001341,329,320,8,0,1,97.26,2.43,0,0.30
N00001342,388,363,20,2,3,93.56,5.15,0.52,0.77
N00001343,293,275,10,6,2,93.86,3.41,2.05,0.68
N00001344,330,309,14,4,3,93.64,4.24,1.21,0.91
N00001345,250,238,6,0,6,95.20,2.40,0,2.40
N00001346,820,395,353,7,65,48.17,43.05,0.85,7.93
N00001347,513,399,84,6,24,77.78,16.37,1.17,4.68
N00001348,304,225,64,3,12,74.01,21.05,0.99,3.95
N00001349,248,192,36,4,16,77.42,14.52,1.61,6.45
N00001350,919,827,72,1,19,89.99,7.83,0.11,2.07
N00001351,390,357,25,1,7,91.54,6.41,0.26,1.79
N00001352,303,240,36,7,20,79.21,11.88,2.31,6.60
N00001353,358,283,64,1,10,79.05,17.88,0.28,2.79
N00001354,756,704,40,6,6,93.12,5.29,0.79,0.79
N00001355,287,259,23,2,3,90.24,8.01,0.70,1.05
N00001356,280,259,16,1,4,92.50,5.71,0.36,1.43
N00001357,155,147,5,0,3,94.84,3.23,0,1.94
N00001358,344,305,10,5,24,88.66,2.91,1.45,6.98
N00001359,294,267,24,1,2,90.82,8.16,0.34,0.68
N00001360,276,233,21,11,11,84.42,7.61,3.99,3.99
N00001361,295,264,23,6,2,89.49,7.80,2.03,0.68
N00001362,293,272,19,1,1,92.83,6.48,0.34,0.34
N00001363,263,15,206,4,38,5.70,78.33,1.52,14.45
N00001364,539,107,363,10,59,19.85,67.35,1.86,10.95
N00001365,387,65,276,7,39,16.80,71.32,1.81,10.08
N00001366,252,39,173,6,34,15.48,68.65,2.38,13.49
N00001367,353,40,258,4,51,11.33,73.09,1.13,14.45
N00001368,295,23,247,5,20,7.80,83.73,1.69,6.78
N00001369,365,42,290,3,30,11.51,79.45,0.82,8.22
N00001370,369,31,291,8,39,8.40,78.86,2.17,10.57
N00001371,313,41,233,0,39,13.10,74.44,0,12.46
N00001372,584,48,469,9,58,8.22,80.31,1.54,9.93
N00001373,293,22,232,6,33,7.51,79.18,2.05,11.26
N00001374,297,13,251,1,32,4.38,84.51,0.34,10.77
N00001375,338,27,280,7,24,7.99,82.84,2.07,7.10
N00001376,191,17,144,4,26,8.90,75.39,2.09,13.61
N00001377,276,21,227,2,26,7.61,82.25,0.72,9.42
N00001378,258,34,194,4,26,13.18,75.19,1.55,10.08
N00001379,246,34,190,1,21,13.82,77.24,0.41,8.54
N00001380,381,229,112,6,34,60.10,29.40,1.57,8.92
N00001381,395,198,131,9,57,50.13,33.16,2.28,14.43
N00001382,316,166,115,0,35,52.53,36.39,0,11.08
N00001383,344,177,137,6,24,51.45,39.83,1.74,6.98
N00001384,287,75,170,1,41,26.13,59.23,0.35,14.29
N00001385,359,225,104,5,25,62.67,28.97,1.39,6.96
N00001386,532,166,275,11,80,31.20,51.69,2.07,15.04
N00001387,263,84,125,9,45,31.94,47.53,3.42,17.11
N00001388,270,29,212,6,23,10.74,78.52,2.22,8.52
N00001389,188,68,92,6,22,36.17,48.94,3.19,11.70
N00001390,287,85,171,5,26,29.62,59.58,1.74,9.06
N00001391,286,74,179,9,24,25.87,62.59,3.15,8.39
N00001392,263,96,135,7,25,36.50,51.33,2.66,9.51
N00001393,269,149,87,8,25,55.39,32.34,2.97,9.29
N00001394,284,98,138,3,45,34.51,48.59,1.06,15.85
N00001395,277,66,163,6,42,23.83,58.84,2.17,15.16
N00001396,607,294,228,14,71,48.43,37.56,2.31,11.70
N00001397,183,42,123,4,14,22.95,67.21,2.19,7.65
N00001398,250,74,136,6,34,29.60,54.40,2.40,13.60
N00001399,889,546,269,13,61,61.42,30.26,1.46,6.86
N00001400,330,178,117,5,30,53.94,35.45,1.52,9.09
N00001401,851,322,366,32,131,37.84,43.01,3.76,15.39
N00001402,652,423,167,23,39,64.88,25.61,3.53,5.98
N00001403,377,263,63,9,42,69.76,16.71,2.39,11.14
N00001404,706,438,187,21,60,62.04,26.49,2.97,8.50
N00001405,235,55,161,1,18,23.40,68.51,0.43,7.66
N00001406,216,70,123,10,13,32.41,56.94,4.63,6.02
N00001407,256,182,42,2,30,71.09,16.41,0.78,11.72
N00001408,467,299,134,4,30,64.03,28.69,0.86,6.42
N00001409,292,206,54,2,30,70.55,18.49,0.68,10.27
N00001410,294,218,63,0,13,74.15,21.43,0,4.42
N00001411,280,213,51,3,13,76.07,18.21,1.07,4.64
N00001412,164,93,61,2,8,56.71,37.20,1.22,4.88
N00001413,277,177,79,5,16,63.90,28.52,1.81,5.78
N00001414,278,190,71,2,15,68.35,25.54,0.72,5.40
N00001415,275,264,7,0,4,96.00,2.55,0,1.45
N00001416,947,458,155,244,90,48.36,16.37,25.77,9.50
N00001417,277,43,216,2,16,15.52,77.98,0.72,5.78
N00001418,662,435,131,51,45,65.71,19.79,7.70,6.80
N00001419,248,166,51,13,18,66.94,20.56,5.24,7.26
N00001420,243,33,159,8,43,13.58,65.43,3.29,17.70
N00001421,1333,427,649,56,201,32.03,48.69,4.20,15.08
N00001422,200,27,134,6,33,13.50,67.00,3.00,16.50
N00001423,445,356,43,1,45,80.00,9.66,0.22,10.11
N00001424,223,33,151,7,32,14.80,67.71,3.14,14.35
N00001425,267,15,213,0,39,5.62,79.78,0,14.61
N00001426,229,12,191,3,23,5.24,83.41,1.31,10.04
N00001427,251,11,217,0,23,4.38,86.45,0,9.16
N00001428,279,17,248,0,14,6.09,88.89,0,5.02
N00001429,1073,225,624,91,133,20.97,58.15,8.48,12.40
N00001430,262,25,225,3,9,9.54,85.88,1.15,3.44
N00001431,326,7,295,2,22,2.15,90.49,0.61,6.75
N00001432,281,13,251,0,17,4.63,89.32,0,6.05
N00001433,254,8,215,2,29,3.15,84.65,0.79,11.42
N00001434,302,12,276,5,9,3.97,91.39,1.66,2.98
N00001435,233,7,213,0,13,3.00,91.42,0,5.58
N00001436,301,73,208,3,17,24.25,69.10,1.00,5.65
N00001437,201,21,149,0,31,10.45,74.13,0,15.42
N00001438,291,17,252,0,22,5.84,86.60,0,7.56
N00001439,270,40,203,5,22,14.81,75.19,1.85,8.15
N00001440,251,7,230,0,14,2.79,91.63,0,5.58
N00001441,282,29,235,1,17,10.28,83.33,0.35,6.03
N00001442,347,40,281,5,21,11.53,80.98,1.44,6.05
N00001443,209,13,180,2,14,6.22,86.12,0.96,6.70
N00001444,268,13,237,1,17,4.85,88.43,0.37,6.34
N00001445,371,21,317,1,32,5.66,85.44,0.27,8.63
N00001446,304,21,254,3,26,6.91,83.55,0.99,8.55
N00001447,315,18,275,3,19,5.71,87.30,0.95,6.03
N00001448,350,39,290,4,17,11.14,82.86,1.14,4.86
N00001449,323,38,246,1,38,11.76,76.16,0.31,11.76
N00001450,263,20,218,4,21,7.60,82.89,1.52,7.98
N00001451,248,46,178,12,12,18.55,71.77,4.84,4.84
N00001452,324,45,244,0,35,13.89,75.31,0,10.80
N00001453,372,39,317,0,16,10.48,85.22,0,4.30
N00001454,319,24,256,3,36,7.52,80.25,0.94,11.29
N00001455,261,40,177,8,36,15.33,67.82,3.07,13.79
N00001456,334,39,261,1,33,11.68,78.14,0.30,9.88
N00001457,318,45,237,5,31,14.15,74.53,1.57,9.75
N00001458,376,65,257,6,48,17.29,68.35,1.60,12.77
N00001459,471,94,294,10,73,19.96,62.42,2.12,15.50
N00001460,599,124,375,10,90,20.70,62.60,1.67,15.03
N00001461,317,156,127,7,27,49.21,40.06,2.21,8.52
N00001462,357,171,141,6,39,47.90,39.50,1.68,10.92
N00001463,385,204,151,5,25,52.99,39.22,1.30,6.49
N00001464,345,161,131,13,40,46.67,37.97,3.77,11.59
N00001465,422,227,158,15,22,53.79,37.44,3.55,5.21
N00001466,280,127,114,9,30,45.36,40.71,3.21,10.71
N00001467,1504,728,514,70,192,48.40,34.18,4.65,12.77
N00001468,283,125,110,1,47,44.17,38.87,0.35,16.61
N00001469,246,111,95,8,32,45.12,38.62,3.25,13.01
N00001470,348,165,132,1,50,47.41,37.93,0.29,14.37
N00001471,493,225,182,9,77,45.64,36.92,1.83,15.62
N00001472,891,364,438,23,66,40.85,49.16,2.58,7.41
N00001473,426,191,148,23,64,44.84,34.74,5.40,15.02
N00001474,347,181,126,12,28,52.16,36.31,3.46,8.07
N00001475,302,133,125,13,31,44.04,41.39,4.30,10.26
N00001476,277,140,100,12,25,50.54,36.10,4.33,9.03
N00001477,271,117,124,9,21,43.17,45.76,3.32,7.75
N00001478,301,144,104,7,46,47.84,34.55,2.33,15.28
N00001479,344,180,127,5,32,52.33,36.92,1.45,9.30
N00001480,477,30,359,9,79,6.29,75.26,1.89,16.56
N00001481,229,15,191,6,17,6.55,83.41,2.62,7.42
N00001482,307,25,239,4,39,8.14,77.85,1.30,12.70
N00001483,254,39,172,13,30,15.35,67.72,5.12,11.81
N00001484,213,30,156,3,24,14.08,73.24,1.41,11.27
N00001485,248,34,174,4,36,13.71,70.16,1.61,14.52
N00001486,358,27,275,6,50,7.54,76.82,1.68,13.97
N00001487,298,19,245,6,28,6.38,82.21,2.01,9.40
N00001488,277,25,215,4,33,9.03,77.62,1.44,11.91
N00001489,293,20,234,3,36,6.83,79.86,1.02,12.29
N00001490,196,16,157,4,19,8.16,80.10,2.04,9.69
N00001491,250,23,200,4,23,9.20,80.00,1.60,9.20
N00001492,226,21,177,1,27,9.29,78.32,0.44,11.95
N00001493,260,26,202,2,30,10.00,77.69,0.77,11.54
N00001494,198,30,155,1,12,15.15,78.28,0.51,6.06
N00001495,288,33,203,12,40,11.46,70.49,4.17,13.89
N00001496,266,35,179,4,48,13.16,67.29,1.50,18.05
N00001497,236,35,171,2,28,14.83,72.46,0.85,11.86
N00001498,460,87,269,8,96,18.91,58.48,1.74,20.87
N00001499,335,44,232,3,56,13.13,69.25,0.90,16.72
N00001500,214,43,132,7,32,20.09,61.68,3.27,14.95
N00001501,497,49,381,9,58,9.86,76.66,1.81,11.67
N00001502,409,55,303,3,48,13.45,74.08,0.73,11.74
N00001503,204,15,166,2,21,7.35,81.37,0.98,10.29
N00001504,272,15,231,0,26,5.51,84.93,0,9.56
N00001505,473,133,254,7,79,28.12,53.70,1.48,16.70
N00001506,239,39,169,4,27,16.32,70.71,1.67,11.30
N00001507,254,7,208,3,36,2.76,81.89,1.18,14.17
N00001508,466,84,283,8,91,18.03,60.73,1.72,19.53
N00001509,385,56,291,5,33,14.55,75.58,1.30,8.57
N00001510,215,33,146,3,33,15.35,67.91,1.40,15.35
N00001511,638,142,429,2,65,22.26,67.24,0.31,10.19
