GeographyCode,KS208NI0001,KS208NI0002,KS208NI0003,KS208NI0004,KS208NI0005,KS208NI0006,KS208NI0007,KS208NI0008,KS208NI0009
N00001116,228,214,10,1,3,93.86,4.39,0.44,1.32
N00001117,367,364,1,0,2,99.18,0.27,0,0.54
N00001118,121,119,0,0,2,98.35,0,0,1.65
N00001119,98,97,1,0,0,98.98,1.02,0,0
N00001120,122,122,0,0,0,100.00,0,0,0
N00001121,124,121,2,0,1,97.58,1.61,0,0.81
N00001122,124,124,0,0,0,100.00,0,0,0
N00001123,105,104,0,0,1,99.05,0,0,0.95
N00001124,245,239,1,0,5,97.55,0.41,0,2.04
N00001125,169,166,1,1,1,98.22,0.59,0.59,0.59
N00001126,115,113,1,0,1,98.26,0.87,0,0.87
N00001127,315,307,0,1,7,97.46,0,0.32,2.22
N00001128,129,127,2,0,0,98.45,1.55,0,0
N00001129,205,196,4,0,5,95.61,1.95,0,2.44
N00001130,88,80,2,0,6,90.91,2.27,0,6.82
N00001131,510,445,26,1,38,87.25,5.10,0.20,7.45
N00001132,125,121,2,0,2,96.80,1.60,0,1.60
N00001133,316,300,1,1,14,94.94,0.32,0.32,4.43
N00001134,109,101,4,0,4,92.66,3.67,0,3.67
N00001135,94,90,1,0,3,95.74,1.06,0,3.19
N00001136,151,144,3,0,4,95.36,1.99,0,2.65
N00001137,135,132,2,1,0,97.78,1.48,0.74,0
N00001138,114,112,1,1,0,98.25,0.88,0.88,0
N00001139,210,194,7,1,8,92.38,3.33,0.48,3.81
N00001140,137,129,5,1,2,94.16,3.65,0.73,1.46
N00001141,92,85,2,0,5,92.39,2.17,0,5.43
N00001142,109,104,1,0,4,95.41,0.92,0,3.67
N00001143,60,58,0,0,2,96.67,0,0,3.33
N00001144,109,107,1,0,1,98.17,0.92,0,0.92
N00001145,137,135,0,0,2,98.54,0,0,1.46
N00001146,133,128,2,1,2,96.24,1.50,0.75,1.50
N00001147,127,118,2,0,7,92.91,1.57,0,5.51
N00001148,112,109,3,0,0,97.32,2.68,0,0
N00001149,130,129,0,0,1,99.23,0,0,0.77
N00001150,123,122,1,0,0,99.19,0.81,0,0
N00001151,154,152,2,0,0,98.70,1.30,0,0
N00001152,148,143,4,0,1,96.62,2.70,0,0.68
N00001153,136,134,0,1,1,98.53,0,0.74,0.74
N00001154,114,111,0,1,2,97.37,0,0.88,1.75
N00001155,324,258,10,3,53,79.63,3.09,0.93,16.36
N00001156,624,609,5,0,10,97.60,0.80,0,1.60
N00001157,113,106,5,0,2,93.81,4.42,0,1.77
N00001158,112,108,2,0,2,96.43,1.79,0,1.79
N00001159,136,125,6,0,5,91.91,4.41,0,3.68
N00001160,171,164,3,3,1,95.91,1.75,1.75,0.58
N00001161,117,108,3,0,6,92.31,2.56,0,5.13
N00001162,84,77,6,0,1,91.67,7.14,0,1.19
N00001163,185,183,0,0,2,98.92,0,0,1.08
N00001164,120,118,1,0,1,98.33,0.83,0,0.83
N00001165,129,125,2,0,2,96.90,1.55,0,1.55
N00001166,255,248,4,1,2,97.25,1.57,0.39,0.78
N00001167,125,121,3,0,1,96.80,2.40,0,0.80
N00001168,126,123,2,0,1,97.62,1.59,0,0.79
N00001169,119,111,4,1,3,93.28,3.36,0.84,2.52
N00001170,128,122,2,0,4,95.31,1.56,0,3.13
N00001171,179,176,3,0,0,98.32,1.68,0,0
N00001172,109,102,6,0,1,93.58,5.50,0,0.92
N00001173,109,103,1,0,5,94.50,0.92,0,4.59
N00001174,117,110,5,0,2,94.02,4.27,0,1.71
N00001175,113,109,0,0,4,96.46,0,0,3.54
N00001176,111,111,0,0,0,100.00,0,0,0
N00001177,116,109,4,1,2,93.97,3.45,0.86,1.72
N00001178,146,140,1,1,4,95.89,0.68,0.68,2.74
N00001179,112,110,2,0,0,98.21,1.79,0,0
N00001180,97,93,2,0,2,95.88,2.06,0,2.06
N00001181,112,111,0,0,1,99.11,0,0,0.89
N00001182,112,109,3,0,0,97.32,2.68,0,0
N00001183,202,191,4,1,6,94.55,1.98,0.50,2.97
N00001184,112,109,1,1,1,97.32,0.89,0.89,0.89
N00001185,130,126,0,1,3,96.92,0,0.77,2.31
N00001186,110,100,3,3,4,90.91,2.73,2.73,3.64
N00001187,122,111,8,0,3,90.98,6.56,0,2.46
N00001188,356,349,4,2,1,98.03,1.12,0.56,0.28
N00001189,116,113,0,1,2,97.41,0,0.86,1.72
N00001190,140,132,4,0,4,94.29,2.86,0,2.86
N00001191,120,114,1,0,5,95.00,0.83,0,4.17
N00001192,118,112,0,0,6,94.92,0,0,5.08
N00001193,117,108,2,0,7,92.31,1.71,0,5.98
N00001194,116,115,0,0,1,99.14,0,0,0.86
N00001195,95,89,0,0,6,93.68,0,0,6.32
N00001196,146,144,1,0,1,98.63,0.68,0,0.68
N00001197,129,118,3,1,7,91.47,2.33,0.78,5.43
N00001198,140,136,1,1,2,97.14,0.71,0.71,1.43
N00001199,101,94,3,0,4,93.07,2.97,0,3.96
N00001200,139,136,3,0,0,97.84,2.16,0,0
N00001201,112,106,3,0,3,94.64,2.68,0,2.68
N00001202,116,111,4,0,1,95.69,3.45,0,0.86
N00001203,120,114,3,0,3,95.00,2.50,0,2.50
N00001204,393,375,10,1,7,95.42,2.54,0.25,1.78
N00001205,239,229,5,0,5,95.82,2.09,0,2.09
N00001206,102,100,2,0,0,98.04,1.96,0,0
N00001207,125,121,2,0,2,96.80,1.60,0,1.60
N00001208,121,118,2,0,1,97.52,1.65,0,0.83
N00001209,114,113,0,0,1,99.12,0,0,0.88
N00001210,126,124,1,0,1,98.41,0.79,0,0.79
N00001211,128,123,2,0,3,96.09,1.56,0,2.34
N00001212,127,122,4,0,1,96.06,3.15,0,0.79
N00001213,130,127,1,1,1,97.69,0.77,0.77,0.77
N00001214,116,106,3,1,6,91.38,2.59,0.86,5.17
N00001215,104,95,5,0,4,91.35,4.81,0,3.85
N00001216,133,124,8,0,1,93.23,6.02,0,0.75
N00001217,160,154,4,0,2,96.25,2.50,0,1.25
N00001218,104,101,1,1,1,97.12,0.96,0.96,0.96
N00001219,136,132,2,0,2,97.06,1.47,0,1.47
N00001220,110,107,1,0,2,97.27,0.91,0,1.82
N00001221,124,123,1,0,0,99.19,0.81,0,0
N00001222,88,87,1,0,0,98.86,1.14,0,0
N00001223,126,126,0,0,0,100.00,0,0,0
N00001224,124,121,1,0,2,97.58,0.81,0,1.61
N00001225,127,125,1,0,1,98.43,0.79,0,0.79
N00001226,116,112,3,0,1,96.55,2.59,0,0.86
N00001227,110,110,0,0,0,100.00,0,0,0
N00001228,89,89,0,0,0,100.00,0,0,0
N00001229,119,118,1,0,0,99.16,0.84,0,0
N00001230,121,119,1,0,1,98.35,0.83,0,0.83
N00001231,130,123,6,0,1,94.62,4.62,0,0.77
N00001232,99,93,3,0,3,93.94,3.03,0,3.03
N00001233,122,117,4,0,1,95.90,3.28,0,0.82
N00001234,136,131,3,0,2,96.32,2.21,0,1.47
N00001235,353,345,6,0,2,97.73,1.70,0,0.57
N00001236,131,126,3,0,2,96.18,2.29,0,1.53
N00001237,123,118,1,0,4,95.93,0.81,0,3.25
N00001238,110,104,3,0,3,94.55,2.73,0,2.73
N00001239,117,113,3,0,1,96.58,2.56,0,0.85
N00001240,500,484,4,0,12,96.80,0.80,0,2.40
N00001241,133,129,4,0,0,96.99,3.01,0,0
N00001242,122,116,3,0,3,95.08,2.46,0,2.46
N00001243,123,121,1,0,1,98.37,0.81,0,0.81
N00001244,133,128,3,0,2,96.24,2.26,0,1.50
N00001245,135,128,5,1,1,94.81,3.70,0.74,0.74
N00001246,261,246,3,1,11,94.25,1.15,0.38,4.21
N00001247,115,115,0,0,0,100.00,0,0,0
N00001248,146,144,1,1,0,98.63,0.68,0.68,0
N00001249,152,150,0,0,2,98.68,0,0,1.32
N00001250,165,163,1,1,0,98.79,0.61,0.61,0
N00001251,122,119,1,2,0,97.54,0.82,1.64,0
N00001252,131,122,6,1,2,93.13,4.58,0.76,1.53
N00001253,115,113,0,2,0,98.26,0,1.74,0
N00001254,113,113,0,0,0,100.00,0,0,0
N00001255,123,122,1,0,0,99.19,0.81,0,0
N00001256,108,108,0,0,0,100.00,0,0,0
N00001257,110,109,0,0,1,99.09,0,0,0.91
N00001258,118,115,2,1,0,97.46,1.69,0.85,0
N00001259,129,126,0,1,2,97.67,0,0.78,1.55
N00001260,136,134,0,1,1,98.53,0,0.74,0.74
N00001261,116,115,1,0,0,99.14,0.86,0,0
N00001262,165,161,4,0,0,97.58,2.42,0,0
N00001263,138,133,2,0,3,96.38,1.45,0,2.17
N00001264,88,76,1,1,10,86.36,1.14,1.14,11.36
N00001265,461,409,12,2,38,88.72,2.60,0.43,8.24
N00001266,90,90,0,0,0,100.00,0,0,0
N00001267,152,150,1,0,1,98.68,0.66,0,0.66
N00001268,154,151,2,0,1,98.05,1.30,0,0.65
N00001269,271,239,5,3,24,88.19,1.85,1.11,8.86
N00001270,154,143,5,0,6,92.86,3.25,0,3.90
N00001271,696,626,18,5,47,89.94,2.59,0.72,6.75
N00001272,118,113,3,0,2,95.76,2.54,0,1.69
N00001273,108,104,2,0,2,96.30,1.85,0,1.85
N00001274,122,121,1,0,0,99.18,0.82,0,0
N00001275,107,103,0,0,4,96.26,0,0,3.74
N00001276,91,91,0,0,0,100.00,0,0,0
N00001277,108,105,2,1,0,97.22,1.85,0.93,0
N00001278,120,116,3,0,1,96.67,2.50,0,0.83
N00001279,98,97,1,0,0,98.98,1.02,0,0
N00001280,117,113,3,0,1,96.58,2.56,0,0.85
N00001281,132,129,1,0,2,97.73,0.76,0,1.52
N00001282,148,142,4,1,1,95.95,2.70,0.68,0.68
N00001283,129,128,1,0,0,99.22,0.78,0,0
N00001284,147,143,1,0,3,97.28,0.68,0,2.04
N00001285,139,136,2,0,1,97.84,1.44,0,0.72
N00001286,141,137,1,1,2,97.16,0.71,0.71,1.42
N00001287,124,124,0,0,0,100.00,0,0,0
N00001288,117,116,1,0,0,99.15,0.85,0,0
N00001289,120,117,1,1,1,97.50,0.83,0.83,0.83
N00001290,123,121,1,0,1,98.37,0.81,0,0.81
N00001291,118,114,4,0,0,96.61,3.39,0,0
N00001292,300,292,5,0,3,97.33,1.67,0,1.00
N00001293,128,123,3,0,2,96.09,2.34,0,1.56
N00001294,128,127,0,0,1,99.22,0,0,0.78
N00001295,119,118,1,0,0,99.16,0.84,0,0
N00001296,122,119,1,0,2,97.54,0.82,0,1.64
N00001297,130,123,4,0,3,94.62,3.08,0,2.31
N00001298,162,152,2,0,8,93.83,1.23,0,4.94
N00001299,135,130,1,1,3,96.30,0.74,0.74,2.22
N00001300,119,117,1,0,1,98.32,0.84,0,0.84
N00001301,132,129,3,0,0,97.73,2.27,0,0
N00001302,257,251,4,1,1,97.67,1.56,0.39,0.39
N00001303,133,128,3,0,2,96.24,2.26,0,1.50
N00001304,125,124,1,0,0,99.20,0.80,0,0
N00001305,119,117,2,0,0,98.32,1.68,0,0
N00001306,106,103,2,0,1,97.17,1.89,0,0.94
N00001307,130,127,2,1,0,97.69,1.54,0.77,0
N00001308,210,203,5,0,2,96.67,2.38,0,0.95
N00001309,153,149,3,0,1,97.39,1.96,0,0.65
N00001310,335,317,4,8,6,94.63,1.19,2.39,1.79
N00001311,120,114,2,1,3,95.00,1.67,0.83,2.50
N00001312,244,228,6,1,9,93.44,2.46,0.41,3.69
N00001313,195,166,14,5,10,85.13,7.18,2.56,5.13
N00001314,142,130,2,5,5,91.55,1.41,3.52,3.52
N00001315,114,112,1,0,1,98.25,0.88,0,0.88
N00001316,194,190,2,0,2,97.94,1.03,0,1.03
N00001317,115,114,1,0,0,99.13,0.87,0,0
N00001318,133,126,3,0,4,94.74,2.26,0,3.01
N00001319,118,115,2,0,1,97.46,1.69,0,0.85
N00001320,101,101,0,0,0,100.00,0,0,0
N00001321,108,105,2,0,1,97.22,1.85,0,0.93
N00001322,133,132,1,0,0,99.25,0.75,0,0
N00001323,121,114,2,0,5,94.21,1.65,0,4.13
N00001324,113,110,1,1,1,97.35,0.88,0.88,0.88
N00001325,491,476,5,1,9,96.95,1.02,0.20,1.83
N00001326,125,123,0,0,2,98.40,0,0,1.60
N00001327,121,119,1,0,1,98.35,0.83,0,0.83
N00001328,378,357,12,1,8,94.44,3.17,0.26,2.12
N00001329,116,110,5,0,1,94.83,4.31,0,0.86
N00001330,124,123,0,0,1,99.19,0,0,0.81
N00001331,116,113,2,0,1,97.41,1.72,0,0.86
N00001332,103,95,1,1,6,92.23,0.97,0.97,5.83
N00001333,131,128,2,1,0,97.71,1.53,0.76,0
N00001334,140,133,3,0,4,95.00,2.14,0,2.86
N00001335,121,111,5,0,5,91.74,4.13,0,4.13
N00001336,108,104,2,2,0,96.30,1.85,1.85,0
N00001337,121,117,4,0,0,96.69,3.31,0,0
N00001338,125,115,4,2,4,92.00,3.20,1.60,3.20
N00001339,147,137,2,5,3,93.20,1.36,3.40,2.04
N00001340,378,359,2,8,9,94.97,0.53,2.12,2.38
N00001341,110,107,1,0,2,97.27,0.91,0,1.82
N00001342,126,124,0,0,2,98.41,0,0,1.59
N00001343,104,97,5,0,2,93.27,4.81,0,1.92
N00001344,117,111,2,1,3,94.87,1.71,0.85,2.56
N00001345,96,92,3,0,1,95.83,3.13,0,1.04
N00001346,341,326,3,2,10,95.60,0.88,0.59,2.93
N00001347,208,201,2,1,4,96.63,0.96,0.48,1.92
N00001348,128,120,3,0,5,93.75,2.34,0,3.91
N00001349,119,110,2,2,5,92.44,1.68,1.68,4.20
N00001350,413,406,4,0,3,98.31,0.97,0,0.73
N00001351,173,168,2,1,2,97.11,1.16,0.58,1.16
N00001352,137,119,6,0,12,86.86,4.38,0,8.76
N00001353,144,142,2,0,0,98.61,1.39,0,0
N00001354,397,384,5,0,8,96.73,1.26,0,2.02
N00001355,124,116,5,1,2,93.55,4.03,0.81,1.61
N00001356,112,107,4,0,1,95.54,3.57,0,0.89
N00001357,98,96,0,0,2,97.96,0,0,2.04
N00001358,163,153,6,0,4,93.87,3.68,0,2.45
N00001359,120,112,3,0,5,93.33,2.50,0,4.17
N00001360,116,109,3,1,3,93.97,2.59,0.86,2.59
N00001361,113,109,1,0,3,96.46,0.88,0,2.65
N00001362,134,133,1,0,0,99.25,0.75,0,0
N00001363,119,116,1,0,2,97.48,0.84,0,1.68
N00001364,251,230,9,0,12,91.63,3.59,0,4.78
N00001365,174,165,3,1,5,94.83,1.72,0.57,2.87
N00001366,119,111,2,0,6,93.28,1.68,0,5.04
N00001367,164,158,2,0,4,96.34,1.22,0,2.44
N00001368,126,123,2,0,1,97.62,1.59,0,0.79
N00001369,165,160,3,1,1,96.97,1.82,0.61,0.61
N00001370,187,185,2,0,0,98.93,1.07,0,0
N00001371,111,110,1,0,0,99.10,0.90,0,0
N00001372,247,241,4,0,2,97.57,1.62,0,0.81
N00001373,114,114,0,0,0,100.00,0,0,0
N00001374,112,111,1,0,0,99.11,0.89,0,0
N00001375,165,161,2,1,1,97.58,1.21,0.61,0.61
N00001376,96,93,0,1,2,96.88,0,1.04,2.08
N00001377,115,113,1,0,1,98.26,0.87,0,0.87
N00001378,106,106,0,0,0,100.00,0,0,0
N00001379,110,108,0,0,2,98.18,0,0,1.82
N00001380,133,121,5,2,5,90.98,3.76,1.50,3.76
N00001381,182,158,10,0,14,86.81,5.49,0,7.69
N00001382,115,112,2,1,0,97.39,1.74,0.87,0
N00001383,100,97,2,0,1,97.00,2.00,0,1.00
N00001384,117,111,1,1,4,94.87,0.85,0.85,3.42
N00001385,132,124,3,1,4,93.94,2.27,0.76,3.03
N00001386,262,234,11,1,16,89.31,4.20,0.38,6.11
N00001387,130,114,7,1,8,87.69,5.38,0.77,6.15
N00001388,115,111,1,0,3,96.52,0.87,0,2.61
N00001389,98,92,1,0,5,93.88,1.02,0,5.10
N00001390,107,102,4,0,1,95.33,3.74,0,0.93
N00001391,107,105,1,0,1,98.13,0.93,0,0.93
N00001392,132,123,5,0,4,93.18,3.79,0,3.03
N00001393,142,128,4,0,10,90.14,2.82,0,7.04
N00001394,122,116,1,1,4,95.08,0.82,0.82,3.28
N00001395,123,117,2,0,4,95.12,1.63,0,3.25
N00001396,320,288,12,0,20,90.00,3.75,0,6.25
N00001397,119,113,4,0,2,94.96,3.36,0,1.68
N00001398,131,124,2,0,5,94.66,1.53,0,3.82
N00001399,363,353,3,1,6,97.25,0.83,0.28,1.65
N00001400,137,133,4,0,0,97.08,2.92,0,0
N00001401,442,413,12,2,15,93.44,2.71,0.45,3.39
N00001402,292,278,8,1,5,95.21,2.74,0.34,1.71
N00001403,135,124,7,1,3,91.85,5.19,0.74,2.22
N00001404,295,287,4,0,4,97.29,1.36,0,1.36
N00001405,114,107,3,0,4,93.86,2.63,0,3.51
N00001406,112,105,0,0,7,93.75,0,0,6.25
N00001407,121,115,5,0,1,95.04,4.13,0,0.83
N00001408,211,207,2,1,1,98.10,0.95,0.47,0.47
N00001409,111,107,3,0,1,96.40,2.70,0,0.90
N00001410,125,124,1,0,0,99.20,0.80,0,0
N00001411,123,115,4,0,4,93.50,3.25,0,3.25
N00001412,102,97,1,0,4,95.10,0.98,0,3.92
N00001413,120,115,1,0,4,95.83,0.83,0,3.33
N00001414,112,107,2,2,1,95.54,1.79,1.79,0.89
N00001415,115,110,4,0,1,95.65,3.48,0,0.87
N00001416,472,369,32,3,68,78.18,6.78,0.64,14.41
N00001417,148,144,1,0,3,97.30,0.68,0,2.03
N00001418,321,295,5,0,21,91.90,1.56,0,6.54
N00001419,116,109,2,0,5,93.97,1.72,0,4.31
N00001420,132,123,2,0,7,93.18,1.52,0,5.30
N00001421,708,599,29,4,76,84.60,4.10,0.56,10.73
N00001422,115,102,3,1,9,88.70,2.61,0.87,7.83
N00001423,209,165,4,0,40,78.95,1.91,0,19.14
N00001424,114,103,1,1,9,90.35,0.88,0.88,7.89
N00001425,124,112,8,0,4,90.32,6.45,0,3.23
N00001426,118,114,1,2,1,96.61,0.85,1.69,0.85
N00001427,123,122,1,0,0,99.19,0.81,0,0
N00001428,128,123,2,1,2,96.09,1.56,0.78,1.56
N00001429,544,465,19,4,56,85.48,3.49,0.74,10.29
N00001430,129,126,2,0,1,97.67,1.55,0,0.78
N00001431,136,136,0,0,0,100.00,0,0,0
N00001432,138,138,0,0,0,100.00,0,0,0
N00001433,136,132,1,1,2,97.06,0.74,0.74,1.47
N00001434,134,134,0,0,0,100.00,0,0,0
N00001435,128,127,0,1,0,99.22,0,0.78,0
N00001436,130,128,1,0,1,98.46,0.77,0,0.77
N00001437,96,95,1,0,0,98.96,1.04,0,0
N00001438,139,136,2,0,1,97.84,1.44,0,0.72
N00001439,163,148,4,0,11,90.80,2.45,0,6.75
N00001440,141,140,0,0,1,99.29,0,0,0.71
N00001441,135,128,7,0,0,94.81,5.19,0,0
N00001442,115,111,0,0,4,96.52,0,0,3.48
N00001443,115,112,0,0,3,97.39,0,0,2.61
N00001444,155,154,1,0,0,99.35,0.65,0,0
N00001445,152,152,0,0,0,100.00,0,0,0
N00001446,132,131,1,0,0,99.24,0.76,0,0
N00001447,124,121,1,0,2,97.58,0.81,0,1.61
N00001448,133,132,1,0,0,99.25,0.75,0,0
N00001449,130,128,2,0,0,98.46,1.54,0,0
N00001450,118,118,0,0,0,100.00,0,0,0
N00001451,114,113,1,0,0,99.12,0.88,0,0
N00001452,124,123,1,0,0,99.19,0.81,0,0
N00001453,134,133,1,0,0,99.25,0.75,0,0
N00001454,117,114,3,0,0,97.44,2.56,0,0
N00001455,107,106,0,0,1,99.07,0,0,0.93
N00001456,141,140,1,0,0,99.29,0.71,0,0
N00001457,125,124,1,0,0,99.20,0.80,0,0
N00001458,130,126,4,0,0,96.92,3.08,0,0
N00001459,129,126,2,0,1,97.67,1.55,0,0.78
N00001460,263,258,4,0,1,98.10,1.52,0,0.38
N00001461,127,122,0,0,5,96.06,0,0,3.94
N00001462,137,131,3,0,3,95.62,2.19,0,2.19
N00001463,138,134,2,0,2,97.10,1.45,0,1.45
N00001464,128,119,4,1,4,92.97,3.13,0.78,3.13
N00001465,159,155,2,0,2,97.48,1.26,0,1.26
N00001466,105,100,4,1,0,95.24,3.81,0.95,0
N00001467,104,95,5,1,3,91.35,4.81,0.96,2.88
N00001468,111,101,7,0,3,90.99,6.31,0,2.70
N00001469,114,103,3,0,8,90.35,2.63,0,7.02
N00001470,134,119,6,1,8,88.81,4.48,0.75,5.97
N00001471,143,134,4,0,5,93.71,2.80,0,3.50
N00001472,238,227,5,0,6,95.38,2.10,0,2.52
N00001473,209,191,6,2,10,91.39,2.87,0.96,4.78
N00001474,113,107,5,0,1,94.69,4.42,0,0.88
N00001475,141,134,4,0,3,95.04,2.84,0,2.13
N00001476,128,123,4,1,0,96.09,3.13,0.78,0
N00001477,113,104,3,1,5,92.04,2.65,0.88,4.42
N00001478,132,124,4,1,3,93.94,3.03,0.76,2.27
N00001479,132,123,4,0,5,93.18,3.03,0,3.79
N00001480,240,233,2,2,3,97.08,0.83,0.83,1.25
N00001481,105,101,2,1,1,96.19,1.90,0.95,0.95
N00001482,139,129,4,0,6,92.81,2.88,0,4.32
N00001483,124,117,0,1,6,94.35,0,0.81,4.84
N00001484,112,107,3,0,2,95.54,2.68,0,1.79
N00001485,130,120,1,1,8,92.31,0.77,0.77,6.15
N00001486,127,119,4,0,4,93.70,3.15,0,3.15
N00001487,138,132,2,0,4,95.65,1.45,0,2.90
N00001488,117,114,1,0,2,97.44,0.85,0,1.71
N00001489,121,117,3,1,0,96.69,2.48,0.83,0
N00001490,101,98,1,0,2,97.03,0.99,0,1.98
N00001491,140,137,1,1,1,97.86,0.71,0.71,0.71
N00001492,115,113,1,0,1,98.26,0.87,0,0.87
N00001493,121,113,2,0,6,93.39,1.65,0,4.96
N00001494,96,90,1,1,4,93.75,1.04,1.04,4.17
N00001495,134,129,1,0,4,96.27,0.75,0,2.99
N00001496,150,138,3,0,9,92.00,2.00,0,6.00
N00001497,106,96,3,0,7,90.57,2.83,0,6.60
N00001498,198,168,2,1,27,84.85,1.01,0.51,13.64
N00001499,144,129,3,1,11,89.58,2.08,0.69,7.64
N00001500,147,135,2,0,10,91.84,1.36,0,6.80
N00001501,274,254,3,0,17,92.70,1.09,0,6.20
N00001502,196,183,2,1,10,93.37,1.02,0.51,5.10
N00001503,113,109,1,1,2,96.46,0.88,0.88,1.77
N00001504,106,103,2,0,1,97.17,1.89,0,0.94
N00001505,212,166,9,2,35,78.30,4.25,0.94,16.51
N00001506,128,118,1,1,8,92.19,0.78,0.78,6.25
N00001507,115,113,1,0,1,98.26,0.87,0,0.87
N00001508,207,171,8,1,27,82.61,3.86,0.48,13.04
N00001509,201,188,4,1,8,93.53,1.99,0.50,3.98
N00001510,122,115,1,1,5,94.26,0.82,0.82,4.10
N00001511,281,263,3,1,14,93.59,1.07,0.36,4.98
N00001512,137,118,5,0,14,86.13,3.65,0,10.22
N00001513,124,114,4,0,6,91.94,3.23,0,4.84
N00001514,109,100,5,1,3,91.74,4.59,0.92,2.75
N00001515,131,127,3,0,1,96.95,2.29,0,0.76
N00001516,127,127,0,0,0,100.00,0,0,0
N00001517,153,150,1,0,2,98.04,0.65,0,1.31
N00001518,174,168,4,0,2,96.55,2.30,0,1.15
N00001519,134,131,0,1,2,97.76,0,0.75,1.49
N00001520,114,112,1,0,1,98.25,0.88,0,0.88
N00001521,106,103,1,0,2,97.17,0.94,0,1.89
N00001522,115,112,0,1,2,97.39,0,0.87,1.74
N00001523,106,104,1,0,1,98.11,0.94,0,0.94
N00001524,111,110,1,0,0,99.10,0.90,0,0
N00001525,100,95,1,3,1,95.00,1.00,3.00,1.00
N00001526,112,110,0,0,2,98.21,0,0,1.79
N00001527,115,107,3,0,5,93.04,2.61,0,4.35
N00001528,123,114,3,2,4,92.68,2.44,1.63,3.25
N00001529,134,128,3,0,3,95.52,2.24,0,2.24
N00001530,165,155,3,1,6,93.94,1.82,0.61,3.64
N00001531,112,109,1,1,1,97.32,0.89,0.89,0.89
N00001532,148,143,5,0,0,96.62,3.38,0,0
N00001533,271,264,5,0,2,97.42,1.85,0,0.74
N00001534,132,130,0,0,2,98.48,0,0,1.52
N00001535,148,146,0,0,2,98.65,0,0,1.35
N00001536,126,120,3,0,3,95.24,2.38,0,2.38
N00001537,128,125,3,0,0,97.66,2.34,0,0
N00001538,128,123,5,0,0,96.09,3.91,0,0
N00001539,116,114,1,0,1,98.28,0.86,0,0.86
N00001540,136,132,3,0,1,97.06,2.21,0,0.74
N00001541,118,115,1,0,2,97.46,0.85,0,1.69
N00001542,121,117,4,0,0,96.69,3.31,0,0
N00001543,133,129,2,1,1,96.99,1.50,0.75,0.75
N00001544,115,113,0,0,2,98.26,0,0,1.74
N00001545,139,131,4,1,3,94.24,2.88,0.72,2.16
N00001546,125,121,2,0,2,96.80,1.60,0,1.60
N00001547,156,148,4,0,4,94.87,2.56,0,2.56
N00001548,179,168,3,1,7,93.85,1.68,0.56,3.91
N00001549,167,154,2,2,9,92.22,1.20,1.20,5.39
N00001550,108,100,5,0,3,92.59,4.63,0,2.78
N00001551,151,135,7,2,7,89.40,4.64,1.32,4.64
N00001552,156,148,5,1,2,94.87,3.21,0.64,1.28
N00001553,162,147,2,1,12,90.74,1.23,0.62,7.41
N00001554,151,139,7,0,5,92.05,4.64,0,3.31
N00001555,112,109,0,1,2,97.32,0,0.89,1.79
N00001556,96,96,0,0,0,100.00,0,0,0
N00001557,124,122,2,0,0,98.39,1.61,0,0
N00001558,106,94,10,0,2,88.68,9.43,0,1.89
N00001559,149,140,4,0,5,93.96,2.68,0,3.36
N00001560,101,96,1,2,2,95.05,0.99,1.98,1.98
N00001561,100,94,3,0,3,94.00,3.00,0,3.00
N00001562,110,104,2,0,4,94.55,1.82,0,3.64
N00001563,109,108,1,0,0,99.08,0.92,0,0
N00001564,140,138,0,1,1,98.57,0,0.71,0.71
N00001565,143,141,0,0,2,98.60,0,0,1.40
N00001566,141,140,1,0,0,99.29,0.71,0,0
N00001567,105,103,1,0,1,98.10,0.95,0,0.95
N00001568,107,103,3,0,1,96.26,2.80,0,0.93
N00001569,124,119,3,1,1,95.97,2.42,0.81,0.81
N00001570,418,400,3,3,12,95.69,0.72,0.72,2.87
N00001571,144,142,1,0,1,98.61,0.69,0,0.69
N00001572,126,118,4,1,3,93.65,3.17,0.79,2.38
N00001573,154,149,3,0,2,96.75,1.95,0,1.30
N00001574,118,113,4,1,0,95.76,3.39,0.85,0
N00001575,110,106,1,0,3,96.36,0.91,0,2.73
N00001576,124,120,2,0,2,96.77,1.61,0,1.61
N00001577,123,121,1,0,1,98.37,0.81,0,0.81
N00001578,114,108,5,0,1,94.74,4.39,0,0.88
N00001579,140,128,4,1,7,91.43,2.86,0.71,5.00
N00001580,158,143,4,2,9,90.51,2.53,1.27,5.70
N00001581,111,103,3,1,4,92.79,2.70,0.90,3.60
N00001582,107,97,3,1,6,90.65,2.80,0.93,5.61
N00001583,125,116,3,0,6,92.80,2.40,0,4.80
N00001584,107,100,4,0,3,93.46,3.74,0,2.80
N00001585,136,113,11,1,11,83.09,8.09,0.74,8.09
N00001586,142,120,8,2,12,84.51,5.63,1.41,8.45
N00001587,142,115,10,1,16,80.99,7.04,0.70,11.27
N00001588,135,119,6,3,7,88.15,4.44,2.22,5.19
N00001589,118,102,5,0,11,86.44,4.24,0,9.32
N00001590,147,124,9,1,13,84.35,6.12,0.68,8.84
N00001591,128,100,6,0,22,78.13,4.69,0,17.19
N00001592,140,118,8,3,11,84.29,5.71,2.14,7.86
N00001593,194,151,19,1,23,77.84,9.79,0.52,11.86
N00001594,142,112,14,0,16,78.87,9.86,0,11.27
N00001595,108,82,13,0,13,75.93,12.04,0,12.04
