GeographyCode,KS604NI0001,KS604NI0002,KS604NI0003,KS604NI0004,KS604NI0005,KS604NI0006,KS604NI0007,KS604NI0008,KS604NI0009,KS604NI0010,KS604NI0011,KS604NI0012,KS604NI0013,KS604NI0014,KS604NI0015,KS604NI0016,KS604NI0017,KS604NI0018,KS604NI0019,KS604NI0020,KS604NI0021,KS604NI0022,KS604NI0023,KS604NI0024,KS604NI0025,KS604NI0026,KS604NI0027
N00000038,182,15,40,99,28,98,9,7,60,22,84,6,33,39,6,8.24,21.98,54.40,15.38,9.18,7.14,61.22,22.45,7.14,39.29,46.43,7.14
N00000039,590,48,156,338,48,286,16,32,198,40,304,32,124,140,8,8.14,26.44,57.29,8.14,5.59,11.19,69.23,13.99,10.53,40.79,46.05,2.63
N00000040,118,7,39,65,7,51,1,10,35,5,67,6,29,30,2,5.93,33.05,55.08,5.93,1.96,19.61,68.63,9.80,8.96,43.28,44.78,2.99
N00000041,225,16,43,149,17,112,7,5,86,14,113,9,38,63,3,7.11,19.11,66.22,7.56,6.25,4.46,76.79,12.50,7.96,33.63,55.75,2.65
N00000042,198,15,47,115,21,102,6,8,69,19,96,9,39,46,2,7.58,23.74,58.08,10.61,5.88,7.84,67.65,18.63,9.38,40.63,47.92,2.08
N00000043,547,47,128,340,32,266,10,25,201,30,281,37,103,139,2,8.59,23.40,62.16,5.85,3.76,9.40,75.56,11.28,13.17,36.65,49.47,0.71
N00000044,113,5,28,75,5,58,1,4,48,5,55,4,24,27,0,4.42,24.78,66.37,4.42,1.72,6.90,82.76,8.62,7.27,43.64,49.09,0
N00000045,269,17,50,160,42,147,6,7,96,38,122,11,43,64,4,6.32,18.59,59.48,15.61,4.08,4.76,65.31,25.85,9.02,35.25,52.46,3.28
N00000046,191,12,43,106,30,103,5,9,61,28,88,7,34,45,2,6.28,22.51,55.50,15.71,4.85,8.74,59.22,27.18,7.95,38.64,51.14,2.27
N00000047,184,13,28,119,24,101,6,7,71,17,83,7,21,48,7,7.07,15.22,64.67,13.04,5.94,6.93,70.30,16.83,8.43,25.30,57.83,8.43
N00000048,135,12,32,86,5,61,3,8,46,4,74,9,24,40,1,8.89,23.70,63.70,3.70,4.92,13.11,75.41,6.56,12.16,32.43,54.05,1.35
N00000049,120,8,28,77,7,60,1,9,44,6,60,7,19,33,1,6.67,23.33,64.17,5.83,1.67,15.00,73.33,10.00,11.67,31.67,55.00,1.67
N00000050,147,10,19,99,19,83,2,5,61,15,64,8,14,38,4,6.80,12.93,67.35,12.93,2.41,6.02,73.49,18.07,12.50,21.88,59.38,6.25
N00000051,110,8,36,63,3,48,1,9,35,3,62,7,27,28,0,7.27,32.73,57.27,2.73,2.08,18.75,72.92,6.25,11.29,43.55,45.16,0
N00000052,124,7,35,76,6,61,1,8,46,6,63,6,27,30,0,5.65,28.23,61.29,4.84,1.64,13.11,75.41,9.84,9.52,42.86,47.62,0
N00000053,112,7,30,71,4,59,3,8,45,3,53,4,22,26,1,6.25,26.79,63.39,3.57,5.08,13.56,76.27,5.08,7.55,41.51,49.06,1.89
N00000054,116,8,31,72,5,49,0,8,37,4,67,8,23,35,1,6.90,26.72,62.07,4.31,0,16.33,75.51,8.16,11.94,34.33,52.24,1.49
N00000055,113,7,30,69,7,59,3,7,43,6,54,4,23,26,1,6.19,26.55,61.06,6.19,5.08,11.86,72.88,10.17,7.41,42.59,48.15,1.85
N00000056,125,4,25,85,11,59,0,4,47,8,66,4,21,38,3,3.20,20.00,68.00,8.80,0,6.78,79.66,13.56,6.06,31.82,57.58,4.55
N00000057,106,9,31,58,8,54,4,10,35,5,52,5,21,23,3,8.49,29.25,54.72,7.55,7.41,18.52,64.81,9.26,9.62,40.38,44.23,5.77
N00000058,120,3,24,87,6,59,0,7,47,5,61,3,17,40,1,2.50,20.00,72.50,5.00,0,11.86,79.66,8.47,4.92,27.87,65.57,1.64
N00000059,99,10,22,61,6,49,1,7,35,6,50,9,15,26,0,10.10,22.22,61.62,6.06,2.04,14.29,71.43,12.24,18.00,30.00,52.00,0
N00000060,161,8,55,91,7,69,4,16,43,6,92,4,39,48,1,4.97,34.16,56.52,4.35,5.80,23.19,62.32,8.70,4.35,42.39,52.17,1.09
N00000061,124,12,28,79,5,67,4,8,51,4,57,8,20,28,1,9.68,22.58,63.71,4.03,5.97,11.94,76.12,5.97,14.04,35.09,49.12,1.75
N00000062,159,15,31,99,14,78,4,4,58,12,81,11,27,41,2,9.43,19.50,62.26,8.81,5.13,5.13,74.36,15.38,13.58,33.33,50.62,2.47
N00000063,146,11,37,87,11,78,3,13,54,8,68,8,24,33,3,7.53,25.34,59.59,7.53,3.85,16.67,69.23,10.26,11.76,35.29,48.53,4.41
N00000064,88,8,17,58,5,48,6,4,33,5,40,2,13,25,0,9.09,19.32,65.91,5.68,12.50,8.33,68.75,10.42,5.00,32.50,62.50,0
N00000065,192,18,39,122,13,94,3,9,74,8,98,15,30,48,5,9.38,20.31,63.54,6.77,3.19,9.57,78.72,8.51,15.31,30.61,48.98,5.10
N00000066,146,19,23,99,5,73,5,6,57,5,73,14,17,42,0,13.01,15.75,67.81,3.42,6.85,8.22,78.08,6.85,19.18,23.29,57.53,0
N00000067,111,7,21,74,9,48,2,5,35,6,63,5,16,39,3,6.31,18.92,66.67,8.11,4.17,10.42,72.92,12.50,7.94,25.40,61.90,4.76
N00000068,183,26,36,103,18,98,11,12,62,13,85,15,24,41,5,14.21,19.67,56.28,9.84,11.22,12.24,63.27,13.27,17.65,28.24,48.24,5.88
N00000069,87,7,29,47,4,40,2,6,29,3,47,5,23,18,1,8.05,33.33,54.02,4.60,5.00,15.00,72.50,7.50,10.64,48.94,38.30,2.13
N00000070,102,10,12,74,6,53,4,2,41,6,49,6,10,33,0,9.80,11.76,72.55,5.88,7.55,3.77,77.36,11.32,12.24,20.41,67.35,0
N00000071,123,10,27,81,5,60,4,9,42,5,63,6,18,39,0,8.13,21.95,65.85,4.07,6.67,15.00,70.00,8.33,9.52,28.57,61.90,0
N00000072,943,65,157,651,70,479,26,32,369,52,464,39,125,282,18,6.89,16.65,69.03,7.42,5.43,6.68,77.04,10.86,8.41,26.94,60.78,3.88
N00000073,237,13,39,169,16,114,4,12,88,10,123,9,27,81,6,5.49,16.46,71.31,6.75,3.51,10.53,77.19,8.77,7.32,21.95,65.85,4.88
N00000074,593,22,109,415,47,295,5,26,230,34,298,17,83,185,13,3.71,18.38,69.98,7.93,1.69,8.81,77.97,11.53,5.70,27.85,62.08,4.36
N00000075,216,7,30,131,48,156,4,10,96,46,60,3,20,35,2,3.24,13.89,60.65,22.22,2.56,6.41,61.54,29.49,5.00,33.33,58.33,3.33
N00000076,182,17,37,116,12,95,7,6,72,10,87,10,31,44,2,9.34,20.33,63.74,6.59,7.37,6.32,75.79,10.53,11.49,35.63,50.57,2.30
N00000077,141,13,27,94,7,71,2,8,55,6,70,11,19,39,1,9.22,19.15,66.67,4.96,2.82,11.27,77.46,8.45,15.71,27.14,55.71,1.43
N00000078,263,19,49,172,23,136,8,11,101,16,127,11,38,71,7,7.22,18.63,65.40,8.75,5.88,8.09,74.26,11.76,8.66,29.92,55.91,5.51
N00000079,300,26,63,152,59,167,9,14,94,50,133,17,49,58,9,8.67,21.00,50.67,19.67,5.39,8.38,56.29,29.94,12.78,36.84,43.61,6.77
N00000080,225,16,50,141,18,122,5,11,92,14,103,11,39,49,4,7.11,22.22,62.67,8.00,4.10,9.02,75.41,11.48,10.68,37.86,47.57,3.88
N00000081,166,19,27,103,17,89,3,8,64,14,77,16,19,39,3,11.45,16.27,62.05,10.24,3.37,8.99,71.91,15.73,20.78,24.68,50.65,3.90
N00000082,181,11,35,106,29,102,4,9,66,23,79,7,26,40,6,6.08,19.34,58.56,16.02,3.92,8.82,64.71,22.55,8.86,32.91,50.63,7.59
N00000083,358,27,68,204,59,193,9,14,118,52,165,18,54,86,7,7.54,18.99,56.98,16.48,4.66,7.25,61.14,26.94,10.91,32.73,52.12,4.24
N00000084,229,16,44,128,41,121,4,7,76,34,108,12,37,52,7,6.99,19.21,55.90,17.90,3.31,5.79,62.81,28.10,11.11,34.26,48.15,6.48
N00000085,159,8,22,120,9,76,0,3,66,7,83,8,19,54,2,5.03,13.84,75.47,5.66,0,3.95,86.84,9.21,9.64,22.89,65.06,2.41
N00000086,189,14,31,136,8,100,3,10,81,6,89,11,21,55,2,7.41,16.40,71.96,4.23,3.00,10.00,81.00,6.00,12.36,23.60,61.80,2.25
N00000087,475,31,81,311,52,248,8,12,190,38,227,23,69,121,14,6.53,17.05,65.47,10.95,3.23,4.84,76.61,15.32,10.13,30.40,53.30,6.17
N00000088,74,3,20,44,7,39,0,4,30,5,35,3,16,14,2,4.05,27.03,59.46,9.46,0,10.26,76.92,12.82,8.57,45.71,40.00,5.71
N00000089,236,13,45,151,27,112,4,9,77,22,124,9,36,74,5,5.51,19.07,63.98,11.44,3.57,8.04,68.75,19.64,7.26,29.03,59.68,4.03
N00000090,197,8,38,142,9,93,1,9,77,6,104,7,29,65,3,4.06,19.29,72.08,4.57,1.08,9.68,82.80,6.45,6.73,27.88,62.50,2.88
N00000091,243,22,48,152,21,123,6,9,91,17,120,16,39,61,4,9.05,19.75,62.55,8.64,4.88,7.32,73.98,13.82,13.33,32.50,50.83,3.33
N00000092,231,23,36,136,36,127,7,7,84,29,104,16,29,52,7,9.96,15.58,58.87,15.58,5.51,5.51,66.14,22.83,15.38,27.88,50.00,6.73
N00000093,186,18,35,105,28,87,3,7,55,22,99,15,28,50,6,9.68,18.82,56.45,15.05,3.45,8.05,63.22,25.29,15.15,28.28,50.51,6.06
N00000094,254,28,41,152,33,137,6,6,95,30,117,22,35,57,3,11.02,16.14,59.84,12.99,4.38,4.38,69.34,21.90,18.80,29.91,48.72,2.56
N00000095,235,19,52,147,17,116,4,8,88,16,119,15,44,59,1,8.09,22.13,62.55,7.23,3.45,6.90,75.86,13.79,12.61,36.97,49.58,0.84
N00000096,245,16,53,141,35,126,7,9,82,28,119,9,44,59,7,6.53,21.63,57.55,14.29,5.56,7.14,65.08,22.22,7.56,36.97,49.58,5.88
N00000097,467,24,102,311,30,236,5,24,186,21,231,19,78,125,9,5.14,21.84,66.60,6.42,2.12,10.17,78.81,8.90,8.23,33.77,54.11,3.90
N00000098,698,31,117,495,55,352,13,30,266,43,346,18,87,229,12,4.44,16.76,70.92,7.88,3.69,8.52,75.57,12.22,5.20,25.14,66.18,3.47
N00000099,99,8,29,53,9,48,1,6,33,8,51,7,23,20,1,8.08,29.29,53.54,9.09,2.08,12.50,68.75,16.67,13.73,45.10,39.22,1.96
N00000100,164,6,32,111,15,70,3,5,55,7,94,3,27,56,8,3.66,19.51,67.68,9.15,4.29,7.14,78.57,10.00,3.19,28.72,59.57,8.51
N00000101,112,4,30,71,7,55,0,10,40,5,57,4,20,31,2,3.57,26.79,63.39,6.25,0,18.18,72.73,9.09,7.02,35.09,54.39,3.51
N00000102,159,13,34,99,13,87,5,10,61,11,72,8,24,38,2,8.18,21.38,62.26,8.18,5.75,11.49,70.11,12.64,11.11,33.33,52.78,2.78
N00000103,253,15,53,172,13,129,3,14,101,11,124,12,39,71,2,5.93,20.95,67.98,5.14,2.33,10.85,78.29,8.53,9.68,31.45,57.26,1.61
N00000104,163,9,36,113,5,80,4,6,65,5,83,5,30,48,0,5.52,22.09,69.33,3.07,5.00,7.50,81.25,6.25,6.02,36.14,57.83,0
N00000105,163,9,42,106,6,89,5,9,70,5,74,4,33,36,1,5.52,25.77,65.03,3.68,5.62,10.11,78.65,5.62,5.41,44.59,48.65,1.35
N00000106,67,6,13,45,3,32,1,4,25,2,35,5,9,20,1,8.96,19.40,67.16,4.48,3.13,12.50,78.13,6.25,14.29,25.71,57.14,2.86
N00000107,93,5,20,61,7,50,2,4,37,7,43,3,16,24,0,5.38,21.51,65.59,7.53,4.00,8.00,74.00,14.00,6.98,37.21,55.81,0
N00000108,108,6,23,72,7,60,4,4,45,7,48,2,19,27,0,5.56,21.30,66.67,6.48,6.67,6.67,75.00,11.67,4.17,39.58,56.25,0
N00000109,264,16,50,187,11,132,3,8,113,8,132,13,42,74,3,6.06,18.94,70.83,4.17,2.27,6.06,85.61,6.06,9.85,31.82,56.06,2.27
N00000110,133,9,26,89,9,68,2,3,55,8,65,7,23,34,1,6.77,19.55,66.92,6.77,2.94,4.41,80.88,11.76,10.77,35.38,52.31,1.54
N00000111,182,14,34,122,12,96,3,8,76,9,86,11,26,46,3,7.69,18.68,67.03,6.59,3.13,8.33,79.17,9.38,12.79,30.23,53.49,3.49
N00000112,201,16,44,120,21,103,9,14,62,18,98,7,30,58,3,7.96,21.89,59.70,10.45,8.74,13.59,60.19,17.48,7.14,30.61,59.18,3.06
N00000113,160,10,38,105,7,80,4,6,64,6,80,6,32,41,1,6.25,23.75,65.63,4.38,5.00,7.50,80.00,7.50,7.50,40.00,51.25,1.25
N00000114,169,9,31,124,5,85,4,6,70,5,84,5,25,54,0,5.33,18.34,73.37,2.96,4.71,7.06,82.35,5.88,5.95,29.76,64.29,0
N00000115,119,14,24,75,6,61,5,6,45,5,58,9,18,30,1,11.76,20.17,63.03,5.04,8.20,9.84,73.77,8.20,15.52,31.03,51.72,1.72
N00000116,132,9,29,92,2,61,2,6,51,2,71,7,23,41,0,6.82,21.97,69.70,1.52,3.28,9.84,83.61,3.28,9.86,32.39,57.75,0
N00000117,46,3,14,26,3,23,1,2,17,3,23,2,12,9,0,6.52,30.43,56.52,6.52,4.35,8.70,73.91,13.04,8.70,52.17,39.13,0
N00000118,166,16,24,105,21,84,4,5,59,16,82,12,19,46,5,9.64,14.46,63.25,12.65,4.76,5.95,70.24,19.05,14.63,23.17,56.10,6.10
N00000119,120,12,21,68,19,67,4,6,40,17,53,8,15,28,2,10.00,17.50,56.67,15.83,5.97,8.96,59.70,25.37,15.09,28.30,52.83,3.77
N00000120,145,14,29,77,25,77,6,6,46,19,68,8,23,31,6,9.66,20.00,53.10,17.24,7.79,7.79,59.74,24.68,11.76,33.82,45.59,8.82
N00000121,126,7,24,83,12,63,2,7,44,10,63,5,17,39,2,5.56,19.05,65.87,9.52,3.17,11.11,69.84,15.87,7.94,26.98,61.90,3.17
N00000122,247,22,43,133,49,136,9,15,75,37,111,13,28,58,12,8.91,17.41,53.85,19.84,6.62,11.03,55.15,27.21,11.71,25.23,52.25,10.81
N00000123,157,16,26,92,23,81,6,1,52,22,76,10,25,40,1,10.19,16.56,58.60,14.65,7.41,1.23,64.20,27.16,13.16,32.89,52.63,1.32
N00000124,162,10,28,92,32,88,6,9,53,20,74,4,19,39,12,6.17,17.28,56.79,19.75,6.82,10.23,60.23,22.73,5.41,25.68,52.70,16.22
N00000125,215,10,43,130,32,118,3,12,75,28,97,7,31,55,4,4.65,20.00,60.47,14.88,2.54,10.17,63.56,23.73,7.22,31.96,56.70,4.12
N00000126,207,13,47,130,17,104,2,8,80,14,103,11,39,50,3,6.28,22.71,62.80,8.21,1.92,7.69,76.92,13.46,10.68,37.86,48.54,2.91
N00000127,177,13,33,104,27,93,1,6,63,23,84,12,27,41,4,7.34,18.64,58.76,15.25,1.08,6.45,67.74,24.73,14.29,32.14,48.81,4.76
N00000128,485,44,65,315,61,271,13,14,192,52,214,31,51,123,9,9.07,13.40,64.95,12.58,4.80,5.17,70.85,19.19,14.49,23.83,57.48,4.21
N00000129,102,4,31,63,4,46,1,4,38,3,56,3,27,25,1,3.92,30.39,61.76,3.92,2.17,8.70,82.61,6.52,5.36,48.21,44.64,1.79
N00000130,279,30,52,168,29,134,9,10,93,22,145,21,42,75,7,10.75,18.64,60.22,10.39,6.72,7.46,69.40,16.42,14.48,28.97,51.72,4.83
N00000131,212,22,36,127,27,109,5,7,76,21,103,17,29,51,6,10.38,16.98,59.91,12.74,4.59,6.42,69.72,19.27,16.50,28.16,49.51,5.83
N00000132,187,18,44,89,36,102,3,10,59,30,85,15,34,30,6,9.63,23.53,47.59,19.25,2.94,9.80,57.84,29.41,17.65,40.00,35.29,7.06
N00000133,145,6,28,95,16,77,2,6,56,13,68,4,22,39,3,4.14,19.31,65.52,11.03,2.60,7.79,72.73,16.88,5.88,32.35,57.35,4.41
N00000134,241,16,47,148,30,121,2,14,86,19,120,14,33,62,11,6.64,19.50,61.41,12.45,1.65,11.57,71.07,15.70,11.67,27.50,51.67,9.17
N00000135,127,13,22,86,6,65,3,3,55,4,62,10,19,31,2,10.24,17.32,67.72,4.72,4.62,4.62,84.62,6.15,16.13,30.65,50.00,3.23
N00000136,277,29,53,160,35,142,15,9,90,28,135,14,44,70,7,10.47,19.13,57.76,12.64,10.56,6.34,63.38,19.72,10.37,32.59,51.85,5.19
N00000137,159,12,35,98,14,82,4,4,63,11,77,8,31,35,3,7.55,22.01,61.64,8.81,4.88,4.88,76.83,13.41,10.39,40.26,45.45,3.90
N00000138,251,18,49,159,25,123,7,6,89,21,128,11,43,70,4,7.17,19.52,63.35,9.96,5.69,4.88,72.36,17.07,8.59,33.59,54.69,3.13
N00000139,130,14,21,82,13,73,5,7,51,10,57,9,14,31,3,10.77,16.15,63.08,10.00,6.85,9.59,69.86,13.70,15.79,24.56,54.39,5.26
N00000140,142,14,34,74,20,76,7,11,39,19,66,7,23,35,1,9.86,23.94,52.11,14.08,9.21,14.47,51.32,25.00,10.61,34.85,53.03,1.52
N00000141,153,17,36,93,7,74,4,5,59,6,79,13,31,34,1,11.11,23.53,60.78,4.58,5.41,6.76,79.73,8.11,16.46,39.24,43.04,1.27
N00000142,74,3,13,54,4,39,0,5,31,3,35,3,8,23,1,4.05,17.57,72.97,5.41,0,12.82,79.49,7.69,8.57,22.86,65.71,2.86
N00000143,80,5,21,49,5,36,0,3,29,4,44,5,18,20,1,6.25,26.25,61.25,6.25,0,8.33,80.56,11.11,11.36,40.91,45.45,2.27
N00000144,92,7,28,51,6,42,1,4,31,6,50,6,24,20,0,7.61,30.43,55.43,6.52,2.38,9.52,73.81,14.29,12.00,48.00,40.00,0
N00000145,34,4,5,22,3,15,0,0,12,3,19,4,5,10,0,11.76,14.71,64.71,8.82,0,0,80.00,20.00,21.05,26.32,52.63,0
N00000146,132,11,19,73,29,75,4,7,43,21,57,7,12,30,8,8.33,14.39,55.30,21.97,5.33,9.33,57.33,28.00,12.28,21.05,52.63,14.04
N00000147,92,8,24,57,3,52,4,5,40,3,40,4,19,17,0,8.70,26.09,61.96,3.26,7.69,9.62,76.92,5.77,10.00,47.50,42.50,0
N00000148,278,21,49,180,28,133,6,8,97,22,145,15,41,83,6,7.55,17.63,64.75,10.07,4.51,6.02,72.93,16.54,10.34,28.28,57.24,4.14
N00000149,175,10,35,115,15,81,0,8,58,15,94,10,27,57,0,5.71,20.00,65.71,8.57,0,9.88,71.60,18.52,10.64,28.72,60.64,0
N00000150,135,6,31,85,13,70,1,9,49,11,65,5,22,36,2,4.44,22.96,62.96,9.63,1.43,12.86,70.00,15.71,7.69,33.85,55.38,3.08
N00000151,111,5,22,75,9,63,1,4,50,8,48,4,18,25,1,4.50,19.82,67.57,8.11,1.59,6.35,79.37,12.70,8.33,37.50,52.08,2.08
N00000152,100,10,26,60,4,53,4,5,41,3,47,6,21,19,1,10.00,26.00,60.00,4.00,7.55,9.43,77.36,5.66,12.77,44.68,40.43,2.13
N00000153,70,4,16,48,2,28,0,1,25,2,42,4,15,23,0,5.71,22.86,68.57,2.86,0,3.57,89.29,7.14,9.52,35.71,54.76,0
N00000154,111,8,22,71,10,66,4,6,48,8,45,4,16,23,2,7.21,19.82,63.96,9.01,6.06,9.09,72.73,12.12,8.89,35.56,51.11,4.44
N00000155,166,13,34,84,35,90,2,7,53,28,76,11,27,31,7,7.83,20.48,50.60,21.08,2.22,7.78,58.89,31.11,14.47,35.53,40.79,9.21
N00000156,128,7,30,80,11,62,2,4,47,9,66,5,26,33,2,5.47,23.44,62.50,8.59,3.23,6.45,75.81,14.52,7.58,39.39,50.00,3.03
N00000157,183,14,32,104,33,99,3,7,65,24,84,11,25,39,9,7.65,17.49,56.83,18.03,3.03,7.07,65.66,24.24,13.10,29.76,46.43,10.71
N00000158,253,12,53,152,36,136,3,15,89,29,117,9,38,63,7,4.74,20.95,60.08,14.23,2.21,11.03,65.44,21.32,7.69,32.48,53.85,5.98
N00000159,83,5,15,59,4,39,1,3,31,4,44,4,12,28,0,6.02,18.07,71.08,4.82,2.56,7.69,79.49,10.26,9.09,27.27,63.64,0
N00000160,132,10,28,85,9,74,6,2,58,8,58,4,26,27,1,7.58,21.21,64.39,6.82,8.11,2.70,78.38,10.81,6.90,44.83,46.55,1.72
N00000161,165,22,43,80,20,85,8,8,51,18,80,14,35,29,2,13.33,26.06,48.48,12.12,9.41,9.41,60.00,21.18,17.50,43.75,36.25,2.50
N00000162,123,13,30,76,4,64,4,8,48,4,59,9,22,28,0,10.57,24.39,61.79,3.25,6.25,12.50,75.00,6.25,15.25,37.29,47.46,0
N00000163,107,8,19,71,9,55,0,6,43,6,52,8,13,28,3,7.48,17.76,66.36,8.41,0,10.91,78.18,10.91,15.38,25.00,53.85,5.77
N00000164,136,12,32,63,29,75,6,10,36,23,61,6,22,27,6,8.82,23.53,46.32,21.32,8.00,13.33,48.00,30.67,9.84,36.07,44.26,9.84
