GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00001285,331,29,11,2,14,3,5,3,15,21,69,69,18,46,22,4,0,42.14,42,8.76,3.32,0.60,4.23,0.91,1.51,0.91,4.53,6.34,20.85,20.85,5.44,13.90,6.65,1.21,0
N00001286,348,27,13,5,15,5,10,9,20,23,71,63,12,41,29,5,0,40.28,40,7.76,3.74,1.44,4.31,1.44,2.87,2.59,5.75,6.61,20.40,18.10,3.45,11.78,8.33,1.44,0
N00001287,295,14,13,5,20,2,6,2,14,18,60,59,18,29,28,4,3,42.70,43,4.75,4.41,1.69,6.78,0.68,2.03,0.68,4.75,6.10,20.34,20.00,6.10,9.83,9.49,1.36,1.02
N00001288,289,10,8,5,12,5,12,3,20,20,48,65,15,36,27,2,1,43.36,45,3.46,2.77,1.73,4.15,1.73,4.15,1.04,6.92,6.92,16.61,22.49,5.19,12.46,9.34,0.69,0.35
N00001289,288,14,4,10,15,3,8,5,16,23,44,68,24,29,23,1,1,42.47,45,4.86,1.39,3.47,5.21,1.04,2.78,1.74,5.56,7.99,15.28,23.61,8.33,10.07,7.99,0.35,0.35
N00001290,318,14,12,4,12,6,10,7,15,19,60,69,24,47,16,1,2,42.89,45,4.40,3.77,1.26,3.77,1.89,3.14,2.20,4.72,5.97,18.87,21.70,7.55,14.78,5.03,0.31,0.63
N00001291,344,28,13,12,25,3,12,13,25,23,76,64,10,33,6,0,1,34.16,32,8.14,3.78,3.49,7.27,0.87,3.49,3.78,7.27,6.69,22.09,18.60,2.91,9.59,1.74,0,0.29
N00001292,878,75,32,21,96,21,30,31,61,79,248,135,21,24,4,0,0,29.18,29,8.54,3.64,2.39,10.93,2.39,3.42,3.53,6.95,9.00,28.25,15.38,2.39,2.73,0.46,0,0
N00001293,358,19,8,3,11,11,11,16,30,22,50,105,16,33,19,2,2,40.46,44,5.31,2.23,0.84,3.07,3.07,3.07,4.47,8.38,6.15,13.97,29.33,4.47,9.22,5.31,0.56,0.56
N00001294,335,14,7,3,22,3,11,11,27,15,42,70,18,62,28,1,1,44.29,47,4.18,2.09,0.90,6.57,0.90,3.28,3.28,8.06,4.48,12.54,20.90,5.37,18.51,8.36,0.30,0.30
N00001295,312,10,10,4,13,3,12,7,26,29,50,66,27,46,6,2,1,41.04,43,3.21,3.21,1.28,4.17,0.96,3.85,2.24,8.33,9.29,16.03,21.15,8.65,14.74,1.92,0.64,0.32
N00001296,273,13,5,8,22,3,9,5,24,18,48,47,17,40,12,1,1,39.29,37,4.76,1.83,2.93,8.06,1.10,3.30,1.83,8.79,6.59,17.58,17.22,6.23,14.65,4.40,0.37,0.37
N00001297,384,10,12,10,35,4,19,12,32,25,65,84,22,36,16,2,0,38.24,38,2.60,3.13,2.60,9.11,1.04,4.95,3.13,8.33,6.51,16.93,21.88,5.73,9.38,4.17,0.52,0
N00001298,394,45,20,10,36,4,9,13,27,37,95,53,18,20,3,4,0,30.58,28,11.42,5.08,2.54,9.14,1.02,2.28,3.30,6.85,9.39,24.11,13.45,4.57,5.08,0.76,1.02,0
N00001299,319,21,10,8,16,2,11,5,33,23,50,68,15,26,24,4,3,39.76,37,6.58,3.13,2.51,5.02,0.63,3.45,1.57,10.34,7.21,15.67,21.32,4.70,8.15,7.52,1.25,0.94
N00001300,287,6,4,3,20,4,11,9,22,11,40,63,22,54,17,1,0,44.41,47,2.09,1.39,1.05,6.97,1.39,3.83,3.14,7.67,3.83,13.94,21.95,7.67,18.82,5.92,0.35,0
N00001301,375,13,6,5,21,4,16,12,40,29,50,82,23,56,15,3,0,41.16,42,3.47,1.60,1.33,5.60,1.07,4.27,3.20,10.67,7.73,13.33,21.87,6.13,14.93,4.00,0.80,0
N00001302,745,61,45,31,108,19,50,31,54,49,152,88,26,25,4,0,2,26.93,22,8.19,6.04,4.16,14.50,2.55,6.71,4.16,7.25,6.58,20.40,11.81,3.49,3.36,0.54,0,0.27
N00001303,333,22,11,5,18,5,10,14,17,23,56,79,20,35,17,1,0,39.43,42,6.61,3.30,1.50,5.41,1.50,3.00,4.20,5.11,6.91,16.82,23.72,6.01,10.51,5.11,0.30,0
N00001304,322,13,8,11,19,5,11,11,18,20,47,52,21,45,35,4,2,43.33,44,4.04,2.48,3.42,5.90,1.55,3.42,3.42,5.59,6.21,14.60,16.15,6.52,13.98,10.87,1.24,0.62
N00001305,325,13,12,7,24,2,9,12,29,17,39,67,23,34,34,2,1,41.96,44,4.00,3.69,2.15,7.38,0.62,2.77,3.69,8.92,5.23,12.00,20.62,7.08,10.46,10.46,0.62,0.31
N00001306,214,17,8,5,9,3,5,3,10,22,50,48,11,11,7,3,2,37.25,36,7.94,3.74,2.34,4.21,1.40,2.34,1.40,4.67,10.28,23.36,22.43,5.14,5.14,3.27,1.40,0.93
N00001307,321,28,13,3,24,8,13,10,28,21,78,71,18,4,2,0,0,31.81,31,8.72,4.05,0.93,7.48,2.49,4.05,3.12,8.72,6.54,24.30,22.12,5.61,1.25,0.62,0,0
N00001308,486,35,19,11,30,6,13,12,16,33,97,90,30,51,33,9,1,40.13,40,7.20,3.91,2.26,6.17,1.23,2.67,2.47,3.29,6.79,19.96,18.52,6.17,10.49,6.79,1.85,0.21
N00001309,368,34,20,9,28,7,9,11,21,35,82,61,14,23,10,3,1,32.71,31,9.24,5.43,2.45,7.61,1.90,2.45,2.99,5.71,9.51,22.28,16.58,3.80,6.25,2.72,0.82,0.27
N00001310,981,110,60,28,85,15,34,39,66,82,229,145,31,39,18,0,0,29.34,28,11.21,6.12,2.85,8.66,1.53,3.47,3.98,6.73,8.36,23.34,14.78,3.16,3.98,1.83,0,0
N00001311,326,47,26,18,29,5,16,12,20,27,61,41,10,10,4,0,0,25.95,22,14.42,7.98,5.52,8.90,1.53,4.91,3.68,6.13,8.28,18.71,12.58,3.07,3.07,1.23,0,0
N00001312,654,74,47,20,56,16,22,24,40,71,144,84,19,19,14,4,0,28.39,26,11.31,7.19,3.06,8.56,2.45,3.36,3.67,6.12,10.86,22.02,12.84,2.91,2.91,2.14,0.61,0
N00001313,417,46,17,4,20,2,5,6,11,64,131,55,16,21,14,3,2,34.06,32,11.03,4.08,0.96,4.80,0.48,1.20,1.44,2.64,15.35,31.41,13.19,3.84,5.04,3.36,0.72,0.48
N00001314,401,34,24,16,34,6,11,13,31,24,96,74,14,15,8,1,0,31.31,31,8.48,5.99,3.99,8.48,1.50,2.74,3.24,7.73,5.99,23.94,18.45,3.49,3.74,2.00,0.25,0
N00001315,246,13,7,9,6,3,5,5,16,11,47,53,10,42,16,2,1,43.14,45,5.28,2.85,3.66,2.44,1.22,2.03,2.03,6.50,4.47,19.11,21.54,4.07,17.07,6.50,0.81,0.41
N00001316,352,23,11,9,22,4,6,4,25,24,61,48,14,54,37,3,7,42.53,40,6.53,3.13,2.56,6.25,1.14,1.70,1.14,7.10,6.82,17.33,13.64,3.98,15.34,10.51,0.85,1.99
N00001317,267,13,2,5,10,4,8,11,14,24,38,64,17,31,21,4,1,42.89,46,4.87,0.75,1.87,3.75,1.50,3.00,4.12,5.24,8.99,14.23,23.97,6.37,11.61,7.87,1.50,0.37
N00001318,287,25,8,4,10,1,8,8,22,29,53,61,16,19,16,5,2,38.87,36,8.71,2.79,1.39,3.48,0.35,2.79,2.79,7.67,10.10,18.47,21.25,5.57,6.62,5.57,1.74,0.70
N00001319,285,12,4,5,18,7,9,6,27,13,42,80,7,21,26,5,3,41.59,44,4.21,1.40,1.75,6.32,2.46,3.16,2.11,9.47,4.56,14.74,28.07,2.46,7.37,9.12,1.75,1.05
N00001320,253,16,7,7,7,0,8,10,16,19,38,54,13,31,21,5,1,42.77,44,6.32,2.77,2.77,2.77,0,3.16,3.95,6.32,7.51,15.02,21.34,5.14,12.25,8.30,1.98,0.40
N00001321,274,5,10,4,23,4,12,10,17,11,47,61,15,33,12,8,2,41.64,43,1.82,3.65,1.46,8.39,1.46,4.38,3.65,6.20,4.01,17.15,22.26,5.47,12.04,4.38,2.92,0.73
N00001322,274,29,13,12,6,2,4,8,15,41,40,50,8,31,11,4,0,35.93,32,10.58,4.74,4.38,2.19,0.73,1.46,2.92,5.47,14.96,14.60,18.25,2.92,11.31,4.01,1.46,0
N00001323,295,12,9,5,11,1,9,5,18,18,72,58,13,35,23,4,2,42.50,43,4.07,3.05,1.69,3.73,0.34,3.05,1.69,6.10,6.10,24.41,19.66,4.41,11.86,7.80,1.36,0.68
N00001324,243,18,10,4,5,1,7,4,14,11,44,49,19,22,33,2,0,43.55,45,7.41,4.12,1.65,2.06,0.41,2.88,1.65,5.76,4.53,18.11,20.16,7.82,9.05,13.58,0.82,0
N00001325,1263,51,42,28,83,19,43,36,76,107,234,272,85,102,61,15,9,39.59,38,4.04,3.33,2.22,6.57,1.50,3.40,2.85,6.02,8.47,18.53,21.54,6.73,8.08,4.83,1.19,0.71
N00001326,360,14,12,9,28,4,9,9,16,17,42,87,35,58,20,0,0,42.85,48,3.89,3.33,2.50,7.78,1.11,2.50,2.50,4.44,4.72,11.67,24.17,9.72,16.11,5.56,0,0
N00001327,328,10,6,16,31,3,10,7,15,9,35,78,22,47,31,7,1,44.42,48,3.05,1.83,4.88,9.45,0.91,3.05,2.13,4.57,2.74,10.67,23.78,6.71,14.33,9.45,2.13,0.30
N00001328,1036,36,37,30,91,12,33,24,75,51,151,225,73,76,74,26,22,41.59,43,3.47,3.57,2.90,8.78,1.16,3.19,2.32,7.24,4.92,14.58,21.72,7.05,7.34,7.14,2.51,2.12
N00001329,281,12,4,5,13,4,7,7,28,11,47,72,23,21,21,5,1,42.95,45,4.27,1.42,1.78,4.63,1.42,2.49,2.49,9.96,3.91,16.73,25.62,8.19,7.47,7.47,1.78,0.36
N00001330,322,12,9,9,25,2,10,9,18,17,41,85,30,24,21,7,3,42.70,46,3.73,2.80,2.80,7.76,0.62,3.11,2.80,5.59,5.28,12.73,26.40,9.32,7.45,6.52,2.17,0.93
N00001331,274,8,9,6,19,8,10,6,18,23,40,68,19,17,15,6,2,40.29,41,2.92,3.28,2.19,6.93,2.92,3.65,2.19,6.57,8.39,14.60,24.82,6.93,6.20,5.47,2.19,0.73
N00001332,186,8,5,1,2,0,2,3,27,41,59,26,3,4,1,2,2,33.03,30,4.30,2.69,0.54,1.08,0,1.08,1.61,14.52,22.04,31.72,13.98,1.61,2.15,0.54,1.08,1.08
N00001333,337,23,12,11,20,7,10,10,23,25,71,66,14,20,17,4,4,37.24,37,6.82,3.56,3.26,5.93,2.08,2.97,2.97,6.82,7.42,21.07,19.58,4.15,5.93,5.04,1.19,1.19
N00001334,354,17,11,6,22,11,20,16,18,12,66,71,16,35,24,8,1,39.83,39,4.80,3.11,1.69,6.21,3.11,5.65,4.52,5.08,3.39,18.64,20.06,4.52,9.89,6.78,2.26,0.28
N00001335,194,7,1,0,1,0,0,3,19,42,82,20,4,5,6,3,1,35.58,31,3.61,0.52,0,0.52,0,0,1.55,9.79,21.65,42.27,10.31,2.06,2.58,3.09,1.55,0.52
N00001336,318,20,13,9,43,5,12,5,13,7,41,79,22,24,18,6,1,38.56,43,6.29,4.09,2.83,13.52,1.57,3.77,1.57,4.09,2.20,12.89,24.84,6.92,7.55,5.66,1.89,0.31
N00001337,302,22,9,6,19,3,12,6,19,23,54,71,20,15,17,2,4,38.32,38,7.28,2.98,1.99,6.29,0.99,3.97,1.99,6.29,7.62,17.88,23.51,6.62,4.97,5.63,0.66,1.32
N00001338,303,21,11,9,15,0,12,5,19,14,61,61,16,24,28,2,5,40.91,41,6.93,3.63,2.97,4.95,0,3.96,1.65,6.27,4.62,20.13,20.13,5.28,7.92,9.24,0.66,1.65
N00001339,370,32,14,7,31,4,7,12,19,20,78,69,21,23,24,6,3,38.06,39,8.65,3.78,1.89,8.38,1.08,1.89,3.24,5.14,5.41,21.08,18.65,5.68,6.22,6.49,1.62,0.81
N00001340,779,49,34,12,52,11,15,17,39,49,147,165,38,60,55,23,13,40.81,41,6.29,4.36,1.54,6.68,1.41,1.93,2.18,5.01,6.29,18.87,21.18,4.88,7.70,7.06,2.95,1.67
N00001341,329,14,8,10,23,3,18,9,27,17,56,67,32,36,8,0,1,38.78,40,4.26,2.43,3.04,6.99,0.91,5.47,2.74,8.21,5.17,17.02,20.36,9.73,10.94,2.43,0,0.30
N00001342,388,14,10,11,30,5,14,10,36,30,53,87,37,28,17,4,2,39.26,42,3.61,2.58,2.84,7.73,1.29,3.61,2.58,9.28,7.73,13.66,22.42,9.54,7.22,4.38,1.03,0.52
N00001343,293,6,5,8,25,6,8,8,25,18,53,81,15,22,8,3,2,39.45,42,2.05,1.71,2.73,8.53,2.05,2.73,2.73,8.53,6.14,18.09,27.65,5.12,7.51,2.73,1.02,0.68
N00001344,330,9,9,4,18,5,10,15,29,19,50,79,25,33,22,1,2,41.65,43,2.73,2.73,1.21,5.45,1.52,3.03,4.55,8.79,5.76,15.15,23.94,7.58,10.00,6.67,0.30,0.61
N00001345,250,8,3,3,16,3,5,3,15,13,37,53,21,47,18,4,1,46.66,50,3.20,1.20,1.20,6.40,1.20,2.00,1.20,6.00,5.20,14.80,21.20,8.40,18.80,7.20,1.60,0.40
N00001346,820,52,24,11,32,7,23,21,41,63,160,190,46,59,49,22,20,42.14,43,6.34,2.93,1.34,3.90,0.85,2.80,2.56,5.00,7.68,19.51,23.17,5.61,7.20,5.98,2.68,2.44
N00001347,513,31,13,10,22,5,12,6,33,81,143,78,22,27,15,7,8,36.51,33,6.04,2.53,1.95,4.29,0.97,2.34,1.17,6.43,15.79,27.88,15.20,4.29,5.26,2.92,1.36,1.56
N00001348,304,28,11,2,17,4,4,8,18,23,70,73,18,9,12,5,2,36.99,36,9.21,3.62,0.66,5.59,1.32,1.32,2.63,5.92,7.57,23.03,24.01,5.92,2.96,3.95,1.64,0.66
N00001349,248,16,8,5,12,2,4,4,14,31,58,44,10,19,18,2,1,38.70,35,6.45,3.23,2.02,4.84,0.81,1.61,1.61,5.65,12.50,23.39,17.74,4.03,7.66,7.26,0.81,0.40
N00001350,919,50,27,24,62,17,21,27,62,56,155,177,49,118,60,11,3,40.57,41,5.44,2.94,2.61,6.75,1.85,2.29,2.94,6.75,6.09,16.87,19.26,5.33,12.84,6.53,1.20,0.33
N00001351,390,25,15,9,25,4,11,15,38,39,58,70,20,24,25,9,3,37.64,33,6.41,3.85,2.31,6.41,1.03,2.82,3.85,9.74,10.00,14.87,17.95,5.13,6.15,6.41,2.31,0.77
N00001352,303,14,7,5,5,2,4,1,30,50,72,51,18,22,14,6,2,39.44,35,4.62,2.31,1.65,1.65,0.66,1.32,0.33,9.90,16.50,23.76,16.83,5.94,7.26,4.62,1.98,0.66
N00001353,358,31,10,12,15,5,13,11,16,22,47,70,22,35,32,11,6,42.08,44,8.66,2.79,3.35,4.19,1.40,3.63,3.07,4.47,6.15,13.13,19.55,6.15,9.78,8.94,3.07,1.68
N00001354,756,42,27,10,42,9,13,24,49,59,152,167,44,69,40,9,0,39.67,40,5.56,3.57,1.32,5.56,1.19,1.72,3.17,6.48,7.80,20.11,22.09,5.82,9.13,5.29,1.19,0
N00001355,287,19,12,5,22,3,9,9,17,19,67,61,12,27,4,0,1,36.01,37,6.62,4.18,1.74,7.67,1.05,3.14,3.14,5.92,6.62,23.34,21.25,4.18,9.41,1.39,0,0.35
N00001356,280,14,11,6,19,4,12,6,20,23,49,57,15,30,10,4,0,38.03,36,5.00,3.93,2.14,6.79,1.43,4.29,2.14,7.14,8.21,17.50,20.36,5.36,10.71,3.57,1.43,0
N00001357,155,15,1,3,8,0,3,5,13,5,29,38,14,12,8,0,1,39.05,43,9.68,0.65,1.94,5.16,0,1.94,3.23,8.39,3.23,18.71,24.52,9.03,7.74,5.16,0,0.65
N00001358,344,33,20,12,19,8,6,5,23,21,78,62,11,30,14,1,1,34.79,34,9.59,5.81,3.49,5.52,2.33,1.74,1.45,6.69,6.10,22.67,18.02,3.20,8.72,4.07,0.29,0.29
N00001359,294,29,19,6,24,3,6,8,27,39,71,30,8,17,6,0,1,29.87,28,9.86,6.46,2.04,8.16,1.02,2.04,2.72,9.18,13.27,24.15,10.20,2.72,5.78,2.04,0,0.34
N00001360,276,30,11,8,29,7,4,6,21,26,63,37,15,13,5,0,1,30.76,29,10.87,3.99,2.90,10.51,2.54,1.45,2.17,7.61,9.42,22.83,13.41,5.43,4.71,1.81,0,0.36
N00001361,295,23,17,13,19,5,8,11,32,31,47,49,10,18,11,1,0,32.33,28,7.80,5.76,4.41,6.44,1.69,2.71,3.73,10.85,10.51,15.93,16.61,3.39,6.10,3.73,0.34,0
N00001362,293,15,5,2,23,3,11,10,20,22,59,59,17,29,13,2,3,39.80,41,5.12,1.71,0.68,7.85,1.02,3.75,3.41,6.83,7.51,20.14,20.14,5.80,9.90,4.44,0.68,1.02
N00001363,263,17,9,7,16,1,9,6,13,17,64,58,7,18,15,5,1,37.86,36,6.46,3.42,2.66,6.08,0.38,3.42,2.28,4.94,6.46,24.33,22.05,2.66,6.84,5.70,1.90,0.38
N00001364,539,33,8,9,32,5,6,12,22,65,163,80,18,44,25,8,9,38.53,35,6.12,1.48,1.67,5.94,0.93,1.11,2.23,4.08,12.06,30.24,14.84,3.34,8.16,4.64,1.48,1.67
N00001365,387,36,12,5,15,5,6,6,26,27,117,69,11,20,18,14,0,37.31,35,9.30,3.10,1.29,3.88,1.29,1.55,1.55,6.72,6.98,30.23,17.83,2.84,5.17,4.65,3.62,0
N00001366,252,21,8,4,14,0,2,5,6,22,75,51,7,11,20,5,1,38.74,37,8.33,3.17,1.59,5.56,0,0.79,1.98,2.38,8.73,29.76,20.24,2.78,4.37,7.94,1.98,0.40
N00001367,353,19,8,8,16,5,6,8,25,38,62,77,21,33,19,6,2,40.51,40,5.38,2.27,2.27,4.53,1.42,1.70,2.27,7.08,10.76,17.56,21.81,5.95,9.35,5.38,1.70,0.57
N00001368,295,19,11,4,13,4,5,6,9,14,68,65,18,26,17,10,6,43.33,43,6.44,3.73,1.36,4.41,1.36,1.69,2.03,3.05,4.75,23.05,22.03,6.10,8.81,5.76,3.39,2.03
N00001369,365,25,7,5,18,3,4,8,12,29,101,70,19,27,31,5,1,40.87,40,6.85,1.92,1.37,4.93,0.82,1.10,2.19,3.29,7.95,27.67,19.18,5.21,7.40,8.49,1.37,0.27
N00001370,369,20,6,3,13,4,9,11,16,11,68,80,21,33,38,22,14,48.23,49,5.42,1.63,0.81,3.52,1.08,2.44,2.98,4.34,2.98,18.43,21.68,5.69,8.94,10.30,5.96,3.79
N00001371,313,33,7,2,14,12,13,6,20,19,75,70,7,12,16,3,4,35.61,36,10.54,2.24,0.64,4.47,3.83,4.15,1.92,6.39,6.07,23.96,22.36,2.24,3.83,5.11,0.96,1.28
N00001372,584,47,15,11,38,10,10,11,25,25,151,117,36,38,37,8,5,39.62,40,8.05,2.57,1.88,6.51,1.71,1.71,1.88,4.28,4.28,25.86,20.03,6.16,6.51,6.34,1.37,0.86
N00001373,293,24,6,10,19,1,7,4,22,13,65,69,8,26,13,3,3,38.73,39,8.19,2.05,3.41,6.48,0.34,2.39,1.37,7.51,4.44,22.18,23.55,2.73,8.87,4.44,1.02,1.02
N00001374,297,14,13,8,23,2,8,9,18,13,52,78,15,16,23,5,0,39.51,42,4.71,4.38,2.69,7.74,0.67,2.69,3.03,6.06,4.38,17.51,26.26,5.05,5.39,7.74,1.68,0
N00001375,338,12,8,4,30,6,5,8,25,16,64,58,25,39,29,6,3,43.15,44,3.55,2.37,1.18,8.88,1.78,1.48,2.37,7.40,4.73,18.93,17.16,7.40,11.54,8.58,1.78,0.89
N00001376,191,11,4,5,7,1,4,4,11,25,45,33,13,11,9,5,3,39.82,37,5.76,2.09,2.62,3.66,0.52,2.09,2.09,5.76,13.09,23.56,17.28,6.81,5.76,4.71,2.62,1.57
N00001377,276,15,7,3,10,3,9,11,17,10,55,58,15,23,28,8,4,44.29,44,5.43,2.54,1.09,3.62,1.09,3.26,3.99,6.16,3.62,19.93,21.01,5.43,8.33,10.14,2.90,1.45
N00001378,258,29,8,5,8,4,3,3,14,23,70,55,3,16,11,5,1,36.24,34,11.24,3.10,1.94,3.10,1.55,1.16,1.16,5.43,8.91,27.13,21.32,1.16,6.20,4.26,1.94,0.39
N00001379,246,15,3,2,15,2,4,11,7,22,48,64,11,21,19,2,0,40.93,42,6.10,1.22,0.81,6.10,0.81,1.63,4.47,2.85,8.94,19.51,26.02,4.47,8.54,7.72,0.81,0
N00001380,381,18,13,5,18,2,8,9,14,35,79,95,24,24,21,8,8,42.26,43,4.72,3.41,1.31,4.72,0.52,2.10,2.36,3.67,9.19,20.73,24.93,6.30,6.30,5.51,2.10,2.10
N00001381,395,26,12,10,12,2,4,5,28,84,136,53,10,8,2,2,1,31.68,30,6.58,3.04,2.53,3.04,0.51,1.01,1.27,7.09,21.27,34.43,13.42,2.53,2.03,0.51,0.51,0.25
N00001382,316,19,12,10,21,0,12,8,21,19,60,66,21,33,8,3,3,38.86,40,6.01,3.80,3.16,6.65,0,3.80,2.53,6.65,6.01,18.99,20.89,6.65,10.44,2.53,0.95,0.95
N00001383,344,12,12,5,20,8,12,9,21,5,35,78,20,23,36,22,26,49.20,52,3.49,3.49,1.45,5.81,2.33,3.49,2.62,6.10,1.45,10.17,22.67,5.81,6.69,10.47,6.40,7.56
N00001384,287,12,12,9,16,6,8,6,11,14,67,73,15,11,20,3,4,39.87,41,4.18,4.18,3.14,5.57,2.09,2.79,2.09,3.83,4.88,23.34,25.44,5.23,3.83,6.97,1.05,1.39
N00001385,359,22,8,7,28,11,10,9,16,22,63,103,23,19,15,3,0,38.52,41,6.13,2.23,1.95,7.80,3.06,2.79,2.51,4.46,6.13,17.55,28.69,6.41,5.29,4.18,0.84,0
N00001386,532,38,13,7,15,3,7,13,48,73,176,74,10,29,22,3,1,35.04,32,7.14,2.44,1.32,2.82,0.56,1.32,2.44,9.02,13.72,33.08,13.91,1.88,5.45,4.14,0.56,0.19
N00001387,263,17,6,3,9,2,4,1,21,37,101,35,6,14,5,2,0,34.32,32,6.46,2.28,1.14,3.42,0.76,1.52,0.38,7.98,14.07,38.40,13.31,2.28,5.32,1.90,0.76,0
N00001388,270,9,7,2,13,2,5,3,14,18,31,55,15,30,29,25,12,51.02,51,3.33,2.59,0.74,4.81,0.74,1.85,1.11,5.19,6.67,11.48,20.37,5.56,11.11,10.74,9.26,4.44
N00001389,188,14,9,5,1,0,1,2,8,27,75,22,3,13,4,2,2,35.64,33,7.45,4.79,2.66,0.53,0,0.53,1.06,4.26,14.36,39.89,11.70,1.60,6.91,2.13,1.06,1.06
N00001390,287,22,9,9,16,3,11,4,11,14,69,66,20,19,12,1,1,38.47,41,7.67,3.14,3.14,5.57,1.05,3.83,1.39,3.83,4.88,24.04,23.00,6.97,6.62,4.18,0.35,0.35
N00001391,286,21,3,3,14,6,6,9,17,20,60,85,13,20,7,2,0,38.62,41,7.34,1.05,1.05,4.90,2.10,2.10,3.15,5.94,6.99,20.98,29.72,4.55,6.99,2.45,0.70,0
N00001392,263,8,5,2,15,1,4,6,21,45,71,41,9,20,13,1,1,37.75,34,3.04,1.90,0.76,5.70,0.38,1.52,2.28,7.98,17.11,27.00,15.59,3.42,7.60,4.94,0.38,0.38
N00001393,269,13,5,0,8,0,2,3,16,69,101,25,4,9,12,0,2,34.59,31,4.83,1.86,0,2.97,0,0.74,1.12,5.95,25.65,37.55,9.29,1.49,3.35,4.46,0,0.74
N00001394,284,29,13,5,12,2,4,4,18,27,75,53,13,16,10,2,1,35.42,34,10.21,4.58,1.76,4.23,0.70,1.41,1.41,6.34,9.51,26.41,18.66,4.58,5.63,3.52,0.70,0.35
N00001395,277,24,8,12,19,3,4,3,10,13,81,43,17,21,14,5,0,37.32,38,8.66,2.89,4.33,6.86,1.08,1.44,1.08,3.61,4.69,29.24,15.52,6.14,7.58,5.05,1.81,0
N00001396,607,20,5,5,8,1,5,9,62,191,222,49,2,21,7,0,0,31.97,29,3.29,0.82,0.82,1.32,0.16,0.82,1.48,10.21,31.47,36.57,8.07,0.33,3.46,1.15,0,0
N00001397,183,4,2,3,3,2,1,2,7,17,56,32,5,15,20,7,7,47.03,41,2.19,1.09,1.64,1.64,1.09,0.55,1.09,3.83,9.29,30.60,17.49,2.73,8.20,10.93,3.83,3.83
N00001398,250,17,2,4,11,3,4,1,13,29,88,33,11,19,12,2,1,37.94,35,6.80,0.80,1.60,4.40,1.20,1.60,0.40,5.20,11.60,35.20,13.20,4.40,7.60,4.80,0.80,0.40
N00001399,889,62,29,15,39,4,20,13,30,90,180,185,41,80,65,24,12,41.90,41,6.97,3.26,1.69,4.39,0.45,2.25,1.46,3.37,10.12,20.25,20.81,4.61,9.00,7.31,2.70,1.35
N00001400,330,26,15,8,13,4,5,3,14,20,63,73,16,40,23,5,2,41.81,43,7.88,4.55,2.42,3.94,1.21,1.52,0.91,4.24,6.06,19.09,22.12,4.85,12.12,6.97,1.52,0.61
N00001401,851,49,20,20,24,7,15,8,75,189,229,105,30,43,21,14,2,34.40,30,5.76,2.35,2.35,2.82,0.82,1.76,0.94,8.81,22.21,26.91,12.34,3.53,5.05,2.47,1.65,0.24
N00001402,652,38,14,7,20,5,10,15,56,130,174,108,18,21,28,6,2,35.27,32,5.83,2.15,1.07,3.07,0.77,1.53,2.30,8.59,19.94,26.69,16.56,2.76,3.22,4.29,0.92,0.31
N00001403,377,19,2,4,17,5,18,10,25,51,89,78,14,25,9,2,9,38.29,36,5.04,0.53,1.06,4.51,1.33,4.77,2.65,6.63,13.53,23.61,20.69,3.71,6.63,2.39,0.53,2.39
N00001404,706,36,19,8,32,5,10,17,44,81,158,119,34,41,58,26,18,41.99,39,5.10,2.69,1.13,4.53,0.71,1.42,2.41,6.23,11.47,22.38,16.86,4.82,5.81,8.22,3.68,2.55
N00001405,235,13,4,3,16,4,7,5,13,20,56,39,9,18,18,6,4,40.54,38,5.53,1.70,1.28,6.81,1.70,2.98,2.13,5.53,8.51,23.83,16.60,3.83,7.66,7.66,2.55,1.70
N00001406,216,17,6,3,13,2,2,1,11,12,58,44,6,20,8,11,2,40.50,37,7.87,2.78,1.39,6.02,0.93,0.93,0.46,5.09,5.56,26.85,20.37,2.78,9.26,3.70,5.09,0.93
N00001407,256,8,5,2,9,3,3,1,14,54,76,27,13,16,18,5,2,39.57,33,3.13,1.95,0.78,3.52,1.17,1.17,0.39,5.47,21.09,29.69,10.55,5.08,6.25,7.03,1.95,0.78
N00001408,467,30,13,5,28,5,10,12,23,62,106,108,21,29,8,3,4,36.63,33,6.42,2.78,1.07,6.00,1.07,2.14,2.57,4.93,13.28,22.70,23.13,4.50,6.21,1.71,0.64,0.86
N00001409,292,27,14,6,18,7,8,2,9,17,66,69,16,15,13,3,2,36.88,38,9.25,4.79,2.05,6.16,2.40,2.74,0.68,3.08,5.82,22.60,23.63,5.48,5.14,4.45,1.03,0.68
N00001410,294,21,15,7,16,3,6,4,13,15,67,77,8,11,20,7,4,39.68,41,7.14,5.10,2.38,5.44,1.02,2.04,1.36,4.42,5.10,22.79,26.19,2.72,3.74,6.80,2.38,1.36
