GeographyCode,KS612NI0001,KS612NI0002,KS612NI0003,KS612NI0004,KS612NI0005,KS612NI0006,KS612NI0007,KS612NI0008,KS612NI0009,KS612NI0010,KS612NI0011,KS612NI0012,KS612NI0013,KS612NI0014,KS612NI0015,KS612NI0016,KS612NI0017,KS612NI0018,KS612NI0019,KS612NI0020,KS612NI0021,KS612NI0022,KS612NI0023
N00000034,155,3,19,30,5,25,24,15,20,5,2,7,1.94,12.26,19.35,3.23,16.13,15.48,9.68,12.90,3.23,1.29,4.52
N00000035,99,2,4,9,6,12,14,15,25,3,6,3,2.02,4.04,9.09,6.06,12.12,14.14,15.15,25.25,3.03,6.06,3.03
N00000036,124,3,10,24,9,19,6,14,24,5,2,8,2.42,8.06,19.35,7.26,15.32,4.84,11.29,19.35,4.03,1.61,6.45
N00000037,100,0,5,18,9,10,14,8,20,5,5,6,0,5.00,18.00,9.00,10.00,14.00,8.00,20.00,5.00,5.00,6.00
N00000038,143,5,5,22,9,26,20,10,17,4,4,21,3.50,3.50,15.38,6.29,18.18,13.99,6.99,11.89,2.80,2.80,14.69
N00000039,393,8,12,81,34,54,42,43,49,4,13,53,2.04,3.05,20.61,8.65,13.74,10.69,10.94,12.47,1.02,3.31,13.49
N00000040,92,0,2,9,7,14,10,11,30,0,2,7,0,2.17,9.78,7.61,15.22,10.87,11.96,32.61,0,2.17,7.61
N00000041,150,5,10,32,10,20,20,11,20,5,1,16,3.33,6.67,21.33,6.67,13.33,13.33,7.33,13.33,3.33,0.67,10.67
N00000042,150,3,7,20,11,25,23,17,19,4,1,20,2.00,4.67,13.33,7.33,16.67,15.33,11.33,12.67,2.67,0.67,13.33
N00000043,375,9,22,86,24,43,35,38,55,18,9,36,2.40,5.87,22.93,6.40,11.47,9.33,10.13,14.67,4.80,2.40,9.60
N00000044,90,0,2,20,6,12,5,19,12,5,0,9,0,2.22,22.22,6.67,13.33,5.56,21.11,13.33,5.56,0,10.00
N00000045,188,5,18,28,11,49,17,15,29,1,4,11,2.66,9.57,14.89,5.85,26.06,9.04,7.98,15.43,0.53,2.13,5.85
N00000046,151,0,9,26,5,44,11,10,18,9,3,16,0,5.96,17.22,3.31,29.14,7.28,6.62,11.92,5.96,1.99,10.60
N00000047,141,1,13,22,9,35,15,18,16,5,0,7,0.71,9.22,15.60,6.38,24.82,10.64,12.77,11.35,3.55,0,4.96
N00000048,100,3,2,7,4,15,15,15,30,1,3,5,3.00,2.00,7.00,4.00,15.00,15.00,15.00,30.00,1.00,3.00,5.00
N00000049,97,1,5,7,5,10,12,17,27,4,4,5,1.03,5.15,7.22,5.15,10.31,12.37,17.53,27.84,4.12,4.12,5.15
N00000050,118,4,14,17,7,16,16,11,25,1,0,7,3.39,11.86,14.41,5.93,13.56,13.56,9.32,21.19,0.85,0,5.93
N00000051,95,0,0,8,5,7,10,15,32,7,6,5,0,0,8.42,5.26,7.37,10.53,15.79,33.68,7.37,6.32,5.26
N00000052,117,2,3,23,12,12,10,11,29,5,6,4,1.71,2.56,19.66,10.26,10.26,8.55,9.40,24.79,4.27,5.13,3.42
N00000053,103,1,2,10,7,4,14,20,28,4,3,10,0.97,1.94,9.71,6.80,3.88,13.59,19.42,27.18,3.88,2.91,9.71
N00000054,80,2,1,11,8,5,13,11,21,2,3,3,2.50,1.25,13.75,10.00,6.25,16.25,13.75,26.25,2.50,3.75,3.75
N00000055,100,0,1,18,6,7,15,19,18,1,3,12,0,1.00,18.00,6.00,7.00,15.00,19.00,18.00,1.00,3.00,12.00
N00000056,108,1,2,11,7,9,19,17,28,5,6,3,0.93,1.85,10.19,6.48,8.33,17.59,15.74,25.93,4.63,5.56,2.78
N00000057,87,2,2,2,7,5,9,23,22,4,5,6,2.30,2.30,2.30,8.05,5.75,10.34,26.44,25.29,4.60,5.75,6.90
N00000058,87,0,4,8,12,5,7,22,18,4,1,6,0,4.60,9.20,13.79,5.75,8.05,25.29,20.69,4.60,1.15,6.90
N00000059,87,0,1,9,5,3,9,22,25,5,2,6,0,1.15,10.34,5.75,3.45,10.34,25.29,28.74,5.75,2.30,6.90
N00000060,131,1,2,16,11,10,11,21,39,7,5,8,0.76,1.53,12.21,8.40,7.63,8.40,16.03,29.77,5.34,3.82,6.11
N00000061,105,2,14,19,6,13,16,11,12,1,0,11,1.90,13.33,18.10,5.71,12.38,15.24,10.48,11.43,0.95,0,10.48
N00000062,125,1,23,34,10,9,12,12,7,4,3,10,0.80,18.40,27.20,8.00,7.20,9.60,9.60,5.60,3.20,2.40,8.00
N00000063,128,1,8,18,4,11,21,18,22,6,4,15,0.78,6.25,14.06,3.13,8.59,16.41,14.06,17.19,4.69,3.13,11.72
N00000064,106,1,1,9,1,12,18,16,23,7,10,8,0.94,0.94,8.49,0.94,11.32,16.98,15.09,21.70,6.60,9.43,7.55
N00000065,149,5,9,27,20,14,14,16,28,4,2,10,3.36,6.04,18.12,13.42,9.40,9.40,10.74,18.79,2.68,1.34,6.71
N00000066,100,3,5,24,13,8,13,7,21,0,1,5,3.00,5.00,24.00,13.00,8.00,13.00,7.00,21.00,0,1.00,5.00
N00000067,103,1,1,7,11,14,11,23,15,8,6,6,0.97,0.97,6.80,10.68,13.59,10.68,22.33,14.56,7.77,5.83,5.83
N00000068,135,3,15,24,16,17,21,15,11,1,0,12,2.22,11.11,17.78,11.85,12.59,15.56,11.11,8.15,0.74,0,8.89
N00000069,101,1,1,6,6,8,13,9,27,11,9,10,0.99,0.99,5.94,5.94,7.92,12.87,8.91,26.73,10.89,8.91,9.90
N00000070,86,6,4,20,13,8,9,10,7,0,2,7,6.98,4.65,23.26,15.12,9.30,10.47,11.63,8.14,0,2.33,8.14
N00000071,96,1,2,21,7,9,16,11,19,3,3,4,1.04,2.08,21.88,7.29,9.38,16.67,11.46,19.79,3.13,3.13,4.17
N00000072,605,6,47,115,60,61,56,84,110,12,11,43,0.99,7.77,19.01,9.92,10.08,9.26,13.88,18.18,1.98,1.82,7.11
N00000073,171,1,4,27,13,19,17,23,51,6,5,5,0.58,2.34,15.79,7.60,11.11,9.94,13.45,29.82,3.51,2.92,2.92
N00000074,368,6,40,76,52,38,44,37,49,2,3,21,1.63,10.87,20.65,14.13,10.33,11.96,10.05,13.32,0.54,0.82,5.71
N00000075,211,9,5,39,60,10,17,24,20,16,0,11,4.27,2.37,18.48,28.44,4.74,8.06,11.37,9.48,7.58,0,5.21
N00000076,115,4,6,24,12,10,19,12,14,0,1,13,3.48,5.22,20.87,10.43,8.70,16.52,10.43,12.17,0,0.87,11.30
N00000077,99,1,8,22,10,9,13,11,17,0,1,7,1.01,8.08,22.22,10.10,9.09,13.13,11.11,17.17,0,1.01,7.07
N00000078,157,5,16,34,15,16,21,22,15,1,0,12,3.18,10.19,21.66,9.55,10.19,13.38,14.01,9.55,0.64,0,7.64
N00000079,203,8,22,45,14,49,19,9,10,2,1,24,3.94,10.84,22.17,6.90,24.14,9.36,4.43,4.93,0.99,0.49,11.82
N00000080,161,6,25,38,21,22,11,11,13,2,1,11,3.73,15.53,23.60,13.04,13.66,6.83,6.83,8.07,1.24,0.62,6.83
N00000081,129,8,16,30,7,20,10,11,16,3,2,6,6.20,12.40,23.26,5.43,15.50,7.75,8.53,12.40,2.33,1.55,4.65
N00000082,131,3,13,32,10,35,10,6,13,1,0,8,2.29,9.92,24.43,7.63,26.72,7.63,4.58,9.92,0.76,0,6.11
N00000083,240,7,20,45,17,57,23,14,25,1,3,28,2.92,8.33,18.75,7.08,23.75,9.58,5.83,10.42,0.42,1.25,11.67
N00000084,170,2,15,35,13,43,14,10,18,2,1,17,1.18,8.82,20.59,7.65,25.29,8.24,5.88,10.59,1.18,0.59,10.00
N00000085,153,3,9,16,9,12,12,22,46,6,5,13,1.96,5.88,10.46,5.88,7.84,7.84,14.38,30.07,3.92,3.27,8.50
N00000086,142,2,7,21,13,25,16,15,22,3,4,14,1.41,4.93,14.79,9.15,17.61,11.27,10.56,15.49,2.11,2.82,9.86
N00000087,317,7,40,58,19,56,41,19,44,7,5,21,2.21,12.62,18.30,5.99,17.67,12.93,5.99,13.88,2.21,1.58,6.62
N00000088,73,0,1,9,4,7,12,11,20,1,4,4,0,1.37,12.33,5.48,9.59,16.44,15.07,27.40,1.37,5.48,5.48
N00000089,160,4,18,22,11,25,14,19,25,0,3,19,2.50,11.25,13.75,6.88,15.63,8.75,11.88,15.63,0,1.88,11.88
N00000090,136,1,7,30,11,21,14,16,27,1,1,7,0.74,5.15,22.06,8.09,15.44,10.29,11.76,19.85,0.74,0.74,5.15
N00000091,160,8,16,23,10,32,16,11,24,3,6,11,5.00,10.00,14.38,6.25,20.00,10.00,6.88,15.00,1.88,3.75,6.88
N00000092,171,5,19,33,12,29,16,17,23,5,2,10,2.92,11.11,19.30,7.02,16.96,9.36,9.94,13.45,2.92,1.17,5.85
N00000093,134,2,8,22,6,32,13,15,16,3,6,11,1.49,5.97,16.42,4.48,23.88,9.70,11.19,11.94,2.24,4.48,8.21
N00000094,177,5,20,38,8,45,14,9,17,3,3,15,2.82,11.30,21.47,4.52,25.42,7.91,5.08,9.60,1.69,1.69,8.47
N00000095,155,5,10,27,5,44,18,12,14,1,6,13,3.23,6.45,17.42,3.23,28.39,11.61,7.74,9.03,0.65,3.87,8.39
N00000096,186,9,21,32,11,41,16,10,12,13,2,19,4.84,11.29,17.20,5.91,22.04,8.60,5.38,6.45,6.99,1.08,10.22
N00000097,292,2,19,54,28,32,41,36,52,3,7,18,0.68,6.51,18.49,9.59,10.96,14.04,12.33,17.81,1.03,2.40,6.16
N00000098,439,7,45,97,42,29,43,56,75,12,3,30,1.59,10.25,22.10,9.57,6.61,9.79,12.76,17.08,2.73,0.68,6.83
N00000099,86,1,4,14,2,5,8,19,22,6,2,3,1.16,4.65,16.28,2.33,5.81,9.30,22.09,25.58,6.98,2.33,3.49
N00000100,113,0,3,11,9,12,19,16,25,5,4,9,0,2.65,9.73,7.96,10.62,16.81,14.16,22.12,4.42,3.54,7.96
N00000101,85,0,1,12,4,5,11,19,18,2,4,9,0,1.18,14.12,4.71,5.88,12.94,22.35,21.18,2.35,4.71,10.59
N00000102,128,1,6,35,10,9,13,16,19,1,4,14,0.78,4.69,27.34,7.81,7.03,10.16,12.50,14.84,0.78,3.13,10.94
N00000103,204,1,7,25,13,12,29,31,53,18,4,11,0.49,3.43,12.25,6.37,5.88,14.22,15.20,25.98,8.82,1.96,5.39
N00000104,115,2,5,11,10,10,12,17,37,6,2,3,1.74,4.35,9.57,8.70,8.70,10.43,14.78,32.17,5.22,1.74,2.61
N00000105,125,0,2,12,4,6,16,33,37,7,0,8,0,1.60,9.60,3.20,4.80,12.80,26.40,29.60,5.60,0,6.40
N00000106,64,0,0,5,4,6,5,10,20,3,7,4,0,0,7.81,6.25,9.38,7.81,15.63,31.25,4.69,10.94,6.25
N00000107,87,0,2,6,3,5,12,18,23,6,5,7,0,2.30,6.90,3.45,5.75,13.79,20.69,26.44,6.90,5.75,8.05
N00000108,85,2,8,16,9,4,13,11,12,1,2,7,2.35,9.41,18.82,10.59,4.71,15.29,12.94,14.12,1.18,2.35,8.24
N00000109,184,1,10,13,18,13,34,33,49,3,5,5,0.54,5.43,7.07,9.78,7.07,18.48,17.93,26.63,1.63,2.72,2.72
N00000110,104,1,2,6,9,11,20,17,25,2,2,9,0.96,1.92,5.77,8.65,10.58,19.23,16.35,24.04,1.92,1.92,8.65
N00000111,132,3,15,23,16,18,15,8,22,0,4,8,2.27,11.36,17.42,12.12,13.64,11.36,6.06,16.67,0,3.03,6.06
N00000112,138,4,5,18,5,13,19,14,36,4,2,18,2.90,3.62,13.04,3.62,9.42,13.77,10.14,26.09,2.90,1.45,13.04
N00000113,108,2,5,18,6,11,11,18,23,3,4,7,1.85,4.63,16.67,5.56,10.19,10.19,16.67,21.30,2.78,3.70,6.48
N00000114,127,1,7,18,13,13,16,12,33,5,1,8,0.79,5.51,14.17,10.24,10.24,12.60,9.45,25.98,3.94,0.79,6.30
N00000115,103,1,0,14,9,9,8,12,26,9,1,14,0.97,0,13.59,8.74,8.74,7.77,11.65,25.24,8.74,0.97,13.59
N00000116,111,1,5,9,10,11,16,20,23,5,5,6,0.90,4.50,8.11,9.01,9.91,14.41,18.02,20.72,4.50,4.50,5.41
N00000117,58,0,2,2,3,1,7,14,19,3,4,3,0,3.45,3.45,5.17,1.72,12.07,24.14,32.76,5.17,6.90,5.17
N00000118,128,7,17,34,7,16,5,10,10,14,0,8,5.47,13.28,26.56,5.47,12.50,3.91,7.81,7.81,10.94,0,6.25
N00000119,109,4,22,23,8,17,5,9,6,2,4,9,3.67,20.18,21.10,7.34,15.60,4.59,8.26,5.50,1.83,3.67,8.26
N00000120,114,5,10,27,11,27,7,7,5,2,0,13,4.39,8.77,23.68,9.65,23.68,6.14,6.14,4.39,1.75,0,11.40
N00000121,108,3,9,28,8,15,9,6,19,1,3,7,2.78,8.33,25.93,7.41,13.89,8.33,5.56,17.59,0.93,2.78,6.48
N00000122,179,9,23,47,11,41,12,11,9,1,0,15,5.03,12.85,26.26,6.15,22.91,6.70,6.15,5.03,0.56,0,8.38
N00000123,125,7,24,41,8,18,2,4,4,3,1,13,5.60,19.20,32.80,6.40,14.40,1.60,3.20,3.20,2.40,0.80,10.40
N00000124,122,5,16,35,5,22,13,7,9,3,0,7,4.10,13.11,28.69,4.10,18.03,10.66,5.74,7.38,2.46,0,5.74
N00000125,162,5,12,18,5,52,13,12,20,8,3,14,3.09,7.41,11.11,3.09,32.10,8.02,7.41,12.35,4.94,1.85,8.64
N00000126,156,3,7,12,4,48,13,13,28,8,1,19,1.92,4.49,7.69,2.56,30.77,8.33,8.33,17.95,5.13,0.64,12.18
N00000127,134,0,5,17,8,37,16,11,22,7,2,9,0,3.73,12.69,5.97,27.61,11.94,8.21,16.42,5.22,1.49,6.72
N00000128,381,6,12,45,12,92,40,25,76,30,9,34,1.57,3.15,11.81,3.15,24.15,10.50,6.56,19.95,7.87,2.36,8.92
N00000129,103,0,2,10,3,19,9,9,37,6,4,4,0,1.94,9.71,2.91,18.45,8.74,8.74,35.92,5.83,3.88,3.88
N00000130,164,6,11,35,19,18,19,16,13,3,1,23,3.66,6.71,21.34,11.59,10.98,11.59,9.76,7.93,1.83,0.61,14.02
N00000131,147,7,16,28,16,27,8,10,22,1,0,12,4.76,10.88,19.05,10.88,18.37,5.44,6.80,14.97,0.68,0,8.16
N00000132,137,1,8,19,7,50,13,9,11,3,5,11,0.73,5.84,13.87,5.11,36.50,9.49,6.57,8.03,2.19,3.65,8.03
N00000133,117,1,5,20,13,20,16,6,27,3,3,3,0.85,4.27,17.09,11.11,17.09,13.68,5.13,23.08,2.56,2.56,2.56
N00000134,160,8,9,35,24,30,10,14,17,2,3,8,5.00,5.63,21.88,15.00,18.75,6.25,8.75,10.63,1.25,1.88,5.00
N00000135,117,1,3,12,7,16,11,26,19,6,7,9,0.85,2.56,10.26,5.98,13.68,9.40,22.22,16.24,5.13,5.98,7.69
N00000136,190,1,21,34,24,36,22,14,19,1,1,17,0.53,11.05,17.89,12.63,18.95,11.58,7.37,10.00,0.53,0.53,8.95
N00000137,113,5,8,19,10,10,18,11,18,3,1,10,4.42,7.08,16.81,8.85,8.85,15.93,9.73,15.93,2.65,0.88,8.85
N00000138,165,4,23,28,20,26,18,15,10,1,1,19,2.42,13.94,16.97,12.12,15.76,10.91,9.09,6.06,0.61,0.61,11.52
N00000139,119,4,4,24,19,18,11,10,13,3,6,7,3.36,3.36,20.17,15.97,15.13,9.24,8.40,10.92,2.52,5.04,5.88
N00000140,138,1,14,15,15,23,11,25,13,3,11,7,0.72,10.14,10.87,10.87,16.67,7.97,18.12,9.42,2.17,7.97,5.07
N00000141,135,1,4,15,19,12,16,25,33,0,6,4,0.74,2.96,11.11,14.07,8.89,11.85,18.52,24.44,0,4.44,2.96
N00000142,74,1,3,6,6,11,10,12,12,4,3,6,1.35,4.05,8.11,8.11,14.86,13.51,16.22,16.22,5.41,4.05,8.11
N00000143,77,1,2,6,4,9,10,12,24,1,5,3,1.30,2.60,7.79,5.19,11.69,12.99,15.58,31.17,1.30,6.49,3.90
N00000144,85,0,3,11,3,10,7,16,23,2,5,5,0,3.53,12.94,3.53,11.76,8.24,18.82,27.06,2.35,5.88,5.88
N00000145,39,1,0,3,2,3,5,8,9,4,1,3,2.56,0,7.69,5.13,7.69,12.82,20.51,23.08,10.26,2.56,7.69
N00000146,106,5,10,21,3,25,6,12,8,3,3,10,4.72,9.43,19.81,2.83,23.58,5.66,11.32,7.55,2.83,2.83,9.43
N00000147,91,1,1,12,7,4,15,16,17,3,5,10,1.10,1.10,13.19,7.69,4.40,16.48,17.58,18.68,3.30,5.49,10.99
N00000148,222,0,14,18,19,30,37,27,42,11,13,11,0,6.31,8.11,8.56,13.51,16.67,12.16,18.92,4.95,5.86,4.95
N00000149,135,3,9,22,12,21,21,19,15,4,3,6,2.22,6.67,16.30,8.89,15.56,15.56,14.07,11.11,2.96,2.22,4.44
N00000150,124,3,11,28,14,20,17,11,7,3,3,7,2.42,8.87,22.58,11.29,16.13,13.71,8.87,5.65,2.42,2.42,5.65
N00000151,118,3,5,7,14,9,17,22,20,9,4,8,2.54,4.24,5.93,11.86,7.63,14.41,18.64,16.95,7.63,3.39,6.78
N00000152,108,1,1,10,8,13,18,13,23,5,6,10,0.93,0.93,9.26,7.41,12.04,16.67,12.04,21.30,4.63,5.56,9.26
N00000153,74,0,1,4,7,13,17,8,15,1,3,5,0,1.35,5.41,9.46,17.57,22.97,10.81,20.27,1.35,4.05,6.76
N00000154,107,3,4,13,13,21,13,12,14,4,0,10,2.80,3.74,12.15,12.15,19.63,12.15,11.21,13.08,3.74,0,9.35
N00000155,136,1,6,22,13,35,13,15,14,4,3,10,0.74,4.41,16.18,9.56,25.74,9.56,11.03,10.29,2.94,2.21,7.35
N00000156,94,0,6,26,8,15,14,6,11,1,1,6,0,6.38,27.66,8.51,15.96,14.89,6.38,11.70,1.06,1.06,6.38
N00000157,142,3,17,26,7,46,5,14,11,2,2,9,2.11,11.97,18.31,4.93,32.39,3.52,9.86,7.75,1.41,1.41,6.34
N00000158,244,8,10,49,24,41,26,30,34,3,5,14,3.28,4.10,20.08,9.84,16.80,10.66,12.30,13.93,1.23,2.05,5.74
N00000159,82,1,3,11,8,8,7,9,20,5,4,6,1.22,3.66,13.41,9.76,9.76,8.54,10.98,24.39,6.10,4.88,7.32
N00000160,114,2,15,23,15,7,12,15,15,2,3,5,1.75,13.16,20.18,13.16,6.14,10.53,13.16,13.16,1.75,2.63,4.39
N00000161,133,8,21,41,12,18,6,7,3,1,1,15,6.02,15.79,30.83,9.02,13.53,4.51,5.26,2.26,0.75,0.75,11.28
N00000162,105,2,6,19,15,15,13,9,18,2,3,3,1.90,5.71,18.10,14.29,14.29,12.38,8.57,17.14,1.90,2.86,2.86
N00000163,114,2,0,18,14,17,17,15,14,6,5,6,1.75,0,15.79,12.28,14.91,14.91,13.16,12.28,5.26,4.39,5.26
N00000164,93,4,15,21,9,26,7,3,4,0,0,4,4.30,16.13,22.58,9.68,27.96,7.53,3.23,4.30,0,0,4.30
N00000165,120,5,23,27,5,25,8,2,9,1,3,12,4.17,19.17,22.50,4.17,20.83,6.67,1.67,7.50,0.83,2.50,10.00
N00000166,104,2,11,21,22,9,10,9,9,1,3,7,1.92,10.58,20.19,21.15,8.65,9.62,8.65,8.65,0.96,2.88,6.73
N00000167,131,3,16,30,17,19,11,9,12,0,3,11,2.29,12.21,22.90,12.98,14.50,8.40,6.87,9.16,0,2.29,8.40
N00000168,124,3,22,24,6,19,12,18,16,1,0,3,2.42,17.74,19.35,4.84,15.32,9.68,14.52,12.90,0.81,0,2.42
N00000169,276,7,30,39,26,79,21,21,29,7,2,15,2.54,10.87,14.13,9.42,28.62,7.61,7.61,10.51,2.54,0.72,5.43
N00000170,132,3,4,24,13,23,18,18,17,1,6,5,2.27,3.03,18.18,9.85,17.42,13.64,13.64,12.88,0.76,4.55,3.79
N00000171,150,2,9,33,14,44,10,18,9,1,2,8,1.33,6.00,22.00,9.33,29.33,6.67,12.00,6.00,0.67,1.33,5.33
N00000172,295,6,31,49,24,78,27,24,28,5,8,15,2.03,10.51,16.61,8.14,26.44,9.15,8.14,9.49,1.69,2.71,5.08
N00000173,146,4,14,31,7,50,8,9,9,2,2,10,2.74,9.59,21.23,4.79,34.25,5.48,6.16,6.16,1.37,1.37,6.85
N00000174,128,1,8,13,9,17,13,16,30,6,4,11,0.78,6.25,10.16,7.03,13.28,10.16,12.50,23.44,4.69,3.13,8.59
N00000175,136,3,10,24,7,27,13,17,27,2,1,5,2.21,7.35,17.65,5.15,19.85,9.56,12.50,19.85,1.47,0.74,3.68
N00000176,186,2,4,20,21,14,29,33,41,2,7,13,1.08,2.15,10.75,11.29,7.53,15.59,17.74,22.04,1.08,3.76,6.99
N00000177,114,0,5,11,6,20,17,17,24,1,8,5,0,4.39,9.65,5.26,17.54,14.91,14.91,21.05,0.88,7.02,4.39
N00000178,221,4,13,24,16,21,16,28,53,15,7,24,1.81,5.88,10.86,7.24,9.50,7.24,12.67,23.98,6.79,3.17,10.86
N00000179,323,4,7,44,46,31,32,52,68,16,11,12,1.24,2.17,13.62,14.24,9.60,9.91,16.10,21.05,4.95,3.41,3.72
N00000180,90,1,0,7,6,4,16,21,20,6,4,5,1.11,0,7.78,6.67,4.44,17.78,23.33,22.22,6.67,4.44,5.56
N00000181,143,1,3,26,8,18,12,20,39,1,8,7,0.70,2.10,18.18,5.59,12.59,8.39,13.99,27.27,0.70,5.59,4.90
N00000182,70,1,3,11,8,9,9,11,11,1,1,5,1.43,4.29,15.71,11.43,12.86,12.86,15.71,15.71,1.43,1.43,7.14
N00000183,116,1,15,26,10,18,11,10,11,1,6,7,0.86,12.93,22.41,8.62,15.52,9.48,8.62,9.48,0.86,5.17,6.03
N00000184,124,2,7,20,14,14,20,16,16,3,5,7,1.61,5.65,16.13,11.29,11.29,16.13,12.90,12.90,2.42,4.03,5.65
N00000185,72,1,5,15,5,10,7,12,9,0,4,4,1.39,6.94,20.83,6.94,13.89,9.72,16.67,12.50,0,5.56,5.56
N00000186,88,1,7,8,8,11,15,13,14,1,0,10,1.14,7.95,9.09,9.09,12.50,17.05,14.77,15.91,1.14,0,11.36
N00000187,81,1,4,5,9,7,11,14,20,4,3,3,1.23,4.94,6.17,11.11,8.64,13.58,17.28,24.69,4.94,3.70,3.70
N00000188,124,0,6,10,9,17,18,15,29,5,3,12,0,4.84,8.06,7.26,13.71,14.52,12.10,23.39,4.03,2.42,9.68
