GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00003322,142,8,37,71,13,13,280,5.63,26.06,50.00,9.15,9.15
N00003323,151,7,41,58,31,14,315,4.64,27.15,38.41,20.53,9.27
N00003324,140,18,56,53,7,6,207,12.86,40.00,37.86,5.00,4.29
N00003325,153,5,43,76,17,12,300,3.27,28.10,49.67,11.11,7.84
N00003326,261,31,117,98,11,4,363,11.88,44.83,37.55,4.21,1.53
N00003327,154,9,58,61,24,2,261,5.84,37.66,39.61,15.58,1.30
N00003328,117,9,74,29,3,2,149,7.69,63.25,24.79,2.56,1.71
N00003329,139,6,48,62,18,5,246,4.32,34.53,44.60,12.95,3.60
N00003330,137,4,55,63,13,2,228,2.92,40.15,45.99,9.49,1.46
N00003331,167,1,55,90,15,6,304,0.60,32.93,53.89,8.98,3.59
N00003332,136,5,33,65,22,11,276,3.68,24.26,47.79,16.18,8.09
N00003333,125,15,49,40,14,7,200,12.00,39.20,32.00,11.20,5.60
N00003334,119,8,34,56,15,6,217,6.72,28.57,47.06,12.61,5.04
N00003335,107,21,40,37,8,1,142,19.63,37.38,34.58,7.48,0.93
N00003336,133,4,23,63,36,7,287,3.01,17.29,47.37,27.07,5.26
N00003337,144,48,69,22,4,1,129,33.33,47.92,15.28,2.78,0.69
N00003338,115,20,77,18,0,0,113,17.39,66.96,15.65,0,0
N00003339,186,29,92,54,9,2,235,15.59,49.46,29.03,4.84,1.08
N00003340,132,55,54,20,2,1,105,41.67,40.91,15.15,1.52,0.76
N00003341,113,19,56,32,6,0,138,16.81,49.56,28.32,5.31,0
N00003342,129,22,65,37,4,1,156,17.05,50.39,28.68,3.10,0.78
N00003343,126,54,56,15,1,0,89,42.86,44.44,11.90,0.79,0
N00003344,139,31,68,34,5,1,155,22.30,48.92,24.46,3.60,0.72
N00003345,99,2,38,44,14,1,172,2.02,38.38,44.44,14.14,1.01
N00003346,127,3,51,56,14,3,217,2.36,40.16,44.09,11.02,2.36
N00003347,137,5,54,57,16,5,236,3.65,39.42,41.61,11.68,3.65
N00003348,160,8,51,69,23,9,299,5.00,31.87,43.13,14.38,5.63
N00003349,341,26,113,163,33,6,563,7.62,33.14,47.80,9.68,1.76
N00003350,177,7,50,81,27,12,346,3.95,28.25,45.76,15.25,6.78
N00003351,143,17,49,52,16,9,239,11.89,34.27,36.36,11.19,6.29
N00003352,155,14,71,60,7,3,225,9.03,45.81,38.71,4.52,1.94
N00003353,131,12,50,55,11,3,206,9.16,38.17,41.98,8.40,2.29
N00003354,153,8,38,78,18,11,297,5.23,24.84,50.98,11.76,7.19
N00003355,145,7,45,57,21,15,293,4.83,31.03,39.31,14.48,10.34
N00003356,219,5,84,105,23,2,371,2.28,38.36,47.95,10.50,0.91
N00003357,120,11,32,44,21,12,241,9.17,26.67,36.67,17.50,10.00
N00003358,147,2,43,61,24,17,310,1.36,29.25,41.50,16.33,11.56
N00003359,132,8,39,50,20,15,269,6.06,29.55,37.88,15.15,11.36
N00003360,109,38,56,15,0,0,86,34.86,51.38,13.76,0,0
N00003361,140,26,80,27,6,1,156,18.57,57.14,19.29,4.29,0.71
N00003362,128,6,40,65,10,7,231,4.69,31.25,50.78,7.81,5.47
N00003363,297,58,151,67,15,6,356,19.53,50.84,22.56,5.05,2.02
N00003364,139,19,52,52,10,6,211,13.67,37.41,37.41,7.19,4.32
N00003365,176,11,58,73,23,11,323,6.25,32.95,41.48,13.07,6.25
N00003366,123,19,66,33,4,1,148,15.45,53.66,26.83,3.25,0.81
N00003367,139,9,75,40,12,3,204,6.47,53.96,28.78,8.63,2.16
N00003368,135,48,64,20,3,0,113,35.56,47.41,14.81,2.22,0
N00003369,149,56,68,19,6,0,124,37.58,45.64,12.75,4.03,0
N00003370,129,47,57,22,2,1,112,36.43,44.19,17.05,1.55,0.78
N00003371,159,64,73,17,5,0,122,40.25,45.91,10.69,3.14,0
N00003372,139,69,53,11,5,1,94,49.64,38.13,7.91,3.60,0.72
N00003373,129,53,58,14,3,1,105,41.09,44.96,10.85,2.33,0.78
N00003374,129,54,62,9,4,0,92,41.86,48.06,6.98,3.10,0
N00003375,127,51,56,18,2,0,98,40.16,44.09,14.17,1.57,0
N00003376,130,51,53,18,5,3,116,39.23,40.77,13.85,3.85,2.31
N00003377,110,39,55,15,1,0,88,35.45,50.00,13.64,0.91,0
N00003378,124,36,53,32,2,1,127,29.03,42.74,25.81,1.61,0.81
N00003379,124,45,60,14,5,0,103,36.29,48.39,11.29,4.03,0
N00003380,145,61,66,17,0,1,104,42.07,45.52,11.72,0,0.69
N00003381,138,67,61,10,0,0,81,48.55,44.20,7.25,0,0
N00003382,127,69,45,11,2,0,73,54.33,35.43,8.66,1.57,0
N00003383,125,31,69,22,1,2,128,24.80,55.20,17.60,0.80,1.60
N00003384,153,14,51,62,17,9,267,9.15,33.33,40.52,11.11,5.88
N00003385,164,10,49,70,27,8,306,6.10,29.88,42.68,16.46,4.88
N00003386,146,41,52,40,10,3,174,28.08,35.62,27.40,6.85,2.05
N00003387,128,1,34,71,21,1,243,0.78,26.56,55.47,16.41,0.78
N00003388,164,21,83,47,10,3,219,12.80,50.61,28.66,6.10,1.83
N00003389,140,5,39,74,19,3,261,3.57,27.86,52.86,13.57,2.14
N00003390,151,25,63,50,8,5,207,16.56,41.72,33.11,5.30,3.31
N00003391,176,28,85,55,6,2,221,15.91,48.30,31.25,3.41,1.14
N00003392,146,8,31,60,31,16,314,5.48,21.23,41.10,21.23,10.96
N00003393,146,5,44,65,27,5,282,3.42,30.14,44.52,18.49,3.42
N00003394,135,2,34,55,24,20,307,1.48,25.19,40.74,17.78,14.81
N00003395,167,44,75,42,6,0,177,26.35,44.91,25.15,3.59,0
N00003396,163,4,39,87,29,4,318,2.45,23.93,53.37,17.79,2.45
N00003397,109,40,48,20,0,1,92,36.70,44.04,18.35,0,0.92
N00003398,119,12,52,46,9,0,171,10.08,43.70,38.66,7.56,0
N00003399,129,10,66,39,14,0,186,7.75,51.16,30.23,10.85,0
N00003400,139,5,65,49,12,8,234,3.60,46.76,35.25,8.63,5.76
N00003401,121,11,58,41,9,2,175,9.09,47.93,33.88,7.44,1.65
N00003402,144,70,63,8,3,0,88,48.61,43.75,5.56,2.08,0
N00003403,114,76,29,7,0,2,52,66.67,25.44,6.14,0,1.75
N00003404,133,86,39,6,2,0,57,64.66,29.32,4.51,1.50,0
N00003405,144,73,65,5,1,0,78,50.69,45.14,3.47,0.69,0
N00003406,165,49,90,26,0,0,142,29.70,54.55,15.76,0,0
N00003407,242,19,122,88,11,2,339,7.85,50.41,36.36,4.55,0.83
N00003408,197,22,99,62,8,6,285,11.17,50.25,31.47,4.06,3.05
N00003409,155,26,86,38,4,1,179,16.77,55.48,24.52,2.58,0.65
N00003410,238,28,101,94,14,1,335,11.76,42.44,39.50,5.88,0.42
N00003411,107,13,50,39,5,0,143,12.15,46.73,36.45,4.67,0
N00003412,132,41,68,20,2,1,118,31.06,51.52,15.15,1.52,0.76
N00003413,132,36,71,22,2,1,126,27.27,53.79,16.67,1.52,0.76
N00003414,128,8,72,40,6,2,179,6.25,56.25,31.25,4.69,1.56
N00003415,132,29,70,25,7,1,145,21.97,53.03,18.94,5.30,0.76
N00003416,121,27,64,27,1,2,131,22.31,52.89,22.31,0.83,1.65
N00003417,119,45,61,11,2,0,89,37.82,51.26,9.24,1.68,0
N00003418,132,51,65,14,1,1,103,38.64,49.24,10.61,0.76,0.76
N00003419,124,19,61,36,6,2,159,15.32,49.19,29.03,4.84,1.61
N00003420,125,47,63,13,1,1,96,37.60,50.40,10.40,0.80,0.80
N00003421,113,40,61,9,3,0,88,35.40,53.98,7.96,2.65,0
N00003422,256,88,98,56,11,3,257,34.38,38.28,21.88,4.30,1.17
N00003423,249,121,95,30,2,1,165,48.59,38.15,12.05,0.80,0.40
N00003424,129,40,65,19,4,1,120,31.01,50.39,14.73,3.10,0.78
N00003425,95,36,49,10,0,0,69,37.89,51.58,10.53,0,0
N00003426,350,86,165,86,10,3,384,24.57,47.14,24.57,2.86,0.86
N00003427,140,25,75,33,7,0,162,17.86,53.57,23.57,5.00,0
N00003428,129,22,68,31,7,1,155,17.05,52.71,24.03,5.43,0.78
N00003429,127,46,66,13,2,0,98,36.22,51.97,10.24,1.57,0
N00003430,103,39,42,15,4,3,97,37.86,40.78,14.56,3.88,2.91
N00003431,132,53,57,20,1,1,104,40.15,43.18,15.15,0.76,0.76
N00003432,139,9,83,41,3,3,186,6.47,59.71,29.50,2.16,2.16
N00003433,116,39,47,24,6,0,113,33.62,40.52,20.69,5.17,0
N00003434,114,28,52,29,5,0,125,24.56,45.61,25.44,4.39,0
N00003435,101,20,58,20,2,1,108,19.80,57.43,19.80,1.98,0.99
N00003436,122,7,64,40,10,1,179,5.74,52.46,32.79,8.20,0.82
N00003437,131,9,56,53,10,3,204,6.87,42.75,40.46,7.63,2.29
N00003438,134,11,64,46,12,1,196,8.21,47.76,34.33,8.96,0.75
N00003439,124,2,77,35,6,4,183,1.61,62.10,28.23,4.84,3.23
N00003440,125,14,63,38,10,0,169,11.20,50.40,30.40,8.00,0
N00003441,131,15,69,35,11,1,176,11.45,52.67,26.72,8.40,0.76
N00003442,114,32,56,23,2,1,112,28.07,49.12,20.18,1.75,0.88
N00003443,252,7,85,133,19,8,440,2.78,33.73,52.78,7.54,3.17
N00003444,144,5,40,58,26,15,302,3.47,27.78,40.28,18.06,10.42
N00003445,165,2,41,98,21,3,313,1.21,24.85,59.39,12.73,1.82
N00003446,144,6,48,69,15,6,256,4.17,33.33,47.92,10.42,4.17
N00003447,123,9,76,26,9,3,167,7.32,61.79,21.14,7.32,2.44
N00003448,180,11,42,83,29,15,373,6.11,23.33,46.11,16.11,8.33
N00003449,144,5,33,70,22,14,310,3.47,22.92,48.61,15.28,9.72
N00003450,129,6,46,53,16,8,232,4.65,35.66,41.09,12.40,6.20
N00003451,222,10,70,110,26,6,394,4.50,31.53,49.55,11.71,2.70
N00003452,153,7,45,71,21,9,291,4.58,29.41,46.41,13.73,5.88
N00003453,123,11,81,25,6,0,149,8.94,65.85,20.33,4.88,0
N00003454,127,18,56,43,7,3,178,14.17,44.09,33.86,5.51,2.36
N00003455,122,18,54,40,8,2,166,14.75,44.26,32.79,6.56,1.64
N00003456,105,6,63,33,3,0,138,5.71,60.00,31.43,2.86,0
N00003457,123,33,66,21,2,1,118,26.83,53.66,17.07,1.63,0.81
N00003458,125,11,62,42,8,2,178,8.80,49.60,33.60,6.40,1.60
N00003459,114,15,60,31,6,2,148,13.16,52.63,27.19,5.26,1.75
N00003460,152,8,72,59,8,5,239,5.26,47.37,38.82,5.26,3.29
N00003461,130,20,64,42,2,2,162,15.38,49.23,32.31,1.54,1.54
N00003462,133,2,45,63,19,4,246,1.50,33.83,47.37,14.29,3.01
N00003463,168,8,34,99,17,10,328,4.76,20.24,58.93,10.12,5.95
N00003464,147,2,63,62,15,5,252,1.36,42.86,42.18,10.20,3.40
N00003465,117,20,55,29,12,1,153,17.09,47.01,24.79,10.26,0.85
N00003466,119,10,42,56,8,3,192,8.40,35.29,47.06,6.72,2.52
N00003467,220,13,93,86,21,7,357,5.91,42.27,39.09,9.55,3.18
N00003468,123,5,60,49,9,0,185,4.07,48.78,39.84,7.32,0
N00003469,136,12,53,58,11,2,210,8.82,38.97,42.65,8.09,1.47
N00003470,133,7,45,55,19,7,243,5.26,33.83,41.35,14.29,5.26
N00003471,112,26,46,32,3,5,142,23.21,41.07,28.57,2.68,4.46
N00003472,128,4,59,45,14,6,220,3.13,46.09,35.16,10.94,4.69
N00003473,129,16,36,55,16,6,218,12.40,27.91,42.64,12.40,4.65
N00003474,166,11,59,71,19,6,285,6.63,35.54,42.77,11.45,3.61
N00003475,376,20,104,197,38,17,688,5.32,27.66,52.39,10.11,4.52
N00003476,263,9,99,113,27,15,470,3.42,37.64,42.97,10.27,5.70
N00003477,220,32,109,63,14,2,290,14.55,49.55,28.64,6.36,0.91
N00003478,294,15,111,130,31,7,494,5.10,37.76,44.22,10.54,2.38
N00003479,286,8,102,140,25,11,505,2.80,35.66,48.95,8.74,3.85
N00003480,117,36,62,16,3,0,103,30.77,52.99,13.68,2.56,0
N00003481,70,4,33,30,2,1,103,5.71,47.14,42.86,2.86,1.43
N00003482,122,22,67,24,7,2,144,18.03,54.92,19.67,5.74,1.64
N00003483,161,73,67,19,2,0,111,45.34,41.61,11.80,1.24,0
N00003484,123,38,67,17,1,0,104,30.89,54.47,13.82,0.81,0
N00003485,114,37,58,19,0,0,96,32.46,50.88,16.67,0,0
N00003486,143,55,68,17,1,2,113,38.46,47.55,11.89,0.70,1.40
N00003487,153,78,56,16,1,2,99,50.98,36.60,10.46,0.65,1.31
N00003488,121,63,48,10,0,0,68,52.07,39.67,8.26,0,0
N00003489,302,156,123,22,0,1,172,51.66,40.73,7.28,0,0.33
N00003490,97,44,43,7,2,1,67,45.36,44.33,7.22,2.06,1.03
N00003491,249,126,102,17,3,1,150,50.60,40.96,6.83,1.20,0.40
N00003492,117,47,56,10,3,1,90,40.17,47.86,8.55,2.56,0.85
N00003493,245,102,126,13,2,2,166,41.63,51.43,5.31,0.82,0.82
N00003494,261,43,125,70,20,3,337,16.48,47.89,26.82,7.66,1.15
N00003495,138,7,67,54,10,0,205,5.07,48.55,39.13,7.25,0
N00003496,207,61,100,38,8,0,200,29.47,48.31,18.36,3.86,0
N00003497,216,110,82,19,4,1,136,50.93,37.96,8.80,1.85,0.46
N00003498,119,43,55,17,2,2,104,36.13,46.22,14.29,1.68,1.68
N00003499,104,32,61,9,1,1,86,30.77,58.65,8.65,0.96,0.96
N00003500,130,20,74,33,3,0,149,15.38,56.92,25.38,2.31,0
N00003501,122,43,54,19,5,1,111,35.25,44.26,15.57,4.10,0.82
N00003502,131,57,64,8,0,2,89,43.51,48.85,6.11,0,1.53
N00003503,143,40,68,34,1,0,139,27.97,47.55,23.78,0.70,0
N00003504,128,4,79,36,6,3,181,3.13,61.72,28.13,4.69,2.34
N00003505,101,39,54,8,0,0,70,38.61,53.47,7.92,0,0
N00003506,169,74,75,13,6,1,123,43.79,44.38,7.69,3.55,0.59
N00003507,107,53,37,14,2,1,75,49.53,34.58,13.08,1.87,0.93
N00003508,119,51,50,17,0,1,88,42.86,42.02,14.29,0,0.84
N00003509,119,20,55,32,11,1,156,16.81,46.22,26.89,9.24,0.84
N00003510,120,39,57,20,3,1,118,32.50,47.50,16.67,2.50,0.83
N00003511,99,33,41,19,5,1,98,33.33,41.41,19.19,5.05,1.01
N00003512,120,46,59,14,1,0,90,38.33,49.17,11.67,0.83,0
N00003513,218,89,97,27,5,0,166,40.83,44.50,12.39,2.29,0
N00003514,241,113,95,29,4,0,165,46.89,39.42,12.03,1.66,0
N00003515,92,38,37,13,3,1,76,41.30,40.22,14.13,3.26,1.09
N00003516,126,68,47,10,1,0,70,53.97,37.30,7.94,0.79,0
N00003517,246,117,106,21,0,2,162,47.56,43.09,8.54,0,0.81
N00003518,116,60,52,3,1,0,61,51.72,44.83,2.59,0.86,0
N00003519,87,46,33,8,0,0,49,52.87,37.93,9.20,0,0
N00003520,123,64,51,6,2,0,69,52.03,41.46,4.88,1.63,0
N00003521,120,16,65,29,5,5,159,13.33,54.17,24.17,4.17,4.17
N00003522,146,22,62,51,10,1,198,15.07,42.47,34.93,6.85,0.68
N00003523,146,6,61,63,15,1,236,4.11,41.78,43.15,10.27,0.68
N00003524,449,22,215,166,39,7,693,4.90,47.88,36.97,8.69,1.56
N00003525,134,15,64,44,8,3,188,11.19,47.76,32.84,5.97,2.24
N00003526,130,12,66,46,6,0,176,9.23,50.77,35.38,4.62,0
N00003527,159,10,56,59,25,9,288,6.29,35.22,37.11,15.72,5.66
N00003528,280,18,90,106,38,28,534,6.43,32.14,37.86,13.57,10.00
N00003529,136,14,41,47,29,5,246,10.29,30.15,34.56,21.32,3.68
N00003530,138,6,38,54,26,14,285,4.35,27.54,39.13,18.84,10.14
N00003531,125,13,44,47,14,7,212,10.40,35.20,37.60,11.20,5.60
N00003532,143,13,42,54,25,9,267,9.09,29.37,37.76,17.48,6.29
N00003533,196,24,85,60,21,6,293,12.24,43.37,30.61,10.71,3.06
N00003534,109,25,41,33,7,3,141,22.94,37.61,30.28,6.42,2.75
N00003535,141,12,42,43,24,20,285,8.51,29.79,30.50,17.02,14.18
N00003536,149,12,47,51,29,10,280,8.05,31.54,34.23,19.46,6.71
N00003537,119,37,53,23,4,2,128,31.09,44.54,19.33,3.36,1.68
N00003538,156,18,53,61,16,8,260,11.54,33.97,39.10,10.26,5.13
N00003539,113,3,47,53,8,2,185,2.65,41.59,46.90,7.08,1.77
N00003540,109,27,45,34,2,1,123,24.77,41.28,31.19,1.83,0.92
N00003541,115,25,56,28,3,3,139,21.74,48.70,24.35,2.61,2.61
N00003542,108,38,50,18,2,0,92,35.19,46.30,16.67,1.85,0
N00003543,192,16,81,77,11,7,304,8.33,42.19,40.10,5.73,3.65
N00003544,121,4,58,40,15,4,200,3.31,47.93,33.06,12.40,3.31
N00003545,138,8,48,51,18,13,265,5.80,34.78,36.96,13.04,9.42
N00003546,123,16,54,41,7,5,179,13.01,43.90,33.33,5.69,4.07
N00003547,230,11,95,92,17,15,402,4.78,41.30,40.00,7.39,6.52
N00003548,631,120,264,181,48,18,844,19.02,41.84,28.68,7.61,2.85
N00003549,157,9,52,51,18,27,326,5.73,33.12,32.48,11.46,17.20
N00003550,145,4,46,65,20,10,281,2.76,31.72,44.83,13.79,6.90
N00003551,169,20,69,63,8,9,257,11.83,40.83,37.28,4.73,5.33
N00003552,178,38,80,41,17,2,222,21.35,44.94,23.03,9.55,1.12
N00003553,119,10,44,52,8,5,194,8.40,36.97,43.70,6.72,4.20
N00003554,91,31,39,18,2,1,85,34.07,42.86,19.78,2.20,1.10
N00003555,157,64,65,21,6,1,135,40.76,41.40,13.38,3.82,0.64
N00003556,270,105,121,38,6,0,215,38.89,44.81,14.07,2.22,0
N00003557,122,43,58,14,5,2,109,35.25,47.54,11.48,4.10,1.64
N00003558,154,19,39,66,17,13,278,12.34,25.32,42.86,11.04,8.44
N00003559,184,24,67,75,11,7,282,13.04,36.41,40.76,5.98,3.80
N00003560,157,11,43,70,15,18,313,7.01,27.39,44.59,9.55,11.46
N00003561,134,5,38,55,26,10,271,3.73,28.36,41.04,19.40,7.46
N00003562,135,8,40,60,19,8,250,5.93,29.63,44.44,14.07,5.93
N00003563,150,19,52,53,16,10,252,12.67,34.67,35.33,10.67,6.67
N00003564,127,5,52,43,15,12,242,3.94,40.94,33.86,11.81,9.45
N00003565,143,6,40,56,31,10,294,4.20,27.97,39.16,21.68,6.99
N00003566,165,13,58,68,13,13,291,7.88,35.15,41.21,7.88,7.88
N00003567,155,14,43,63,25,10,285,9.03,27.74,40.65,16.13,6.45
N00003568,134,15,43,52,19,5,228,11.19,32.09,38.81,14.18,3.73
N00003569,147,7,36,64,24,16,311,4.76,24.49,43.54,16.33,10.88
N00003570,153,13,51,53,18,18,294,8.50,33.33,34.64,11.76,11.76
N00003571,111,24,38,31,11,7,163,21.62,34.23,27.93,9.91,6.31
N00003572,154,9,44,65,21,15,300,5.84,28.57,42.21,13.64,9.74
N00003573,134,10,44,49,14,17,257,7.46,32.84,36.57,10.45,12.69
N00003574,152,10,47,54,25,16,299,6.58,30.92,35.53,16.45,10.53
N00003575,147,15,32,62,17,21,308,10.20,21.77,42.18,11.56,14.29
N00003576,153,9,47,67,12,18,298,5.88,30.72,43.79,7.84,11.76
N00003577,139,11,54,55,12,7,233,7.91,38.85,39.57,8.63,5.04
N00003578,157,13,40,57,29,18,328,8.28,25.48,36.31,18.47,11.46
N00003579,150,14,51,53,14,18,282,9.33,34.00,35.33,9.33,12.00
N00003580,128,8,43,53,14,10,239,6.25,33.59,41.41,10.94,7.81
N00003581,232,31,111,78,9,3,310,13.36,47.84,33.62,3.88,1.29
N00003582,199,38,79,59,16,7,274,19.10,39.70,29.65,8.04,3.52
N00003583,252,77,80,78,11,6,296,30.56,31.75,30.95,4.37,2.38
N00003584,117,41,58,10,5,3,105,35.04,49.57,8.55,4.27,2.56
N00003585,123,37,50,29,5,2,133,30.08,40.65,23.58,4.07,1.63
N00003586,133,47,61,19,4,2,120,35.34,45.86,14.29,3.01,1.50
N00003587,141,4,41,61,23,12,288,2.84,29.08,43.26,16.31,8.51
N00003588,170,4,50,87,19,10,325,2.35,29.41,51.18,11.18,5.88
N00003589,177,27,63,51,18,18,298,15.25,35.59,28.81,10.17,10.17
N00003590,171,10,39,75,27,20,361,5.85,22.81,43.86,15.79,11.70
N00003591,163,14,54,61,19,15,302,8.59,33.13,37.42,11.66,9.20
N00003592,123,16,52,34,12,9,202,13.01,42.28,27.64,9.76,7.32
N00003593,171,14,48,69,25,15,324,8.19,28.07,40.35,14.62,8.77
N00003594,323,37,139,118,22,7,470,11.46,43.03,36.53,6.81,2.17
N00003595,130,17,55,41,12,5,194,13.08,42.31,31.54,9.23,3.85
N00003596,118,11,44,43,14,6,200,9.32,37.29,36.44,11.86,5.08
N00003597,156,8,47,64,23,14,305,5.13,30.13,41.03,14.74,8.97
N00003598,129,8,40,64,15,2,221,6.20,31.01,49.61,11.63,1.55
N00003599,152,27,65,42,12,6,209,17.76,42.76,27.63,7.89,3.95
N00003600,137,42,60,25,6,4,149,30.66,43.80,18.25,4.38,2.92
N00003601,134,11,56,52,10,5,212,8.21,41.79,38.81,7.46,3.73
N00003602,144,31,83,23,6,1,151,21.53,57.64,15.97,4.17,0.69
N00003603,124,18,56,38,11,1,169,14.52,45.16,30.65,8.87,0.81
N00003604,154,51,69,29,3,2,144,33.12,44.81,18.83,1.95,1.30
N00003605,133,74,46,9,2,2,78,55.64,34.59,6.77,1.50,1.50
N00003606,118,6,44,38,21,9,222,5.08,37.29,32.20,17.80,7.63
N00003607,174,9,67,75,16,7,297,5.17,38.51,43.10,9.20,4.02
N00003608,170,20,78,59,12,1,236,11.76,45.88,34.71,7.06,0.59
N00003609,127,41,63,13,7,3,122,32.28,49.61,10.24,5.51,2.36
N00003610,122,45,42,26,8,1,122,36.89,34.43,21.31,6.56,0.82
N00003611,119,45,44,26,3,1,109,37.82,36.97,21.85,2.52,0.84
N00003612,142,8,42,63,10,19,276,5.63,29.58,44.37,7.04,13.38
N00003613,161,22,55,58,18,8,258,13.66,34.16,36.02,11.18,4.97
N00003614,152,6,53,70,17,6,271,3.95,34.87,46.05,11.18,3.95
N00003615,128,30,45,34,10,9,183,23.44,35.16,26.56,7.81,7.03
N00003616,125,15,47,42,15,6,201,12.00,37.60,33.60,12.00,4.80
N00003617,125,26,54,33,8,4,160,20.80,43.20,26.40,6.40,3.20
N00003618,138,16,33,47,23,19,282,11.59,23.91,34.06,16.67,13.77
N00003619,136,19,42,42,22,11,240,13.97,30.88,30.88,16.18,8.09
N00003620,168,16,64,70,10,8,270,9.52,38.10,41.67,5.95,4.76
N00003621,146,15,49,59,15,8,245,10.27,33.56,40.41,10.27,5.48
N00003622,166,13,42,79,14,18,317,7.83,25.30,47.59,8.43,10.84
N00003623,112,29,55,22,3,3,120,25.89,49.11,19.64,2.68,2.68
N00003624,228,21,78,86,30,13,395,9.21,34.21,37.72,13.16,5.70
N00003625,156,56,50,33,12,5,175,35.90,32.05,21.15,7.69,3.21
N00003626,141,7,70,45,14,5,223,4.96,49.65,31.91,9.93,3.55
N00003627,147,36,76,30,5,0,151,24.49,51.70,20.41,3.40,0
N00003628,151,38,73,31,9,0,162,25.17,48.34,20.53,5.96,0
N00003629,105,25,45,26,8,1,128,23.81,42.86,24.76,7.62,0.95
N00003630,276,59,123,65,22,7,349,21.38,44.57,23.55,7.97,2.54
N00003631,99,35,43,17,3,1,90,35.35,43.43,17.17,3.03,1.01
N00003632,134,24,59,39,10,2,177,17.91,44.03,29.10,7.46,1.49
N00003633,117,66,41,10,0,0,61,56.41,35.04,8.55,0,0
N00003634,136,26,70,33,2,5,163,19.12,51.47,24.26,1.47,3.68
N00003635,113,7,45,46,11,4,188,6.19,39.82,40.71,9.73,3.54
N00003636,124,11,37,53,15,8,231,8.87,29.84,42.74,12.10,6.45
N00003637,140,18,62,42,14,4,210,12.86,44.29,30.00,10.00,2.86
N00003638,166,17,76,57,8,8,247,10.24,45.78,34.34,4.82,4.82
N00003639,130,23,53,42,6,6,180,17.69,40.77,32.31,4.62,4.62
N00003640,133,40,72,15,4,2,122,30.08,54.14,11.28,3.01,1.50
N00003641,168,10,57,72,20,9,304,5.95,33.93,42.86,11.90,5.36
N00003642,139,21,62,35,14,7,208,15.11,44.60,25.18,10.07,5.04
N00003643,132,27,47,38,15,5,190,20.45,35.61,28.79,11.36,3.79
N00003644,126,9,59,38,13,7,203,7.14,46.83,30.16,10.32,5.56
N00003645,203,56,78,48,15,6,248,27.59,38.42,23.65,7.39,2.96
N00003646,179,17,68,63,22,9,298,9.50,37.99,35.20,12.29,5.03
N00003647,258,39,133,68,11,7,333,15.12,51.55,26.36,4.26,2.71
N00003648,157,15,58,63,10,11,260,9.55,36.94,40.13,6.37,7.01
N00003649,143,14,43,53,16,17,273,9.79,30.07,37.06,11.19,11.89
N00003650,154,10,69,55,15,5,244,6.49,44.81,35.71,9.74,3.25
N00003651,123,20,63,25,10,5,163,16.26,51.22,20.33,8.13,4.07
N00003652,218,20,75,76,28,19,396,9.17,34.40,34.86,12.84,8.72
N00003653,137,21,63,38,9,6,193,15.33,45.99,27.74,6.57,4.38
N00003654,101,46,35,17,2,1,79,45.54,34.65,16.83,1.98,0.99
N00003655,113,58,39,13,1,2,77,51.33,34.51,11.50,0.88,1.77
N00003656,185,33,80,68,4,0,228,17.84,43.24,36.76,2.16,0
N00003657,165,68,66,23,6,2,138,41.21,40.00,13.94,3.64,1.21
N00003658,188,26,71,60,24,7,295,13.83,37.77,31.91,12.77,3.72
N00003659,145,20,68,45,7,5,199,13.79,46.90,31.03,4.83,3.45
N00003660,147,25,65,43,10,4,197,17.01,44.22,29.25,6.80,2.72
N00003661,161,42,79,32,7,1,168,26.09,49.07,19.88,4.35,0.62
N00003662,110,42,54,11,3,0,85,38.18,49.09,10.00,2.73,0
N00003663,106,39,46,16,4,1,94,36.79,43.40,15.09,3.77,0.94
N00003664,194,27,114,47,2,4,231,13.92,58.76,24.23,1.03,2.06
N00003665,177,10,95,57,10,5,261,5.65,53.67,32.20,5.65,2.82
N00003666,183,38,72,60,7,6,237,20.77,39.34,32.79,3.83,3.28
N00003667,138,13,50,51,12,12,245,9.42,36.23,36.96,8.70,8.70
N00003668,146,25,50,47,12,12,239,17.12,34.25,32.19,8.22,8.22
N00003669,144,14,52,48,18,12,262,9.72,36.11,33.33,12.50,8.33
N00003670,135,22,43,44,13,13,233,16.30,31.85,32.59,9.63,9.63
N00003671,117,42,52,18,1,4,108,35.90,44.44,15.38,0.85,3.42
N00003672,118,19,50,40,6,3,162,16.10,42.37,33.90,5.08,2.54
N00003673,107,21,51,26,5,4,134,19.63,47.66,24.30,4.67,3.74
N00003674,141,17,51,53,14,6,225,12.06,36.17,37.59,9.93,4.26
N00003675,125,31,54,25,8,7,159,24.80,43.20,20.00,6.40,5.60
N00003676,132,49,63,15,4,1,109,37.12,47.73,11.36,3.03,0.76
N00003677,125,56,54,7,5,3,95,44.80,43.20,5.60,4.00,2.40
N00003678,144,59,60,17,5,3,121,40.97,41.67,11.81,3.47,2.08
N00003679,132,57,50,22,3,0,103,43.18,37.88,16.67,2.27,0
N00003680,123,56,53,11,3,0,84,45.53,43.09,8.94,2.44,0
N00003681,185,89,70,21,3,2,129,48.11,37.84,11.35,1.62,1.08
